PeakID (cmd=annotatePeaks.pl ENCAB506UYG.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_2378	chr14	89850388	89850640	+	0	NA	intron (FOXN3, intron 2 of 5)	-intron (FOXN3, intron 2 of 6)	32940	FOXN3	FOXN3	NM_001085471			FOXN3			NA
Interval_4301	chr2	64319689	64319948	+	0	NA	TTS (PELI1)	-TTS (PELI1)	51787	PELI1	PELI1	NM_020651			PELI1			NA
Interval_4789	chr20	443156	443391	+	0	NA	promoter-TSS (TBC1D20)	-promoter-TSS (TBC1D20)	-76	TBC1D20	TBC1D20	NM_144628			TBC1D20			NA
Interval_6828	chr6	26270716	26271137	+	0	NA	TTS (HIST1H3G)	-TTS (HIST1H3G)	686	HIST1H3G	HIST1H3G	NM_003534			HIST1H3G			NA
Interval_3329	chr17	46048117	46048403	+	0	NA	promoter-TSS (CDK5RAP3)	-promoter-TSS (CDK5RAP3)	-62	CDK5RAP3	CDK5RAP3	NM_001278198			CDK5RAP3			NA
Interval_3818	chr19	7766480	7766713	+	0	NA	intron (FCER2, intron 1 of 10)	-intron (FCER2, intron 1 of 10)	436	FCER2	FCER2	NM_002002			FCER2			NA
Interval_3979	chr19	38714861	38715160	+	0	NA	promoter-TSS (DPF1)	-promoter-TSS (DPF1)	-120	DPF1	DPF1	NM_001135156			DPF1			NA
Interval_74	chr1	11046671	11046906	+	0	NA	Intergenic	Intergenic	-4694	C1orf127	C1orf127	NM_001170754			C1orf127			NA
Interval_5036	chr21	9923062	9923389	+	0	NA	intron (TEKT4P2, intron 2 of 2)	-intron (TEKT4P2, intron 2 of 3)	45369	TEKT4P2	TEKT4P2	NR_038329			TEKT4P2			NA
Interval_7971	chr8	126620142	126620486	+	0	NA	Intergenic	Intergenic	177751	TRIB1	TRIB1	NM_001282985			TRIB1			NA
Interval_2328	chr14	72085519	72085770	+	0	NA	intron (SIPA1L1, intron 3 of 21)	-intron (SIPA1L1, intron 3 of 20)	89615	SIPA1L1	SIPA1L1	NM_001284246			SIPA1L1			NA
Interval_6856	chr6	32812425	32812702	+	0	NA	promoter-TSS (PSMB8)	-promoter-TSS (PSMB8)	700	PSMB8-AS1	PSMB8-AS1	NR_037173			PSMB8-AS1			NA
Interval_8337	chr9	136009072	136009420	+	0	NA	intron (RALGDS, intron 1 of 17)	-intron (RALGDS, intron 1 of 17)	-12609	RALGDS	RALGDS	NM_001042368			RALGDS			NA
Interval_3256	chr17	35969380	35969705	+	0	NA	promoter-TSS (SYNRG)	-promoter-TSS (SYNRG)	-56	SYNRG	SYNRG	NM_007247			SYNRG			NA
Interval_2569	chr15	60942051	60942265	+	0	NA	intron (RORA, intron 2 of 10)	-intron (RORA, intron 2 of 10)	-31610	RORA-AS2	RORA-AS2	NR_120318			RORA-AS2			NA
Interval_1160	chr11	269357	269572	+	0	NA	Intergenic	Intergenic	-9106	NLRP6	NLRP6	NM_001276700			NLRP6			NA
Interval_5250	chr22	37256804	37257378	+	0	NA	promoter-TSS (NCF4)	-promoter-TSS (NCF4)	61	NCF4	NCF4	NM_000631			NCF4			NA
Interval_5685	chr3	124553763	124554206	+	0	NA	intron (ITGB5, intron 5 of 14)	-intron (ITGB5, intron 5 of 14)	52168	ITGB5	ITGB5	NM_002213			ITGB5			NA
Interval_5838	chr3	187487971	187488345	+	0	NA	Intergenic	Intergenic	-24645	BCL6	BCL6	NM_001706			BCL6			NA
Interval_5954	chr4	22852356	22852578	+	0	NA	Intergenic	Intergenic	136755	GBA3	GBA3	NM_020973			GBA3			NA
Interval_6492	chr5	118873406	118873746	+	0	NA	intron (HSD17B4, intron 23 of 23)	-intron (HSD17B4, intron 23 of 23)	85384	HSD17B4	HSD17B4	NM_000414			HSD17B4			NA
Interval_7034	chr6	106532374	106532620	+	0	NA	Intergenic	Intergenic	-14240	PRDM1	PRDM1	NM_182907			PRDM1			NA
Interval_4979	chr20	52346256	52346485	+	0	NA	Intergenic	Intergenic	145878	SUMO1P1	SUMO1P1	NR_002189			SUMO1P1			NA
Interval_5789	chr3	170352520	170352748	+	0	NA	Intergenic	Intergenic	-48771	SLC7A14	SLC7A14	NM_020949			SLC7A14			NA
Interval_3746	chr19	1568455	1568679	+	0	NA	promoter-TSS (MEX3D)	-promoter-TSS (MEX3D)	-510	MEX3D	MEX3D	NM_001174118			MEX3D			NA
Interval_6702	chr6	328118	328562	+	0	NA	intron (DUSP22, intron 3 of 5)	-intron (DUSP22, intron 3 of 6)	36283	DUSP22	DUSP22	NM_020185			DUSP22			NA
Interval_2643	chr15	75660905	75661106	+	0	NA	promoter-TSS (MAN2C1)	-promoter-TSS (MAN2C1)	-37	MAN2C1	MAN2C1	NM_006715			MAN2C1			NA
Interval_4653	chr2	204357687	204357882	+	0	NA	intron (RAPH1, intron 2 of 13)	-intron (RAPH1, intron 2 of 15)	42274	RAPH1	RAPH1	NM_203365			RAPH1			NA
Interval_6573	chr5	139646597	139646857	+	0	NA	intron (PFDN1, intron 3 of 3)	-intron (PFDN1, intron 3 of 3)	35962	PFDN1	PFDN1	NM_002622			PFDN1			NA
Interval_7759	chr8	29084125	29084369	+	0	NA	intron (KIF13B, intron 2 of 39)	-intron (KIF13B, intron 2 of 39)	36363	KIF13B	KIF13B	NM_015254			KIF13B			NA
Interval_7471	chr7	76022367	76022615	+	0	NA	intron (SSC4D, intron 9 of 10)	-intron (SSC4D, intron 9 of 10)	-4350	ZP3	ZP3	NM_001110354			ZP3			NA
Interval_6030	chr4	63461127	63461329	+	0	NA	Intergenic	Intergenic	-433745	ADGRL3-AS1	ADGRL3-AS1	NR_110595			ADGRL3-AS1			NA
Interval_6026	chr4	56915074	56915267	+	0	NA	Intergenic	Intergenic	-48425	MIR7641-2	MIR7641-2	NR_106988_26			MIR7641-2			NA
Interval_4460	chr2	122355952	122356144	+	0	NA	intron (CLASP1, intron 2 of 38)	-intron (CLASP1, intron 2 of 38)	51004	CLASP1	CLASP1	NM_001207051			CLASP1			NA
Interval_7061	chr6	113952430	113952927	+	0	NA	intron (LOC101927686, intron 1 of 2)	-intron (LOC101927686, intron 1 of 2)	18599	LOC101927686	LOC101927686	NR_125844			LOC101927686			NA
Interval_1915	chr12	120729233	120729679	+	0	NA	Intergenic	Intergenic	-10668	SIRT4	SIRT4	NM_012240			SIRT4			NA
Interval_1543	chr12	1663453	1664091	+	0	NA	Intergenic	Intergenic	39559	FBXL14	FBXL14	NM_152441			FBXL14			NA
Interval_1642	chr12	25158279	25158497	+	0	NA	Intergenic	Intergenic	-8015	C12orf77	C12orf77	NM_001101339			C12orf77			NA
Interval_4652	chr2	203712948	203713257	+	0	NA	intron (ICA1L, intron 1 of 12)	-intron (ICA1L, intron 1 of 12)	23606	ICA1L	ICA1L	NM_138468			ICA1L			NA
Interval_517	chr1	169563671	169563864	+	0	NA	intron (SELP, intron 13 of 16)	-intron (SELP, intron 13 of 16)	-7998	F5	F5	NM_000130			F5			NA
Interval_666	chr1	208108615	208108838	+	0	NA	Intergenic	Intergenic	-24043	CD34	CD34	NM_001773			CD34			NA
Interval_2307	chr14	68745889	68746448	+	0	NA	intron (RAD51B, intron 7 of 10)	-intron (RAD51B, intron 7 of 10)	459672	RAD51B	RAD51B	NM_133509			RAD51B			NA
Interval_4302	chr2	64440000	64440308	+	0	NA	Intergenic	Intergenic	-7535	LINC00309	LINC00309	NR_033837			LINC00309			NA
Interval_7554	chr7	101950162	101950562	+	0	NA	intron (SH2B2, intron 3 of 6)	-intron (SH2B2, intron 3 of 6)	13993	MIR4285	MIR4285	NR_036245			MIR4285			NA
Interval_4097	chr19	55972901	55973393	+	0	NA	promoter-TSS (ISOC2)	-promoter-TSS (ISOC2)	-98	ISOC2	ISOC2	NM_001136201			ISOC2			NA
Interval_2094	chr13	78596362	78596641	+	0	NA	intron (LINC00446, intron 2 of 5)	-intron (LINC00446, intron 2 of 5)	9483	LINC00446	LINC00446	NR_047028			LINC00446			NA
Interval_7268	chr7	2883905	2884492	+	0	NA	promoter-TSS (GNA12)	-promoter-TSS (GNA12)	-239	GNA12	GNA12	NM_001293092			GNA12			NA
Interval_2802	chr16	10962566	10962830	+	0	NA	Intergenic	Intergenic	-8357	CIITA	CIITA	NM_000246			CIITA			NA
Interval_1604	chr12	12419988	12420181	+	0	NA	promoter-TSS (LRP6)	-promoter-TSS (LRP6)	-273	LRP6	LRP6	NM_002336			LRP6			NA
Interval_1921	chr12	122064209	122064595	+	0	NA	promoter-TSS (ORAI1)	-promoter-TSS (ORAI1)	-53	ORAI1	ORAI1	NM_032790			ORAI1			NA
Interval_1779	chr12	91401738	91401946	+	0	NA	Intergenic	Intergenic	-3039	EPYC	EPYC	NM_004950			EPYC			NA
Interval_1993	chr13	29149389	29149815	+	0	NA	Intergenic	Intergenic	-80337	FLT1	FLT1	NM_001159920			FLT1			NA
Interval_5437	chr3	28293415	28293999	+	0	NA	intron (CMC1, intron 1 of 3)	-intron (CMC1, intron 1 of 3)	10583	CMC1	CMC1	NM_182523			CMC1			NA
Interval_8293	chr9	128394684	128395389	+	0	NA	intron (MAPKAP1, intron 4 of 10)	-intron (MAPKAP1, intron 4 of 11)	74477	MAPKAP1	MAPKAP1	NM_024117			MAPKAP1			NA
Interval_4406	chr2	101888911	101889136	+	0	NA	TTS (SNORD89)	-TTS (SNORD89)	488	SNORD89	SNORD89	NR_003070			SNORD89			NA
Interval_6584	chr5	142437212	142437511	+	0	NA	intron (ARHGAP26, intron 17 of 22)	-intron (ARHGAP26, intron 17 of 22)	-134704	ARHGAP26-IT1	ARHGAP26-IT1	NR_046816			ARHGAP26-IT1			NA
Interval_2025	chr13	40690180	40690470	+	0	NA	Intergenic	Intergenic	-65621	LINC00332	LINC00332	NR_046870			LINC00332			NA
Interval_7651	chr7	149232297	149232740	+	0	NA	Intergenic	Intergenic	-37620	ZNF746	ZNF746	NM_152557			ZNF746			NA
Interval_8525	chrX	149862314	149862708	+	0	NA	intron (MTMR1, intron 1 of 15)	-intron (MTMR1, intron 1 of 15)	674	MTMR1	MTMR1	NM_003828			MTMR1			NA
Interval_2735	chr16	770973	771470	+	0	NA	promoter-TSS (FAM173A)	-promoter-TSS (FAM173A)	79	FAM173A	FAM173A	NM_001271285			FAM173A			NA
Interval_3618	chr18	42379936	42380181	+	0	NA	intron (SETBP1, intron 2 of 5)	-intron (SETBP1, intron 2 of 3)	119195	SETBP1	SETBP1	NM_015559			SETBP1			NA
Interval_8045	chr8	146103213	146103667	+	0	NA	exon (ZNF250, exon 6 of 6)	-exon (ZNF250, exon 6 of 6)	23406	ZNF250	ZNF250	NM_021061			ZNF250			NA
Interval_5551	chr3	59552313	59552721	+	0	NA	Intergenic	Intergenic	-516802	C3orf67	C3orf67	NM_198463			C3orf67			NA
Interval_701	chr1	221882375	221882724	+	0	NA	intron (DUSP10, intron 1 of 2)	-intron (DUSP10, intron 2 of 3)	32969	DUSP10	DUSP10	NM_007207			DUSP10			NA
Interval_6272	chr5	5420386	5420733	+	0	NA	Intergenic	Intergenic	-2227	ICE1	ICE1	NM_015325			ICE1			NA
Interval_1466	chr11	117862897	117863186	+	0	NA	intron (IL10RA, intron 4 of 7)	-intron (IL10RA, intron 3 of 6)	5935	IL10RA	IL10RA	NM_001558			IL10RA			NA
Interval_5374	chr3	14728948	14729217	+	0	NA	intron (C3orf20, intron 4 of 16)	-intron (C3orf20, intron 4 of 16)	12476	C3orf20	C3orf20	NM_001184958			C3orf20			NA
Interval_1919	chr12	121397813	121398031	+	0	NA	Intergenic	Intergenic	12173	HNF1A-AS1	HNF1A-AS1	NR_024345			HNF1A-AS1			NA
Interval_5488	chr3	45911714	45911914	+	0	NA	intron (LZTFL1, intron 2 of 9)	-intron (LZTFL1, intron 2 of 11)	-16182	CCR9	CCR9	NM_031200			CCR9			NA
Interval_4523	chr2	146967617	146967860	+	0	NA	Intergenic	Intergenic	-376887	PABPC1P2	PABPC1P2	NR_026904			PABPC1P2			NA
Interval_6527	chr5	131132669	131132937	+	0	NA	promoter-TSS (FNIP1)	-promoter-TSS (FNIP1)	-47	FNIP1	FNIP1	NM_001008738			FNIP1			NA
Interval_2520	chr15	42260003	42260379	+	0	NA	intron (EHD4, intron 1 of 5)	-intron (EHD4, intron 1 of 5)	4564	EHD4	EHD4	NM_139265			EHD4			NA
Interval_4609	chr2	191746559	191746895	+	0	NA	intron (GLS, intron 1 of 17)	-intron (GLS, intron 1 of 14)	1180	GLS	GLS	NM_014905			GLS			NA
Interval_8403	chrX	12908576	12908827	+	0	NA	TTS (TLR7)	-TTS (TLR7)	-16038	TLR8	TLR8	NM_138636			TLR8			NA
Interval_696	chr1	220851407	220851622	+	0	NA	Intergenic	Intergenic	-12114	C1orf115	C1orf115	NM_024709			C1orf115			NA
Interval_7491	chr7	83555264	83555456	+	0	NA	Intergenic	Intergenic	268857	SEMA3A	SEMA3A	NM_006080			SEMA3A			NA
Interval_4870	chr20	30311421	30311622	+	0	NA	promoter-TSS (BCL2L1)	-promoter-TSS (BCL2L1)	-865	BCL2L1	BCL2L1	NM_138578			BCL2L1			NA
Interval_1268	chr11	57192259	57192524	+	0	NA	intron (SLC43A3, intron 4 of 13)	-intron (SLC43A3, intron 4 of 13)	2230	SLC43A3	SLC43A3	NM_017611			SLC43A3			NA
Interval_1888	chr12	112037217	112037507	+	0	NA	exon (ATXN2, exon 1 of 25)	-exon (ATXN2, exon 1 of 25)	118	ATXN2	ATXN2	NM_001310123			ATXN2			NA
Interval_4209	chr2	31479091	31479406	+	0	NA	intron (EHD3, intron 3 of 5)	-intron (EHD3, intron 3 of 5)	22368	EHD3	EHD3	NM_014600			EHD3			NA
Interval_7112	chr6	137044911	137045221	+	0	NA	intron (MAP3K5, intron 1 of 29)	-intron (MAP3K5, intron 1 of 29)	68590	MAP3K5	MAP3K5	NM_005923			MAP3K5			NA
Interval_8203	chr9	99212187	99212617	+	0	NA	promoter-TSS (HABP4)	-promoter-TSS (HABP4)	-35	HABP4	HABP4	NM_014282			HABP4			NA
Interval_7818	chr8	56756426	56756726	+	0	NA	Intergenic	Intergenic	-35810	LYN	LYN	NM_002350			LYN			NA
Interval_5920	chr4	8230276	8230995	+	0	NA	intron (SH3TC1, intron 12 of 17)	-intron (SH3TC1, intron 12 of 17)	29575	SH3TC1	SH3TC1	NM_018986			SH3TC1			NA
Interval_5210	chr22	27006201	27006647	+	0	NA	intron (CRYBB1, intron 3 of 5)	-intron (CRYBB1, intron 3 of 5)	7567	CRYBB1	CRYBB1	NM_001887			CRYBB1			NA
Interval_3711	chr18	72163322	72163656	+	0	NA	promoter-TSS (CNDP2)	-promoter-TSS (CNDP2)	-11	CNDP2	CNDP2	NM_018235			CNDP2			NA
Interval_2804	chr16	10970625	10971037	+	0	NA	promoter-TSS (CIITA)	-promoter-TSS (CIITA)	-224	CIITA	CIITA	NM_000246			CIITA			NA
Interval_1676	chr12	31886061	31886417	+	0	NA	Intergenic	Intergenic	-4131	AMN1	AMN1	NM_001113402			AMN1			NA
Interval_3824	chr19	8008628	8008851	+	0	NA	promoter-TSS (TIMM44)	-promoter-TSS (TIMM44)	-31	TIMM44	TIMM44	NM_006351			TIMM44			NA
Interval_272	chr1	59043832	59044117	+	0	NA	promoter-TSS (TACSTD2)	-promoter-TSS (TACSTD2)	-808	TACSTD2	TACSTD2	NM_002353			TACSTD2			NA
Interval_4996	chr20	56255244	56255758	+	0	NA	intron (PMEPA1, intron 1 of 3)	-intron (PMEPA1, intron 1 of 3)	-29738	NKILA	NKILA	NR_131157			NKILA			NA
Interval_3125	chr17	2906097	2906351	+	0	NA	intron (RAP1GAP2, intron 14 of 24)	-intron (RAP1GAP2, intron 13 of 23)	-37035	LOC101927911	LOC101927911	NR_110818			LOC101927911			NA
Interval_7466	chr7	75292286	75292755	+	0	NA	intron (HIP1, intron 1 of 30)	-intron (HIP1, intron 1 of 28)	75770	HIP1	HIP1	NM_005338			HIP1			NA
Interval_122	chr1	23855133	23855444	+	0	NA	TTS (LOC101928163)	-TTS (LOC101928163)	2424	E2F2	E2F2	NM_004091			E2F2			NA
Interval_4422	chr2	109834919	109835207	+	0	NA	intron (SH3RF3, intron 1 of 9)	-intron (SH3RF3, intron 1 of 9)	-77019	MIR4265	MIR4265	NR_036223			MIR4265			NA
Interval_6824	chr6	26122877	26123495	+	0	NA	TTS (HIST1H2BC)	-TTS (HIST1H2BC)	946	HIST1H2BC	HIST1H2BC	NM_003526			HIST1H2BC			NA
Interval_7727	chr8	12458823	12459132	+	0	NA	intron (LOC729732, intron 5 of 8)	-intron (LOC729732, intron 5 of 8)	64143	LOC729732	LOC729732	NR_047662			LOC729732			NA
Interval_775	chr1	236319901	236320431	+	0	NA	intron (GPR137B, intron 1 of 6)	-intron (GPR137B, intron 1 of 6)	14334	GPR137B	GPR137B	NM_003272			GPR137B			NA
Interval_2593	chr15	66111243	66111579	+	0	NA	Intergenic	Intergenic	-26780	DENND4A	DENND4A	NM_005848			DENND4A			NA
Interval_7135	chr6	139203519	139204084	+	0	NA	intron (ECT2L, intron 14 of 20)	-intron (ECT2L, intron 15 of 21)	86553	ECT2L	ECT2L	NM_001077706			ECT2L			NA
Interval_2020	chr13	37573440	37573826	+	0	NA	promoter-TSS (ALG5)	-promoter-TSS (ALG5)	-129	ALG5	ALG5	NM_001142364			ALG5			NA
Interval_7522	chr7	94278983	94279283	+	0	NA	intron (SGCE, intron 1 of 10)	-intron (SGCE, intron 1 of 10)	6388	SGCE	SGCE	NM_001301139			SGCE			NA
Interval_2432	chr14	100092375	100092696	+	0	NA	Intergenic	Intergenic	-18945	HHIPL1	HHIPL1	NM_001127258			HHIPL1			NA
Interval_1147	chr10	131909053	131909378	+	0	NA	promoter-TSS (LINC00959)	-promoter-TSS (LINC00959)	-134	LINC00959	LINC00959	NR_034125			LINC00959			NA
Interval_457	chr1	154955492	154955890	+	0	NA	promoter-TSS (FLAD1)	-promoter-TSS (FLAD1)	-79	FLAD1	FLAD1	NM_025207			FLAD1			NA
Interval_1775	chr12	90150427	90150832	+	0	NA	Intergenic	Intergenic	47897	LINC00936	LINC00936	NR_028138			LINC00936			NA
Interval_6229	chr4	184644113	184644774	+	0	NA	Intergenic	Intergenic	64023	TRAPPC11	TRAPPC11	NM_021942			TRAPPC11			NA
Interval_2268	chr14	59423209	59423409	+	0	NA	intron (LINC01500, intron 4 of 5)	-intron (LINC01500, intron 4 of 5)	128303	LINC01500	LINC01500	NR_110547			LINC01500			NA
Interval_1774	chr12	90102841	90103278	+	0	NA	exon (LINC00936, exon 1 of 1)	-exon (LINC00936, exon 1 of 1)	327	LINC00936	LINC00936	NR_028138			LINC00936			NA
Interval_112	chr1	21682598	21682844	+	0	NA	Intergenic	Intergenic	62938	LOC100506801	LOC100506801	NR_038404			LOC100506801			NA
Interval_5956	chr4	23069959	23070264	+	0	NA	Intergenic	Intergenic	354399	GBA3	GBA3	NM_020973			GBA3			NA
Interval_973	chr10	71867128	71867510	+	0	NA	intron (H2AFY2, intron 7 of 8)	-intron (H2AFY2, intron 7 of 8)	25371	AIFM2	AIFM2	NM_001198696			AIFM2			NA
Interval_6450	chr5	106731783	106732106	+	0	NA	intron (EFNA5, intron 2 of 4)	-intron (EFNA5, intron 2 of 4)	274652	EFNA5	EFNA5	NM_001962			EFNA5			NA
Interval_3849	chr19	11266460	11266704	+	0	NA	promoter-TSS (SPC24)	-promoter-TSS (SPC24)	-98	SPC24	SPC24	NM_182513			SPC24			NA
Interval_480	chr1	160232802	160233005	+	0	NA	promoter-TSS (DCAF8)	-promoter-TSS (DCAF8)	-626	DCAF8	DCAF8	NM_015726			DCAF8			NA
Interval_938	chr10	52419824	52420107	+	0	NA	Intergenic	Intergenic	35254	SGMS1-AS1	SGMS1-AS1	NR_126411			SGMS1-AS1			NA
Interval_1860	chr12	107308681	107309157	+	0	NA	Intergenic	Intergenic	-40625	TMEM263	TMEM263	NM_152261			TMEM263			NA
Interval_4678	chr2	216880757	216881171	+	0	NA	Intergenic	Intergenic	-2618	MREG	MREG	NM_018000			MREG			NA
Interval_1513	chr11	126944005	126944467	+	0	NA	intron (LOC101929473, intron 1 of 2)	-intron (LOC101929473, intron 1 of 2)	7339	LOC101929473	LOC101929473	NR_120578			LOC101929473			NA
Interval_7726	chr8	12444914	12445319	+	0	NA	intron (LOC729732, intron 6 of 8)	-intron (LOC729732, intron 6 of 8)	78004	LOC729732	LOC729732	NR_047662			LOC729732			NA
Interval_4888	chr20	35724242	35724678	+	0	NA	promoter-TSS (RBL1)	-promoter-TSS (RBL1)	-57	RBL1	RBL1	NM_183404			RBL1			NA
Interval_3117	chr17	1733129	1733374	+	0	NA	promoter-TSS (RPA1)	-promoter-TSS (RPA1)	-22	RPA1	RPA1	NM_002945			RPA1			NA
Interval_4515	chr2	137084601	137085383	+	0	NA	Intergenic	Intergenic	-209267	CXCR4	CXCR4	NM_003467			CXCR4			NA
Interval_6482	chr5	116221551	116221757	+	0	NA	Intergenic	Intergenic	-123749	LOC102467223	LOC102467223	NR_104678			LOC102467223			NA
Interval_3464	chr17	74268237	74268588	+	0	NA	Intergenic	Intergenic	7126	UBALD2	UBALD2	NM_182565			UBALD2			NA
Interval_1467	chr11	117878698	117879041	+	0	NA	Intergenic	Intergenic	21763	IL10RA	IL10RA	NM_001558			IL10RA			NA
Interval_5997	chr4	39637478	39637685	+	0	NA	intron (SMIM14, intron 1 of 4)	-intron (SMIM14, intron 1 of 4)	2900	SMIM14	SMIM14	NM_174921			SMIM14			NA
Interval_8355	chr9	139780604	139781005	+	0	NA	promoter-TSS (TRAF2)	-promoter-TSS (TRAF2)	-161	TRAF2	TRAF2	NM_021138			TRAF2			NA
Interval_2095	chr13	79567932	79568274	+	0	NA	Intergenic	Intergenic	-153918	LINC00331	LINC00331	NR_046869			LINC00331			NA
Interval_6406	chr5	86377383	86377620	+	0	NA	Intergenic	Intergenic	33270	MIR4280	MIR4280	NR_036243			MIR4280			NA
Interval_2462	chr14	106179172	106179478	+	0	NA	Intergenic	Intergenic	-40181	ELK2AP	ELK2AP	NR_046211			ELK2AP			NA
Interval_6315	chr5	38453679	38453980	+	0	NA	intron (EGFLAM, intron 3 of 5)	-intron (EGFLAM, intron 20 of 22)	8251	EGFLAM	EGFLAM	NM_182801			EGFLAM			NA
Interval_3103	chr16	90038968	90039248	+	0	NA	exon (CENPBD1, exon 1 of 1)	-exon (CENPBD1, exon 1 of 1)	120	AFG3L1P	AFG3L1P	NR_003228			AFG3L1P			NA
Interval_4392	chr2	98629221	98629418	+	0	NA	Intergenic	Intergenic	-16965	TMEM131	TMEM131	NM_015348			TMEM131			NA
Interval_373	chr1	114423423	114423641	+	0	NA	exon (BCL2L15, exon 4 of 4)	-exon (BCL2L15, exon 4 of 4)	6637	BCL2L15	BCL2L15	NM_001010922			BCL2L15			NA
Interval_3046	chr16	85148788	85148997	+	0	NA	Intergenic	Intergenic	-2778	FAM92B	FAM92B	NM_198491			FAM92B			NA
Interval_5423	chr3	23634926	23635395	+	0	NA	intron (MIR548AC, intron 2 of 2)	-intron (MIR548AC, intron 2 of 2)	-212224	UBE2E1	UBE2E1	NM_001202476			UBE2E1			NA
Interval_7206	chr6	157982315	157983369	+	0	NA	intron (ZDHHC14, intron 2 of 8)	-intron (ZDHHC14, intron 2 of 8)	32678	MIR3692	MIR3692	NR_037463			MIR3692			NA
Interval_4949	chr20	47478161	47478403	+	0	NA	Intergenic	Intergenic	-33862	PREX1	PREX1	NM_020820			PREX1			NA
Interval_861	chr10	14227566	14227859	+	0	NA	intron (FRMD4A, intron 2 of 24)	-intron (FRMD4A, intron 2 of 24)	111429	LOC101928453	LOC101928453	NR_120638			LOC101928453			NA
Interval_5807	chr3	178239982	178240325	+	0	NA	Intergenic	Intergenic	-13933	KCNMB2	KCNMB2	NM_181361			KCNMB2			NA
Interval_4157	chr2	11891159	11891491	+	0	NA	intron (LPIN1, intron 1 of 19)	-intron (LPIN1, intron 2 of 20)	4603	LPIN1	LPIN1	NM_001261428			LPIN1			NA
Interval_8010	chr8	135576059	135576285	+	0	NA	intron (ZFAT, intron 11 of 15)	-intron (ZFAT, intron 12 of 16)	-34142	ZFAT-AS1	ZFAT-AS1	NR_002438			ZFAT-AS1			NA
Interval_3271	chr17	37910698	37911189	+	0	NA	Intergenic	Intergenic	16781	GRB7	GRB7	NM_001242442			GRB7			NA
Interval_326	chr1	93029116	93029338	+	0	NA	exon (EVI5, exon 18 of 19)	-exon (EVI5, exon 18 of 19)	-76794	GFI1	GFI1	NM_005263			GFI1			NA
Interval_2851	chr16	15684847	15685058	+	0	NA	Intergenic	Intergenic	20000	MIR6506	MIR6506	NR_106761			MIR6506			NA
Interval_1359	chr11	68923164	68923377	+	0	NA	intron (LOC338694, intron 2 of 2)	-intron (LOC338694, intron 2 of 2)	15760	LOC338694	LOC338694	NR_104161			LOC338694			NA
Interval_5697	chr3	127469223	127469837	+	0	NA	intron (MGLL, intron 3 of 7)	-intron (MGLL, intron 3 of 7)	72195	MGLL	MGLL	NM_001003794			MGLL			NA
Interval_3867	chr19	12893081	12893625	+	0	NA	Intergenic	Intergenic	-6919	HOOK2	HOOK2	NM_013312			HOOK2			NA
Interval_2964	chr16	57383218	57383570	+	0	NA	Intergenic	Intergenic	-9301	CCL22	CCL22	NM_002990			CCL22			NA
Interval_2597	chr15	66764647	66764943	+	0	NA	intron (MAP2K1, intron 5 of 10)	-intron (MAP2K1, intron 5 of 10)	24577	MIR4512	MIR4512	NR_039737			MIR4512			NA
Interval_1238	chr11	35140526	35140786	+	0	NA	Intergenic	Intergenic	18923	LOC100507144	LOC100507144	NR_120528			LOC100507144			NA
Interval_6574	chr5	139664492	139664688	+	0	NA	intron (PFDN1, intron 2 of 3)	-intron (PFDN1, intron 2 of 3)	18099	PFDN1	PFDN1	NM_002622			PFDN1			NA
Interval_3507	chr17	79935157	79935723	+	0	NA	promoter-TSS (ASPSCR1)	-promoter-TSS (ASPSCR1)	14	ASPSCR1	ASPSCR1	NM_001251888			ASPSCR1			NA
Interval_4441	chr2	113032904	113033607	+	0	NA	promoter-TSS (ZC3H6)	-promoter-TSS (ZC3H6)	77	ZC3H6	ZC3H6	NM_198581			ZC3H6			NA
Interval_8059	chr9	2257661	2257854	+	0	NA	Intergenic	Intergenic	242538	SMARCA2	SMARCA2	NM_003070			SMARCA2			NA
Interval_1300	chr11	63975208	63975487	+	0	NA	intron (FERMT3, intron 2 of 14)	-intron (FERMT3, intron 2 of 14)	1195	FERMT3	FERMT3	NM_031471			FERMT3			NA
Interval_6143	chr4	115524700	115524949	+	0	NA	intron (UGT8, intron 1 of 5)	-intron (UGT8, intron 1 of 5)	-18699	UGT8	UGT8	NM_003360			UGT8			NA
Interval_7741	chr8	23075713	23076058	+	0	NA	intron (TNFRSF10A, intron 1 of 9)	-intron (TNFRSF10A, intron 1 of 9)	6795	TNFRSF10A	TNFRSF10A	NM_003844			TNFRSF10A			NA
Interval_3876	chr19	13292764	13293027	+	0	NA	Intergenic	Intergenic	31613	IER2	IER2	NM_004907			IER2			NA
Interval_6825	chr6	26157362	26158291	+	0	NA	promoter-TSS (HIST1H2BD)	-promoter-TSS (HIST1H2BD)	-523	HIST1H2BD	HIST1H2BD	NM_138720			HIST1H2BD			NA
Interval_4216	chr2	34826607	34826833	+	0	NA	Intergenic	Intergenic	-75904	LINC01320	LINC01320	NR_126404			LINC01320			NA
