PeakID (cmd=annotatePeaks.pl GATA3.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_9512	chr2	122905918	122906433	+	0	NA	Intergenic	Intergenic	393054	TSN	TSN	NM_004622			TSN			NA
Interval_106	chr1	12326103	12326549	+	0	NA	intron (VPS13D, intron 13 of 68)	-intron (VPS13D, intron 13 of 69)	36230	VPS13D	VPS13D	NM_015378			VPS13D			NA
Interval_6600	chr16	29163984	29164196	+	0	NA	Intergenic	Intergenic	77927	RRN3P2	RRN3P2	NR_003369			RRN3P2			NA
Interval_3938	chr12	45594382	45594669	+	0	NA	intron (PLEKHA8P1, intron 1 of 2)	-intron (PLEKHA8P1, intron 1 of 2)	-13273	RNY5	RNY5	NR_001571			RNY5			NA
Interval_6650	chr16	34942451	34942805	+	0	NA	Intergenic	Intergenic	-38295	FLJ26245	FLJ26245	NR_033985			FLJ26245			NA
Interval_10175	chr2	235392055	235392890	+	0	NA	Intergenic	Intergenic	13221	ARL4C	ARL4C	NM_005737			ARL4C			NA
Interval_5724	chr14	107282519	107282831	+	0	NA	Intergenic	Intergenic	-23461	MIR5195	MIR5195	NR_049827			MIR5195			NA
Interval_1304	chr1	185530647	185531235	+	0	NA	intron (LINC01350, intron 3 of 3)	-intron (LINC01350, intron 3 of 3)	66679	LINC01350	LINC01350	NR_110793			LINC01350			NA
Interval_9966	chr2	202056306	202056665	+	0	NA	intron (CASP10, intron 3 of 9)	-intron (CASP10, intron 3 of 7)	8864	CASP10	CASP10	NM_001206542			CASP10			NA
Interval_10895	chr21	34588083	34588457	+	0	NA	Intergenic	Intergenic	-13930	IFNAR2	IFNAR2	NM_001289125			IFNAR2			NA
Interval_7581	chr17	63996263	63996505	+	0	NA	intron (CEP112, intron 15 of 24)	-intron (CEP112, intron 17 of 26)	-173723	CEP112	CEP112	NM_001199165			CEP112			NA
Interval_8147	chr18	71586059	71586340	+	0	NA	Intergenic	Intergenic	228800	FBXO15	FBXO15	NM_001142958			FBXO15			NA
Interval_11509	chr3	13585662	13586313	+	0	NA	Intergenic	Intergenic	-4638	FBLN2	FBLN2	NM_001165035			FBLN2			NA
Interval_4099	chr12	65003376	65003897	+	0	NA	promoter-TSS (RASSF3)	-promoter-TSS (RASSF3)	-657	RASSF3	RASSF3	NM_178169			RASSF3			NA
Interval_13897	chr5	79550534	79550746	+	0	NA	intron (SERINC5, intron 1 of 13)	-intron (SERINC5, intron 1 of 12)	1261	SERINC5	SERINC5	NM_178276			SERINC5			NA
Interval_9662	chr2	150023994	150024282	+	0	NA	intron (LYPD6B, intron 3 of 6)	-intron (LYPD6B, intron 3 of 6)	129157	LYPD6B	LYPD6B	NM_177964			LYPD6B			NA
Interval_14662	chr6	14271224	14271416	+	0	NA	Intergenic	Intergenic	14365	LINC01108	LINC01108	NR_108097			LINC01108			NA
Interval_17038	chr8	119129869	119130079	+	0	NA	Intergenic	Intergenic	-5916	EXT1	EXT1	NM_000127			EXT1			NA
Interval_15845	chr7	33031830	33032027	+	0	NA	intron (FKBP9, intron 6 of 9)	-intron (FKBP9, intron 7 of 10)	34912	FKBP9	FKBP9	NM_007270			FKBP9			NA
Interval_11451	chr3	6758242	6758485	+	0	NA	intron (GRM7-AS3, intron 2 of 3)	-intron (GRM7-AS3, intron 2 of 3)	88773	GRM7-AS3	GRM7-AS3	NR_110125			GRM7-AS3			NA
Interval_17765	chr9	116341173	116341527	+	0	NA	intron (RGS3, intron 1 of 4)	-intron (RGS3, intron 1 of 6)	-14850	RGS3	RGS3	NM_001282923			RGS3			NA
Interval_10583	chr20	43200016	43200247	+	0	NA	intron (PKIG, intron 1 of 3)	-intron (PKIG, intron 1 of 5)	39709	PKIG	PKIG	NM_007066			PKIG			NA
Interval_17236	chr8	141264116	141264447	+	0	NA	intron (TRAPPC9, intron 15 of 22)	-intron (TRAPPC9, intron 15 of 22)	204397	TRAPPC9	TRAPPC9	NM_031466			TRAPPC9			NA
Interval_4322	chr12	105745917	105746226	+	0	NA	intron (C12orf75, intron 2 of 5)	-intron (C12orf75, intron 2 of 5)	21657	C12orf75	C12orf75	NM_001145199			C12orf75			NA
Interval_5015	chr13	101041284	101041690	+	0	NA	intron (PCCA, intron 19 of 22)	-intron (PCCA, intron 19 of 23)	91782	PCCA-AS1	PCCA-AS1	NR_047686			PCCA-AS1			NA
Interval_6001	chr15	62620128	62620414	+	0	NA	Intergenic	Intergenic	-14957	MIR6085	MIR6085	NR_106733			MIR6085			NA
Interval_16443	chr8	1450141	1450425	+	0	NA	intron (DLGAP2, intron 1 of 11)	-intron (DLGAP2, intron 1 of 10)	751	DLGAP2	DLGAP2	NM_004745			DLGAP2			NA
Interval_4023	chr12	52745505	52745730	+	0	NA	Intergenic	Intergenic	15692	KRT85	KRT85	NM_002283			KRT85			NA
Interval_17864	chr9	129485377	129485949	+	0	NA	Intergenic	Intergenic	-81622	ZBTB43	ZBTB43	NM_001135776			ZBTB43			NA
Interval_16770	chr8	59058483	59058660	+	0	NA	exon (FAM110B, exon 5 of 5)	-exon (FAM110B, exon 5 of 5)	126089	LOC101929528	LOC101929528	NR_105005			LOC101929528			NA
Interval_7451	chr17	49703551	49703759	+	0	NA	Intergenic	Intergenic	289579	LOC440446	LOC440446	NR_122104			LOC440446			NA
Interval_2318	chr10	73529032	73529553	+	0	NA	intron (C10orf54, intron 1 of 6)	-intron (CDH23, intron 36 of 67)	4045	C10orf54	C10orf54	NM_022153			C10orf54			NA
Interval_5058	chr13	111118204	111118424	+	0	NA	intron (COL4A2, intron 25 of 47)	-intron (COL4A2, intron 25 of 47)	42212	COL4A2-AS1	COL4A2-AS1	NR_046583			COL4A2-AS1			NA
Interval_1441	chr1	204889466	204889660	+	0	NA	intron (NFASC, intron 1 of 26)	-intron (NFASC, intron 1 of 29)	91781	NFASC	NFASC	NM_015090			NFASC			NA
Interval_10655	chr20	50575597	50575995	+	0	NA	Intergenic	Intergenic	-96344	LINC01429	LINC01429	NR_110016			LINC01429			NA
Interval_18039	chrX	13976675	13976889	+	0	NA	Intergenic	Intergenic	71253	GEMIN8	GEMIN8	NM_001042479			GEMIN8			NA
Interval_14416	chr5	159689856	159690053	+	0	NA	intron (CCNJL, intron 3 of 5)	-intron (CCNJL, intron 3 of 5)	33517	FABP6	FABP6	NM_001040442			FABP6			NA
Interval_14893	chr6	36737421	36737950	+	0	NA	intron (CPNE5, intron 10 of 20)	-intron (CPNE5, intron 10 of 20)	69535	CPNE5	CPNE5	NM_020939			CPNE5			NA
Interval_16525	chr8	11287784	11288108	+	0	NA	intron (FAM167A, intron 2 of 2)	-intron (FAM167A, intron 2 of 2)	36330	FAM167A	FAM167A	NM_053279			FAM167A			NA
Interval_16606	chr8	23341198	23341735	+	0	NA	Intergenic	Intergenic	-26222	ENTPD4	ENTPD4	NM_004901			ENTPD4			NA
Interval_6385	chr15	101720851	101721121	+	0	NA	intron (CHSY1, intron 2 of 2)	-intron (CHSY1, intron 2 of 2)	71151	CHSY1	CHSY1	NM_014918			CHSY1			NA
Interval_13341	chr4	153528110	153528333	+	0	NA	Intergenic	Intergenic	70641	MIR4453	MIR4453	NR_039658			MIR4453			NA
Interval_17805	chr9	123947621	123947832	+	0	NA	intron (RAB14, intron 5 of 7)	-intron (RAB14, intron 5 of 7)	16639	RAB14	RAB14	NM_016322			RAB14			NA
Interval_661	chr1	84849809	84850161	+	0	NA	intron (UOX, intron 2 of 8)	-intron (UOX, intron 2 of 8)	13591	UOX	UOX	NR_003927			UOX			NA
Interval_16027	chr7	75405932	75406220	+	0	NA	intron (CCL26, intron 1 of 3)	-intron (CCL26, intron 1 of 3)	12988	CCL26	CCL26	NM_006072			CCL26			NA
Interval_11165	chr22	26301620	26301871	+	0	NA	intron (MYO18B, intron 31 of 43)	-intron (MYO18B, intron 31 of 43)	163625	MYO18B	MYO18B	NM_032608			MYO18B			NA
Interval_869	chr1	111741809	111742328	+	0	NA	intron (DENND2D, intron 2 of 11)	-intron (DENND2D, intron 2 of 11)	1257	DENND2D	DENND2D	NM_001271833			DENND2D			NA
Interval_9862	chr2	190520777	190521074	+	0	NA	Intergenic	Intergenic	-5200	ASNSD1	ASNSD1	NM_019048			ASNSD1			NA
Interval_4173	chr12	79617612	79617959	+	0	NA	intron (SYT1, intron 4 of 10)	-intron (SYT1, intron 5 of 11)	-195252	MIR1252	MIR1252	NR_031700			MIR1252			NA
Interval_13184	chr4	122110979	122111320	+	0	NA	intron (TNIP3, intron 2 of 12)	-intron (TNIP3, intron 2 of 12)	-25654	TNIP3	TNIP3	NM_001244764			TNIP3			NA
Interval_11788	chr3	44481025	44481670	+	0	NA	TTS (ZNF445)	-TTS (ZNF445)	37815	ZNF445	ZNF445	NM_181489			ZNF445			NA
Interval_8948	chr2	32160629	32160831	+	0	NA	intron (MEMO1, intron 2 of 6)	-intron (MEMO1, intron 2 of 7)	75391	MEMO1	MEMO1	NM_001301833			MEMO1			NA
Interval_8275	chr19	6227737	6227958	+	0	NA	intron (MLLT1, intron 4 of 11)	-intron (MLLT1, intron 4 of 11)	52112	MLLT1	MLLT1	NM_005934			MLLT1			NA
Interval_13237	chr4	139248610	139248815	+	0	NA	intron (LINC00499, intron 1 of 2)	-intron (LINC00499, intron 1 of 2)	17847	LINC00499	LINC00499	NR_051987			LINC00499			NA
Interval_14553	chr6	2752078	2752515	+	0	NA	Intergenic	Intergenic	-1142	MYLK4	MYLK4	NM_001012418			MYLK4			NA
Interval_11190	chr22	28569108	28569353	+	0	NA	intron (TTC28, intron 5 of 22)	-intron (TTC28, intron 5 of 22)	-252630	MIR3199-1	MIR3199-1	NR_036169			MIR3199-1			NA
Interval_16	chr1	2232565	2232893	+	0	NA	intron (SKI, intron 1 of 6)	-intron (SKI, intron 1 of 6)	51371	LOC100129534	LOC100129534	NR_024489			LOC100129534			NA
Interval_3108	chr11	58581277	58581463	+	0	NA	Intergenic	Intergenic	30627	GLYATL2	GLYATL2	NM_145016			GLYATL2			NA
Interval_7445	chr17	49173658	49173895	+	0	NA	intron (SPAG9, intron 1 of 28)	-intron (SPAG9, intron 1 of 29)	24450	SPAG9	SPAG9	NM_003971			SPAG9			NA
Interval_17264	chr8	144260519	144260997	+	0	NA	Intergenic	Intergenic	-19301	LY6H	LY6H	NM_001130478			LY6H			NA
Interval_5186	chr14	39698447	39698624	+	0	NA	Intergenic	Intergenic	-4590	MIA2	MIA2	NM_054024			MIA2			NA
Interval_12056	chr3	83983532	83983937	+	0	NA	Intergenic	Intergenic	934992	LINC00971	LINC00971	NR_033860			LINC00971			NA
Interval_2583	chr10	106151294	106151826	+	0	NA	intron (CFAP58, intron 9 of 17)	-intron (CFAP58, intron 9 of 17)	38038	CFAP58	CFAP58	NM_001008723			CFAP58			NA
Interval_6234	chr15	84773746	84773995	+	0	NA	intron (EFTUD1P1, intron 5 of 9)	-intron (EFTUD1P1, intron 5 of 9)	24931	EFTUD1P1	EFTUD1P1	NR_036652			EFTUD1P1			NA
Interval_10806	chr20	62846321	62846761	+	0	NA	intron (MYT1, intron 10 of 22)	-intron (MYT1, intron 10 of 22)	-40507	PCMTD2	PCMTD2	NM_018257			PCMTD2			NA
Interval_2343	chr10	74094672	74095090	+	0	NA	exon (DNAJB12, exon 8 of 8)	-exon (DNAJB12, exon 8 of 8)	20026	DNAJB12	DNAJB12	NM_017626			DNAJB12			NA
Interval_9844	chr2	182678686	182679190	+	0	NA	Intergenic	Intergenic	-77505	SSFA2	SSFA2	NM_006751			SSFA2			NA
Interval_1174	chr1	167606478	167606813	+	0	NA	intron (RCSD1, intron 1 of 6)	-intron (RCSD1, intron 1 of 6)	7171	RCSD1	RCSD1	NM_052862			RCSD1			NA
Interval_6867	chr16	79424556	79424828	+	0	NA	Intergenic	Intergenic	209930	MAF	MAF	NM_005360			MAF			NA
Interval_221	chr1	24223054	24223456	+	0	NA	intron (CNR2, intron 1 of 1)	-intron (CNR2, intron 1 of 1)	16562	CNR2	CNR2	NM_001841			CNR2			NA
Interval_4368	chr12	112195546	112195881	+	0	NA	TTS (ACAD10)	-TTS (ACAD10)	-8978	ALDH2	ALDH2	NM_000690			ALDH2			NA
Interval_3364	chr11	88092768	88092995	+	0	NA	Intergenic	Intergenic	-21940	CTSC	CTSC	NM_001814			CTSC			NA
Interval_1685	chr1	230416616	230416888	+	0	NA	exon (GALNT2, exon 16 of 16)	-exon (GALNT2, exon 16 of 16)	144922	PGBD5	PGBD5	NM_001258311			PGBD5			NA
Interval_7280	chr17	35451330	35451759	+	0	NA	intron (ACACA, intron 58 of 59)	-intron (ACACA, intron 54 of 55)	60502	MIR2909	MIR2909	NR_036056			MIR2909			NA
Interval_15998	chr7	69063136	69063387	+	0	NA	promoter-TSS (AUTS2)	-promoter-TSS (AUTS2)	-644	AUTS2	AUTS2	NM_001127231			AUTS2			NA
Interval_17469	chr9	73792777	73793108	+	0	NA	Intergenic	Intergenic	-308968	TRPM3	TRPM3	NM_001007471			TRPM3			NA
Interval_1115	chr1	160576786	160577125	+	0	NA	Intergenic	Intergenic	-27649	CD84	CD84	NM_001184879			CD84			NA
Interval_3450	chr11	111712209	111712435	+	0	NA	intron (ALG9, intron 10 of 15)	-intron (ALG9, intron 10 of 15)	29983	ALG9	ALG9	NM_001077690			ALG9			NA
Interval_17378	chr9	20623428	20623945	+	0	NA	Intergenic	Intergenic	-1144	MLLT3	MLLT3	NM_004529			MLLT3			NA
Interval_9487	chr2	118614808	118615376	+	0	NA	Intergenic	Intergenic	42837	DDX18	DDX18	NM_006773			DDX18			NA
Interval_14499	chr5	176837897	176838162	+	0	NA	Intergenic	Intergenic	-1452	F12	F12	NM_000505			F12			NA
Interval_17156	chr8	131218624	131218858	+	0	NA	intron (ASAP1, intron 5 of 29)	-intron (ASAP1, intron 6 of 30)	90038	ASAP1-IT1	ASAP1-IT1	NR_002765			ASAP1-IT1			NA
Interval_11463	chr3	9941126	9941602	+	0	NA	Intergenic	Intergenic	-3148	IL17RE	IL17RE	NM_153483			IL17RE			NA
Interval_9204	chr2	74280480	74280833	+	0	NA	intron (TET3, intron 3 of 10)	-intron (TET3, intron 3 of 10)	67125	TET3	TET3	NM_001287491			TET3			NA
Interval_11584	chr3	18153380	18153587	+	0	NA	intron (LOC339862, intron 4 of 4)	-intron (LOC339862, intron 4 of 4)	149419	LOC339862	LOC339862	NM_001257177			LOC339862			NA
Interval_13429	chr4	174255285	174255671	+	0	NA	promoter-TSS (HMGB2)	-promoter-TSS (HMGB2)	117	HMGB2	HMGB2	NM_002129			HMGB2			NA
Interval_12230	chr3	125100671	125101072	+	0	NA	Intergenic	Intergenic	-6673	ZNF148	ZNF148	NM_021964			ZNF148			NA
Interval_12904	chr4	68447681	68448036	+	0	NA	intron (STAP1, intron 5 of 8)	-intron (STAP1, intron 5 of 8)	23412	STAP1	STAP1	NM_012108			STAP1			NA
Interval_10717	chr20	56413362	56414121	+	0	NA	Intergenic	Intergenic	-56709	MIR4532	MIR4532	NR_039757			MIR4532			NA
Interval_2849	chr11	5741014	5741212	+	0	NA	Intergenic	Intergenic	-16565	OR56B1	OR56B1	NM_001005180			OR56B1			NA
Interval_17284	chr8	145743163	145743360	+	0	NA	promoter-TSS (LRRC14)	-promoter-TSS (LRRC14)	-51	RECQL4	RECQL4	NM_004260			RECQL4			NA
Interval_1573	chr1	223363707	223363974	+	0	NA	Intergenic	Intergenic	-47216	TLR5	TLR5	NM_003268			TLR5			NA
Interval_120	chr1	14307084	14307477	+	0	NA	Intergenic	Intergenic	275930	PRDM2	PRDM2	NM_001135610			PRDM2			NA
Interval_14740	chr6	21847064	21847305	+	0	NA	intron (CASC15, intron 4 of 11)	-intron (CASC15, intron 4 of 11)	180509	CASC15	CASC15	NR_015410			CASC15			NA
Interval_2500	chr10	96001497	96001998	+	0	NA	intron (PLCE1, intron 7 of 32)	-intron (PLCE1, intron 6 of 31)	45080	PLCE1-AS1	PLCE1-AS1	NR_033969			PLCE1-AS1			NA
Interval_985	chr1	147012815	147013046	+	0	NA	promoter-TSS (BCL9)	-promoter-TSS (BCL9)	-341	BCL9	BCL9	NM_004326			BCL9			NA
Interval_15660	chr7	2442849	2443038	+	0	NA	promoter-TSS (CHST12)	-promoter-TSS (CHST12)	-252	CHST12	CHST12	NM_001243795			CHST12			NA
Interval_7842	chr18	7771093	7771312	+	0	NA	intron (PTPRM, intron 1 of 30)	-intron (PTPRM, intron 1 of 32)	203888	PTPRM	PTPRM	NM_002845			PTPRM			NA
Interval_5658	chr14	102667355	102667650	+	0	NA	intron (WDR20, intron 3 of 3)	-intron (WDR20, intron 2 of 2)	39456	MOK	MOK	NM_001272011			MOK			NA
Interval_11723	chr3	36953992	36954396	+	0	NA	intron (TRANK1, intron 1 of 22)	-intron (TRANK1, intron 1 of 22)	32354	TRANK1	TRANK1	NM_014831			TRANK1			NA
Interval_4433	chr12	120918832	120919261	+	0	NA	intron (DYNLL1, intron 1 of 2)	-intron (DYNLL1, intron 1 of 2)	-11488	SRSF9	SRSF9	NM_003769			SRSF9			NA
Interval_5860	chr15	42900314	42900712	+	0	NA	intron (STARD9, intron 3 of 32)	-intron (STARD9, intron 3 of 32)	32656	STARD9	STARD9	NM_020759			STARD9			NA
Interval_6084	chr15	70053221	70053555	+	0	NA	Intergenic	Intergenic	-74185	LINC00593	LINC00593	NR_026764			LINC00593			NA
Interval_9616	chr2	136887230	136887535	+	0	NA	Intergenic	Intergenic	-11657	CXCR4	CXCR4	NM_003467			CXCR4			NA
Interval_5593	chr14	96592632	96592833	+	0	NA	Intergenic	Intergenic	-78403	BDKRB2	BDKRB2	NM_000623			BDKRB2			NA
Interval_12244	chr3	127193686	127193921	+	0	NA	Intergenic	Intergenic	62820	LINC01471	LINC01471	NR_125397			LINC01471			NA
Interval_10497	chr20	31260838	31261653	+	0	NA	Intergenic	Intergenic	-21462	C20orf203	C20orf203	NM_182584			C20orf203			NA
Interval_8672	chr19	51858011	51858586	+	0	NA	promoter-TSS (ETFB)	-promoter-TSS (ETFB)	11374	ETFB	ETFB	NM_001985			ETFB			NA
Interval_8013	chr18	43622844	43623079	+	0	NA	intron (PSTPIP2, intron 1 of 14)	-intron (PSTPIP2, intron 1 of 14)	29289	PSTPIP2	PSTPIP2	NM_024430			PSTPIP2			NA
Interval_8677	chr19	52069968	52070349	+	0	NA	Intergenic	Intergenic	-4373	ZNF175	ZNF175	NM_007147			ZNF175			NA
Interval_13571	chr5	14281925	14282233	+	0	NA	intron (TRIO, intron 3 of 56)	-intron (TRIO, intron 3 of 56)	138250	TRIO	TRIO	NM_007118			TRIO			NA
Interval_5696	chr14	106559128	106559558	+	0	NA	Intergenic	Intergenic	-120985	ADAM6	ADAM6	NR_002224			ADAM6			NA
Interval_8678	chr19	52179954	52180363	+	0	NA	Intergenic	Intergenic	-15707	MIR99B	MIR99B	NR_029843			MIR99B			NA
Interval_17857	chr9	129173725	129174402	+	0	NA	intron (MVB12B, intron 6 of 9)	-intron (MVB12B, intron 6 of 9)	-1280	NRON	NRON	NR_045006			NRON			NA
Interval_18019	chrX	10213995	10214263	+	0	NA	Intergenic	Intergenic	89144	CLCN4	CLCN4	NM_001830			CLCN4			NA
Interval_2468	chr10	91258338	91258736	+	0	NA	intron (SLC16A12, intron 2 of 7)	-intron (SLC16A12, intron 2 of 7)	36776	SLC16A12	SLC16A12	NM_213606			SLC16A12			NA
Interval_3175	chr11	63719346	63719638	+	0	NA	intron (NAA40, intron 3 of 7)	-intron (NAA40, intron 3 of 7)	13050	NAA40	NAA40	NM_001300800			NAA40			NA
Interval_16899	chr8	90228754	90228931	+	0	NA	Intergenic	Intergenic	541097	LOC101929709	LOC101929709	NR_125822			LOC101929709			NA
Interval_16226	chr7	131401997	131402422	+	0	NA	Intergenic	Intergenic	-160833	PODXL	PODXL	NM_005397			PODXL			NA
Interval_16153	chr7	110714858	110715081	+	0	NA	intron (IMMP2L, intron 3 of 5)	-intron (IMMP2L, intron 4 of 6)	-16093	LRRN3	LRRN3	NM_001099658			LRRN3			NA
Interval_10525	chr20	34658536	34658828	+	0	NA	Intergenic	Intergenic	-19800	LINC00657	LINC00657	NR_027451			LINC00657			NA
Interval_13258	chr4	141632286	141632463	+	0	NA	intron (TBC1D9, intron 1 of 20)	-intron (TBC1D9, intron 1 of 20)	45097	TBC1D9	TBC1D9	NM_015130			TBC1D9			NA
Interval_16172	chr7	117305633	117305926	+	0	NA	intron (CFTR, intron 26 of 26)	-intron (CFTR, intron 26 of 26)	185762	CFTR	CFTR	NM_000492			CFTR			NA
Interval_11269	chr22	36831747	36832132	+	0	NA	Intergenic	Intergenic	45748	TXN2	TXN2	NM_012473			TXN2			NA
Interval_10973	chr21	40684056	40684452	+	0	NA	intron (BRWD1, intron 4 of 40)	-intron (BRWD1, intron 4 of 4)	1458	BRWD1	BRWD1	NM_001007246			BRWD1			NA
Interval_904	chr1	114488753	114489120	+	0	NA	intron (HIPK1, intron 2 of 15)	-intron (HIPK1, intron 2 of 14)	-4831	HIPK1	HIPK1	NM_181358			HIPK1			NA
Interval_7615	chr17	66164660	66164842	+	0	NA	Intergenic	Intergenic	-30050	LOC440461	LOC440461	NR_027283			LOC440461			NA
Interval_16281	chr7	138781377	138781554	+	0	NA	intron (ZC3HAV1, intron 1 of 8)	-intron (ZC3HAV1, intron 1 of 12)	13000	ZC3HAV1	ZC3HAV1	NM_024625			ZC3HAV1			NA
Interval_13168	chr4	115405119	115405304	+	0	NA	Intergenic	Intergenic	-138312	UGT8	UGT8	NM_003360			UGT8			NA
Interval_4624	chr13	26423732	26424001	+	0	NA	intron (ATP8A2, intron 30 of 36)	-intron (ATP8A2, intron 30 of 36)	201332	SHISA2	SHISA2	NM_001007538			SHISA2			NA
Interval_3029	chr11	36705378	36705730	+	0	NA	Intergenic	Intergenic	-85725	RAG2	RAG2	NM_001243785			RAG2			NA
Interval_1871	chr10	6087371	6087689	+	0	NA	intron (IL2RA, intron 1 of 5)	-intron (IL2RA, intron 1 of 7)	16803	IL2RA	IL2RA	NM_000417			IL2RA			NA
Interval_444	chr1	44889391	44889890	+	0	NA	intron (RNF220, intron 2 of 14)	-intron (RNF220, intron 2 of 14)	18680	RNF220	RNF220	NM_018150			RNF220			NA
Interval_3488	chr11	117315189	117315587	+	0	NA	intron (DSCAML1, intron 20 of 32)	-intron (DSCAML1, intron 20 of 32)	116817	CEP164	CEP164	NM_014956			CEP164			NA
Interval_8145	chr18	71435288	71435592	+	0	NA	Intergenic	Intergenic	379559	FBXO15	FBXO15	NM_001142958			FBXO15			NA
Interval_11753	chr3	39305157	39305431	+	0	NA	exon (CX3CR1, exon 2 of 2)	-exon (CX3CR1, exon 2 of 2)	16233	CX3CR1	CX3CR1	NM_001171174			CX3CR1			NA
Interval_9629	chr2	137080029	137080415	+	0	NA	Intergenic	Intergenic	-204497	CXCR4	CXCR4	NM_003467			CXCR4			NA
Interval_419	chr1	42363958	42364157	+	0	NA	intron (HIVEP3, intron 2 of 3)	-intron (HIVEP3, intron 1 of 7)	137539	HIVEP3	HIVEP3	NR_038261			HIVEP3			NA
Interval_18003	chrX	6656986	6657376	+	0	NA	Intergenic	Intergenic	-204022	VCX3A	VCX3A	NM_016379			VCX3A			NA
Interval_18107	chrX	41316955	41317137	+	0	NA	intron (NYX, intron 1 of 1)	-intron (NYX, intron 1 of 1)	10333	NYX	NYX	NM_022567			NYX			NA
Interval_3936	chr12	45362876	45363057	+	0	NA	Intergenic	Intergenic	81916	DBX2	DBX2	NM_001004329			DBX2			NA
Interval_10264	chr2	242810098	242810514	+	0	NA	Intergenic	Intergenic	-1580	RTP5	RTP5	NM_173821			RTP5			NA
Interval_12427	chr3	168577128	168577579	+	0	NA	Intergenic	Intergenic	-42380	LOC100507661	LOC100507661	NR_109989			LOC100507661			NA
Interval_12924	chr4	71835226	71835560	+	0	NA	intron (MOB1B, intron 2 of 5)	-intron (MOB1B, intron 3 of 6)	-23872	DCK	DCK	NM_000788			DCK			NA
Interval_4849	chr13	52444157	52444338	+	0	NA	Intergenic	Intergenic	8130	CCDC70	CCDC70	NM_031290			CCDC70			NA
Interval_6421	chr16	4303634	4303983	+	0	NA	promoter-TSS (LINC01569)	-promoter-TSS (LINC01569)	-18	LINC01569	LINC01569	NR_039999			LINC01569			NA
Interval_8828	chr2	9695836	9696014	+	0	NA	promoter-TSS (ADAM17)	-promoter-TSS (ADAM17)	-8	ADAM17	ADAM17	NM_003183			ADAM17			NA
Interval_11491	chr3	12377554	12378048	+	0	NA	intron (PPARG, intron 2 of 7)	-intron (PPARG, intron 1 of 6)	48452	PPARG	PPARG	NM_138711			PPARG			NA
Interval_9780	chr2	173554922	173555118	+	0	NA	Intergenic	Intergenic	-45505	RAPGEF4	RAPGEF4	NM_001282899			RAPGEF4			NA
Interval_15168	chr6	88618616	88618797	+	0	NA	intron (LOC101928911, intron 2 of 4)	-intron (LOC101928911, intron 2 of 4)	124128	LOC101928911	LOC101928911	NR_110869			LOC101928911			NA
Interval_535	chr1	58202640	58203010	+	0	NA	intron (DAB1, intron 2 of 16)	-intron (DAB1, intron 2 of 16)	-123390	DAB1-AS1	DAB1-AS1	NR_104363			DAB1-AS1			NA
Interval_8918	chr2	28177935	28178226	+	0	NA	intron (BRE, intron 4 of 12)	-intron (BRE, intron 3 of 11)	-41154	MIR4263	MIR4263	NR_036230			MIR4263			NA
Interval_5056	chr13	111051380	111051679	+	0	NA	intron (COL4A2, intron 4 of 47)	-intron (COL4A2, intron 4 of 47)	58224	MIR8073	MIR8073	NR_107040			MIR8073			NA
Interval_1512	chr1	211913044	211913373	+	0	NA	Intergenic	Intergenic	-64236	NEK2	NEK2	NM_002497			NEK2			NA
Interval_10774	chr20	60054060	60054273	+	0	NA	intron (CDH4, intron 2 of 15)	-intron (CDH4, intron 2 of 15)	226684	CDH4	CDH4	NM_001794			CDH4			NA
Interval_6003	chr15	62640310	62640689	+	0	NA	Intergenic	Intergenic	5271	MIR6085	MIR6085	NR_106733			MIR6085			NA
Interval_314	chr1	31327951	31328175	+	0	NA	Intergenic	Intergenic	53417	SDC3	SDC3	NM_014654			SDC3			NA
Interval_11009	chr21	43947819	43948384	+	0	NA	intron (SLC37A1, intron 4 of 20)	-intron (SLC37A1, intron 4 of 20)	28359	SLC37A1	SLC37A1	NM_018964			SLC37A1			NA
Interval_11106	chr22	22283152	22283447	+	0	NA	intron (PPM1F, intron 6 of 7)	-intron (PPM1F, intron 6 of 7)	23951	PPM1F	PPM1F	NM_014634			PPM1F			NA
Interval_14269	chr5	141179162	141179466	+	0	NA	Intergenic	Intergenic	78661	PCDH1	PCDH1	NM_002587			PCDH1			NA
Interval_7943	chr18	24290140	24290862	+	0	NA	Intergenic	Intergenic	-6899	PCAT18	PCAT18	NR_024259			PCAT18			NA
Interval_13176	chr4	118997950	118998252	+	0	NA	intron (NDST3, intron 2 of 13)	-intron (NDST3, intron 2 of 13)	42601	NDST3	NDST3	NM_004784			NDST3			NA
Interval_15752	chr7	21396234	21396655	+	0	NA	Intergenic	Intergenic	-71245	SP4	SP4	NM_003112			SP4			NA
Interval_1076	chr1	157103200	157103704	+	0	NA	exon (ETV3, exon 4 of 4)	-exon (ETV3, exon 4 of 4)	4725	ETV3	ETV3	NM_001145312			ETV3			NA
Interval_5001	chr13	100035096	100035284	+	0	NA	intron (UBAC2, intron 8 of 8)	-intron (UBAC2, intron 8 of 8)	23364	MIR548AN	MIR548AN	NR_039765			MIR548AN			NA
