PeakID (cmd=annotatePeaks.pl PRDM1.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_1750	chr8	22926326	22926966	+	0	NA	promoter-TSS (TNFRSF10B)	-promoter-TSS (TNFRSF10B)	54	TNFRSF10B	TNFRSF10B	NM_003842			TNFRSF10B			NA
Interval_943	chr19	45256263	45256597	+	0	NA	intron (BCL3, intron 2 of 8)	-intron (BCL3, intron 2 of 8)	4452	BCL3	BCL3	NM_005178			BCL3			NA
Interval_50	chr1	39021302	39021599	+	0	NA	Intergenic	Intergenic	304045	RRAGC	RRAGC	NM_001271851			RRAGC			NA
Interval_209	chr1	230507866	230508163	+	0	NA	intron (PGBD5, intron 1 of 6)	-intron (PGBD5, intron 1 of 6)	53660	PGBD5	PGBD5	NM_001258311			PGBD5			NA
Interval_852	chr18	35139187	35139698	+	0	NA	intron (CELF4, intron 1 of 12)	-intron (CELF4, intron 1 of 12)	6558	CELF4	CELF4	NM_001025087			CELF4			NA
Interval_1157	chr20	37408184	37408491	+	0	NA	Intergenic	Intergenic	-26011	PPP1R16B	PPP1R16B	NM_001172735			PPP1R16B			NA
Interval_462	chr12	111181730	111182343	+	0	NA	Intergenic	Intergenic	-1253	PPP1CC	PPP1CC	NM_002710			PPP1CC			NA
Interval_276	chr10	74927590	74927980	+	0	NA	promoter-TSS (ECD)	-promoter-TSS (ECD)	68	ECD	ECD	NM_001135753			ECD			NA
Interval_1198	chr21	36021155	36022187	+	0	NA	Intergenic	Intergenic	-20017	CLIC6	CLIC6	NM_053277			CLIC6			NA
Interval_1677	chr7	74074892	74075468	+	0	NA	intron (GTF2I, intron 1 of 33)	-intron (GTF2I, intron 1 of 33)	3189	GTF2I	GTF2I	NM_001163636			GTF2I			NA
Interval_1626	chr7	944799	947000	+	0	NA	intron (ADAP1, intron 4 of 10)	-intron (ADAP1, intron 4 of 10)	29708	GET4	GET4	NM_015949			GET4			NA
Interval_1412	chr4	118055589	118055878	+	0	NA	Intergenic	Intergenic	-48997	TRAM1L1	TRAM1L1	NM_152402			TRAM1L1			NA
Interval_694	chr16	23568653	23569003	+	0	NA	promoter-TSS (EARS2)	-promoter-TSS (EARS2)	-34	UBFD1	UBFD1	NM_019116			UBFD1			NA
Interval_1751	chr8	26433383	26434004	+	0	NA	intron (DPYSL2, intron 1 of 13)	-intron (DPYSL2, intron 1 of 13)	-1647	DPYSL2	DPYSL2	NM_001244604			DPYSL2			NA
Interval_645	chr15	78833836	78834120	+	0	NA	intron (PSMA4, intron 1 of 8)	-intron (PSMA4, intron 1 of 8)	1231	PSMA4	PSMA4	NM_001102667			PSMA4			NA
Interval_1035	chr2	68964770	68965309	+	0	NA	intron (ARHGAP25, intron 1 of 9)	-intron (ARHGAP25, intron 1 of 10)	-36894	ARHGAP25	ARHGAP25	NM_014882			ARHGAP25			NA
Interval_117	chr1	152436163	152436465	+	0	NA	Intergenic	Intergenic	-47006	LCE5A	LCE5A	NM_178438			LCE5A			NA
Interval_1417	chr4	139109352	139109710	+	0	NA	intron (SLC7A11, intron 6 of 11)	-intron (SLC7A11, intron 6 of 11)	53972	SLC7A11	SLC7A11	NM_014331			SLC7A11			NA
Interval_1453	chr5	71490809	71491158	+	0	NA	exon (MAP1B, exon 5 of 7)	-exon (MAP1B, exon 5 of 7)	25689	MIR4803	MIR4803	NR_039967			MIR4803			NA
Interval_323	chr11	8364887	8365193	+	0	NA	Intergenic	Intergenic	-79615	LMO1	LMO1	NM_001270428			LMO1			NA
Interval_206	chr1	229799766	229800089	+	0	NA	Intergenic	Intergenic	37946	URB2	URB2	NM_014777			URB2			NA
Interval_1366	chr3	194906485	194906793	+	0	NA	intron (XXYLT1, intron 2 of 3)	-intron (XXYLT1, intron 2 of 3)	38039	XXYLT1-AS2	XXYLT1-AS2	NR_102711			XXYLT1-AS2			NA
Interval_454	chr12	96818999	96819311	+	0	NA	Intergenic	Intergenic	-24789	CDK17	CDK17	NM_001170464			CDK17			NA
Interval_1277	chr3	32503823	32504618	+	0	NA	Intergenic	Intergenic	40183	CMTM6	CMTM6	NM_017801			CMTM6			NA
Interval_222	chr1	237642109	237642462	+	0	NA	intron (RYR2, intron 17 of 104)	-intron (RYR2, intron 17 of 104)	7866	MIR4428	MIR4428	NR_039626			MIR4428			NA
Interval_280	chr10	91092634	91092941	+	0	NA	intron (IFIT3, intron 1 of 1)	-intron (IFIT3, intron 1 of 1)	5211	IFIT3	IFIT3	NM_001031683			IFIT3			NA
Interval_1689	chr7	98249074	98249569	+	0	NA	intron (NPTX2, intron 2 of 4)	-intron (NPTX2, intron 2 of 4)	2724	NPTX2	NPTX2	NM_002523			NPTX2			NA
Interval_718	chr16	66637392	66637960	+	0	NA	promoter-TSS (CMTM3)	-promoter-TSS (CMTM3)	-958	CMTM3	CMTM3	NM_144601			CMTM3			NA
Interval_967	chr19	55040437	55040875	+	0	NA	Intergenic	Intergenic	-3253	KIR3DX1	KIR3DX1	NR_104097			KIR3DX1			NA
Interval_383	chr11	71933804	71934510	+	0	NA	Intergenic	Intergenic	-1725	INPPL1	INPPL1	NM_001567			INPPL1			NA
Interval_336	chr11	19727424	19727743	+	0	NA	intron (NAV2, intron 1 of 37)	-intron (NAV2, intron 1 of 37)	-7298	NAV2	NAV2	NM_182964			NAV2			NA
Interval_1367	chr3	195264798	195265290	+	0	NA	intron (PPP1R2, intron 1 of 5)	-intron (PPP1R2, intron 1 of 5)	5180	PPP1R2	PPP1R2	NM_001291505			PPP1R2			NA
Interval_636	chr15	74267993	74268415	+	0	NA	Intergenic	Intergenic	16485	STOML1	STOML1	NM_001256676			STOML1			NA
Interval_1089	chr2	178076902	178077503	+	0	NA	promoter-TSS (HNRNPA3)	-promoter-TSS (HNRNPA3)	-220	HNRNPA3	HNRNPA3	NM_194247			HNRNPA3			NA
Interval_1457	chr5	75995409	75995694	+	0	NA	intron (IQGAP2, intron 33 of 35)	-intron (IQGAP2, intron 32 of 34)	-12677	NCRUPAR	NCRUPAR	NR_028375			NCRUPAR			NA
Interval_1535	chr6	24283105	24283426	+	0	NA	intron (DCDC2, intron 6 of 9)	-intron (DCDC2, intron 7 of 10)	-73866	KAAG1	KAAG1	NM_181337			KAAG1			NA
Interval_1266	chr3	13363502	13363946	+	0	NA	exon (NUP210, exon 35 of 40)	-exon (NUP210, exon 35 of 40)	98095	NUP210	NUP210	NM_024923			NUP210			NA
Interval_1071	chr2	133028958	133029272	+	0	NA	Intergenic	Intergenic	-13573	ANKRD30BL	ANKRD30BL	NR_027020			ANKRD30BL			NA
Interval_642	chr15	76578651	76579499	+	0	NA	intron (ETFA, intron 4 of 10)	-intron (ETFA, intron 5 of 11)	24735	ETFA	ETFA	NM_001127716			ETFA			NA
Interval_1913	chrX	46488004	46488388	+	0	NA	intron (SLC9A7, intron 14 of 16)	-intron (SLC9A7, intron 14 of 16)	55074	CHST7	CHST7	NM_019886			CHST7			NA
Interval_504	chr13	101084937	101085245	+	0	NA	intron (PCCA, intron 20 of 22)	-intron (PCCA, intron 20 of 23)	48178	PCCA-AS1	PCCA-AS1	NR_047686			PCCA-AS1			NA
Interval_613	chr15	48395972	48396368	+	0	NA	Intergenic	Intergenic	-16999	SLC24A5	SLC24A5	NM_205850			SLC24A5			NA
Interval_1676	chr7	74064451	74064755	+	0	NA	Intergenic	Intergenic	-7388	GTF2I	GTF2I	NM_001163636			GTF2I			NA
Interval_346	chr11	28643235	28643672	+	0	NA	Intergenic	Intergenic	-144358	MIR8068	MIR8068	NR_107035			MIR8068			NA
Interval_1107	chr2	206767684	206768595	+	0	NA	Intergenic	Intergenic	182767	INO80D	INO80D	NM_017759			INO80D			NA
Interval_866	chr18	60656008	60656311	+	0	NA	Intergenic	Intergenic	273487	PHLPP1	PHLPP1	NM_194449			PHLPP1			NA
Interval_1043	chr2	87517716	87518362	+	0	NA	Intergenic	Intergenic	96130	MIR4771-1	MIR4771-1	NR_039928			MIR4771-1			NA
Interval_666	chr15	100310920	100311211	+	0	NA	Intergenic	Intergenic	36067	DNM1P46	DNM1P46	NR_003260			DNM1P46			NA
Interval_226	chr1	240872961	240873520	+	0	NA	intron (MIR1273E, intron 2 of 3)	-intron (MIR1273E, intron 2 of 3)	-97778	GREM2	GREM2	NM_022469			GREM2			NA
Interval_667	chr15	101243278	101243649	+	0	NA	Intergenic	Intergenic	100708	ASB7	ASB7	NM_198243			ASB7			NA
Interval_1520	chr6	558051	558492	+	0	NA	intron (EXOC2, intron 19 of 29)	-intron (EXOC2, intron 17 of 27)	98693	HUS1B	HUS1B	NM_148959			HUS1B			NA
Interval_1542	chr6	27114406	27114929	+	0	NA	promoter-TSS (HIST1H2BK)	-promoter-TSS (HIST1H2BK)	-30	HIST1H2BK	HIST1H2BK	NM_080593			HIST1H2BK			NA
Interval_476	chr12	122582663	122582967	+	0	NA	intron (MLXIP, intron 1 of 16)	-intron (MLXIP, intron 1 of 16)	66181	MLXIP	MLXIP	NM_014938			MLXIP			NA
Interval_1161	chr20	37648454	37648825	+	0	NA	intron (DHX35, intron 15 of 21)	-intron (DHX35, intron 14 of 20)	57658	DHX35	DHX35	NM_001190809			DHX35			NA
Interval_1175	chr20	50400550	50400836	+	0	NA	exon (SALL4, exon 4 of 4)	-exon (SALL4, exon 4 of 4)	-15743	ATP9A	ATP9A	NM_006045			ATP9A			NA
Interval_1318	chr3	119314232	119315356	+	0	NA	Intergenic	Intergenic	-1901	PLA1A	PLA1A	NM_015900			PLA1A			NA
Interval_1314	chr3	115390877	115391306	+	0	NA	intron (GAP43, intron 2 of 3)	-intron (GAP43, intron 2 of 3)	48940	GAP43	GAP43	NM_001130064			GAP43			NA
Interval_1374	chr4	3049224	3049816	+	0	NA	Intergenic	Intergenic	-26717	HTT	HTT	NM_002111			HTT			NA
Interval_1010	chr2	37580928	37581323	+	0	NA	intron (QPCT, intron 2 of 6)	-intron (QPCT, intron 2 of 6)	9372	QPCT	QPCT	NM_012413			QPCT			NA
Interval_1030	chr2	64067990	64068316	+	0	NA	promoter-TSS (UGP2)	-promoter-TSS (UGP2)	-861	UGP2	UGP2	NM_006759			UGP2			NA
Interval_1094	chr2	187350479	187350900	+	0	NA	promoter-TSS (ZC3H15)	-promoter-TSS (ZC3H15)	-196	ZC3H15	ZC3H15	NM_018471			ZC3H15			NA
Interval_877	chr19	1130348	1131176	+	0	NA	intron (SBNO2, intron 4 of 31)	-intron (SBNO2, intron 1 of 28)	26837	GPX4	GPX4	NM_001039847			GPX4			NA
Interval_428	chr12	48045184	48045698	+	0	NA	Intergenic	Intergenic	54403	RPAP3	RPAP3	NM_024604			RPAP3			NA
Interval_1294	chr3	53195455	53195731	+	0	NA	intron (PRKCD, intron 1 of 17)	-intron (PRKCD, intron 1 of 18)	370	PRKCD	PRKCD	NM_212539			PRKCD			NA
Interval_248	chr10	11269925	11270718	+	0	NA	intron (CELF2, intron 3 of 14)	-intron (CELF2, intron 3 of 14)	116352	CELF2-AS1	CELF2-AS1	NR_126062			CELF2-AS1			NA
Interval_1503	chr5	169718009	169718299	+	0	NA	intron (LCP2, intron 2 of 20)	-intron (LCP2, intron 2 of 20)	6668	LCP2	LCP2	NM_005565			LCP2			NA
Interval_1508	chr5	173221960	173222397	+	0	NA	Intergenic	Intergenic	-4233	LINC01485	LINC01485	NR_108028			LINC01485			NA
Interval_1303	chr3	99679359	99679817	+	0	NA	intron (FILIP1L, intron 1 of 5)	-intron (FILIP1L, intron 1 of 4)	3654	MIR3921	MIR3921	NR_037486			MIR3921			NA
Interval_962	chr19	51698130	51698412	+	0	NA	Intergenic	Intergenic	11994	MIR8074	MIR8074	NR_107041			MIR8074			NA
Interval_1162	chr20	41181872	41182167	+	0	NA	intron (PTPRT, intron 7 of 31)	-intron (PTPRT, intron 7 of 30)	-132104	LOC101927159	LOC101927159	NR_110004			LOC101927159			NA
Interval_533	chr14	50053308	50053591	+	0	NA	promoter-TSS (RPS29)	-promoter-TSS (RPS29)	-315	RPS29	RPS29	NM_001030001			RPS29			NA
Interval_1343	chr3	156513878	156514302	+	0	NA	intron (LINC00886, intron 1 of 2)	-intron (LINC00886, intron 1 of 2)	15720	PA2G4P4	PA2G4P4	NR_003284			PA2G4P4			NA
Interval_1312	chr3	113142499	113142902	+	0	NA	intron (CFAP44, intron 4 of 20)	-intron (CFAP44, intron 4 of 34)	8347	MIR8076	MIR8076	NR_107043			MIR8076			NA
Interval_417	chr12	12509986	12510258	+	0	NA	promoter-TSS (LOH12CR2)	-promoter-TSS (LOH12CR2)	109	LOH12CR1	LOH12CR1	NM_058169			LOH12CR1			NA
Interval_1736	chr7	150940263	150940948	+	0	NA	intron (SMARCD3, intron 4 of 13)	-intron (SMARCD3, intron 3 of 12)	5098	MIR671	MIR671	NR_030407			MIR671			NA
Interval_1784	chr8	103299505	103300085	+	0	NA	intron (UBR5, intron 36 of 58)	-intron (UBR5, intron 36 of 58)	48116	UBR5-AS1	UBR5-AS1	NR_125415			UBR5-AS1			NA
Interval_497	chr13	76335455	76335815	+	0	NA	intron (LMO7, intron 1 of 26)	-intron (LMO7, intron 4 of 30)	838	LMO7	LMO7	NM_015842			LMO7			NA
Interval_242	chr10	6428888	6429211	+	0	NA	Intergenic	Intergenic	60542	LOC399715	LOC399715	NR_040079			LOC399715			NA
Interval_1887	chr9	128275885	128276359	+	0	NA	intron (MAPKAP1, intron 5 of 9)	-intron (MAPKAP1, intron 7 of 11)	193391	MAPKAP1	MAPKAP1	NM_024117			MAPKAP1			NA
Interval_384	chr11	72450720	72451480	+	0	NA	intron (ARAP1, intron 1 of 34)	-intron (ARAP1, intron 1 of 34)	-17697	ARAP1	ARAP1	NM_001040118			ARAP1			NA
Interval_859	chr18	48359249	48359592	+	0	NA	Intergenic	Intergenic	-12986	MRO	MRO	NM_001127174			MRO			NA
Interval_1605	chr6	145050408	145050717	+	0	NA	intron (UTRN, intron 52 of 73)	-intron (UTRN, intron 52 of 73)	437689	UTRN	UTRN	NM_007124			UTRN			NA
Interval_1607	chr6	149886677	149887004	+	0	NA	promoter-TSS (GINM1)	-promoter-TSS (GINM1)	-688	GINM1	GINM1	NM_138785			GINM1			NA
Interval_675	chr16	4115023	4115925	+	0	NA	intron (ADCY9, intron 2 of 10)	-intron (ADCY9, intron 2 of 10)	50712	ADCY9	ADCY9	NM_001116			ADCY9			NA
Interval_1047	chr2	100794801	100795226	+	0	NA	Intergenic	Intergenic	-29703	LINC01104	LINC01104	NR_103730			LINC01104			NA
Interval_1865	chr9	108621442	108622157	+	0	NA	Intergenic	Intergenic	164993	TMEM38B	TMEM38B	NM_018112			TMEM38B			NA
Interval_550	chr14	73756905	73757224	+	0	NA	intron (NUMB, intron 7 of 11)	-intron (NUMB, intron 8 of 12)	52859	PAPLN	PAPLN	NM_173462			PAPLN			NA
Interval_1481	chr5	134074802	134075081	+	0	NA	intron (CAMLG, intron 1 of 3)	-intron (CAMLG, intron 1 of 3)	771	CAMLG	CAMLG	NM_001745			CAMLG			NA
Interval_238	chr10	5855755	5856240	+	0	NA	promoter-TSS (GDI2)	-promoter-TSS (GDI2)	-485	GDI2	GDI2	NM_001115156			GDI2			NA
Interval_400	chr11	108106992	108107514	+	0	NA	intron (ATM, intron 5 of 62)	-intron (ATM, intron 5 of 62)	13694	ATM	ATM	NM_000051			ATM			NA
Interval_1776	chr8	98724007	98724366	+	0	NA	intron (MTDH, intron 8 of 11)	-intron (MTDH, intron 8 of 11)	-63623	LAPTM4B	LAPTM4B	NM_018407			LAPTM4B			NA
Interval_1471	chr5	115470976	115471488	+	0	NA	intron (COMMD10, intron 5 of 6)	-intron (COMMD10, intron 5 of 6)	50559	COMMD10	COMMD10	NM_001308080			COMMD10			NA
Interval_1267	chr3	13455517	13455909	+	0	NA	intron (NUP210, intron 1 of 39)	-intron (NUP210, intron 1 of 39)	6106	NUP210	NUP210	NM_024923			NUP210			NA
Interval_1777	chr8	99033377	99033691	+	0	NA	exon (MATN2, exon 13 of 19)	-exon (MATN2, exon 13 of 19)	20911	SNORA72	SNORA72	NR_002581			SNORA72			NA
Interval_728	chr16	78133240	78133681	+	0	NA	exon (WWOX, exon 1 of 8)	-exon (WWOX, exon 1 of 8)	150	WWOX	WWOX	NM_001291997			WWOX			NA
Interval_1377	chr4	8230394	8230735	+	0	NA	intron (SH3TC1, intron 12 of 17)	-intron (SH3TC1, intron 12 of 17)	29504	SH3TC1	SH3TC1	NM_018986			SH3TC1			NA
Interval_333	chr11	18013467	18013746	+	0	NA	intron (SERGEF, intron 7 of 9)	-intron (SERGEF, intron 7 of 10)	21103	SERGEF	SERGEF	NM_012139			SERGEF			NA
Interval_163	chr1	178942411	178942789	+	0	NA	Intergenic	Intergenic	-52474	FAM20B	FAM20B	NM_014864			FAM20B			NA
Interval_1000	chr2	26521805	26522765	+	0	NA	Intergenic	Intergenic	-46669	EPT1	EPT1	NM_033505			EPT1			NA
Interval_1766	chr8	67579174	67579471	+	0	NA	promoter-TSS (C8orf44-SGK3)	-promoter-TSS (C8orf44-SGK3)	130	VCPIP1	VCPIP1	NM_025054			VCPIP1			NA
Interval_1127	chr2	238837054	238837584	+	0	NA	Intergenic	Intergenic	-38268	UBE2F-SCLY	UBE2F-SCLY	NR_037904			UBE2F-SCLY			NA
Interval_1509	chr5	176026953	176027299	+	0	NA	intron (GPRIN1, intron 1 of 1)	-intron (GPRIN1, intron 1 of 1)	10005	GPRIN1	GPRIN1	NM_052899			GPRIN1			NA
Interval_792	chr17	56309699	56310363	+	0	NA	Intergenic	Intergenic	-5756	LPO	LPO	NM_006151			LPO			NA
Interval_487	chr13	24844961	24845381	+	0	NA	intron (SPATA13, intron 1 of 9)	-intron (SPATA13, intron 4 of 12)	-16594	SPATA13-AS1	SPATA13-AS1	NR_046531			SPATA13-AS1			NA
Interval_1468	chr5	96518757	96519145	+	0	NA	promoter-TSS (RIOK2)	-promoter-TSS (RIOK2)	54	RIOK2	RIOK2	NM_018343			RIOK2			NA
Interval_857	chr18	46985876	46986220	+	0	NA	intron (DYM, intron 1 of 16)	-intron (DYM, intron 1 of 16)	1031	DYM	DYM	NM_017653			DYM			NA
Interval_909	chr19	14393598	14395547	+	0	NA	Intergenic	Intergenic	-77575	ADGRL1	ADGRL1	NM_001008701			ADGRL1			NA
Interval_727	chr16	75681343	75681698	+	0	NA	promoter-TSS (KARS)	-promoter-TSS (KARS)	65	KARS	KARS	NM_005548			KARS			NA
Interval_685	chr16	16042729	16043037	+	0	NA	promoter-TSS (ABCC1)	-promoter-TSS (ABCC1)	-551	ABCC1	ABCC1	NM_004996			ABCC1			NA
Interval_311	chr10	133815008	133815377	+	0	NA	Intergenic	Intergenic	-19675	BNIP3	BNIP3	NM_004052			BNIP3			NA
Interval_656	chr15	85873015	85873439	+	0	NA	Intergenic	Intergenic	-50600	MIR7706	MIR7706	NR_106993			MIR7706			NA
Interval_1154	chr20	33992731	33993016	+	0	NA	intron (UQCC1, intron 1 of 8)	-intron (UQCC1, intron 1 of 7)	7072	UQCC1	UQCC1	NM_199487			UQCC1			NA
Interval_1797	chr8	125539517	125539887	+	0	NA	intron (TATDN1, intron 1 of 12)	-intron (TATDN1, intron 1 of 9)	11627	TATDN1	TATDN1	NM_032026			TATDN1			NA
Interval_1204	chr21	37486116	37486919	+	0	NA	intron (LOC100133286, intron 1 of 3)	-intron (LOC100133286, intron 1 of 3)	12421	LOC100133286	LOC100133286	NR_040084			LOC100133286			NA
Interval_1032	chr2	65528468	65528817	+	0	NA	Intergenic	Intergenic	73813	ACTR2	ACTR2	NM_001005386			ACTR2			NA
Interval_182	chr1	206825617	206826042	+	0	NA	Intergenic	Intergenic	16948	DYRK3	DYRK3	NM_001004023			DYRK3			NA
Interval_170	chr1	193417931	193418407	+	0	NA	Intergenic	Intergenic	144294	LINC01031	LINC01031	NR_125789			LINC01031			NA
Interval_35	chr1	26453016	26453315	+	0	NA	Intergenic	Intergenic	14897	PDIK1L	PDIK1L	NM_001243532			PDIK1L			NA
Interval_1671	chr7	55585426	55586100	+	0	NA	intron (VOPP1, intron 2 of 4)	-intron (VOPP1, intron 2 of 4)	54437	VOPP1	VOPP1	NM_030796			VOPP1			NA
Interval_1380	chr4	8538767	8539387	+	0	NA	Intergenic	Intergenic	-42887	GPR78	GPR78	NM_080819			GPR78			NA
Interval_677	chr16	10972051	10973243	+	0	NA	intron (CIITA, intron 1 of 17)	-intron (CIITA, intron 1 of 19)	1592	CIITA	CIITA	NM_000246			CIITA			NA
Interval_1854	chr9	92078737	92079148	+	0	NA	intron (SEMA4D, intron 1 of 17)	-intron (SEMA4D, intron 1 of 20)	15669	SEMA4D	SEMA4D	NM_001142287			SEMA4D			NA
Interval_1710	chr7	132079646	132079958	+	0	NA	intron (PLXNA4, intron 3 of 3)	-intron (PLXNA4, intron 3 of 3)	253645	PLXNA4	PLXNA4	NM_181775			PLXNA4			NA
Interval_722	chr16	70317450	70317852	+	0	NA	intron (AARS, intron 1 of 20)	-intron (AARS, intron 1 of 20)	5761	AARS	AARS	NM_001605			AARS			NA
Interval_855	chr18	44866857	44867765	+	0	NA	Intergenic	Intergenic	-39556	MIR4527	MIR4527	NR_039753			MIR4527			NA
Interval_1357	chr3	185963191	185963566	+	0	NA	intron (DGKG, intron 19 of 24)	-intron (DGKG, intron 18 of 23)	116645	DGKG	DGKG	NM_001346			DGKG			NA
Interval_1131	chr2	242784680	242785114	+	0	NA	Intergenic	Intergenic	16161	PDCD1	PDCD1	NM_005018			PDCD1			NA
Interval_1794	chr8	121259523	121259953	+	0	NA	intron (COL14A1, intron 20 of 47)	-intron (COL14A1, intron 20 of 47)	122391	COL14A1	COL14A1	NM_021110			COL14A1			NA
Interval_1350	chr3	179674795	179675090	+	0	NA	intron (PEX5L, intron 1 of 14)	-intron (PEX5L, intron 1 of 14)	57617	LOC101928790	LOC101928790	NR_110059			LOC101928790			NA
Interval_338	chr11	20382107	20382550	+	0	NA	Intergenic	Intergenic	-2903	HTATIP2	HTATIP2	NM_006410			HTATIP2			NA
Interval_1129	chr2	242302680	242303794	+	0	NA	intron (FARP2, intron 1 of 26)	-intron (FARP2, intron 1 of 17)	7573	FARP2	FARP2	NM_014808			FARP2			NA
Interval_726	chr16	75095613	75095893	+	0	NA	intron (ZNRF1, intron 1 of 4)	-intron (ZNRF1, intron 1 of 4)	54917	LDHD	LDHD	NM_153486			LDHD			NA
Interval_1795	chr8	124169466	124170384	+	0	NA	Intergenic	Intergenic	-21362	FAM83A	FAM83A	NM_001288587			FAM83A			NA
Interval_498	chr13	79232443	79232832	+	0	NA	intron (RNF219, intron 1 of 5)	-intron (RNF219, intron 1 of 5)	677	RNF219	RNF219	NM_024546			RNF219			NA
Interval_781	chr17	47456682	47457450	+	0	NA	intron (LOC102724596, intron 4 of 4)	-intron (LOC102724596, intron 4 of 4)	-17231	ZNF652	ZNF652	NM_014897			ZNF652			NA
Interval_1518	chr6	346152	346710	+	0	NA	intron (DUSP22, intron 2 of 3)	-intron (DUSP22, intron 5 of 6)	-45308	IRF4	IRF4	NM_001195286			IRF4			NA
Interval_486	chr13	20557277	20557562	+	0	NA	intron (ZMYM2, intron 3 of 25)	-intron (ZMYM2, intron 3 of 25)	24609	ZMYM2	ZMYM2	NM_003453			ZMYM2			NA
Interval_931	chr19	39728440	39729227	+	0	NA	Intergenic	Intergenic	6778	IFNL3	IFNL3	NM_172139			IFNL3			NA
Interval_1500	chr5	159261888	159262172	+	0	NA	intron (LOC101927766, intron 2 of 2)	-intron (LOC101927766, intron 2 of 2)	36361	LOC101927766	LOC101927766	NR_109891			LOC101927766			NA
Interval_534	chr14	50085586	50086385	+	0	NA	intron (RPL36AL, intron 1 of 1)	-intron (RPL36AL, intron 1 of 1)	1418	RPL36AL	RPL36AL	NM_001001			RPL36AL			NA
Interval_1713	chr7	132765851	132766237	+	0	NA	intron (CHCHD3, intron 1 of 7)	-intron (CHCHD3, intron 1 of 7)	784	CHCHD3	CHCHD3	NM_017812			CHCHD3			NA
Interval_875	chr19	770343	770666	+	0	NA	Intergenic	Intergenic	19358	MISP	MISP	NM_173481			MISP			NA
Interval_997	chr2	25524558	25524945	+	0	NA	intron (DNMT3A, intron 2 of 3)	-intron (DNMT3A, intron 2 of 22)	26839	MIR1301	MIR1301	NR_031570			MIR1301			NA
Interval_1565	chr6	41246135	41247133	+	0	NA	TTS (TREM1)	-TTS (TREM1)	7823	TREM1	TREM1	NM_001242589			TREM1			NA
Interval_1441	chr5	34695787	34696240	+	0	NA	intron (RAI14, intron 4 of 19)	-intron (RAI14, intron 2 of 17)	39580	RAI14	RAI14	NM_001145525			RAI14			NA
Interval_278	chr10	88402862	88403227	+	0	NA	Intergenic	Intergenic	-11270	OPN4	OPN4	NM_033282			OPN4			NA
Interval_998	chr2	25915159	25915494	+	0	NA	Intergenic	Intergenic	-18810	DTNB	DTNB	NM_001256303			DTNB			NA
Interval_179	chr1	206137839	206138511	+	0	NA	promoter-TSS (FAM72A)	-promoter-TSS (FAM72A)	-736	FAM72A	FAM72A	NM_001123168			FAM72A			NA
Interval_354	chr11	35683918	35685225	+	0	NA	exon (TRIM44, exon 1 of 5)	-exon (TRIM44, exon 1 of 5)	271	TRIM44	TRIM44	NM_017583			TRIM44			NA
Interval_999	chr2	26125391	26125806	+	0	NA	Intergenic	Intergenic	-24286	ASXL2	ASXL2	NM_018263			ASXL2			NA
Interval_1469	chr5	100220206	100220530	+	0	NA	TTS (ST8SIA4)	-TTS (ST8SIA4)	18621	ST8SIA4	ST8SIA4	NM_005668			ST8SIA4			NA
Interval_1569	chr6	42745031	42746082	+	0	NA	Intergenic	Intergenic	-31672	TBCC	TBCC	NM_003192			TBCC			NA
Interval_1396	chr4	48129726	48130069	+	0	NA	intron (TXK, intron 1 of 14)	-intron (TXK, intron 1 of 14)	6376	TXK	TXK	NM_003328			TXK			NA
Interval_1768	chr8	74904080	74904503	+	0	NA	intron (LY96, intron 1 of 3)	-intron (LY96, intron 1 of 3)	727	LY96	LY96	NM_015364			LY96			NA
Interval_937	chr19	41570878	41571338	+	0	NA	Intergenic	Intergenic	-23248	CYP2A13	CYP2A13	NM_000766			CYP2A13			NA
Interval_650	chr15	82578824	82579200	+	0	NA	Intergenic	Intergenic	23860	SAXO2	SAXO2	NM_001008226			SAXO2			NA
Interval_63	chr1	47184568	47184897	+	0	NA	promoter-TSS (EFCAB14)	-promoter-TSS (EFCAB14)	4	EFCAB14	EFCAB14	NM_014774			EFCAB14			NA
Interval_959	chr19	50848104	50848443	+	0	NA	promoter-TSS (NAPSB)	-promoter-TSS (NAPSB)	-268	NAPSB	NAPSB	NR_002798			NAPSB			NA
Interval_710	chr16	56643217	56644354	+	0	NA	TTS (MT2A)	-TTS (MT2A)	1307	MT2A	MT2A	NM_005953			MT2A			NA
Interval_1305	chr3	100618396	100618666	+	0	NA	intron (ABI3BP, intron 3 of 34)	-intron (ABI3BP, intron 3 of 34)	93803	ABI3BP	ABI3BP	NM_015429			ABI3BP			NA
Interval_1444	chr5	52709819	52710114	+	0	NA	Intergenic	Intergenic	-66298	FST	FST	NM_013409			FST			NA
Interval_1080	chr2	158330000	158330398	+	0	NA	Intergenic	Intergenic	-29595	CYTIP	CYTIP	NM_004288			CYTIP			NA
Interval_2	chr1	948439	948913	+	0	NA	promoter-TSS (ISG15)	-promoter-TSS (ISG15)	-171	ISG15	ISG15	NM_005101			ISG15			NA
