PeakID (cmd=annotatePeaks.pl anti-GATA3.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_352	chr1	61958371	61958530	+	0	NA	Intergenic	Intergenic	-161464	MGC34796	MGC34796	NR_073400			MGC34796			NA
Interval_7210	chr2	129467584	129467852	+	0	NA	Intergenic	Intergenic	-154456	LOC101927881	LOC101927881	NR_110278			LOC101927881			NA
Interval_3706	chr13	50567942	50568138	+	0	NA	exon (DLEU2, exon 9 of 11)	-exon (DLEU2, exon 9 of 11)	2597	MIR3613	MIR3613	NR_037407			MIR3613			NA
Interval_12749	chr7	106293453	106293616	+	0	NA	Intergenic	Intergenic	8100	CCDC71L	CCDC71L	NM_175884			CCDC71L			NA
Interval_4802	chr15	77456442	77456645	+	0	NA	intron (PEAK1, intron 5 of 7)	-intron (PEAK1, intron 5 of 7)	61203	LINC00597	LINC00597	NR_026813			LINC00597			NA
Interval_6280	chr19	11848800	11849002	+	0	NA	intron (ZNF823, intron 1 of 2)	-intron (ZNF823, intron 1 of 3)	923	ZNF823	ZNF823	NM_001080493			ZNF823			NA
Interval_1423	chr10	6390085	6390462	+	0	NA	Intergenic	Intergenic	21766	LOC399715	LOC399715	NR_040079			LOC399715			NA
Interval_2558	chr11	102218655	102218814	+	0	NA	intron (BIRC2, intron 1 of 8)	-intron (BIRC2, intron 1 of 8)	821	BIRC2	BIRC2	NM_001166			BIRC2			NA
Interval_2963	chr12	28520828	28521115	+	0	NA	intron (CCDC91, intron 6 of 11)	-intron (CCDC91, intron 6 of 11)	110838	CCDC91	CCDC91	NM_018318			CCDC91			NA
Interval_11036	chr5	122383997	122384244	+	0	NA	Intergenic	Intergenic	-11695	PPIC	PPIC	NM_000943			PPIC			NA
Interval_9636	chr3	188106375	188106705	+	0	NA	intron (LPP, intron 2 of 10)	-intron (LPP, intron 2 of 10)	175819	LPP	LPP	NM_001167672			LPP			NA
Interval_2440	chr11	75219306	75219617	+	0	NA	intron (GDPD5, intron 1 of 16)	-intron (GDPD5, intron 1 of 16)	17138	GDPD5	GDPD5	NM_030792			GDPD5			NA
Interval_3205	chr12	73932200	73932359	+	0	NA	Intergenic	Intergenic	379309	LOC101928137	LOC101928137	NR_110130			LOC101928137			NA
Interval_11339	chr6	1608005	1608179	+	0	NA	TTS (FOXCUT)	-TTS (FOXCUT)	2326	FOXCUT	FOXCUT	NR_125804			FOXCUT			NA
Interval_2069	chr10	126066311	126066470	+	0	NA	Intergenic	Intergenic	41155	OAT	OAT	NM_000274			OAT			NA
Interval_8431	chr22	25464299	25464458	+	0	NA	intron (KIAA1671, intron 4 of 10)	-intron (KIAA1671, intron 4 of 10)	40437	KIAA1671	KIAA1671	NM_001145206			KIAA1671			NA
Interval_12202	chr6	152382050	152382348	+	0	NA	exon (ESR1, exon 6 of 8)	-exon (ESR1, exon 6 of 8)	-87563	MIR3163	MIR3163	NR_036121_1			MIR3163			NA
Interval_13615	chr8	133991390	133991643	+	0	NA	intron (TG, intron 34 of 47)	-intron (TG, intron 34 of 47)	67310	MIR7848	MIR7848	NR_107002			MIR7848			NA
Interval_2304	chr11	47938003	47938286	+	0	NA	Intergenic	Intergenic	-63966	PTPRJ	PTPRJ	NM_002843			PTPRJ			NA
Interval_10919	chr5	95513017	95513200	+	0	NA	intron (LOC101929710, intron 1 of 4)	-intron (LOC101929710, intron 1 of 4)	98266	MIR583	MIR583	NR_030309			MIR583			NA
Interval_2931	chr12	25228660	25228935	+	0	NA	intron (LRMP, intron 5 of 20)	-intron (LRMP, intron 4 of 19)	23616	LRMP	LRMP	NM_006152			LRMP			NA
Interval_5077	chr16	29749966	29750270	+	0	NA	Intergenic	Intergenic	7222	C16orf54	C16orf54	NM_175900			C16orf54			NA
Interval_1153	chr1	211373005	211373198	+	0	NA	Intergenic	Intergenic	-60188	RCOR3	RCOR3	NM_001136223			RCOR3			NA
Interval_3243	chr12	86967274	86967433	+	0	NA	intron (MGAT4C, intron 1 of 6)	-intron (MGAT4C, intron 1 of 6)	-20624	MIR548AL	MIR548AL	NR_039710			MIR548AL			NA
Interval_8943	chr3	46427754	46427931	+	0	NA	intron (LOC102724297, intron 2 of 3)	-intron (LOC102724297, intron 2 of 3)	16209	CCR5	CCR5	NM_000579			CCR5			NA
Interval_5756	chr17	67537757	67537916	+	0	NA	exon (MAP2K6, exon 12 of 12)	-exon (MAP2K6, exon 12 of 12)	-52292	LINC01483	LINC01483	NR_109971			LINC01483			NA
Interval_3354	chr12	105731337	105731484	+	0	NA	intron (C12orf75, intron 1 of 5)	-intron (C12orf75, intron 1 of 5)	6996	C12orf75	C12orf75	NM_001145199			C12orf75			NA
Interval_2856	chr12	12163556	12163750	+	0	NA	Intergenic	Intergenic	-60225	BCL2L14	BCL2L14	NM_138723			BCL2L14			NA
Interval_8102	chr20	52203302	52203503	+	0	NA	Intergenic	Intergenic	-3766	ZNF217	ZNF217	NM_006526			ZNF217			NA
Interval_1916	chr10	98060360	98060519	+	0	NA	Intergenic	Intergenic	-3646	DNTT	DNTT	NM_004088			DNTT			NA
Interval_10676	chr5	54475257	54475416	+	0	NA	Intergenic	Intergenic	-6331	CDC20B	CDC20B	NM_001170402			CDC20B			NA
Interval_12982	chr7	156698946	156699105	+	0	NA	Intergenic	Intergenic	-13123	LMBR1	LMBR1	NM_022458			LMBR1			NA
Interval_11316	chr5	177866427	177866705	+	0	NA	intron (COL23A1, intron 2 of 28)	-intron (COL23A1, intron 2 of 28)	150990	COL23A1	COL23A1	NM_173465			COL23A1			NA
Interval_2100	chr10	135288842	135289213	+	0	NA	Intergenic	Intergenic	21595	SCART1	SCART1	NR_002934			SCART1			NA
Interval_361	chr1	63713226	63713385	+	0	NA	intron (LINC00466, intron 4 of 11)	-intron (LINC00466, intron 4 of 11)	69596	LINC00466	LINC00466	NR_038252			LINC00466			NA
Interval_2289	chr11	46269219	46269496	+	0	NA	Intergenic	Intergenic	-29832	CREB3L1	CREB3L1	NM_052854			CREB3L1			NA
Interval_13385	chr8	96095842	96096001	+	0	NA	Intergenic	Intergenic	-10697	MIR3150B	MIR3150B	NR_037484			MIR3150B			NA
Interval_246	chr1	41538184	41538373	+	0	NA	intron (SCMH1, intron 9 of 14)	-intron (SCMH1, intron 9 of 15)	-50851	SLFNL1	SLFNL1	NM_001300859			SLFNL1			NA
Interval_8964	chr3	48277014	48277173	+	0	NA	Intergenic	Intergenic	-5503	ZNF589	ZNF589	NM_016089			ZNF589			NA
Interval_947	chr1	182222396	182222583	+	0	NA	intron (LINC01344, intron 2 of 2)	-intron (LINC01344, intron 2 of 2)	60707	LINC01344	LINC01344	NR_104175			LINC01344			NA
Interval_14232	chr9	134053431	134053714	+	0	NA	intron (NUP214, intron 23 of 35)	-intron (NUP214, intron 23 of 35)	52624	NUP214	NUP214	NM_005085			NUP214			NA
Interval_3810	chr13	77325204	77325374	+	0	NA	Intergenic	Intergenic	135251	KCTD12	KCTD12	NM_138444			KCTD12			NA
Interval_7486	chr2	182183418	182183630	+	0	NA	intron (LOC101927156, intron 3 of 4)	-intron (LOC101927156, intron 3 of 4)	-13145	MIR4437	MIR4437	NR_039637			MIR4437			NA
Interval_13955	chr9	88338789	88338936	+	0	NA	intron (AGTPBP1, intron 1 of 25)	-intron (AGTPBP1, intron 1 of 24)	18082	AGTPBP1	AGTPBP1	NM_001286715			AGTPBP1			NA
Interval_2013	chr10	115001597	115002104	+	0	NA	Intergenic	Intergenic	291841	TCF7L2	TCF7L2	NM_001146285			TCF7L2			NA
Interval_9310	chr3	131469260	131469419	+	0	NA	intron (CPNE4, intron 3 of 16)	-intron (CPNE4, intron 2 of 15)	235436	MIR5704	MIR5704	NR_049890			MIR5704			NA
Interval_7422	chr2	173042452	173042624	+	0	NA	Intergenic	Intergenic	74804	DLX2-AS1	DLX2-AS1	NR_126376			DLX2-AS1			NA
Interval_11961	chr6	111436903	111437062	+	0	NA	intron (SLC16A10, intron 1 of 5)	-intron (SLC16A10, intron 1 of 5)	28201	SLC16A10	SLC16A10	NM_018593			SLC16A10			NA
Interval_13164	chr8	32364268	32364427	+	0	NA	intron (NRG1, intron 1 of 4)	-intron (NRG1, intron 1 of 4)	-41381	NRG1	NRG1	NM_013956			NRG1			NA
Interval_2308	chr11	48076835	48077104	+	0	NA	intron (PTPRJ, intron 1 of 24)	-intron (PTPRJ, intron 1 of 8)	-41365	MIR3161	MIR3161	NR_036119			MIR3161			NA
Interval_5311	chr16	86855569	86855751	+	0	NA	Intergenic	Intergenic	-235730	LOC440390	LOC440390	NR_126008			LOC440390			NA
Interval_696	chr1	120049637	120049799	+	0	NA	promoter-TSS (HSD3B1)	-promoter-TSS (HSD3B1)	-108	HSD3B1	HSD3B1	NM_000862			HSD3B1			NA
Interval_13755	chr9	15121581	15121973	+	0	NA	Intergenic	Intergenic	128452	LOC389705	LOC389705	NR_003920			LOC389705			NA
Interval_901	chr1	171946855	171947014	+	0	NA	intron (DNM3, intron 2 of 20)	-intron (DNM3, intron 2 of 19)	113602	DNM3-IT1	DNM3-IT1	NR_046845			DNM3-IT1			NA
Interval_9928	chr4	57731914	57732073	+	0	NA	Intergenic	Intergenic	-42049	REST	REST	NM_001193508			REST			NA
Interval_11235	chr5	158602658	158602970	+	0	NA	intron (RNF145, intron 5 of 10)	-intron (RNF145, intron 5 of 10)	32020	RNF145	RNF145	NM_001199380			RNF145			NA
Interval_7321	chr2	151908194	151908389	+	0	NA	Intergenic	Intergenic	210098	RBM43	RBM43	NM_198557			RBM43			NA
Interval_1771	chr10	73528528	73528743	+	0	NA	intron (C10orf54, intron 1 of 6)	-intron (CDH23, intron 36 of 67)	4702	C10orf54	C10orf54	NM_022153			C10orf54			NA
Interval_2180	chr11	14558908	14559126	+	0	NA	intron (PSMA1, intron 2 of 10)	-intron (PSMA1, intron 2 of 10)	-37613	COPB1	COPB1	NM_001144062			COPB1			NA
Interval_10215	chr4	118917228	118917387	+	0	NA	Intergenic	Intergenic	-38193	NDST3	NDST3	NM_004784			NDST3			NA
Interval_4556	chr15	42227087	42227313	+	0	NA	intron (EHD4, intron 3 of 5)	-intron (EHD4, intron 3 of 5)	13585	EHD4-AS1	EHD4-AS1	NR_120332			EHD4-AS1			NA
Interval_10941	chr5	102137240	102137437	+	0	NA	Intergenic	Intergenic	-64189	PAM	PAM	NM_001177306			PAM			NA
Interval_8469	chr22	30777492	30777815	+	0	NA	intron (RNF215, intron 5 of 8)	-intron (RNF215, intron 5 of 8)	-3759	KIAA1656	KIAA1656	NR_046312			KIAA1656			NA
Interval_1081	chr1	203223854	203224162	+	0	NA	Intergenic	Intergenic	-25148	CHIT1	CHIT1	NM_001270509			CHIT1			NA
Interval_2051	chr10	121276124	121276338	+	0	NA	intron (RGS10, intron 3 of 4)	-intron (RGS10, intron 3 of 4)	19814	RGS10	RGS10	NM_001005339			RGS10			NA
Interval_12162	chr6	146055699	146055881	+	0	NA	promoter-TSS (LOC100507557)	-promoter-TSS (LOC100507557)	-215	LOC100507557	LOC100507557	NR_038244			LOC100507557			NA
Interval_3517	chr12	133615156	133615320	+	0	NA	intron (ZNF84, intron 1 of 4)	-intron (ZNF84, intron 1 of 4)	1366	ZNF84	ZNF84	NM_003428			ZNF84			NA
Interval_4025	chr14	34733156	34733315	+	0	NA	Intergenic	Intergenic	198233	SPTSSA	SPTSSA	NM_138288			SPTSSA			NA
Interval_7599	chr2	201161512	201161734	+	0	NA	Intergenic	Intergenic	-8981	SPATS2L	SPATS2L	NM_001282744			SPATS2L			NA
Interval_1441	chr10	8079868	8080055	+	0	NA	Intergenic	Intergenic	15424	GATA3-AS1	GATA3-AS1	NR_104336			GATA3-AS1			NA
Interval_9112	chr3	81725337	81725496	+	0	NA	intron (GBE1, intron 2 of 15)	-intron (GBE1, intron 2 of 15)	85534	GBE1	GBE1	NM_000158			GBE1			NA
Interval_1753	chr10	70847350	70847646	+	0	NA	promoter-TSS (SRGN)	-promoter-TSS (SRGN)	-330	SRGN	SRGN	NM_002727			SRGN			NA
Interval_12208	chr6	154257635	154257989	+	0	NA	Intergenic	Intergenic	-102734	OPRM1	OPRM1	NM_001008503			OPRM1			NA
Interval_10993	chr5	110797090	110797249	+	0	NA	intron (CAMK4, intron 7 of 10)	-intron (CAMK4, intron 7 of 10)	-50755	STARD4-AS1	STARD4-AS1	NR_040093			STARD4-AS1			NA
Interval_12517	chr7	38272452	38272657	+	0	NA	Intergenic	Intergenic	40694	TARP	TARP	NM_001003799			TARP			NA
Interval_3572	chr13	30282164	30282436	+	0	NA	Intergenic	Intergenic	-112475	SLC7A1	SLC7A1	NM_003045			SLC7A1			NA
Interval_7990	chr20	31564591	31564823	+	0	NA	Intergenic	Intergenic	27532	SUN5	SUN5	NM_080675			SUN5			NA
Interval_11755	chr6	56199373	56199532	+	0	NA	intron (RNU6-71P, intron 2 of 5)	-intron (RNU6-71P, intron 2 of 5)	-87074	COL21A1	COL21A1	NM_030820			COL21A1			NA
Interval_5978	chr18	22252242	22252417	+	0	NA	Intergenic	Intergenic	44183	LOC729950	LOC729950	NR_040033			LOC729950			NA
Interval_5056	chr16	26100005	26100152	+	0	NA	intron (HS3ST4, intron 1 of 1)	-intron (HS3ST4, intron 1 of 1)	396731	HS3ST4	HS3ST4	NM_006040			HS3ST4			NA
Interval_2824	chr12	8142666	8143114	+	0	NA	Intergenic	Intergenic	-42469	FOXJ2	FOXJ2	NM_018416			FOXJ2			NA
Interval_5541	chr17	37057432	37057729	+	0	NA	intron (LASP1, intron 5 of 7)	-intron (LASP1, intron 3 of 5)	-13652	MIR6779	MIR6779	NR_106837			MIR6779			NA
Interval_3733	chr13	51904972	51905150	+	0	NA	Intergenic	Intergenic	-10107	SERPINE3	SERPINE3	NM_001101320			SERPINE3			NA
Interval_13312	chr8	74365251	74365547	+	0	NA	intron (STAU2, intron 8 of 9)	-intron (STAU2, intron 13 of 14)	33090	STAU2-AS1	STAU2-AS1	NR_038406			STAU2-AS1			NA
Interval_1546	chr10	22668001	22668261	+	0	NA	intron (SPAG6, intron 4 of 9)	-intron (SPAG6, intron 7 of 13)	33757	SPAG6	SPAG6	NM_001253854			SPAG6			NA
Interval_11842	chr6	88333060	88333216	+	0	NA	intron (ORC3, intron 11 of 19)	-intron (ORC3, intron 10 of 18)	33353	ORC3	ORC3	NM_012381			ORC3			NA
Interval_843	chr1	162041315	162041478	+	0	NA	intron (NOS1AP, intron 1 of 9)	-intron (NOS1AP, intron 1 of 9)	1815	NOS1AP	NOS1AP	NM_001126060			NOS1AP			NA
Interval_3467	chr12	123566823	123567005	+	0	NA	intron (LOC100507091, intron 1 of 2)	-intron (PITPNM2, intron 1 of 24)	983	LOC100507091	LOC100507091	NR_038290			LOC100507091			NA
Interval_2760	chr12	864088	864277	+	0	NA	intron (WNK1, intron 1 of 27)	-intron (WNK1, intron 1 of 27)	2093	WNK1	WNK1	NM_014823			WNK1			NA
Interval_12429	chr7	23902916	23903191	+	0	NA	Intergenic	Intergenic	153267	STK31	STK31	NM_032944			STK31			NA
Interval_70	chr1	14052464	14052776	+	0	NA	intron (PRDM2, intron 2 of 8)	-intron (PRDM2, intron 2 of 7)	21270	PRDM2	PRDM2	NM_001135610			PRDM2			NA
Interval_14374	chrX	41329030	41329302	+	0	NA	intron (NYX, intron 1 of 1)	-intron (NYX, intron 1 of 1)	22453	NYX	NYX	NM_022567			NYX			NA
Interval_10407	chr4	166426418	166426612	+	0	NA	Intergenic	Intergenic	119121	MIR578	MIR578	NR_030304			MIR578			NA
Interval_3845	chr13	87246889	87247048	+	0	NA	Intergenic	Intergenic	-873485	SLITRK6	SLITRK6	NM_032229			SLITRK6			NA
Interval_1206	chr1	223418119	223418297	+	0	NA	intron (SUSD4, intron 5 of 5)	-intron (SUSD4, intron 5 of 5)	-101584	TLR5	TLR5	NM_003268			TLR5			NA
Interval_7824	chr2	240477337	240477629	+	0	NA	Intergenic	Intergenic	-154840	HDAC4	HDAC4	NM_006037			HDAC4			NA
Interval_13722	chr9	7171696	7171855	+	0	NA	intron (KDM4C, intron 21 of 21)	-intron (KDM4C, intron 21 of 21)	414134	KDM4C	KDM4C	NM_015061			KDM4C			NA
Interval_7669	chr2	211054282	211054441	+	0	NA	intron (ACADL, intron 10 of 10)	-intron (ACADL, intron 10 of 10)	-18267	KANSL1L	KANSL1L	NM_001307976			KANSL1L			NA
Interval_1861	chr10	89824729	89825150	+	0	NA	Intergenic	Intergenic	201744	PTEN	PTEN	NM_001304718			PTEN			NA
Interval_6224	chr19	3139941	3140134	+	0	NA	intron (GNA15, intron 1 of 6)	-intron (GNA15, intron 1 of 6)	4007	GNA15	GNA15	NM_002068			GNA15			NA
Interval_10063	chr4	89302963	89303335	+	0	NA	intron (HERC6, intron 1 of 22)	-intron (HERC6, intron 1 of 21)	3258	HERC6	HERC6	NM_017912			HERC6			NA
Interval_5024	chr16	17557241	17557530	+	0	NA	intron (XYLT1, intron 1 of 11)	-intron (XYLT1, intron 1 of 11)	7353	XYLT1	XYLT1	NM_022166			XYLT1			NA
Interval_8738	chr3	18885380	18886008	+	0	NA	Intergenic	Intergenic	-304323	KCNH8	KCNH8	NM_144633			KCNH8			NA
Interval_7614	chr2	203130245	203130536	+	0	NA	promoter-TSS (NOP58)	-promoter-TSS (NOP58)	-125	NOP58	NOP58	NM_015934			NOP58			NA
Interval_10308	chr4	142711815	142711974	+	0	NA	Intergenic	Intergenic	154145	IL15	IL15	NM_000585			IL15			NA
Interval_10263	chr4	129736715	129736866	+	0	NA	intron (JADE1, intron 1 of 10)	-intron (JADE1, intron 1 of 10)	6012	JADE1	JADE1	NM_001287443			JADE1			NA
Interval_3080	chr12	51777142	51777611	+	0	NA	intron (GALNT6, intron 2 of 11)	-intron (GALNT6, intron 2 of 11)	7824	GALNT6	GALNT6	NM_007210			GALNT6			NA
Interval_5687	chr17	56473371	56473538	+	0	NA	intron (RNF43, intron 2 of 9)	-intron (RNF43, intron 2 of 9)	21489	RNF43	RNF43	NM_001305544			RNF43			NA
Interval_5821	chr17	76351384	76351543	+	0	NA	Intergenic	Intergenic	4697	SOCS3	SOCS3	NM_003955			SOCS3			NA
Interval_5039	chr16	21607215	21607376	+	0	NA	intron (LOC101927814, intron 2 of 2)	-intron (LOC101927814, intron 2 of 2)	3411	LOC101927814	LOC101927814	NR_110930			LOC101927814			NA
Interval_5917	chr18	10277851	10278010	+	0	NA	Intergenic	Intergenic	136437	LINC01254	LINC01254	NR_110775			LINC01254			NA
Interval_10212	chr4	118327840	118328022	+	0	NA	Intergenic	Intergenic	-21623	LINC01378	LINC01378	NR_125757			LINC01378			NA
Interval_13198	chr8	42374275	42374541	+	0	NA	intron (SLC20A2, intron 1 of 10)	-intron (SLC20A2, intron 1 of 10)	-22310	SMIM19	SMIM19	NM_138436			SMIM19			NA
Interval_4426	chr14	105888897	105889132	+	0	NA	intron (MTA1, intron 1 of 20)	-intron (MTA1, intron 1 of 20)	2828	MTA1	MTA1	NM_004689			MTA1			NA
Interval_412	chr1	72246315	72246605	+	0	NA	intron (NEGR1, intron 2 of 6)	-intron (NEGR1, intron 2 of 6)	56235	NEGR1-IT1	NEGR1-IT1	NR_046218			NEGR1-IT1			NA
Interval_6108	chr18	52341931	52342092	+	0	NA	Intergenic	Intergenic	83621	DYNAP	DYNAP	NM_173629			DYNAP			NA
Interval_7440	chr2	173809265	173809412	+	0	NA	intron (RAPGEF4, intron 1 of 24)	-intron (RAPGEF4, intron 3 of 27)	-131227	ZAK	ZAK	NM_016653			ZAK			NA
Interval_1886	chr10	92483769	92484029	+	0	NA	Intergenic	Intergenic	133772	HTR7	HTR7	NM_019860			HTR7			NA
Interval_2034	chr10	119044300	119044688	+	0	NA	exon (PDZD8, exon 5 of 5)	-exon (PDZD8, exon 5 of 5)	43910	SLC18A2	SLC18A2	NM_003054			SLC18A2			NA
Interval_9873	chr4	40192346	40192866	+	0	NA	promoter-TSS (RHOH)	-promoter-TSS (RHOH)	-5921	RHOH	RHOH	NM_001278368			RHOH			NA
Interval_5906	chr18	9342120	9342291	+	0	NA	intron (TWSG1, intron 2 of 4)	-intron (TWSG1, intron 2 of 4)	7440	TWSG1	TWSG1	NM_020648			TWSG1			NA
Interval_13585	chr8	129086201	129086385	+	0	NA	intron (PVT1, intron 5 of 7)	-intron (PVT1, intron 5 of 7)	24895	MIR1207	MIR1207	NR_031612			MIR1207			NA
Interval_4329	chr14	90900970	90901129	+	0	NA	Intergenic	Intergenic	-20525	LINC00642	LINC00642	NR_033986			LINC00642			NA
Interval_3298	chr12	95209789	95210121	+	0	NA	Intergenic	Intergenic	-18219	MIR492	MIR492	NR_030171			MIR492			NA
Interval_10632	chr5	40665809	40666052	+	0	NA	Intergenic	Intergenic	-14102	PTGER4	PTGER4	NM_000958			PTGER4			NA
Interval_3719	chr13	51178707	51178929	+	0	NA	Intergenic	Intergenic	-77233	DLEU1-AS1	DLEU1-AS1	NR_125753			DLEU1-AS1			NA
Interval_7036	chr2	96812777	96813101	+	0	NA	Intergenic	Intergenic	-1760	DUSP2	DUSP2	NM_004418			DUSP2			NA
Interval_5417	chr17	8857619	8857846	+	0	NA	intron (PIK3R5, intron 1 of 17)	-intron (PIK3R5, intron 1 of 18)	-41898	PIK3R5	PIK3R5	NM_001251855			PIK3R5			NA
Interval_149	chr1	26452987	26453134	+	0	NA	Intergenic	Intergenic	14792	PDIK1L	PDIK1L	NM_001243532			PDIK1L			NA
Interval_12873	chr7	138510493	138510716	+	0	NA	Intergenic	Intergenic	27865	TMEM213	TMEM213	NM_001085429			TMEM213			NA
Interval_11747	chr6	53658997	53659205	+	0	NA	promoter-TSS (LRRC1)	-promoter-TSS (LRRC1)	-677	LRRC1	LRRC1	NM_018214			LRRC1			NA
Interval_9531	chr3	174345035	174345300	+	0	NA	Intergenic	Intergenic	-231944	NAALADL2	NAALADL2	NM_207015			NAALADL2			NA
Interval_3654	chr13	44926478	44926685	+	0	NA	Intergenic	Intergenic	-21397	SERP2	SERP2	NM_001010897			SERP2			NA
Interval_6136	chr18	59102327	59102561	+	0	NA	Intergenic	Intergenic	-55331	CDH20	CDH20	NM_031891			CDH20			NA
Interval_6956	chr2	75390219	75390378	+	0	NA	intron (TACR1, intron 1 of 3)	-intron (TACR1, intron 1 of 4)	36347	TACR1	TACR1	NM_001058			TACR1			NA
Interval_8509	chr22	37634891	37635128	+	0	NA	intron (RAC2, intron 2 of 6)	-intron (RAC2, intron 2 of 6)	5330	RAC2	RAC2	NM_002872			RAC2			NA
Interval_174	chr1	29211555	29211715	+	0	NA	Intergenic	Intergenic	-1968	EPB41	EPB41	NM_004437			EPB41			NA
Interval_7946	chr20	24345231	24345433	+	0	NA	Intergenic	Intergenic	-104503	SYNDIG1	SYNDIG1	NM_024893			SYNDIG1			NA
Interval_10605	chr5	36865816	36865994	+	0	NA	Intergenic	Intergenic	10891	NIPBL-AS1	NIPBL-AS1	NR_046262			NIPBL-AS1			NA
Interval_3932	chr13	108758919	108759107	+	0	NA	Intergenic	Intergenic	108869	LIG4	LIG4	NM_001098268			LIG4			NA
Interval_4799	chr15	76846026	76846278	+	0	NA	intron (SCAPER, intron 22 of 30)	-intron (SCAPER, intron 23 of 31)	-32836	MIR3713	MIR3713	NR_037464			MIR3713			NA
Interval_13901	chr9	78592319	78592518	+	0	NA	intron (PCSK5, intron 2 of 19)	-intron (PCSK5, intron 2 of 36)	86858	PCSK5	PCSK5	NM_001190482			PCSK5			NA
Interval_6052	chr18	42129489	42129919	+	0	NA	intron (LOC105667213, intron 3 of 4)	-intron (LOC105667213, intron 3 of 4)	17960	LOC105667213	LOC105667213	NR_131768			LOC105667213			NA
Interval_13718	chr9	6635217	6635394	+	0	NA	intron (GLDC, intron 2 of 24)	-intron (GLDC, intron 2 of 24)	10387	GLDC	GLDC	NM_000170			GLDC			NA
Interval_1685	chr10	52381653	52381849	+	0	NA	intron (SGMS1, intron 1 of 10)	-intron (SGMS1, intron 1 of 10)	1986	SGMS1	SGMS1	NM_147156			SGMS1			NA
Interval_3320	chr12	99732341	99732500	+	0	NA	intron (ANKS1B, intron 12 of 25)	-intron (ANKS1B, intron 12 of 25)	-183843	ANKS1B	ANKS1B	NM_152788			ANKS1B			NA
Interval_10591	chr5	33436194	33436451	+	0	NA	Intergenic	Intergenic	-4560	TARS	TARS	NM_001258438			TARS			NA
Interval_2292	chr11	46791130	46791311	+	0	NA	intron (CKAP5, intron 26 of 42)	-intron (CKAP5, intron 26 of 43)	-7171	SNORD67	SNORD67	NR_003056			SNORD67			NA
Interval_12018	chr6	124223163	124223322	+	0	NA	intron (NKAIN2, intron 1 of 5)	-intron (NKAIN2, intron 1 of 6)	98251	NKAIN2	NKAIN2	NM_001040214			NKAIN2			NA
Interval_14162	chr9	126162662	126162821	+	0	NA	intron (DENND1A, intron 20 of 21)	-intron (DENND1A, intron 20 of 21)	2141	MIR601	MIR601	NR_030332			MIR601			NA
Interval_7671	chr2	211582465	211582624	+	0	NA	Intergenic	Intergenic	100249	CPS1-IT1	CPS1-IT1	NR_002763			CPS1-IT1			NA
Interval_5624	chr17	47606401	47606567	+	0	NA	intron (LOC100288866, intron 1 of 2)	-intron (LOC100288866, intron 1 of 2)	18305	MIR6165	MIR6165	NR_106751			MIR6165			NA
Interval_12781	chr7	116474088	116474247	+	0	NA	Intergenic	Intergenic	-28396	CAPZA2	CAPZA2	NM_006136			CAPZA2			NA
Interval_9301	chr3	128905454	128905628	+	0	NA	Intergenic	Intergenic	-2731	CNBP	CNBP	NM_003418			CNBP			NA
Interval_6456	chr19	47359915	47360074	+	0	NA	Intergenic	Intergenic	-5742	AP2S1	AP2S1	NM_001301078			AP2S1			NA
Interval_9839	chr4	30350702	30350861	+	0	NA	Intergenic	Intergenic	-371256	PCDH7	PCDH7	NM_032457			PCDH7			NA
Interval_3519	chr13	20357076	20357407	+	0	NA	promoter-TSS (PSPC1)	-promoter-TSS (PSPC1)	-82	PSPC1	PSPC1	NM_001042414			PSPC1			NA
Interval_9517	chr3	171825299	171825564	+	0	NA	intron (FNDC3B, intron 1 of 25)	-intron (FNDC3B, intron 1 of 25)	68013	FNDC3B	FNDC3B	NM_001135095			FNDC3B			NA
Interval_9371	chr3	141752219	141752378	+	0	NA	intron (TFDP2, intron 3 of 12)	-intron (TFDP2, intron 4 of 13)	-4791	TFDP2	TFDP2	NM_001178138			TFDP2			NA
Interval_7758	chr2	231465019	231465351	+	0	NA	Intergenic	Intergenic	100059	LOC151475	LOC151475	NR_040038			LOC151475			NA
Interval_2171	chr11	13913604	13913822	+	0	NA	Intergenic	Intergenic	-70471	SPON1	SPON1	NM_006108			SPON1			NA
Interval_7769	chr2	232388687	232388986	+	0	NA	exon (NMUR1, exon 3 of 3)	-exon (NMUR1, exon 3 of 3)	6346	NMUR1	NMUR1	NM_006056			NMUR1			NA
Interval_1405	chr10	4485982	4486144	+	0	NA	Intergenic	Intergenic	37402	LINC00703	LINC00703	NR_108054			LINC00703			NA
Interval_6910	chr2	65635119	65635419	+	0	NA	intron (SPRED2, intron 1 of 5)	-intron (SPRED2, intron 1 of 5)	24387	SPRED2	SPRED2	NM_181784			SPRED2			NA
Interval_6853	chr2	59533441	59533609	+	0	NA	Intergenic	Intergenic	88682	LOC101927285	LOC101927285	NR_110219			LOC101927285			NA
Interval_3563	chr13	28921923	28922199	+	0	NA	intron (FLT1, intron 15 of 29)	-intron (FLT1, intron 15 of 29)	147204	FLT1	FLT1	NM_001159920			FLT1			NA
