PeakID (cmd=annotatePeaks.pl ENCAB606JHO.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_743	chr1	62901701	62902229	+	0	NA	promoter-TSS (USP1)	-promoter-TSS (USP1)	-418	USP1	USP1	NM_001017416			USP1			NA
Interval_2058	chr10	25754577	25755384	+	0	NA	intron (GPR158, intron 4 of 10)	-intron (GPR158, intron 4 of 10)	-185661	LINC00836	LINC00836	NR_108067			LINC00836			NA
Interval_15942	chr9	131964862	131965442	+	0	NA	Intergenic	Intergenic	-24612	IER5L	IER5L	NM_203434			IER5L			NA
Interval_1950	chr10	6625351	6625647	+	0	NA	intron (PRKCQ-AS1, intron 2 of 2)	-intron (PRKCQ-AS1, intron 2 of 2)	3112	PRKCQ-AS1	PRKCQ-AS1	NR_036503			PRKCQ-AS1			NA
Interval_16262	chrX	64754614	64755167	+	0	NA	promoter-TSS (LAS1L)	-promoter-TSS (LAS1L)	-204	LAS1L	LAS1L	NM_031206			LAS1L			NA
Interval_8739	chr2	62100487	62100790	+	0	NA	intron (CCT4, intron 8 of 13)	-intron (CCT4, intron 7 of 12)	15168	CCT4	CCT4	NM_001256721			CCT4			NA
Interval_7922	chr19	41349655	41349991	+	0	NA	exon (CYP2A6, exon 9 of 9)	-exon (CYP2A6, exon 9 of 9)	6529	CYP2A6	CYP2A6	NM_000762			CYP2A6			NA
Interval_12957	chr6	24774608	24775400	+	0	NA	promoter-TSS (GMNN)	-promoter-TSS (GMNN)	-155	GMNN	GMNN	NM_001251989			GMNN			NA
Interval_10688	chr3	38040188	38040525	+	0	NA	intron (VILL, intron 8 of 18)	-intron (VILL, intron 8 of 18)	5278	VILL	VILL	NM_015873			VILL			NA
Interval_12184	chr5	59995873	59996243	+	0	NA	promoter-TSS (DEPDC1B)	-promoter-TSS (DEPDC1B)	-65	DEPDC1B	DEPDC1B	NM_001145208			DEPDC1B			NA
Interval_14925	chr8	7315291	7315706	+	0	NA	intron (SPAG11B, intron 2 of 3)	-intron (SPAG11B, intron 2 of 3)	-5611	SPAG11B	SPAG11B	NM_058203_1			SPAG11B			NA
Interval_10739	chr3	44559691	44560040	+	0	NA	Intergenic	Intergenic	-7733	ZNF852	ZNF852	NM_001287349			ZNF852			NA
Interval_4924	chr14	90722633	90723051	+	0	NA	promoter-TSS (PSMC1)	-promoter-TSS (PSMC1)	-52	PSMC1	PSMC1	NM_002802			PSMC1			NA
Interval_11218	chr3	168864851	168865552	+	0	NA	promoter-TSS (MECOM)	-promoter-TSS (MECOM)	-1108	MECOM	MECOM	NM_004991			MECOM			NA
Interval_13450	chr6	47210376	47210716	+	0	NA	intron (TNFRSF21, intron 4 of 5)	-intron (TNFRSF21, intron 4 of 5)	67137	TNFRSF21	TNFRSF21	NM_014452			TNFRSF21			NA
Interval_2826	chr11	46015725	46015960	+	0	NA	intron (PHF21A, intron 5 of 17)	-intron (PHF21A, intron 5 of 17)	72670	GYLTL1B	GYLTL1B	NM_001300722			GYLTL1B			NA
Interval_922	chr1	109618294	109618924	+	0	NA	promoter-TSS (TAF13)	-promoter-TSS (TAF13)	15	TAF13	TAF13	NM_005645			TAF13			NA
Interval_15189	chr8	80911244	80911728	+	0	NA	intron (MRPS28, intron 2 of 2)	-intron (MRPS28, intron 2 of 2)	31020	MRPS28	MRPS28	NM_014018			MRPS28			NA
Interval_7741	chr19	19555497	19555974	+	0	NA	intron (GATAD2A, intron 1 of 11)	-intron (GATAD2A, intron 1 of 11)	9863	MIR640	MIR640	NR_030370			MIR640			NA
Interval_5895	chr16	56980013	56980267	+	0	NA	Intergenic	Intergenic	14138	HERPUD1	HERPUD1	NM_014685			HERPUD1			NA
Interval_3797	chr12	54652858	54653364	+	0	NA	exon (CBX5, exon 1 of 5)	-exon (CBX5, exon 1 of 5)	20804	CBX5	CBX5	NM_012117			CBX5			NA
Interval_7220	chr18	71863544	71863814	+	0	NA	Intergenic	Intergenic	47933	TIMM21	TIMM21	NM_014177			TIMM21			NA
Interval_16270	chrX	65238316	65238610	+	0	NA	promoter-TSS (MIR223)	-promoter-TSS (MIR223)	-249	MIR223	MIR223	NR_029637			MIR223			NA
Interval_9641	chr20	18774421	18774921	+	0	NA	promoter-TSS (LINC00652)	-promoter-TSS (LINC00652)	-22	LOC100270804	LOC100270804	NR_026885			LOC100270804			NA
Interval_2426	chr10	99894072	99895175	+	0	NA	intron (R3HCC1L, intron 1 of 8)	-intron (R3HCC1L, intron 1 of 10)	242	R3HCC1L	R3HCC1L	NM_014472			R3HCC1L			NA
Interval_9370	chr2	198668875	198669276	+	0	NA	promoter-TSS (PLCL1)	-promoter-TSS (PLCL1)	-351	PLCL1	PLCL1	NM_006226			PLCL1			NA
Interval_5333	chr15	75165355	75165747	+	0	NA	exon (SCAMP2, exon 1 of 9)	-exon (SCAMP2, exon 1 of 9)	119	SCAMP2	SCAMP2	NM_005697			SCAMP2			NA
Interval_7594	chr19	13949978	13950503	+	0	NA	Intergenic	Intergenic	-2767	MIR23A	MIR23A	NR_029495			MIR23A			NA
Interval_7234	chr19	125343	125691	+	0	NA	Intergenic	Intergenic	14838	OR4F17	OR4F17	NM_001005240			OR4F17			NA
Interval_4974	chr14	101129232	101129540	+	0	NA	intron (LINC00523, intron 1 of 1)	-intron (LINC00523, intron 1 of 1)	5781	LINC00523	LINC00523	NR_024096			LINC00523			NA
Interval_12902	chr6	16128979	16129395	+	0	NA	promoter-TSS (MYLIP)	-promoter-TSS (MYLIP)	-130	MYLIP	MYLIP	NM_013262			MYLIP			NA
Interval_6167	chr16	90124224	90124503	+	0	NA	exon (PRDM7, exon 10 of 10)	-exon (PRDM7, exon 10 of 10)	-10172	URAHP	URAHP	NR_027336			URAHP			NA
Interval_737	chr1	61649804	61650281	+	0	NA	intron (NFIA, intron 2 of 9)	-intron (NFIA, intron 2 of 10)	69148	NFIA-AS1	NFIA-AS1	NR_104180			NFIA-AS1			NA
Interval_3650	chr12	44200225	44200553	+	0	NA	promoter-TSS (TWF1)	-promoter-TSS (TWF1)	-211	TWF1	TWF1	NM_001242397			TWF1			NA
Interval_14909	chr8	1703622	1704294	+	0	NA	Intergenic	Intergenic	-7912	CLN8	CLN8	NM_018941			CLN8			NA
Interval_12082	chr5	25569042	25569581	+	0	NA	Intergenic	Intergenic	-728619	LOC340107	LOC340107	NR_037896			LOC340107			NA
Interval_12766	chr5	180688830	180689504	+	0	NA	intron (TRIM52-AS1, intron 1 of 2)	-intron (TRIM52-AS1, intron 1 of 1)	954	TRIM52-AS1	TRIM52-AS1	NR_102762			TRIM52-AS1			NA
Interval_14160	chr7	33038037	33038480	+	0	NA	intron (FKBP9, intron 7 of 9)	-intron (FKBP9, intron 8 of 10)	41242	FKBP9	FKBP9	NM_007270			FKBP9			NA
Interval_6782	chr17	57784537	57785228	+	0	NA	promoter-TSS (PTRH2)	-promoter-TSS (PTRH2)	19	VMP1	VMP1	NM_030938			VMP1			NA
Interval_12568	chr5	148006516	148006950	+	0	NA	intron (HTR4, intron 2 of 7)	-intron (HTR4, intron 2 of 6)	27357	HTR4	HTR4	NM_000870			HTR4			NA
Interval_7909	chr19	40939473	40939724	+	0	NA	Intergenic	Intergenic	-7666	SERTAD1	SERTAD1	NM_013376			SERTAD1			NA
Interval_935	chr1	109825623	109826279	+	0	NA	promoter-TSS (PSRC1)	-promoter-TSS (PSRC1)	-161	PSRC1	PSRC1	NM_001032291			PSRC1			NA
Interval_3194	chr11	76534647	76535654	+	0	NA	Intergenic	Intergenic	-36767	ACER3	ACER3	NM_001300955			ACER3			NA
Interval_8293	chr19	53237996	53238464	+	0	NA	promoter-TSS (ZNF611)	-promoter-TSS (ZNF611)	-5095	ZNF611	ZNF611	NM_001161500			ZNF611			NA
Interval_1376	chr1	167520477	167520810	+	0	NA	intron (CREG1, intron 1 of 3)	-intron (CREG1, intron 1 of 3)	2413	CREG1	CREG1	NM_003851			CREG1			NA
Interval_6129	chr16	87799384	87799939	+	0	NA	promoter-TSS (KLHDC4)	-promoter-TSS (KLHDC4)	-63	KLHDC4	KLHDC4	NM_001184854			KLHDC4			NA
Interval_12458	chr5	133332337	133332721	+	0	NA	intron (VDAC1, intron 1 of 8)	-intron (VDAC1, intron 1 of 8)	8128	VDAC1	VDAC1	NM_003374			VDAC1			NA
Interval_14132	chr7	26539858	26540162	+	0	NA	Intergenic	Intergenic	38434	KIAA0087	KIAA0087	NR_022006			KIAA0087			NA
Interval_493	chr1	36334907	36335613	+	0	NA	Intergenic	Intergenic	-13550	AGO1	AGO1	NM_012199			AGO1			NA
Interval_10582	chr3	11812130	11812378	+	0	NA	Intergenic	Intergenic	-50012	VGLL4	VGLL4	NM_014667			VGLL4			NA
Interval_10401	chr22	38901202	38901450	+	0	NA	intron (DDX17, intron 1 of 12)	-intron (DDX17, intron 1 of 12)	1019	DDX17	DDX17	NM_006386			DDX17			NA
Interval_4391	chr13	27831553	27832448	+	0	NA	Intergenic	Intergenic	2462	SNORA27	SNORA27	NR_002575			SNORA27			NA
Interval_2694	chr11	12008984	12009377	+	0	NA	intron (DKK3, intron 4 of 7)	-intron (DKK3, intron 3 of 6)	21449	DKK3	DKK3	NM_013253			DKK3			NA
Interval_12840	chr6	8102520	8102915	+	0	NA	exon (EEF1E1, exon 1 of 4)	-exon (EEF1E1, exon 1 of 4)	111	EEF1E1-BLOC1S5	EEF1E1-BLOC1S5	NR_037618			EEF1E1-BLOC1S5			NA
Interval_13827	chr6	149227524	149227857	+	0	NA	intron (UST, intron 2 of 7)	-intron (UST, intron 2 of 7)	58130	LOC100128176	LOC100128176	NR_038408			LOC100128176			NA
Interval_3547	chr12	10020938	10021167	+	0	NA	intron (CLEC2B, intron 1 of 4)	-intron (CLEC2B, intron 1 of 4)	1406	CLEC2B	CLEC2B	NM_005127			CLEC2B			NA
Interval_10484	chr22	47000083	47000724	+	0	NA	Intergenic	Intergenic	-22255	GRAMD4	GRAMD4	NM_015124			GRAMD4			NA
Interval_15699	chr9	94724330	94724615	+	0	NA	Intergenic	Intergenic	-12028	ROR2	ROR2	NM_004560			ROR2			NA
Interval_7420	chr19	6734201	6734541	+	0	NA	intron (GPR108, intron 4 of 17)	-intron (GPR108, intron 4 of 17)	2418	MIR6791	MIR6791	NR_106849			MIR6791			NA
Interval_10036	chr21	25259093	25259726	+	0	NA	Intergenic	Intergenic	434281	LOC101927869	LOC101927869	NR_109963			LOC101927869			NA
Interval_12401	chr5	118771301	118771559	+	0	NA	Intergenic	Intergenic	-16762	HSD17B4	HSD17B4	NM_000414			HSD17B4			NA
Interval_11604	chr4	56482371	56482602	+	0	NA	intron (NMU, intron 2 of 8)	-intron (NMU, intron 2 of 8)	20379	NMU	NMU	NR_120489			NMU			NA
Interval_10950	chr3	101361233	101361853	+	0	NA	Intergenic	Intergenic	-33731	ZBTB11-AS1	ZBTB11-AS1	NR_024407			ZBTB11-AS1			NA
Interval_3779	chr12	53810058	53810375	+	0	NA	TTS (SP1)	-TTS (SP1)	-7423	AMHR2	AMHR2	NM_001164691			AMHR2			NA
Interval_15063	chr8	41649775	41650213	+	0	NA	intron (ANK1, intron 1 of 42)	-intron (ANK1, intron 1 of 42)	-127190	ANK1	ANK1	NM_001142446			ANK1			NA
Interval_13325	chr6	36572398	36572850	+	0	NA	TTS (SRSF3)	-TTS (SRSF3)	10534	SRSF3	SRSF3	NM_003017			SRSF3			NA
Interval_8280	chr19	52692641	52693586	+	0	NA	promoter-TSS (PPP2R1A)	-promoter-TSS (PPP2R1A)	58	PPP2R1A	PPP2R1A	NM_014225			PPP2R1A			NA
Interval_7291	chr19	1605521	1605916	+	0	NA	promoter-TSS (UQCR11)	-promoter-TSS (UQCR11)	-235	UQCR11	UQCR11	NM_006830			UQCR11			NA
Interval_7515	chr19	10947057	10947343	+	0	NA	promoter-TSS (TMED1)	-promoter-TSS (TMED1)	-784	TMED1	TMED1	NM_006858			TMED1			NA
Interval_2108	chr10	38160984	38161311	+	0	NA	Intergenic	Intergenic	-14583	ZNF248	ZNF248	NM_001267597			ZNF248			NA
Interval_9153	chr2	157190804	157191725	+	0	NA	Intergenic	Intergenic	-1977	NR4A2	NR4A2	NM_006186			NR4A2			NA
Interval_8318	chr19	54382531	54382893	+	0	NA	Intergenic	Intergenic	-2755	PRKCG	PRKCG	NM_002739			PRKCG			NA
Interval_12726	chr5	178729482	178729894	+	0	NA	intron (ADAMTS2, intron 2 of 10)	-intron (ADAMTS2, intron 2 of 21)	42743	ADAMTS2	ADAMTS2	NM_014244			ADAMTS2			NA
Interval_13052	chr6	27356476	27356985	+	0	NA	exon (ZNF391, exon 1 of 3)	-exon (ZNF391, exon 1 of 3)	206	ZNF391	ZNF391	NM_001076781			ZNF391			NA
Interval_840	chr1	89990056	89990361	+	0	NA	promoter-TSS (LRRC8B)	-promoter-TSS (LRRC8B)	-34064	LRRC8B	LRRC8B	NM_015350			LRRC8B			NA
Interval_16425	chrX	129116364	129116902	+	0	NA	Intergenic	Intergenic	-22531	BCORL1	BCORL1	NM_021946			BCORL1			NA
Interval_14751	chr7	135346881	135347982	+	0	NA	intron (C7orf73, intron 1 of 2)	-intron (C7orf73, intron 1 of 2)	210	C7orf73	C7orf73	NM_001130929			C7orf73			NA
Interval_6819	chr17	61847616	61847932	+	0	NA	intron (CCDC47, intron 1 of 12)	-intron (CCDC47, intron 1 of 12)	3314	CCDC47	CCDC47	NM_020198			CCDC47			NA
Interval_5485	chr15	96869710	96870053	+	0	NA	intron (NR2F2, intron 1 of 2)	-intron (NR2F2, intron 1 of 2)	466	NR2F2-AS1	NR2F2-AS1	NR_102744			NR2F2-AS1			NA
Interval_1313	chr1	160990632	160991649	+	0	NA	promoter-TSS (F11R)	-promoter-TSS (F11R)	-7	F11R	F11R	NM_016946			F11R			NA
Interval_14806	chr7	142537692	142538004	+	0	NA	Intergenic	Intergenic	-21927	EPHB6	EPHB6	NM_001280794			EPHB6			NA
Interval_13254	chr6	33150834	33151564	+	0	NA	intron (COL11A2, intron 5 of 62)	-intron (COL11A2, intron 5 of 62)	9046	COL11A2	COL11A2	NM_080681			COL11A2			NA
Interval_8397	chr19	57900824	57901422	+	0	NA	promoter-TSS (ZNF548)	-promoter-TSS (ZNF548)	-95	ZNF548	ZNF548	NM_152909			ZNF548			NA
Interval_9871	chr20	47894957	47895485	+	0	NA	promoter-TSS (ZNFX1)	-promoter-TSS (ZNFX1)	42	ZFAS1	ZFAS1	NR_003606			ZFAS1			NA
Interval_2930	chr11	61609099	61609572	+	0	NA	intron (FADS2, intron 4 of 11)	-intron (FADS2, intron 4 of 11)	13830	FADS2	FADS2	NM_001281501			FADS2			NA
Interval_6907	chr17	73704955	73705274	+	0	NA	TTS (SAP30BP)	-TTS (SAP30BP)	-12402	ITGB4	ITGB4	NM_001005619			ITGB4			NA
Interval_10385	chr22	38082155	38083017	+	0	NA	intron (NOL12, intron 1 of 5)	-intron (NOL12, intron 1 of 5)	242	NOL12	NOL12	NM_024313			NOL12			NA
Interval_13391	chr6	42753128	42753359	+	0	NA	Intergenic	Intergenic	-35551	GLTSCR1L	GLTSCR1L	NM_015349			GLTSCR1L			NA
Interval_12352	chr5	98373552	98373814	+	0	NA	Intergenic	Intergenic	108845	LOC100289230	LOC100289230	NR_036530			LOC100289230			NA
Interval_2210	chr10	64893028	64893371	+	0	NA	exon (NRBF2, exon 1 of 3)	-exon (NRBF2, exon 1 of 3)	192	NRBF2	NRBF2	NM_001282405			NRBF2			NA
Interval_12851	chr6	10747458	10747765	+	0	NA	promoter-TSS (TMEM14B)	-promoter-TSS (TMEM14B)	-381	TMEM14B	TMEM14B	NM_001286488			TMEM14B			NA
Interval_12033	chr5	271299	271923	+	0	NA	promoter-TSS (PDCD6)	-promoter-TSS (PDCD6)	28	HRAT5	HRAT5	NR_104613			HRAT5			NA
Interval_2583	chr11	308023	308294	+	0	NA	promoter-TSS (IFITM2)	-promoter-TSS (IFITM2)	51	IFITM2	IFITM2	NM_006435			IFITM2			NA
Interval_15713	chr9	95833912	95834230	+	0	NA	intron (SUSD3, intron 2 of 5)	-intron (SUSD3, intron 2 of 5)	13101	SUSD3	SUSD3	NM_001287008			SUSD3			NA
Interval_11110	chr3	142696725	142696973	+	0	NA	intron (PAQR9-AS1, intron 2 of 4)	-intron (PAQR9-AS1, intron 2 of 4)	13949	PAQR9-AS1	PAQR9-AS1	NR_125393			PAQR9-AS1			NA
Interval_361	chr1	28156992	28157580	+	0	NA	promoter-TSS (PPP1R8)	-promoter-TSS (PPP1R8)	-39	PPP1R8	PPP1R8	NM_002713			PPP1R8			NA
Interval_15330	chr8	116382817	116383103	+	0	NA	Intergenic	Intergenic	298295	TRPS1	TRPS1	NM_014112			TRPS1			NA
Interval_1478	chr1	182751492	182751738	+	0	NA	Intergenic	Intergenic	-6969	NPL	NPL	NM_001200056			NPL			NA
Interval_13453	chr6	47388268	47388780	+	0	NA	Intergenic	Intergenic	-57001	CD2AP	CD2AP	NM_012120			CD2AP			NA
Interval_14713	chr7	130761609	130761915	+	0	NA	intron (LINC-PINT, intron 2 of 5)	-intron (LINC-PINT, intron 2 of 4)	163539	LOC100506860	LOC100506860	NR_109780			LOC100506860			NA
Interval_6385	chr17	27055493	27056165	+	0	NA	promoter-TSS (NEK8)	-promoter-TSS (NEK8)	-3	NEK8	NEK8	NM_178170			NEK8			NA
Interval_12630	chr5	159546519	159546809	+	0	NA	promoter-TSS (PWWP2A)	-promoter-TSS (PWWP2A)	-212	PWWP2A	PWWP2A	NM_001267035			PWWP2A			NA
Interval_12759	chr5	180649163	180649586	+	0	NA	promoter-TSS (TRIM41)	-promoter-TSS (TRIM41)	259	MIR4638	MIR4638	NR_039781			MIR4638			NA
Interval_1418	chr1	173793080	173794509	+	0	NA	promoter-TSS (CENPL)	-promoter-TSS (CENPL)	-3	DARS2	DARS2	NM_018122			DARS2			NA
Interval_339	chr1	27114499	27114900	+	0	NA	promoter-TSS (PIGV)	-promoter-TSS (PIGV)	245	PIGV	PIGV	NM_017837			PIGV			NA
Interval_15948	chr9	132266382	132266709	+	0	NA	intron (LINC00963, intron 4 of 4)	-intron (LINC00963, intron 4 of 4)	15606	LINC00963	LINC00963	NR_038955			LINC00963			NA
Interval_3563	chr12	12876201	12876438	+	0	NA	Intergenic	Intergenic	6115	CDKN1B	CDKN1B	NM_004064			CDKN1B			NA
Interval_2119	chr10	43277835	43278819	+	0	NA	intron (BMS1, intron 1 of 22)	-intron (BMS1, intron 1 of 22)	373	BMS1	BMS1	NM_014753			BMS1			NA
Interval_6652	chr17	44271427	44272279	+	0	NA	intron (KANSL1-AS1, intron 1 of 1)	-intron (KANSL1, intron 2 of 15)	914	KANSL1-AS1	KANSL1-AS1	NR_034172_1			KANSL1-AS1			NA
Interval_6248	chr17	7835092	7835374	+	0	NA	promoter-TSS (CNTROB)	-promoter-TSS (CNTROB)	84	TRAPPC1	TRAPPC1	NR_030697			TRAPPC1			NA
Interval_3010	chr11	64851444	64851886	+	0	NA	promoter-TSS (ZFPL1)	-promoter-TSS (ZFPL1)	-29	ZFPL1	ZFPL1	NM_006782			ZFPL1			NA
Interval_4585	chr13	115045136	115045416	+	0	NA	Intergenic	Intergenic	-1783	UPF3A	UPF3A	NM_023011			UPF3A			NA
Interval_3701	chr12	49454370	49455051	+	0	NA	Intergenic	Intergenic	-5603	KMT2D	KMT2D	NM_003482			KMT2D			NA
Interval_8118	chr19	49013767	49014141	+	0	NA	intron (LMTK3, intron 2 of 15)	-intron (LMTK3, intron 2 of 15)	2492	LMTK3	LMTK3	NM_001080434			LMTK3			NA
Interval_4497	chr13	66584237	66584492	+	0	NA	Intergenic	Intergenic	-43803	MIR548X2	MIR548X2	NR_039692			MIR548X2			NA
Interval_6885	chr17	72902302	72902553	+	0	NA	Intergenic	Intergenic	-12518	FADS6	FADS6	NM_178128			FADS6			NA
Interval_14031	chr7	7139119	7139542	+	0	NA	Intergenic	Intergenic	-2913	LOC100131257	LOC100131257	NR_034022			LOC100131257			NA
Interval_888	chr1	100503330	100503886	+	0	NA	promoter-TSS (HIAT1)	-promoter-TSS (HIAT1)	-181	HIAT1	HIAT1	NM_033055			HIAT1			NA
Interval_3075	chr11	66383677	66384252	+	0	NA	promoter-TSS (RBM14)	-promoter-TSS (RBM14)	-89	RBM14-RBM4	RBM14-RBM4	NM_001198846			RBM14-RBM4			NA
Interval_11661	chr4	76911853	76912358	+	0	NA	promoter-TSS (SDAD1)	-promoter-TSS (SDAD1)	10	SDAD1	SDAD1	NM_018115			SDAD1			NA
Interval_14629	chr7	116853154	116853387	+	0	NA	intron (ST7, intron 13 of 15)	-intron (ST7, intron 12 of 14)	30535	ST7-OT3	ST7-OT3	NR_002332			ST7-OT3			NA
Interval_5166	chr15	51057866	51058165	+	0	NA	promoter-TSS (SPPL2A)	-promoter-TSS (SPPL2A)	-105	SPPL2A	SPPL2A	NM_032802			SPPL2A			NA
Interval_14004	chr7	5553352	5553815	+	0	NA	promoter-TSS (FBXL18)	-promoter-TSS (FBXL18)	98	LOC221946	LOC221946	NR_126168			LOC221946			NA
Interval_5764	chr16	28874360	28875174	+	0	NA	promoter-TSS (SH2B1)	-promoter-TSS (SH2B1)	-547	SH2B1	SH2B1	NM_001308293			SH2B1			NA
Interval_3773	chr12	53688958	53689560	+	0	NA	promoter-TSS (PFDN5)	-promoter-TSS (PFDN5)	24	PFDN5	PFDN5	NM_002624			PFDN5			NA
Interval_3704	chr12	49514751	49515178	+	0	NA	Intergenic	Intergenic	-10281	LMBR1L	LMBR1L	NM_018113			LMBR1L			NA
Interval_4338	chr12	131678727	131679105	+	0	NA	intron (LINC01257, intron 1 of 4)	-intron (LINC01257, intron 1 of 4)	29360	LINC01257	LINC01257	NR_026670			LINC01257			NA
Interval_8607	chr2	32235859	32236477	+	0	NA	promoter-TSS (MEMO1)	-promoter-TSS (MEMO1)	-47	MEMO1	MEMO1	NM_001301833			MEMO1			NA
Interval_13904	chr6	160183048	160183696	+	0	NA	promoter-TSS (ACAT2)	-promoter-TSS (ACAT2)	-8	LOC100129518	LOC100129518	NR_037166			LOC100129518			NA
Interval_9909	chr20	50157791	50158037	+	0	NA	intron (NFATC2, intron 1 of 9)	-intron (NFATC2, intron 1 of 10)	1344	NFATC2	NFATC2	NM_001258292			NFATC2			NA
Interval_7184	chr18	47813875	47814757	+	0	NA	exon (CXXC1, exon 1 of 15)	-exon (CXXC1, exon 1 of 15)	376	CXXC1	CXXC1	NM_001101654			CXXC1			NA
Interval_8899	chr2	87591389	87592021	+	0	NA	Intergenic	Intergenic	-163269	LINC00152	LINC00152	NR_024206			LINC00152			NA
Interval_7491	chr19	10410165	10410412	+	0	NA	Intergenic	Intergenic	9633	ICAM5	ICAM5	NM_003259			ICAM5			NA
Interval_4782	chr14	57735536	57736007	+	0	NA	promoter-TSS (EXOC5)	-promoter-TSS (EXOC5)	-154	EXOC5	EXOC5	NM_006544			EXOC5			NA
Interval_4743	chr14	50329606	50329951	+	0	NA	Intergenic	Intergenic	-9987	NEMF	NEMF	NM_004713			NEMF			NA
Interval_10988	chr3	119187434	119188006	+	0	NA	promoter-TSS (POGLUT1)	-promoter-TSS (POGLUT1)	-65	POGLUT1	POGLUT1	NM_152305			POGLUT1			NA
Interval_14129	chr7	26369599	26369911	+	0	NA	intron (SNX10, intron 1 of 6)	-intron (SNX10, intron 1 of 6)	38240	SNX10	SNX10	NM_001199835			SNX10			NA
Interval_12010	chr4	186123583	186123865	+	0	NA	intron (CFAP97, intron 1 of 4)	-intron (CFAP97, intron 1 of 3)	1458	CFAP97	CFAP97	NM_020827			CFAP97			NA
Interval_10302	chr22	28956123	28956794	+	0	NA	intron (TTC28, intron 2 of 22)	-intron (TTC28, intron 2 of 22)	100601	MIR5739	MIR5739	NR_106713			MIR5739			NA
Interval_7264	chr19	1042336	1042660	+	0	NA	intron (ABCA7, intron 6 of 46)	-intron (ABCA7, intron 6 of 46)	2396	ABCA7	ABCA7	NM_019112			ABCA7			NA
Interval_8647	chr2	39348277	39348610	+	0	NA	promoter-TSS (SOS1)	-promoter-TSS (SOS1)	-839	SOS1	SOS1	NM_005633			SOS1			NA
Interval_1570	chr1	203651756	203652117	+	0	NA	exon (ATP2B4, exon 2 of 22)	-exon (ATP2B4, exon 2 of 22)	-46773	SNORA77	SNORA77	NR_003019			SNORA77			NA
Interval_6107	chr16	85607990	85608293	+	0	NA	Intergenic	Intergenic	-38701	GSE1	GSE1	NM_014615			GSE1			NA
Interval_6312	chr17	17990923	17991445	+	0	NA	promoter-TSS (DRG2)	-promoter-TSS (DRG2)	3	DRG2	DRG2	NM_001388			DRG2			NA
Interval_8205	chr19	50321140	50321452	+	0	NA	promoter-TSS (MED25)	-promoter-TSS (MED25)	-240	MED25	MED25	NM_030973			MED25			NA
Interval_4153	chr12	111136074	111136645	+	0	NA	Intergenic	Intergenic	-9397	HVCN1	HVCN1	NM_001040107			HVCN1			NA
Interval_3281	chr11	94277026	94277380	+	0	NA	exon (FUT4, exon 1 of 1)	-exon (FUT4, exon 1 of 1)	186	FUT4	FUT4	NM_002033			FUT4			NA
Interval_8141	chr19	49283872	49284424	+	0	NA	Intergenic	Intergenic	24804	FGF21	FGF21	NM_019113			FGF21			NA
Interval_699	chr1	54466672	54466920	+	0	NA	Intergenic	Intergenic	17063	LDLRAD1	LDLRAD1	NM_001276392			LDLRAD1			NA
Interval_555	chr1	40778071	40778317	+	0	NA	intron (COL9A2, intron 6 of 31)	-intron (COL9A2, intron 6 of 31)	4745	COL9A2	COL9A2	NM_001852			COL9A2			NA
Interval_5718	chr16	23690835	23691170	+	0	NA	intron (PLK1, intron 1 of 9)	-intron (PLK1, intron 1 of 9)	859	PLK1	PLK1	NM_005030			PLK1			NA
Interval_16123	chrX	30265086	30265669	+	0	NA	intron (MAGEB1, intron 1 of 1)	-intron (MAGEB1, intron 2 of 3)	3529	MAGEB1	MAGEB1	NM_177404			MAGEB1			NA
Interval_1604	chr1	206736211	206736751	+	0	NA	intron (RASSF5, intron 1 of 4)	-intron (RASSF5, intron 2 of 5)	5989	RASSF5	RASSF5	NM_182663			RASSF5			NA
Interval_15304	chr8	105606146	105606492	+	0	NA	Intergenic	Intergenic	-5067	LRP12	LRP12	NM_013437			LRP12			NA
Interval_15542	chr9	19123934	19124424	+	0	NA	intron (PLIN2, intron 2 of 6)	-intron (PLIN2, intron 3 of 7)	3425	PLIN2	PLIN2	NM_001122			PLIN2			NA
Interval_14098	chr7	23513982	23514750	+	0	NA	Intergenic	Intergenic	-4371	IGF2BP3	IGF2BP3	NM_006547			IGF2BP3			NA
Interval_12842	chr6	8435349	8435956	+	0	NA	promoter-TSS (LOC100506207)	-promoter-TSS (LOC100506207)	148	SLC35B3	SLC35B3	NM_001142541			SLC35B3			NA
Interval_8079	chr19	47818431	47818674	+	0	NA	intron (C5AR1, intron 1 of 1)	-intron (C5AR1, intron 1 of 1)	5448	C5AR1	C5AR1	NM_001736			C5AR1			NA
Interval_13593	chr6	99963540	99964243	+	0	NA	promoter-TSS (USP45)	-promoter-TSS (USP45)	-639	USP45	USP45	NM_001080481			USP45			NA
Interval_11222	chr3	169710633	169710884	+	0	NA	exon (SEC62, exon 8 of 8)	-exon (SEC62, exon 8 of 8)	26178	SEC62	SEC62	NM_003262			SEC62			NA
Interval_6411	chr17	28671557	28672119	+	0	NA	Intergenic	Intergenic	-10773	TMIGD1	TMIGD1	NM_206832			TMIGD1			NA
