PeakID (cmd=annotatePeaks.pl ENCAB521XDP.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_10750	chr3	194294451	194294703	+	0	NA	Intergenic	Intergenic	-10420	TMEM44-AS1	TMEM44-AS1	NR_047574			TMEM44-AS1			NA
Interval_14206	chr9	71123405	71123805	+	0	NA	intron (PGM5, intron 10 of 10)	-intron (PGM5, intron 10 of 10)	32178	TMEM252	TMEM252	NM_153237			TMEM252			NA
Interval_3682	chr14	24776628	24777053	+	0	NA	exon (NOP9, exon 10 of 10)	-exon (NOP9, exon 10 of 10)	-2517	LTB4R2	LTB4R2	NM_001164692			LTB4R2			NA
Interval_4479	chr15	86440539	86440761	+	0	NA	Intergenic	Intergenic	-102461	KLHL25	KLHL25	NM_022480			KLHL25			NA
Interval_6614	chr19	3210655	3210895	+	0	NA	Intergenic	Intergenic	-14708	CELF5	CELF5	NM_021938			CELF5			NA
Interval_7312	chr2	11623278	11623512	+	0	NA	Intergenic	Intergenic	-17092	E2F6	E2F6	NM_198256			E2F6			NA
Interval_6375	chr18	43302942	43303215	+	0	NA	Intergenic	Intergenic	-1014	SLC14A1	SLC14A1	NM_001146036			SLC14A1			NA
Interval_10277	chr3	50576794	50577367	+	0	NA	Intergenic	Intergenic	28143	C3orf18	C3orf18	NM_001171741			C3orf18			NA
Interval_5869	chr17	48968072	48968354	+	0	NA	Intergenic	Intergenic	24173	TOB1-AS1	TOB1-AS1	NR_038458			TOB1-AS1			NA
Interval_13657	chr8	29083207	29083502	+	0	NA	intron (KIF13B, intron 2 of 39)	-intron (KIF13B, intron 2 of 39)	37256	KIF13B	KIF13B	NM_015254			KIF13B			NA
Interval_482	chr1	48057155	48057712	+	0	NA	Intergenic	Intergenic	-154444	LINC01389	LINC01389	NR_126355			LINC01389			NA
Interval_14875	chrX	134996573	134997010	+	0	NA	Intergenic	Intergenic	21006	SAGE1	SAGE1	NM_018666			SAGE1			NA
Interval_10972	chr4	48685804	48686173	+	0	NA	intron (FRYL, intron 3 of 63)	-intron (FRYL, intron 3 of 63)	96328	FRYL	FRYL	NM_015030			FRYL			NA
Interval_1203	chr1	228904030	228904314	+	0	NA	Intergenic	Intergenic	-122306	MIR7641-2	MIR7641-2	NR_106988_26			MIR7641-2			NA
Interval_340	chr1	32297097	32297340	+	0	NA	Intergenic	Intergenic	-15566	SPOCD1	SPOCD1	NM_001281987			SPOCD1			NA
Interval_2120	chr11	43710785	43711035	+	0	NA	intron (HSD17B12, intron 1 of 10)	-intron (HSD17B12, intron 1 of 10)	8767	HSD17B12	HSD17B12	NM_016142			HSD17B12			NA
Interval_6081	chr17	73868621	73869371	+	0	NA	Intergenic	Intergenic	5660	TRIM47	TRIM47	NM_033452			TRIM47			NA
Interval_9678	chr21	44756770	44757538	+	0	NA	Intergenic	Intergenic	-5235	LINC00322	LINC00322	NR_103713			LINC00322			NA
Interval_11604	chr5	102594633	102594952	+	0	NA	intron (C5orf30, intron 1 of 2)	-intron (C5orf30, intron 1 of 2)	350	C5orf30	C5orf30	NM_033211			C5orf30			NA
Interval_4439	chr15	79286380	79286810	+	0	NA	intron (RASGRF1, intron 7 of 13)	-intron (RASGRF1, intron 20 of 26)	11407	RASGRF1	RASGRF1	NM_002891			RASGRF1			NA
Interval_9216	chr20	47551537	47551779	+	0	NA	intron (ARFGEF2, intron 1 of 38)	-intron (ARFGEF2, intron 1 of 38)	13383	ARFGEF2	ARFGEF2	NM_006420			ARFGEF2			NA
Interval_4231	chr15	38730202	38730685	+	0	NA	Intergenic	Intergenic	-15885	FAM98B	FAM98B	NM_173611			FAM98B			NA
Interval_8622	chr20	809700	810023	+	0	NA	Intergenic	Intergenic	-6850	FAM110A	FAM110A	NM_207121			FAM110A			NA
Interval_10503	chr3	133287074	133287338	+	0	NA	Intergenic	Intergenic	-5228	CDV3	CDV3	NM_001282764			CDV3			NA
Interval_12727	chr6	167061415	167061791	+	0	NA	intron (RPS6KA2, intron 2 of 21)	-intron (RPS6KA2, intron 2 of 21)	-20877	RPS6KA2	RPS6KA2	NM_001006932			RPS6KA2			NA
Interval_8498	chr2	236981831	236982311	+	0	NA	intron (AGAP1, intron 15 of 16)	-intron (AGAP1, intron 16 of 17)	94581	GBX2	GBX2	NM_001485			GBX2			NA
Interval_7639	chr2	71833293	71833722	+	0	NA	intron (DYSF, intron 36 of 54)	-intron (DYSF, intron 36 of 54)	152754	DYSF	DYSF	NM_001130978			DYSF			NA
Interval_890	chr1	160518747	160519012	+	0	NA	intron (CD84, intron 6 of 6)	-intron (CD84, intron 7 of 7)	-25827	SLAMF6	SLAMF6	NM_052931			SLAMF6			NA
Interval_6544	chr19	1097922	1098827	+	0	NA	Intergenic	Intergenic	-2983	POLR2E	POLR2E	NM_002695			POLR2E			NA
Interval_4542	chr15	101991447	101992003	+	0	NA	intron (PCSK6, intron 1 of 13)	-intron (PCSK6, intron 1 of 19)	38462	PCSK6	PCSK6	NM_138324			PCSK6			NA
Interval_6217	chr17	79826244	79826488	+	0	NA	exon (ARHGDIA, exon 6 of 6)	-exon (ARHGDIA, exon 6 of 6)	2916	ARHGDIA	ARHGDIA	NM_001301240			ARHGDIA			NA
Interval_1477	chr10	30876529	30876796	+	0	NA	Intergenic	Intergenic	41985	LYZL2	LYZL2	NM_183058			LYZL2			NA
Interval_13513	chr7	158387063	158387312	+	0	NA	Intergenic	Intergenic	2879	MIR5707	MIR5707	NR_049893			MIR5707			NA
Interval_12391	chr6	80314237	80314732	+	0	NA	Intergenic	Intergenic	-26516	SH3BGRL2	SH3BGRL2	NM_031469			SH3BGRL2			NA
Interval_1617	chr10	75215906	75216450	+	0	NA	intron (PPP3CB, intron 9 of 13)	-intron (PPP3CB, intron 9 of 13)	-22859	MSS51	MSS51	NM_001024593			MSS51			NA
Interval_12538	chr6	133930806	133931063	+	0	NA	intron (TARID, intron 4 of 8)	-intron (TARID, intron 4 of 8)	-211351	LINC01312	LINC01312	NR_027030			LINC01312			NA
Interval_12453	chr6	108895921	108896230	+	0	NA	intron (FOXO3, intron 2 of 3)	-intron (FOXO3, intron 1 of 2)	15049	FOXO3	FOXO3	NM_001455			FOXO3			NA
Interval_8663	chr20	3064855	3065405	+	0	NA	intron (AVP, intron 1 of 2)	-intron (AVP, intron 1 of 2)	240	AVP	AVP	NM_000490			AVP			NA
Interval_12531	chr6	132272503	132272780	+	0	NA	promoter-TSS (CTGF)	-promoter-TSS (CTGF)	-123	CTGF	CTGF	NM_001901			CTGF			NA
Interval_10948	chr4	38860469	38860820	+	0	NA	Intergenic	Intergenic	-2206	TLR6	TLR6	NM_006068			TLR6			NA
Interval_6071	chr17	73364080	73364396	+	0	NA	intron (GRB2, intron 2 of 4)	-intron (GRB2, intron 2 of 5)	37552	GRB2	GRB2	NM_203506			GRB2			NA
Interval_2565	chr11	126017574	126018026	+	0	NA	Intergenic	Intergenic	63787	RPUSD4	RPUSD4	NM_001144827			RPUSD4			NA
Interval_8132	chr2	170519320	170519643	+	0	NA	intron (CCDC173, intron 4 of 8)	-intron (CCDC173, intron 4 of 8)	31450	CCDC173	CCDC173	NM_001085447			CCDC173			NA
Interval_1139	chr1	219321116	219321372	+	0	NA	intron (LYPLAL1-AS1, intron 3 of 4)	-intron (LYPLAL1-AS1, intron 3 of 4)	25886	LYPLAL1-AS1	LYPLAL1-AS1	NR_038845			LYPLAL1-AS1			NA
Interval_8780	chr20	17808431	17808716	+	0	NA	Intergenic	Intergenic	127980	BANF2	BANF2	NM_001014977			BANF2			NA
Interval_9526	chr20	62901048	62901910	+	0	NA	intron (PCMTD2, intron 5 of 5)	-intron (PCMTD2, intron 5 of 5)	14431	PCMTD2	PCMTD2	NM_018257			PCMTD2			NA
Interval_14077	chr8	145699001	145699327	+	0	NA	TTS (FOXH1)	-TTS (FOXH1)	2554	FOXH1	FOXH1	NM_003923			FOXH1			NA
Interval_3757	chr14	32224349	32224630	+	0	NA	intron (NUBPL, intron 1 of 5)	-intron (NUBPL, intron 4 of 8)	193898	NUBPL	NUBPL	NM_025152			NUBPL			NA
Interval_7973	chr2	122893087	122893473	+	0	NA	Intergenic	Intergenic	380159	TSN	TSN	NM_004622			TSN			NA
Interval_6796	chr19	14253348	14254024	+	0	NA	intron (LOC100507373, intron 1 of 2)	-intron (LOC100507373, intron 1 of 2)	5722	LOC100507373	LOC100507373	NR_045214			LOC100507373			NA
Interval_3391	chr13	52210525	52210859	+	0	NA	intron (WDFY2, intron 1 of 11)	-intron (WDFY2, intron 1 of 11)	52208	WDFY2	WDFY2	NM_052950			WDFY2			NA
Interval_13870	chr8	103393279	103393915	+	0	NA	intron (UBR5, intron 1 of 58)	-intron (UBR5, intron 1 of 58)	31320	UBR5	UBR5	NM_015902			UBR5			NA
Interval_10981	chr4	54932755	54933216	+	0	NA	Intergenic	Intergenic	-2170	CHIC2	CHIC2	NM_012110			CHIC2			NA
Interval_14566	chr9	136398134	136398434	+	0	NA	intron (ADAMTSL2, intron 1 of 18)	-intron (ADAMTSL2, intron 1 of 18)	-1691	ADAMTSL2	ADAMTSL2	NM_001145320			ADAMTSL2			NA
Interval_3858	chr14	37657163	37657612	+	0	NA	Intergenic	Intergenic	-9731	MIPOL1	MIPOL1	NM_001195296			MIPOL1			NA
Interval_6368	chr18	33262530	33262861	+	0	NA	intron (GALNT1, intron 3 of 10)	-intron (GALNT1, intron 3 of 10)	28162	GALNT1	GALNT1	NM_020474			GALNT1			NA
Interval_6892	chr19	32864615	32865090	+	0	NA	intron (ZNF507, intron 4 of 5)	-intron (ZNF507, intron 5 of 6)	28338	ZNF507	ZNF507	NM_001136156			ZNF507			NA
Interval_12314	chr6	43937279	43937619	+	0	NA	Intergenic	Intergenic	-30888	C6orf223	C6orf223	NM_153246			C6orf223			NA
Interval_1948	chr11	2118685	2118988	+	0	NA	Intergenic	Intergenic	36603	MIR483	MIR483	NR_030158			MIR483			NA
Interval_11255	chr4	166269784	166270125	+	0	NA	Intergenic	Intergenic	21136	MSMO1	MSMO1	NM_001017369			MSMO1			NA
Interval_10781	chr3	196715295	196715847	+	0	NA	Intergenic	Intergenic	-14206	MFI2-AS1	MFI2-AS1	NR_038285			MFI2-AS1			NA
Interval_6507	chr18	77793238	77793562	+	0	NA	promoter-TSS (RBFA)	-promoter-TSS (RBFA)	-946	RBFA	RBFA	NM_024805			RBFA			NA
Interval_510	chr1	54045391	54045634	+	0	NA	intron (GLIS1, intron 3 of 9)	-intron (GLIS1, intron 3 of 9)	120440	DMRTB1	DMRTB1	NM_033067			DMRTB1			NA
Interval_8900	chr20	30458774	30459080	+	0	NA	promoter-TSS (DUSP15)	-promoter-TSS (DUSP15)	422	TTLL9	TTLL9	NM_001008409			TTLL9			NA
Interval_3449	chr13	98813676	98813988	+	0	NA	intron (FARP1, intron 1 of 26)	-intron (FARP1, intron 1 of 2)	15689	RNF113B	RNF113B	NM_178861			RNF113B			NA
Interval_13667	chr8	30278672	30278936	+	0	NA	intron (RBPMS, intron 1 of 9)	-intron (RBPMS, intron 1 of 8)	-35887	RBPMS-AS1	RBPMS-AS1	NR_046205			RBPMS-AS1			NA
Interval_8926	chr20	31201013	31202185	+	0	NA	Intergenic	Intergenic	26318	LOC149950	LOC149950	NR_034152			LOC149950			NA
Interval_3802	chr14	34591915	34592178	+	0	NA	Intergenic	Intergenic	-171762	EGLN3	EGLN3	NM_022073			EGLN3			NA
Interval_5977	chr17	63170428	63170711	+	0	NA	intron (RGS9, intron 8 of 18)	-intron (RGS9, intron 8 of 18)	37113	RGS9	RGS9	NM_001081955			RGS9			NA
Interval_14380	chr9	110778017	110778367	+	0	NA	Intergenic	Intergenic	-526145	KLF4	KLF4	NM_004235			KLF4			NA
Interval_7556	chr2	54053883	54054358	+	0	NA	intron (GPR75-ASB3, intron 1 of 9)	-intron (GPR75-ASB3, intron 1 of 9)	22222	MIR3682	MIR3682	NR_037453			MIR3682			NA
Interval_4594	chr16	3438377	3438646	+	0	NA	intron (ZSCAN32, intron 1 of 2)	-intron (ZSCAN32, intron 5 of 6)	12554	ZSCAN32	ZSCAN32	NM_017810			ZSCAN32			NA
Interval_5412	chr16	89164750	89165249	+	0	NA	exon (ACSF3, exon 2 of 11)	-exon (ACSF3, exon 2 of 11)	4782	ACSF3	ACSF3	NM_001243279			ACSF3			NA
Interval_4759	chr16	16108732	16109131	+	0	NA	intron (ABCC1, intron 4 of 30)	-intron (ABCC1, intron 4 of 30)	65497	ABCC1	ABCC1	NM_004996			ABCC1			NA
Interval_8308	chr2	209353899	209354396	+	0	NA	intron (PTH2R, intron 11 of 12)	-intron (PTH2R, intron 11 of 12)	129578	PTH2R	PTH2R	NM_005048			PTH2R			NA
Interval_9824	chr22	29492926	29493203	+	0	NA	intron (KREMEN1, intron 2 of 9)	-intron (KREMEN1, intron 2 of 8)	23998	KREMEN1	KREMEN1	NM_032045			KREMEN1			NA
Interval_8681	chr20	3799106	3799400	+	0	NA	Intergenic	Intergenic	-1918	AP5S1	AP5S1	NM_018347			AP5S1			NA
Interval_6461	chr18	60860200	60860429	+	0	NA	intron (BCL2, intron 2 of 2)	-intron (BCL2, intron 2 of 2)	126299	BCL2	BCL2	NM_000657			BCL2			NA
Interval_14274	chr9	91654532	91654941	+	0	NA	intron (SHC3, intron 10 of 11)	-intron (SHC3, intron 10 of 11)	48412	S1PR3	S1PR3	NM_005226			S1PR3			NA
Interval_3768	chr14	32477862	32478143	+	0	NA	Intergenic	Intergenic	67903	ARHGAP5-AS1	ARHGAP5-AS1	NR_027263			ARHGAP5-AS1			NA
Interval_12849	chr7	1895876	1896506	+	0	NA	intron (MAD1L1, intron 18 of 18)	-intron (MAD1L1, intron 18 of 18)	-12302	MIR4655	MIR4655	NR_039799			MIR4655			NA
Interval_867	chr1	156742925	156743193	+	0	NA	intron (PRCC, intron 1 of 6)	-intron (PRCC, intron 1 of 6)	5785	PRCC	PRCC	NM_005973			PRCC			NA
Interval_13542	chr8	3381936	3382178	+	0	NA	intron (CSMD1, intron 10 of 69)	-intron (CSMD1, intron 10 of 69)	-796066	LOC101927815	LOC101927815	NR_125425			LOC101927815			NA
Interval_1547	chr10	51576895	51577360	+	0	NA	intron (NCOA4, intron 1 of 9)	-intron (NCOA4, intron 2 of 11)	4763	NCOA4	NCOA4	NM_005437			NCOA4			NA
Interval_2074	chr11	20101679	20101922	+	0	NA	intron (NAV2, intron 25 of 37)	-intron (NAV2, intron 25 of 37)	-30951	NAV2-AS2	NAV2-AS2	NR_046672			NAV2-AS2			NA
Interval_3120	chr12	118232284	118232555	+	0	NA	intron (KSR2, intron 3 of 19)	-intron (KSR2, intron 3 of 19)	173609	KSR2	KSR2	NM_173598			KSR2			NA
Interval_12559	chr6	136547736	136548130	+	0	NA	Intergenic	Intergenic	23516	MTFR2	MTFR2	NM_138419			MTFR2			NA
Interval_13760	chr8	61238468	61238931	+	0	NA	Intergenic	Intergenic	-44745	CA8	CA8	NM_004056			CA8			NA
Interval_7974	chr2	122944106	122944675	+	0	NA	Intergenic	Intergenic	431269	TSN	TSN	NM_004622			TSN			NA
Interval_14772	chrX	68117060	68117417	+	0	NA	Intergenic	Intergenic	68398	EFNB1	EFNB1	NM_004429			EFNB1			NA
Interval_8204	chr2	191136410	191137597	+	0	NA	intron (HIBCH, intron 6 of 12)	-intron (HIBCH, intron 6 of 13)	47768	HIBCH	HIBCH	NM_014362			HIBCH			NA
Interval_1485	chr10	32641619	32641920	+	0	NA	intron (LOC102031319, intron 1 of 1)	-intron (EPC1, intron 1 of 13)	5477	LOC102031319	LOC102031319	NR_104163			LOC102031319			NA
Interval_7727	chr2	87580733	87581012	+	0	NA	Intergenic	Intergenic	158963	MIR4771-1	MIR4771-1	NR_039928			MIR4771-1			NA
Interval_6831	chr19	17337997	17338264	+	0	NA	intron (OCEL1, intron 3 of 5)	-intron (OCEL1, intron 3 of 5)	1117	OCEL1	OCEL1	NM_024578			OCEL1			NA
Interval_1674	chr10	88519095	88519343	+	0	NA	intron (BMPR1A, intron 1 of 12)	-intron (BMPR1A, intron 1 of 12)	2823	BMPR1A	BMPR1A	NM_004329			BMPR1A			NA
Interval_9207	chr20	47115438	47115814	+	0	NA	Intergenic	Intergenic	126972	LINC00494	LINC00494	NR_026958			LINC00494			NA
Interval_854	chr1	155668910	155669325	+	0	NA	intron (DAP3, intron 1 of 12)	-intron (DAP3, intron 1 of 13)	10232	DAP3	DAP3	NM_001199849			DAP3			NA
Interval_11066	chr4	87838713	87838995	+	0	NA	Intergenic	Intergenic	17148	LOC100506746	LOC100506746	NR_038841			LOC100506746			NA
Interval_4685	chr16	11391364	11391793	+	0	NA	Intergenic	Intergenic	-16386	PRM1	PRM1	NM_002761			PRM1			NA
Interval_9115	chr20	43057087	43057393	+	0	NA	intron (HNF4A, intron 9 of 9)	-intron (HNF4A, intron 9 of 9)	20480	MIR3646	MIR3646	NR_037419			MIR3646			NA
Interval_13221	chr7	101554409	101555068	+	0	NA	intron (CUX1, intron 1 of 23)	-intron (CUX1, intron 1 of 23)	93856	CUX1	CUX1	NM_001913			CUX1			NA
Interval_10570	chr3	150853924	150854183	+	0	NA	intron (MED12L, intron 4 of 42)	-intron (MED12L, intron 4 of 42)	49468	MED12L	MED12L	NM_053002			MED12L			NA
Interval_432	chr1	43585652	43585910	+	0	NA	Intergenic	Intergenic	-27813	FAM183A	FAM183A	NM_001101376			FAM183A			NA
Interval_3985	chr14	69186455	69186847	+	0	NA	Intergenic	Intergenic	73980	ZFP36L1	ZFP36L1	NM_001244701			ZFP36L1			NA
Interval_359	chr1	34844557	34844843	+	0	NA	Intergenic	Intergenic	212216	C1orf94	C1orf94	NM_001134734			C1orf94			NA
Interval_14860	chrX	129313555	129313952	+	0	NA	intron (RAB33A, intron 1 of 1)	-intron (RAB33A, intron 1 of 1)	7980	RAB33A	RAB33A	NM_004794			RAB33A			NA
Interval_10693	chr3	183959675	183960071	+	0	NA	TTS (ALG3)	-TTS (ALG3)	680	MIR1224	MIR1224	NR_030410			MIR1224			NA
Interval_2958	chr12	90194213	90194516	+	0	NA	Intergenic	Intergenic	91632	LINC00936	LINC00936	NR_028138			LINC00936			NA
Interval_3482	chr13	112010377	112010622	+	0	NA	Intergenic	Intergenic	37508	TEX29	TEX29	NM_001303133			TEX29			NA
Interval_785	chr1	146705547	146705861	+	0	NA	Intergenic	Intergenic	-8474	FMO5	FMO5	NM_001461			FMO5			NA
Interval_5519	chr17	7737859	7738425	+	0	NA	Intergenic	Intergenic	-5093	KDM6B	KDM6B	NM_001080424			KDM6B			NA
Interval_10771	chr3	195835077	195835525	+	0	NA	Intergenic	Intergenic	-26340	TFRC	TFRC	NM_001128148			TFRC			NA
Interval_11884	chr5	176075491	176076111	+	0	NA	intron (TSPAN17, intron 1 of 8)	-intron (TSPAN17, intron 1 of 8)	1413	TSPAN17	TSPAN17	NM_012171			TSPAN17			NA
Interval_1609	chr10	74016826	74017090	+	0	NA	Intergenic	Intergenic	-16719	DDIT4	DDIT4	NM_019058			DDIT4			NA
Interval_12430	chr6	99873551	99874053	+	0	NA	promoter-TSS (PNISR)	-promoter-TSS (PNISR)	-595	PNISR	PNISR	NM_032870			PNISR			NA
Interval_6708	chr19	8097976	8098881	+	0	NA	Intergenic	Intergenic	-19218	CCL25	CCL25	NM_005624			CCL25			NA
Interval_332	chr1	31538395	31538698	+	0	NA	promoter-TSS (PUM1)	-promoter-TSS (PUM1)	18	PUM1	PUM1	NM_014676			PUM1			NA
Interval_11350	chr5	1708153	1708414	+	0	NA	TTS (MIR4277)	-TTS (MIR4277)	700	MIR4277	MIR4277	NR_036240			MIR4277			NA
Interval_3085	chr12	113755786	113756070	+	0	NA	intron (SLC8B1, intron 8 of 15)	-intron (SLC8B1, intron 8 of 15)	16997	SLC8B1	SLC8B1	NM_024959			SLC8B1			NA
Interval_4344	chr15	64814068	64814325	+	0	NA	intron (ZNF609, intron 1 of 8)	-intron (ZNF609, intron 1 of 8)	22577	ZNF609	ZNF609	NM_015042			ZNF609			NA
Interval_12365	chr6	56593458	56593896	+	0	NA	intron (DST, intron 2 of 93)	-intron (DST, intron 5 of 96)	21461	RNU6-71P	RNU6-71P	NR_046940			RNU6-71P			NA
Interval_10299	chr3	53491156	53491416	+	0	NA	Intergenic	Intergenic	-37790	CACNA1D	CACNA1D	NM_001128839			CACNA1D			NA
Interval_5506	chr17	6603415	6603861	+	0	NA	intron (SLC13A5, intron 6 of 11)	-intron (SLC13A5, intron 6 of 10)	13102	SLC13A5	SLC13A5	NM_001143838			SLC13A5			NA
Interval_11658	chr5	126022169	126022473	+	0	NA	Intergenic	Intergenic	54907	TEX43	TEX43	NM_207408			TEX43			NA
Interval_13525	chr8	453231	453561	+	0	NA	intron (TDRP, intron 2 of 3)	-intron (TDRP, intron 1 of 3)	42385	TDRP	TDRP	NM_175075			TDRP			NA
Interval_9807	chr22	27028558	27028903	+	0	NA	Intergenic	Intergenic	10802	CRYBA4	CRYBA4	NM_001886			CRYBA4			NA
Interval_8575	chr2	242254688	242255031	+	0	NA	promoter-TSS (SEPT2)	-promoter-TSS (SEPT2)	257	SEPT2	SEPT2	NM_006155			SEPT2			NA
Interval_13764	chr8	61602210	61602462	+	0	NA	intron (CHD7, intron 1 of 37)	-intron (CHD7, intron 1 of 37)	11012	CHD7	CHD7	NM_017780			CHD7			NA
Interval_863	chr1	156441335	156441671	+	0	NA	intron (MEF2D, intron 9 of 11)	-intron (MEF2D, intron 8 of 10)	29131	MEF2D	MEF2D	NM_005920			MEF2D			NA
Interval_716	chr1	113582715	113583118	+	0	NA	intron (LOC100996251, intron 2 of 2)	-intron (LOC100996251, intron 2 of 2)	32808	LOC100996251	LOC100996251	NR_103777			LOC100996251			NA
Interval_4310	chr15	58746673	58746939	+	0	NA	intron (LOC101928694, intron 2 of 2)	-intron (LIPC, intron 1 of 8)	22631	LIPC	LIPC	NM_000236			LIPC			NA
Interval_7929	chr2	119479851	119480114	+	0	NA	Intergenic	Intergenic	-119440	LOC101927709	LOC101927709	NR_110272			LOC101927709			NA
Interval_3785	chr14	34374054	34374344	+	0	NA	Intergenic	Intergenic	46085	EGLN3	EGLN3	NM_022073			EGLN3			NA
Interval_10865	chr4	6535705	6536254	+	0	NA	intron (PPP2R2C, intron 2 of 9)	-intron (PPP2R2C, intron 2 of 9)	-40922	MAN2B2	MAN2B2	NM_001292038			MAN2B2			NA
Interval_1991	chr11	5305836	5306329	+	0	NA	Intergenic	Intergenic	-14709	HBE1	HBE1	NM_005330			HBE1			NA
Interval_13750	chr8	58123243	58123508	+	0	NA	Intergenic	Intergenic	-7460	LINC01606	LINC01606	NR_038235			LINC01606			NA
Interval_1080	chr1	206274245	206274516	+	0	NA	intron (C1orf186, intron 1 of 5)	-intron (C1orf186, intron 1 of 5)	14267	C1orf186	C1orf186	NM_001007544			C1orf186			NA
Interval_3163	chr12	122096979	122097303	+	0	NA	exon (MORN3, exon 2 of 6)	-exon (MORN3, exon 2 of 6)	10419	MORN3	MORN3	NM_173855			MORN3			NA
Interval_1361	chr10	6962192	6962746	+	0	NA	Intergenic	Intergenic	140909	LINC00707	LINC00707	NR_038291			LINC00707			NA
Interval_6168	chr17	77407969	77408880	+	0	NA	intron (RBFOX3, intron 2 of 14)	-intron (RBFOX3, intron 2 of 14)	103806	RBFOX3	RBFOX3	NM_001082575			RBFOX3			NA
Interval_10893	chr4	8443051	8443287	+	0	NA	promoter-TSS (ACOX3)	-promoter-TSS (ACOX3)	637	TRMT44	TRMT44	NM_152544			TRMT44			NA
Interval_13231	chr7	102715035	102715264	+	0	NA	promoter-TSS (ARMC10)	-promoter-TSS (ARMC10)	139	FBXL13	FBXL13	NM_001287150			FBXL13			NA
Interval_6514	chr19	380706	382586	+	0	NA	Intergenic	Intergenic	-5633	THEG	THEG	NM_199202			THEG			NA
Interval_11099	chr4	103084919	103085228	+	0	NA	Intergenic	Intergenic	181275	SLC39A8	SLC39A8	NM_001135146			SLC39A8			NA
Interval_14908	chrX	153979753	153980435	+	0	NA	promoter-TSS (GAB3)	-promoter-TSS (GAB3)	-236	GAB3	GAB3	NR_104114			GAB3			NA
Interval_954	chr1	175863768	175864064	+	0	NA	Intergenic	Intergenic	17437	LOC101928751	LOC101928751	NR_125964			LOC101928751			NA
Interval_14207	chr9	71335731	71336314	+	0	NA	intron (PIP5K1B, intron 1 of 13)	-intron (PIP5K1B, intron 1 of 13)	15692	PIP5K1B	PIP5K1B	NM_001278253			PIP5K1B			NA
Interval_8503	chr2	237501938	237502902	+	0	NA	Intergenic	Intergenic	24040	ACKR3	ACKR3	NM_020311			ACKR3			NA
Interval_8342	chr2	217942597	217942992	+	0	NA	Intergenic	Intergenic	207299	LOC101928327	LOC101928327	NR_130782			LOC101928327			NA
Interval_6697	chr19	7197259	7197754	+	0	NA	intron (INSR, intron 2 of 20)	-intron (INSR, intron 2 of 21)	96505	INSR	INSR	NM_000208			INSR			NA
Interval_7999	chr2	128994827	128995224	+	0	NA	Intergenic	Intergenic	81146	HS6ST1	HS6ST1	NM_004807			HS6ST1			NA
Interval_2789	chr12	50476440	50476766	+	0	NA	exon (ASIC1, exon 12 of 12)	-exon (ASIC1, exon 12 of 12)	-2380	SMARCD1	SMARCD1	NM_139071			SMARCD1			NA
Interval_13062	chr7	56174796	56175294	+	0	NA	promoter-TSS (CHCHD2)	-promoter-TSS (CHCHD2)	-858	CHCHD2	CHCHD2	NM_016139			CHCHD2			NA
Interval_10052	chr22	50776928	50778886	+	0	NA	Intergenic	Intergenic	-3839	PPP6R2	PPP6R2	NM_014678			PPP6R2			NA
Interval_179	chr1	17217206	17217470	+	0	NA	Intergenic	Intergenic	-31107	CROCC	CROCC	NM_014675			CROCC			NA
Interval_11116	chr4	110056202	110056439	+	0	NA	intron (COL25A1, intron 3 of 35)	-intron (COL25A1, intron 2 of 31)	167203	COL25A1	COL25A1	NR_045756			COL25A1			NA
Interval_8225	chr2	196195067	196195610	+	0	NA	Intergenic	Intergenic	-326514	SLC39A10	SLC39A10	NM_020342			SLC39A10			NA
Interval_8580	chr2	242530068	242530402	+	0	NA	intron (THAP4, intron 5 of 5)	-intron (THAP4, intron 4 of 4)	-31677	BOK-AS1	BOK-AS1	NR_033346			BOK-AS1			NA
Interval_6485	chr18	76284256	76284660	+	0	NA	Intergenic	Intergenic	-455817	SALL3	SALL3	NM_171999			SALL3			NA
Interval_10448	chr3	126258413	126258895	+	0	NA	intron (CHST13, intron 2 of 2)	-intron (CHST13, intron 2 of 2)	15523	CHST13	CHST13	NM_152889			CHST13			NA
Interval_12128	chr6	27520960	27521282	+	0	NA	Intergenic	Intergenic	-80224	ZNF184	ZNF184	NM_007149			ZNF184			NA
Interval_5051	chr16	49939669	49940001	+	0	NA	Intergenic	Intergenic	-83186	ZNF423	ZNF423	NM_001271620			ZNF423			NA
Interval_1267	chr1	237007685	237008192	+	0	NA	intron (MTR, intron 14 of 31)	-intron (MTR, intron 15 of 32)	49357	MTR	MTR	NM_000254			MTR			NA
Interval_11355	chr5	2255950	2256263	+	0	NA	Intergenic	Intergenic	56209	LOC100506858	LOC100506858	NR_104616			LOC100506858			NA
Interval_8719	chr20	5700634	5700925	+	0	NA	Intergenic	Intergenic	-30254	C20orf196	C20orf196	NM_001303477			C20orf196			NA
Interval_2825	chr12	54697993	54698587	+	0	NA	Intergenic	Intergenic	-8727	NFE2	NFE2	NM_001261461			NFE2			NA
