Chr	Start	End	Entrez ID
chr19	10922131	10922743	MIR199A1
chr8	144815418	144815957	FAM83H
chr12	69004166	69004855	RAP1B
chr16	75182024	75183186	ZFP1
chr3	137833723	137834273	DZIP1L
chr8	27348324	27349040	EPHX2
chr6	33244642	33245366	B3GALT4
chr9	140149229	140150019	NELFB
chr1	199997981	199998576	NR5A2
chr1	236269223	236269689	GPR137B
chr19	49436603	49437217	DHDH
chr18	75033764	75034357	GALR1
chr18	11585564	11586064	SLC35G4
chr11	64510151	64510668	RASGRP2
chr7	24612481	24613245	MPP6
chr7	157890374	157890808	LOC100506585
chr10	4889854	4890280	AKR1E2
chr20	62166588	62167023	PTK6
chrX	40439626	40440327	ATP6AP2
chr15	90686605	90686918	IDH2
chr19	48501387	48502570	ELSPBP1
chr10	49864326	49864709	ARHGAP22
chr9	131893923	131894391	PPP2R4
chr13	42534815	42535492	VWA8
chr6	159240298	159240685	EZR
chr5	149625351	149625863	CAMK2A
chr12	109591932	109593352	ACACB
chr21	31312234	31312721	GRIK1
chr16	1822253	1823849	MRPS34
chr19	48823217	48823537	CCDC114
chrX	153618357	153618860	RPL10
chr17	16118734	16119566	NCOR1
chr22	16994831	16995163	CCT8L2
chr8	27131876	27132337	STMN4
chr15	78730080	78731099	IREB2
chr22	24092922	24093633	ZNF70
chr17	65713589	65714278	NOL11
chr11	110079660	110080167	RDX
chr19	3035458	3035814	TLE2
chr3	43607195	43607807	ANO10
chr15	28271975	28272745	OCA2
chr8	126446950	126447279	TRIB1
chr1	21977692	21978386	RAP1GAP
chr5	75013052	75013803	POC5
chr6	108615868	108616354	LACE1
chr16	1143244	1143914	C1QTNF8
chr17	74553519	74554296	SNHG16
chr2	132418891	132419371	LINC01087
chr2	98611895	98613121	TMEM131
chr20	5892002	5892390	CHGB
chr19	33571734	33572294	GPATCH1
chr3	50711947	50712637	MIR4787
chr16	30905111	30905916	BCL7C
chr17	43212913	43213245	ACBD4
chr12	77272598	77272978	CSRP2
chr11	7041504	7041955	NLRP14
chr1	33115998	33117348	RBBP4
chr20	61866147	61866458	BIRC7
chr4	24474155	24474971	MIR573
chr7	100995682	100996232	COL26A1
chr6	105307212	105308170	HACE1
chr19	7991032	7991581	CTXN1
chr3	181419741	181420307	SOX2
chr8	101610286	101610726	ANKRD46
chr19	19005976	19006776	GDF1
chr16	14379402	14380034	MIR193B
chr22	43625106	43625414	TTLL12
chr6	14711388	14711727	LINC01108
chr12	69201393	69202253	MDM2
chr12	110517323	110517900	C12orf76
chr22	36425107	36425597	APOL3
chr9	139332963	139333993	INPP5E
chr1	209979324	209979834	IRF6
chr11	78285459	78286646	NARS2
chr12	14537982	14538408	ATF7IP
chr12	118810330	118810985	TAOK3
chr9	97094335	97095250	LOC100132077
chr9	77702636	77703725	NMRK1
chr12	42537865	42539190	GXYLT1
chr19	14168031	14168422	PALM3
chr7	150661712	150662220	KCNH2
chr3	165976392	165976824	BCHE
chr7	100895180	100896127	FIS1
chr20	34189234	34189883	FER1L4
chr7	28448564	28449006	CREB5
chr17	35715813	35716823	C17orf78
chrX	70287773	70288681	SNX12
chr6	11011942	11012379	ELOVL2-AS1
chr19	55972855	55973579	ISOC2
chr4	169062875	169063289	ANXA10
chr19	8570630	8571165	PRAM1
chr2	173180043	173180375	ITGA6
chr3	10428123	10428504	MIR885
chr11	107653541	107653867	SLN
chr1	179050848	179051904	TOR3A
chr19	55918879	55920026	UBE2S
chr21	46359562	46359955	LINC01547
chr1	202128108	202128617	PTPN7
chr4	89618602	89619112	NAP1L5
chr4	57396396	57397103	THEGL
chr5	65238300	65238931	LOC100303749
chr1	94712993	94713658	ARHGAP29
chr15	62683476	62684516	MIR6085
chr2	194367189	194367776	PCGEM1
chr10	135118730	135119612	ZNF511
chr1	155940607	155941032	ARHGEF2
chr9	101793617	101793922	TGFBR1
chr16	79446947	79447407	MAF
chr19	39109127	39110053	EIF3K
chr6	30689024	30689752	TUBB
chr15	68520410	68520876	CLN6
chr1	16693299	16694320	SZRD1
chr12	56137223	56137688	GDF11
chr1	173523141	173523463	SLC9C2
chr11	44552067	44552492	CD82
chr19	49587837	49589263	SNRNP70
chr6	5087790	5088107	PPP1R3G
chr19	19173995	19175018	SLC25A42
chr2	102591871	102592400	LINC01127
chr16	53467977	53468873	RBL2
chr7	50966483	50967017	GRB10
chr19	58192940	58193737	ZNF551
chr8	42195441	42196231	POLB
chr1	201857679	201858099	SHISA4
chr17	44896481	44896805	WNT3
chr3	17913861	17914432	LOC339862
chr1	85155586	85156713	SSX2IP
chr8	22551836	22553460	EGR3
chr2	136742583	136743544	DARS
chr1	21974289	21974753	RAP1GAP
chr17	42357206	42357552	SLC4A1
chr4	2243259	2244333	POLN
chr20	33871789	33872923	EIF6
chr15	91490632	91491069	RCCD1
chr6	170488160	170488591	LOC102724511
chr11	71933908	71934614	INPPL1
chr7	148844041	148845536	ZNF398
chr10	106014374	106014905	GSTO1
chr7	44529839	44530374	NUDCD3
chr20	42611510	42612081	TOX2
chrX	122648016	122648464	THOC2
chr12	104830425	104831131	CHST11
chr5	162932260	162932883	MAT2B
chr6	18264161	18265256	DEK
chr14	105662886	105663318	NUDT14
chrX	114035111	114035868	MIR448
chr3	51422456	51422783	MANF
chr6	30312679	30313230	RPP21
chr5	176881248	176883093	PRR7-AS1
chr5	108561319	108561873	PJA2
chr5	140305807	140306127	PCDHAC1
chr12	100967205	100967612	GAS2L3
chr16	11187901	11188451	CLEC16A
chr1	246273755	246274329	SMYD3
chr10	104153815	104154690	NFKB2
chr20	36569297	36569898	VSTM2L
chr11	4485509	4485858	OR52K2
chr16	32213857	32214439	HERC2P4
chr10	72201724	72202127	NODAL
chr17	27507260	27507772	MYO18A
chr11	68518724	68519371	MTL5
chr2	113238322	113239728	TTL
chr1	17794902	17795252	RCC2
chr14	77385058	77385390	LRRC74A
chr8	24853036	24853358	NEFL
chr8	2590958	2591811	LOC101927815
chrX	37096100	37096510	FTH1P18
chr2	130902307	130902698	CCDC74B
chr16	2204836	2205861	SNHG19
chr14	34407406	34408005	EGLN3
chr3	33942224	33942568	PDCD6IP
chr6	30614243	30615836	C6orf136
chr5	54157941	54158306	ESM1
chr7	25965718	25966069	MIR148A
chr15	40645108	40645598	PHGR1
chr20	44642825	44643165	MMP9
chr15	66648770	66649225	TIPIN
chr17	73780444	73781545	UNK
chr1	63782731	63783209	LINC00466
chr10	121248979	121249434	RGS10
chr18	46307431	46308127	MIR4743
chr2	113341312	113342683	CHCHD5
chr5	179232529	179233427	MGAT4B
chr6	26569340	26569765	ABT1
chr3	33426879	33427263	UBP1
chr1	27070497	27070941	PIGV
chr19	58837981	58838930	ZSCAN22
chr5	66299618	66300655	LOC101928794
chr11	61467740	61468074	DAGLA
chrX	49011609	49013128	MAGIX
chr16	55807989	55808501	CES1P1
chr17	47269116	47270673	GNGT2
chr19	36631976	36632550	CAPNS1
chr19	50168786	50169657	IRF3
chr8	17013501	17014011	ZDHHC2
chr18	44710884	44711488	IER3IP1
chrX	48774162	48775012	PIM2
chr19	50398142	50398562	MIR4750
chr6	126070235	126071240	HEY2
chr17	80296858	80297436	SECTM1
chr4	124317821	124318142	SPRY1
chr12	116946057	116946716	LINC00173
chr10	103347667	103347992	POLL
chr2	153648608	153649015	ARL6IP6
chr17	25900605	25900963	LGALS9
chr6	117803466	117804594	DCBLD1
chr2	99082183	99082521	INPP4A
chr5	64417739	64418217	CWC27
chr1	7843860	7844647	PER3
chr2	74259309	74259949	TET3
chr15	26327154	26328005	LINC00929
chr3	46036589	46037556	FYCO1
chr8	120885711	120886398	DEPTOR
chr22	47158188	47158748	TBC1D22A
chr11	64863930	64864338	VPS51
chr3	148803463	148804625	HLTF-AS1
chr19	9186298	9186652	OR1M1
chr2	85057180	85057594	TRABD2A
chr21	40817296	40818176	MIR6508
chr10	121427115	121427746	BAG3
chr19	46146600	46147162	EML2-AS1
chr16	29302010	29302675	SNX29P2
chr10	102825836	102826498	KAZALD1
chr15	93363345	93364084	ASB9P1
chr17	7146253	7146675	GABARAP
chr5	149696741	149697095	ARSI
chr15	32828786	32829330	LOC100996255
chr11	31342872	31343248	DCDC1
chr16	88948633	88949142	PABPN1L
chr19	44302653	44303230	KCNN4
chr16	29796391	29796898	KIF22
chr10	5514539	5515110	NET1
chr8	37619845	37620774	PROSC
chr19	58912392	58913125	RNF225
chr8	22423255	22423791	SORBS3
chr6	28744529	28745146	LOC401242
chr22	38029936	38030565	SH3BP1
chr7	127225418	127225960	GCC1
chr17	66507634	66508730	PRKAR1A
chr2	65584551	65584893	SPRED2
chr6	26689572	26690358	ZNF322
chr1	43231853	43233353	P3H1
chr22	37726481	37726959	LOC100506271
chr22	23562539	23562879	BCR
chr2	97360301	97360599	LMAN2L
chr16	24855821	24856134	SLC5A11
chr17	74099555	74100315	EXOC7
chr5	3535622	3536578	LINC01019
chr5	156739449	156739749	FNDC9
chr16	49654334	49654686	ZNF423
chr11	62266751	62267406	AHNAK
chr11	61891050	61891679	INCENP
chr7	100797245	100797983	AP1S1
chr16	29624707	29625349	SLC7A5P1
chr17	33894661	33895320	SNORD7
chr3	38206228	38207473	OXSR1
chr16	733708	734536	JMJD8
chr18	34212827	34213138	KIAA1328
chr17	61700410	61700898	MAP3K3
chr16	3078037	3078611	HCFC1R1
chr5	67892404	67892857	PIK3R1
chr9	124855145	124856056	TTLL11
chr3	9885312	9886089	RPUSD3
chr5	150158014	150158969	SMIM3
chr6	27099389	27101146	HIST1H2BJ
chr6	44203023	44203368	HSP90AB1
chr1	231174906	231175420	FAM89A
chr3	50503708	50504075	CACNA2D2
chr9	139736803	139737131	C9orf172
chr5	81730630	81731286	ATP6AP1L
chr11	64126301	64126926	RPS6KA4
chr2	23904564	23905024	ATAD2B
chr2	241523958	241524321	CAPN10-AS1
chr14	105780592	105780965	PACS2
chr12	26427505	26428136	SSPN
chr1	31654284	31654810	NKAIN1
chr5	177557285	177558535	RMND5B
chr9	137218856	137219289	RXRA
chr2	112641074	112642215	ANAPC1
chr10	104220742	104221559	TMEM180
chr6	159238213	159238706	EZR-AS1
chr2	12246372	12246934	MIR3681
chr12	30848411	30849080	IPO8
chr3	139031785	139032232	MRPS22
chr19	14200453	14201276	SAMD1
chr10	100227037	100227461	HPS1
chr17	80477114	80477651	FOXK2
chr10	70939460	70940373	SUPV3L1
chr1	234693901	234694381	LINC01354
chr8	145911053	145911712	ZNF251
chr11	64947988	64949018	CAPN1
chr2	205062028	205062392	ICOS
chr17	42143269	42144342	LSM12
chr16	5426109	5426468	LINC01570
chr2	122494204	122495218	NIFK
chr3	183967212	183967788	ECE2
chr2	136633394	136634617	MCM6
chr10	70166198	70167125	RUFY2
chr6	30710129	30711152	FLOT1
chr22	21821642	21823186	TMEM191C
chr19	11877497	11878340	ZNF441
chr16	2478461	2479873	CCNF
chr2	241089570	241090024	OTOS
chr12	131464407	131464894	LACAT8
chr2	74006823	74007624	DUSP11
chr5	133839036	133839436	LOC101927934
chr8	2352289	2352614	LOC101927815
chr18	55483442	55483976	ATP8B1
chr12	102874018	102874513	IGF1
chr7	16505311	16505819	SOSTDC1
chr9	107509686	107510663	NIPSNAP3A
chr19	18811560	18812096	CRTC1
chr17	34077097	34077608	GAS2L2
chr1	234763653	234764014	LINC00184
chr2	27304033	27304561	EMILIN1
chr2	27651088	27652403	NRBP1
chr14	23057710	23058766	DAD1
chr2	168188220	168188636	XIRP2-AS1
chr6	119060385	119060741	LOC100287632
chr2	228735984	228736661	DAW1
chr2	65100499	65100984	LOC101927438
chr16	56484761	56485583	NUDT21
chr1	156659187	156659488	NES
chr6	168241451	168241935	MLLT4
chr21	39632415	39632865	KCNJ15
chr3	48884365	48885759	PRKAR2A
chr3	197319344	197319671	BDH1
chr13	51483827	51484125	RNASEH2B
chr19	18208201	18208990	MAST3
chr3	127316366	127317534	MCM2
chr12	133532623	133533019	ZNF605
chr12	115121803	115122825	TBX3
chrX	2714777	2715377	GYG2
chr10	37414295	37414601	ANKRD30A
chr12	109530878	109531506	ALKBH2
chr12	53937320	53937632	LOC100652999
chr1	145548908	145549489	ANKRD35
chr1	120611895	120612233	NOTCH2
chr4	48832522	48833492	OCIAD1
chr5	68389379	68390418	SLC30A5
chr19	13048774	13049565	CALR
chr4	148604954	148605727	PRMT9
chr6	163711054	163711536	PACRG-AS1
chr5	859523	859919	ZDHHC11
chr17	42766819	42767601	CCDC43
chr20	6193515	6194413	FERMT1
chr8	96036934	96037646	NDUFAF6
chr20	61436195	61436964	OGFR-AS1
chr6	147543475	147543915	STXBP5-AS1
chr5	156682538	156683214	CYFIP2
chr11	694981	696162	TMEM80
chr15	85114022	85114672	UBE2Q2P1
chr1	179849863	179850275	TOR1AIP1
chr9	116037607	116038092	CDC26
chr17	72742971	72743503	SLC9A3R1
chr1	25558598	25559901	SYF2
chr12	69270474	69270909	CPM
chr11	3674426	3674842	ART1
chr12	49942645	49943176	KCNH3
chr8	134309296	134310216	NDRG1
chr19	12868274	12869060	BEST2
chr11	108092136	108092455	NPAT
chr7	86781495	86782225	DMTF1
chr11	69339381	69340321	LINC01488
chr1	184633504	184633880	EDEM3
chr2	37898349	37898867	CDC42EP3
chr15	28539592	28540269	HERC2
chr16	67494071	67494536	ATP6V0D1
chr2	99224421	99225155	COA5
chr7	148892299	148893270	ZNF282
chr13	42820762	42821114	AKAP11
chr21	37761942	37762268	CHAF1B
chr2	253271	253636	SH3YL1
chr19	42414839	42415178	ARHGEF1
chr4	139481518	139482104	LINC00499
chr1	46379007	46379313	MAST2
chr13	45151072	45152213	TSC22D1
chr21	43648122	43648502	ABCG1
chr7	41982669	41983005	INHBA
chr15	30762914	30763751	GOLGA8R
chr8	97173274	97173681	GDF6
chr17	74260698	74261468	UBALD2
chr20	23145811	23146229	LINC00656
chr6	35463839	35464382	TEAD3
chr7	72813526	72814322	FZD9
chr12	57521708	57522344	LRP1
chr17	57232497	57233116	SKA2
chr11	130207185	130207606	ZBTB44
chr10	131076015	131076604	MGMT
chr2	27603512	27604114	ZNF513
chr4	56595868	56596574	LOC644145
chr19	11404564	11404941	TSPAN16
chr15	93198868	93199229	FAM174B
chr19	44037042	44038557	ZNF575
chr22	39784121	39784955	TAB1
chr19	46502958	46503322	CCDC61
chr6	168813499	168814272	SMOC2
chr1	896451	896856	KLHL17
chr9	89763207	89763695	C9orf170
chr7	157204320	157204678	LOC101927914
chr15	23356438	23356781	HERC2P2
chr2	15830503	15831311	LOC101926966
chr16	31264997	31265389	ITGAM
chr17	46225609	46226097	MIR1203
chr2	112812733	112813498	TMEM87B
chr17	1551692	1553590	RILP
chr1	43284625	43285079	SVBP
chr1	76080278	76080664	SLC44A5
chr13	80015881	80016193	RBM26-AS1
chr11	76411551	76411906	GUCY2EP
chr14	104094541	104095933	KLC1
chr6	33422098	33422514	ZBTB9
chr2	28680195	28680542	PLB1
chrX	69672068	69672593	DLG3-AS1
chr2	2086901	2087352	MYT1L-AS1
chr8	36636469	36636924	KCNU1
chr15	96873230	96874216	NR2F2
chr22	26824392	26825141	ASPHD2
chr20	30192793	30193585	ID1
chr15	41221088	41222122	DLL4
chr7	143194559	143194897	TAS2R41
chr1	1709463	1710872	NADK
chr19	44258534	44260218	SMG9
chr7	4869844	4870238	PAPOLB
chr17	30813236	30813922	CDK5R1
chr6	169142616	169143064	SMOC2
chr1	65111255	65111634	MIR4794
chr3	141514832	141515182	GRK7
chr7	1781382	1781693	ELFN1-AS1
chr5	138533670	138534368	SIL1
chr6	138428287	138428888	PERP
chr22	19710673	19712116	GP1BB
chr2	55195077	55195559	RTN4
chr8	144469901	144470361	RHPN1
chr10	112403958	112405041	RBM20
chr1	2542533	2542900	MMEL1
chr9	130692834	130693339	PIP5KL1
chr5	81046606	81047093	SSBP2
chr10	13341267	13342382	PHYH
chr11	125402519	125402946	FEZ1
chr4	152020231	152020951	RPS3A
chr1	236515114	236515556	EDARADD
chr15	40763571	40764172	CHST14
chr16	28961890	28962959	NFATC2IP
chr1	149379307	149379636	FCGR1C
chr19	38280892	38281274	ZNF573
chr17	48450287	48450775	MRPL27
chr9	82186421	82186932	TLE4
chrX	146992913	146993578	FMR1-AS1
chr18	45693733	45694215	ZBTB7C
chr18	44497269	44497728	PIAS2
chr15	25900217	25900758	MIR4715
chr12	10364757	10365666	GABARAPL1
chr6	35274936	35275262	DEF6
chr2	55646953	55647511	CCDC88A
chr9	130912807	130913415	LCN2
chr4	109254743	109255123	LEF1
chr22	42475298	42476159	SMDT1
chr1	212208177	212209361	DTL
chr19	8115206	8115961	CCL25
chr3	50380343	50380911	RASSF1
chr19	12834393	12835201	TNPO2
chr4	41216189	41216817	APBB2
chr7	99647282	99647668	ZSCAN21
chr3	163216548	163217231	LINC01192
chr11	11749902	11750339	MIR8070
chr3	50126030	50127100	RBM5
chr2	58273532	58274191	VRK2
chr5	180526290	180526698	OR2V1
chr12	54711366	54711849	COPZ1
chr22	50246679	50247472	ZBED4
chr4	8230303	8230686	SH3TC1
chr2	227503349	227503856	MIR5702
chr22	20118646	20118986	ZDHHC8
chr9	130844376	130844953	NAIF1
chr10	29733023	29733510	SVIL-AS1
chr10	81967200	81967681	LINC00857
chr5	169568201	169568662	FOXI1
chr14	102771131	102771975	ZNF839
chr3	155572140	155572645	SLC33A1
chr17	74117392	74117989	EXOC7
chr2	106127482	106127924	FHL2
chr12	13196880	13197761	KIAA1467
chr1	11967682	11968217	KIAA2013
chr9	136734706	136735193	VAV2
chr9	138859517	138859913	UBAC1
chrX	86958440	86958919	KLHL4
chr5	65017156	65017908	SGTB
chr7	75911980	75912460	HSPB1
chr10	120863591	120864097	FAM45B
chr12	97703611	97704150	RMST
chr2	15730991	15732100	DDX1
chr1	937017	937425	HES4
chr6	291608	292724	DUSP22
chr22	30819553	30820398	MTFP1
chr17	76250154	76250997	TMEM235
chr1	27560552	27561375	WDTC1
chr17	26879317	26879937	UNC119
chr13	21347337	21348573	N6AMT2
chr13	22638092	22638518	LINC00540
chr11	8891863	8892257	AKIP1
chr1	111162030	111162582	KCNA2
chr13	35516328	35516790	NBEA
chr7	144570437	144571043	TPK1
chr19	45947577	45948139	MIR6088
chr2	144079558	144079919	ARHGAP15
chr1	201449423	201450133	PHLDA3
chr12	6862156	6863015	MLF2
chrX	49460289	49460928	PAGE1
chr16	25268595	25270120	ZKSCAN2
chr12	132933249	132933695	LOC101928416
chr10	80786978	80787543	ZMIZ1-AS1
chr22	21995857	21997565	SDF2L1
chr13	99984793	99985165	FKSG29
chr2	47499452	47500091	LOC101927043
chr9	110546660	110546990	KLF4
chr1	222885937	222887041	BROX
chr1	22668546	22668920	MIR4418
chr21	47742731	47743028	C21orf58
chr17	20955066	20955395	USP22
chr5	154230008	154230340	FAXDC2
chr3	185703885	185704417	LOC344887
chr19	19143085	19145229	SUGP2
chr16	67918570	67919012	NRN1L
chr19	13094302	13094664	NFIX
chr12	7592225	7593173	CD163L1
chr19	18521115	18521595	SSBP4
chr1	93249656	93251371	EVI5
chr16	14493329	14493790	LOC105447648
chr3	40778342	40778698	ZNF621
chr10	88785405	88785736	FAM25A
chr1	43795796	43796226	MPL
chr6	37593230	37593828	MIR4462
chr6	29600717	29601487	GABBR1
chr12	56121302	56121688	CD63
chr17	40441230	40441659	STAT5A
chr17	57408730	57409357	YPEL2
chr8	28351310	28352174	FZD3
chr9	140445763	140447018	MRPL41
chr6	31334745	31335080	HLA-B
chr19	53104250	53104862	ZNF137P
chr2	233283458	233283859	ALPPL2
chr19	47777288	47777878	INAFM1
chr13	99852591	99853680	UBAC2
chr15	40659963	40660787	DISP2
chr7	100240037	100240485	TFR2
chr11	20002353	20002964	NAV2-AS2
chr16	84641252	84641832	COTL1
chr2	133062005	133062705	ZNF806
chr8	70906653	70907475	PRDM14
chr10	38299165	38300563	ZNF33A
chr15	38839726	38840326	RASGRP1
chr6	30181109	30182178	TRIM26
chr7	154437884	154438472	PAXIP1-AS2
chr22	37712825	37713151	CYTH4
chr7	86848644	86850027	TMEM243
chr22	36902653	36903547	FOXRED2
chrX	53449080	53449982	SMC1A
chr7	36219129	36219626	EEPD1
chr17	46131586	46132063	NFE2L1
chr12	12848759	12850021	GPR19
chr6	33282729	33283245	TAPBP
chr5	175963390	175963707	RNF44
chr19	46001701	46002258	PPM1N
chr3	124491082	124491766	MIR544B
chr1	36173353	36173739	C1orf216
chr11	62366603	62366999	MTA2
chr14	51297683	51298291	NIN
chr11	35610753	35611336	FJX1
chrX	100074993	100075555	CSTF2
chr2	21346439	21347053	TDRD15
chr11	73018842	73020509	ARHGEF17
chr5	10505668	10506215	LOC101929412
chr20	43540038	43540476	PABPC1L
chr18	47936329	47936848	SKA1
chr13	52123080	52123456	MIR4703
chr1	220262849	220263965	BPNT1
chr19	18404107	18404510	MIR3188
chr16	87350646	87351336	C16orf95
chr19	17529855	17531103	MVB12A
chr16	22173723	22174024	EEF2K
chr2	10510081	10510464	HPCAL1
chr3	12994619	12995179	IQSEC1
chr3	100427747	100428647	TFG
chr16	15350716	15351430	MIR3180-4
chr1	153755656	153756657	SLC27A3
chr1	54953801	54954249	ACOT11
chr9	139137267	139137638	QSOX2
chr7	70255609	70255967	WBSCR17
chr18	12947900	12948852	SEH1L
chr1	89149600	89150071	PKN2
chr6	159290266	159291473	C6orf99
chr5	28632671	28633204	LSP1P3
chr2	209406411	209407049	PTH2R
chr2	172543650	172544512	DYNC1I2
chr8	33457165	33457496	DUSP26
chr2	170550643	170551402	PHOSPHO2-KLHL23
chr16	2245207	2245527	CASKIN1
chr16	9183827	9185654	C16orf72
chr21	39461079	39461396	DSCR4
chr6	43766452	43766999	VEGFA
chr3	14443573	14444672	SLC6A6
chr3	156272851	156273173	SSR3
chr16	31415312	31415672	ITGAD
chr20	48598954	48599789	SNAI1
chr7	76026430	76027285	ZP3
chr5	140777179	140777857	PCDHGB5
chr6	27520972	27521497	ZNF184
chr8	62633889	62634403	MIR4470
chr7	123167775	123168444	IQUB
chr7	23636582	23637752	CCDC126
chr1	226595445	226596080	PARP1
chr16	2523710	2525333	TBC1D24
chr4	155413044	155413381	PLRG1
chr4	1241415	1242637	CTBP1
chr4	140786632	140787220	MGST2
chr1	95133234	95133747	MIR378G
chr1	11865472	11866442	CLCN6
chr17	73032688	73033065	KCTD2
chr15	75939528	75940946	SNX33
chr1	1406753	1407479	ATAD3B
chr10	105212005	105212326	CALHM2
chr7	19748446	19748865	TWISTNB
chr9	98545823	98546230	ERCC6L2
chr19	42774681	42775210	CIC
chr1	11332647	11333550	UBIAD1
chr15	50798393	50798722	USP50
chr17	81009167	81010209	B3GNTL1
chr18	32697849	32698274	MAPRE2
chr21	46975522	46976204	SLC19A1
chr16	69345090	69345547	VPS4A
chr17	47654108	47654449	NXPH3
chr15	77197386	77198254	SCAPER
chr10	93668040	93668953	FGFBP3
chr19	51246254	51246660	CLEC11A
chr13	107222821	107223160	ARGLU1
chr20	57414632	57414966	GNAS-AS1
chr6	170122864	170123834	PHF10
chr19	57922371	57922892	ZNF17
chr16	2178481	2179121	MIR4516
chr14	68622802	68623173	RAD51B
chr6	30875538	30875977	GTF2H4
chr11	115943358	115944083	LINC00900
chr16	88272401	88272751	LOC101928880
chr12	27396961	27397365	STK38L
chr15	88998212	88998670	MRPL46
chr2	73396981	73397312	NOTO
chr15	59396942	59397596	CCNB2
chr18	60193620	60194236	ZCCHC2
chr21	47422544	47422984	COL6A1
chr20	47835532	47836264	DDX27
chr17	37057269	37057583	MIR6779
chr12	52430572	52430968	NR4A1
chr21	44298873	44300175	WDR4
chr4	74485895	74486506	RASSF6
chr22	50699294	50699865	MAPK12
chr2	150443885	150444726	MMADHC
chr16	30124626	30124951	GDPD3
chr5	95296833	95298235	LOC101929710
chr16	3053555	3054256	LOC101929613
chr4	71859031	71859751	DCK
chr7	67081434	67082017	LINC01372
chr7	98923033	98923888	ARPC1A
chr19	50215538	50216077	CPT1C
chr1	16212739	16213238	MIR5096
chr8	87526304	87527340	CPNE3
chr1	11863364	11863918	CLCN6
chr22	17669107	17669625	CECR1
chr17	9142955	9143722	LOC101928266
chr17	35030135	35030503	MRM1
chr9	140563829	140564287	EHMT1
chr2	242673641	242674616	D2HGDH
chr19	46929622	46930487	CCDC8
chr9	79073656	79074403	GCNT1
chr11	67350856	67352324	GSTP1
chr12	121837375	121838386	RNF34
chr21	40357718	40358277	LOC101928435
chr19	11805706	11806129	ZNF833P
chr22	46422928	46423655	LINC00899
chr16	85424379	85424763	MIR5093
chr16	2009150	2009908	NDUFB10
chr20	61283467	61283949	SLCO4A1
chr6	13813785	13815060	MCUR1
chr4	123843934	123844445	NUDT6
chr3	113464692	113465520	NAA50
chr7	73668495	73669235	RFC2
