PeakID (cmd=annotatePeaks.pl ENCAB000BLK.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_13165	chr22	45686381	45687089	+	0	NA	intron (UPK3A, intron 4 of 5)	-intron (UPK3A, intron 2 of 3)	5867	UPK3A	UPK3A	NM_006953			UPK3A			NA
Interval_4278	chr12	48356977	48357756	+	0	NA	promoter-TSS (TMEM106C)	-promoter-TSS (TMEM106C)	36	TMEM106C	TMEM106C	NM_001143842			TMEM106C			NA
Interval_12795	chr22	21271136	21272350	+	0	NA	promoter-TSS (CRKL)	-promoter-TSS (CRKL)	29	CRKL	CRKL	NM_005207			CRKL			NA
Interval_17705	chr7	129592463	129593068	+	0	NA	promoter-TSS (UBE2H)	-promoter-TSS (UBE2H)	35	UBE2H	UBE2H	NM_001202498			UBE2H			NA
Interval_14794	chr4	144087691	144088272	+	0	NA	Intergenic	Intergenic	-18089	USP38	USP38	NM_001290326			USP38			NA
Interval_17486	chr7	99277379	99277699	+	0	NA	exon (CYP3A5, exon 1 of 13)	-exon (CYP3A5, exon 1 of 13)	110	CYP3A5	CYP3A5	NM_000777			CYP3A5			NA
Interval_954	chr1	67519005	67520508	+	0	NA	exon (SLC35D1, exon 1 of 12)	-exon (SLC35D1, exon 1 of 12)	324	SLC35D1	SLC35D1	NM_015139			SLC35D1			NA
Interval_5095	chr13	45011188	45011671	+	0	NA	promoter-TSS (TSC22D1)	-promoter-TSS (TSC22D1)	-31309	TUSC8	TUSC8	NR_104174			TUSC8			NA
Interval_4106	chr12	7260916	7261469	+	0	NA	intron (C1RL-AS1, intron 1 of 11)	-intron (C1RL, intron 1 of 4)	288	C1RL-AS1	C1RL-AS1	NR_026947			C1RL-AS1			NA
Interval_12607	chr21	45079168	45079811	+	0	NA	promoter-TSS (HSF2BP)	-promoter-TSS (HSF2BP)	57	RRP1B	RRP1B	NM_015056			RRP1B			NA
Interval_12736	chr22	19158614	19159619	+	0	NA	promoter-TSS (LINC01311)	-promoter-TSS (LINC01311)	-103	LINC01311	LINC01311	NR_103767			LINC01311			NA
Interval_3572	chr11	67084756	67085925	+	0	NA	promoter-TSS (LOC100130987)	-promoter-TSS (LOC100130987)	30	LOC100130987	LOC100130987	NR_024469			LOC100130987			NA
Interval_3843	chr11	111317341	111317746	+	0	NA	Intergenic	Intergenic	-28632	LOC100132078	LOC100132078	NR_046085			LOC100132078			NA
Interval_7892	chr17	27894311	27895700	+	0	NA	promoter-TSS (TP53I13)	-promoter-TSS (TP53I13)	-734	TP53I13	TP53I13	NM_138349			TP53I13			NA
Interval_5705	chr14	93153155	93153661	+	0	NA	intron (RIN3, intron 9 of 9)	-intron (RIN3, intron 9 of 9)	61639	LGMN	LGMN	NM_001008530			LGMN			NA
Interval_1790	chr1	208416478	208417019	+	0	NA	intron (PLXNA2, intron 1 of 31)	-intron (PLXNA2, intron 1 of 31)	917	PLXNA2	PLXNA2	NM_025179			PLXNA2			NA
Interval_15737	chr5	178265998	178266595	+	0	NA	Intergenic	Intergenic	-20658	ZNF354B	ZNF354B	NM_058230			ZNF354B			NA
Interval_11951	chr20	5986296	5987273	+	0	NA	promoter-TSS (CRLS1)	-promoter-TSS (CRLS1)	45	CRLS1	CRLS1	NM_001127458			CRLS1			NA
Interval_3924	chr11	118986530	118987093	+	0	NA	exon (C2CD2L, exon 14 of 14)	-exon (C2CD2L, exon 14 of 14)	-5422	HINFP	HINFP	NM_198971			HINFP			NA
Interval_12635	chr21	45663731	45664138	+	0	NA	Intergenic	Intergenic	-3047	ICOSLG	ICOSLG	NM_015259			ICOSLG			NA
Interval_847	chr1	51425707	51426325	+	0	NA	promoter-TSS (FAF1)	-promoter-TSS (FAF1)	-80	FAF1	FAF1	NM_007051			FAF1			NA
Interval_3246	chr11	44058704	44059187	+	0	NA	Intergenic	Intergenic	-10586	ACCSL	ACCSL	NM_001031854			ACCSL			NA
Interval_12083	chr20	32890597	32891545	+	0	NA	exon (AHCY, exon 1 of 10)	-exon (AHCY, exon 1 of 10)	8537	AHCY	AHCY	NM_001161766			AHCY			NA
Interval_7022	chr16	34441589	34442392	+	0	NA	Intergenic	Intergenic	-37228	UBE2MP1	UBE2MP1	NR_002837			UBE2MP1			NA
Interval_9837	chr19	35351050	35351562	+	0	NA	Intergenic	Intergenic	-27533	LOC400685	LOC400685	NR_033982			LOC400685			NA
Interval_7144	chr16	66637642	66638999	+	0	NA	promoter-TSS (CMTM3)	-promoter-TSS (CMTM3)	-314	CMTM3	CMTM3	NM_144601			CMTM3			NA
Interval_9345	chr19	7968035	7969702	+	0	NA	exon (MAP2K7, exon 1 of 12)	-exon (MAP2K7, exon 1 of 12)	203	MAP2K7	MAP2K7	NM_001297555			MAP2K7			NA
Interval_5794	chr14	103389015	103389528	+	0	NA	intron (AMN, intron 1 of 11)	-intron (AMN, intron 1 of 11)	278	AMN	AMN	NM_030943			AMN			NA
Interval_17917	chr7	157412487	157413003	+	0	NA	intron (PTPRN2, intron 14 of 21)	-intron (PTPRN2, intron 14 of 21)	-45631	MIR153-2	MIR153-2	NR_029689			MIR153-2			NA
Interval_2232	chr10	22920780	22921132	+	0	NA	intron (PIP4K2A, intron 1 of 9)	-intron (PIP4K2A, intron 1 of 9)	82547	PIP4K2A	PIP4K2A	NM_005028			PIP4K2A			NA
Interval_14672	chr4	100484706	100485243	+	0	NA	promoter-TSS (MTTP)	-promoter-TSS (MTTP)	-149	TRMT10A	TRMT10A	NM_001134666			TRMT10A			NA
Interval_10675	chr2	16594569	16595020	+	0	NA	Intergenic	Intergenic	252340	FAM49A	FAM49A	NM_030797			FAM49A			NA
Interval_7487	chr16	89258518	89259272	+	0	NA	intron (CDH15, intron 11 of 13)	-intron (CDH15, intron 11 of 13)	7634	SLC22A31	SLC22A31	NM_001242757			SLC22A31			NA
Interval_10048	chr19	41829339	41829915	+	0	NA	exon (CCDC97, exon 5 of 5)	-exon (CCDC97, exon 5 of 5)	13533	CCDC97	CCDC97	NM_052848			CCDC97			NA
Interval_18585	chr8	144415953	144417086	+	0	NA	intron (TOP1MT, intron 1 of 13)	-intron (TOP1MT, intron 2 of 14)	542	TOP1MT	TOP1MT	NM_001258447			TOP1MT			NA
Interval_16349	chr6	42955513	42956018	+	0	NA	intron (PPP2R5D, intron 1 of 13)	-intron (PPP2R5D, intron 1 of 15)	3528	PPP2R5D	PPP2R5D	NM_180977			PPP2R5D			NA
Interval_11847	chr2	241922690	241923152	+	0	NA	Intergenic	Intergenic	-15334	SNED1	SNED1	NM_001080437			SNED1			NA
Interval_13046	chr22	39096574	39097714	+	0	NA	promoter-TSS (JOSD1)	-promoter-TSS (JOSD1)	-685	JOSD1	JOSD1	NM_014876			JOSD1			NA
Interval_6989	chr16	31119286	31120070	+	0	NA	promoter-TSS (BCKDK)	-promoter-TSS (BCKDK)	63	BCKDK	BCKDK	NM_005881			BCKDK			NA
Interval_11461	chr2	168801459	168801956	+	0	NA	Intergenic	Intergenic	-4053	LOC105616981	LOC105616981	NR_131227			LOC105616981			NA
Interval_2667	chr10	98780489	98780911	+	0	NA	intron (SLIT1, intron 26 of 36)	-intron (SLIT1, intron 26 of 36)	39659	C10orf12	C10orf12	NM_015652			C10orf12			NA
Interval_6893	chr16	27878840	27879375	+	0	NA	intron (GSG1L, intron 2 of 5)	-intron (GSG1L, intron 3 of 6)	20371	GSG1L	GSG1L	NM_001109763			GSG1L			NA
Interval_8962	chr18	56474987	56475842	+	0	NA	Intergenic	Intergenic	-54647	ZNF532	ZNF532	NM_018181			ZNF532			NA
Interval_15945	chr6	16270416	16270852	+	0	NA	intron (GMPR, intron 4 of 8)	-intron (GMPR, intron 4 of 8)	31823	GMPR	GMPR	NM_006877			GMPR			NA
Interval_10639	chr2	10260064	10261074	+	0	NA	Intergenic	Intergenic	-2126	RRM2	RRM2	NM_001034			RRM2			NA
Interval_4139	chr12	11870091	11870390	+	0	NA	intron (ETV6, intron 1 of 7)	-intron (ETV6, intron 1 of 7)	67452	ETV6	ETV6	NM_001987			ETV6			NA
Interval_15097	chr5	43249604	43249992	+	0	NA	intron (NIM1K, intron 2 of 3)	-intron (NIM1K, intron 2 of 3)	56844	NIM1K	NIM1K	NM_153361			NIM1K			NA
Interval_13247	chr3	5028308	5028804	+	0	NA	Intergenic	Intergenic	-6910	BHLHE40-AS1	BHLHE40-AS1	NR_037903			BHLHE40-AS1			NA
Interval_5812	chr14	104181290	104182316	+	0	NA	promoter-TSS (XRCC3)	-promoter-TSS (XRCC3)	20	XRCC3	XRCC3	NM_005432			XRCC3			NA
Interval_5065	chr13	37633599	37634205	+	0	NA	promoter-TSS (SUPT20H)	-promoter-TSS (SUPT20H)	-52	SUPT20H	SUPT20H	NM_001278481			SUPT20H			NA
Interval_7219	chr16	69419693	69420035	+	0	NA	promoter-TSS (TERF2)	-promoter-TSS (TERF2)	27	TERF2	TERF2	NM_005652			TERF2			NA
Interval_11310	chr2	127431643	127431981	+	0	NA	intron (GYPC, intron 1 of 2)	-intron (GYPC, intron 1 of 4)	18301	GYPC	GYPC	NM_001256584			GYPC			NA
Interval_14479	chr4	39046796	39047242	+	0	NA	intron (KLHL5, intron 1 of 10)	-intron (KLHL5, intron 1 of 11)	-12978	TMEM156	TMEM156	NM_001303228			TMEM156			NA
Interval_13943	chr3	138066980	138067783	+	0	NA	promoter-TSS (MRAS)	-promoter-TSS (MRAS)	891	MRAS	MRAS	NM_001085049			MRAS			NA
Interval_3465	chr11	64577747	64578457	+	0	NA	promoter-TSS (MEN1)	-promoter-TSS (MEN1)	664	MEN1	MEN1	NM_130804			MEN1			NA
Interval_7776	chr17	18056911	18057452	+	0	NA	exon (MYO15A, exon 42 of 65)	-exon (MYO15A, exon 42 of 65)	-29686	ALKBH5	ALKBH5	NM_017758			ALKBH5			NA
Interval_18110	chr8	27219429	27219855	+	0	NA	intron (PTK2B, intron 1 of 30)	-intron (PTK2B, intron 2 of 31)	36646	PTK2B	PTK2B	NM_173175			PTK2B			NA
Interval_792	chr1	45265422	45266378	+	0	NA	promoter-TSS (PLK3)	-promoter-TSS (PLK3)	-136	PLK3	PLK3	NM_004073			PLK3			NA
Interval_18166	chr8	37949091	37949695	+	0	NA	Intergenic	Intergenic	-13618	ASH2L	ASH2L	NM_001261832			ASH2L			NA
Interval_9888	chr19	36426875	36427315	+	0	NA	promoter-TSS (LRFN3)	-promoter-TSS (LRFN3)	-927	LRFN3	LRFN3	NM_024509			LRFN3			NA
Interval_17237	chr7	55433073	55434484	+	0	NA	exon (LANCL2, exon 1 of 9)	-exon (LANCL2, exon 1 of 9)	637	LANCL2	LANCL2	NM_018697			LANCL2			NA
Interval_10504	chr19	55987549	55988174	+	0	NA	exon (ZNF628, exon 1 of 3)	-exon (ZNF628, exon 1 of 3)	162	ZNF628	ZNF628	NM_033113			ZNF628			NA
Interval_14215	chr3	195603424	195603976	+	0	NA	intron (TNK2, intron 9 of 14)	-intron (TNK2, intron 9 of 14)	5566	MIR6829	MIR6829	NR_106887			MIR6829			NA
Interval_1952	chr1	229477056	229477473	+	0	NA	intron (CCSAP, intron 2 of 3)	-intron (CCSAP, intron 2 of 3)	1424	CCSAP	CCSAP	NM_145257			CCSAP			NA
Interval_5166	chr13	76056471	76056829	+	0	NA	promoter-TSS (TBC1D4)	-promoter-TSS (TBC1D4)	-400	TBC1D4	TBC1D4	NM_014832			TBC1D4			NA
Interval_10880	chr2	47922302	47922943	+	0	NA	Intergenic	Intergenic	-88472	MSH6	MSH6	NM_001281493			MSH6			NA
Interval_2532	chr10	75725763	75726218	+	0	NA	Intergenic	Intergenic	-31882	VCL	VCL	NM_003373			VCL			NA
Interval_480	chr1	26396783	26397188	+	0	NA	Intergenic	Intergenic	-2860	TRIM63	TRIM63	NM_032588			TRIM63			NA
Interval_916	chr1	59761907	59763018	+	0	NA	promoter-TSS (FGGY)	-promoter-TSS (FGGY)	-222	FGGY	FGGY	NM_018291			FGGY			NA
Interval_10432	chr19	53237944	53238685	+	0	NA	promoter-TSS (ZNF611)	-promoter-TSS (ZNF611)	-5179	ZNF611	ZNF611	NM_001161500			ZNF611			NA
Interval_12858	chr22	24199510	24200800	+	0	NA	exon (SLC2A11, exon 1 of 12)	-exon (SLC2A11, exon 1 of 12)	1265	SLC2A11	SLC2A11	NM_001282864			SLC2A11			NA
Interval_18117	chr8	27697147	27697661	+	0	NA	Intergenic	Intergenic	-1792	PBK	PBK	NM_001278945			PBK			NA
Interval_13205	chr22	50338776	50339461	+	0	NA	Intergenic	Intergenic	-15025	PIM3	PIM3	NM_001001852			PIM3			NA
Interval_11598	chr2	198364346	198365704	+	0	NA	promoter-TSS (HSPD1)	-promoter-TSS (HSPD1)	-27	HSPD1	HSPD1	NM_199440			HSPD1			NA
Interval_15941	chr6	15662276	15663709	+	0	NA	intron (DTNBP1, intron 1 of 9)	-intron (DTNBP1, intron 1 of 9)	297	DTNBP1	DTNBP1	NM_183040			DTNBP1			NA
Interval_5394	chr14	32545285	32546367	+	0	NA	promoter-TSS (ARHGAP5)	-promoter-TSS (ARHGAP5)	79	ARHGAP5-AS1	ARHGAP5-AS1	NR_027263			ARHGAP5-AS1			NA
Interval_12229	chr20	45317803	45318543	+	0	NA	exon (TP53RK, exon 1 of 2)	-exon (TP53RK, exon 1 of 2)	103	TP53RK	TP53RK	NM_033550			TP53RK			NA
Interval_12020	chr20	25838638	25839415	+	0	NA	Intergenic	Intergenic	-4369	LOC101926935	LOC101926935	NR_110001			LOC101926935			NA
Interval_3149	chr11	17760453	17760835	+	0	NA	intron (KCNC1, intron 1 of 1)	-intron (KCNC1, intron 1 of 3)	3149	KCNC1	KCNC1	NM_001112741			KCNC1			NA
Interval_16838	chr6	160720435	160721152	+	0	NA	Intergenic	Intergenic	-40830	SLC22A2	SLC22A2	NM_003058			SLC22A2			NA
Interval_9758	chr19	20011559	20012382	+	0	NA	intron (ZNF93, intron 1 of 3)	-intron (ZNF93, intron 1 of 3)	248	ZNF93	ZNF93	NM_031218			ZNF93			NA
Interval_13380	chr3	25824574	25825046	+	0	NA	exon (NGLY1, exon 1 of 12)	-exon (NGLY1, exon 1 of 12)	179	NGLY1	NGLY1	NM_001145294			NGLY1			NA
Interval_12206	chr20	43991315	43992208	+	0	NA	promoter-TSS (SYS1)	-promoter-TSS (SYS1)	21	SYS1	SYS1	NM_001099791			SYS1			NA
Interval_724	chr1	40505266	40506574	+	0	NA	promoter-TSS (CAP1)	-promoter-TSS (CAP1)	-335	CAP1	CAP1	NM_001105530			CAP1			NA
Interval_2166	chr10	11653503	11653926	+	0	NA	promoter-TSS (USP6NL)	-promoter-TSS (USP6NL)	74	USP6NL	USP6NL	NR_125732			USP6NL			NA
Interval_8882	chr18	43753589	43754272	+	0	NA	promoter-TSS (C18orf25)	-promoter-TSS (C18orf25)	-58	C18orf25	C18orf25	NM_001008239			C18orf25			NA
Interval_13851	chr3	126107955	126108341	+	0	NA	Intergenic	Intergenic	5493	CCDC37-AS1	CCDC37-AS1	NR_103788			CCDC37-AS1			NA
Interval_12515	chr21	36398760	36399530	+	0	NA	intron (RUNX1, intron 2 of 8)	-intron (RUNX1, intron 2 of 8)	12578	RUNX1-IT1	RUNX1-IT1	NR_026812			RUNX1-IT1			NA
Interval_3865	chr11	114103663	114104068	+	0	NA	intron (ZBTB16, intron 4 of 6)	-intron (ZBTB16, intron 4 of 6)	-62670	NNMT	NNMT	NM_006169			NNMT			NA
Interval_19051	chr9	108410250	108410647	+	0	NA	Intergenic	Intergenic	-14290	TAL2	TAL2	NM_005421			TAL2			NA
Interval_3762	chr11	85779979	85780535	+	0	NA	promoter-TSS (PICALM)	-promoter-TSS (PICALM)	-118	PICALM	PICALM	NM_001206947			PICALM			NA
Interval_7504	chr16	89752748	89753803	+	0	NA	intron (CDK10, intron 1 of 11)	-intron (CDK10, intron 1 of 12)	199	CDK10	CDK10	NM_052987			CDK10			NA
Interval_9296	chr19	6516000	6516498	+	0	NA	Intergenic	Intergenic	-13654	TUBB4A	TUBB4A	NM_001289123			TUBB4A			NA
Interval_8447	chr17	72426847	72427306	+	0	NA	promoter-TSS (GPRC5C)	-promoter-TSS (GPRC5C)	-591	GPRC5C	GPRC5C	NM_022036			GPRC5C			NA
Interval_17095	chr7	27400941	27401528	+	0	NA	Intergenic	Intergenic	-114386	EVX1-AS	EVX1-AS	NR_120507			EVX1-AS			NA
Interval_272	chr1	14942347	14942684	+	0	NA	intron (KAZN, intron 1 of 14)	-intron (KAZN, intron 1 of 7)	17302	KAZN	KAZN	NM_201628			KAZN			NA
Interval_13931	chr3	133969097	133970037	+	0	NA	promoter-TSS (RYK)	-promoter-TSS (RYK)	19	RYK	RYK	NM_001005861			RYK			NA
Interval_13748	chr3	93781363	93782103	+	0	NA	promoter-TSS (NSUN3)	-promoter-TSS (NSUN3)	98	DHFRL1	DHFRL1	NM_001195643			DHFRL1			NA
Interval_9304	chr19	6711593	6711942	+	0	NA	intron (C3, intron 11 of 40)	-intron (C3, intron 11 of 40)	8926	C3	C3	NM_000064			C3			NA
Interval_6847	chr16	21547852	21548369	+	0	NA	Intergenic	Intergenic	-16345	SLC7A5P2	SLC7A5P2	NR_002594			SLC7A5P2			NA
Interval_10662	chr2	12214328	12214898	+	0	NA	intron (LOC100506457, intron 2 of 5)	-intron (LOC100506457, intron 2 of 5)	67371	LOC100506457	LOC100506457	NR_110196			LOC100506457			NA
Interval_6042	chr15	44718971	44720218	+	0	NA	promoter-TSS (CTDSPL2)	-promoter-TSS (CTDSPL2)	15	CTDSPL2	CTDSPL2	NM_016396			CTDSPL2			NA
Interval_1261	chr1	149683181	149683536	+	0	NA	Intergenic	Intergenic	-70892	FCGR1A	FCGR1A	NM_000566			FCGR1A			NA
Interval_19424	chr9	139694165	139694647	+	0	NA	intron (CCDC183, intron 3 of 13)	-intron (CCDC183, intron 3 of 13)	3616	CCDC183	CCDC183	NM_001039374			CCDC183			NA
Interval_17950	chr8	1764888	1765226	+	0	NA	promoter-TSS (MIR596)	-promoter-TSS (MIR596)	-340	MIR596	MIR596	NR_030326			MIR596			NA
Interval_13030	chr22	38452987	38453387	+	0	NA	promoter-TSS (PICK1)	-promoter-TSS (PICK1)	-75	PICK1	PICK1	NM_001039583			PICK1			NA
Interval_10350	chr19	50598947	50599283	+	0	NA	Intergenic	Intergenic	2088	SNAR-A5	SNAR-A5	NR_024223_2			SNAR-A5			NA
Interval_5916	chr15	31442811	31443291	+	0	NA	intron (TRPM1, intron 1 of 26)	-intron (TRPM1, intron 1 of 26)	-49122	TRPM1	TRPM1	NM_001252020			TRPM1			NA
Interval_5160	chr13	73632604	73633901	+	0	NA	exon (KLF5, exon 1 of 4)	-exon (KLF5, exon 1 of 4)	322	KLF5	KLF5	NM_001286818			KLF5			NA
Interval_7132	chr16	58283598	58284023	+	0	NA	promoter-TSS (CCDC113)	-promoter-TSS (CCDC113)	-30	CCDC113	CCDC113	NM_014157			CCDC113			NA
Interval_2469	chr10	72575341	72576683	+	0	NA	intron (SGPL1, intron 1 of 14)	-intron (SGPL1, intron 1 of 14)	308	SGPL1	SGPL1	NM_003901			SGPL1			NA
Interval_16042	chr6	27499891	27500207	+	0	NA	Intergenic	Intergenic	-59152	ZNF184	ZNF184	NM_007149			ZNF184			NA
Interval_8468	chr17	73087430	73088521	+	0	NA	intron (SLC16A5, intron 2 of 6)	-intron (SLC16A5, intron 2 of 6)	3939	SLC16A5	SLC16A5	NM_004695			SLC16A5			NA
Interval_5740	chr14	100070679	100071149	+	0	NA	promoter-TSS (CCDC85C)	-promoter-TSS (CCDC85C)	-187	CCDC85C	CCDC85C	NM_001144995			CCDC85C			NA
Interval_4824	chr12	121734206	121735289	+	0	NA	promoter-TSS (CAMKK2)	-promoter-TSS (CAMKK2)	-191	CAMKK2	CAMKK2	NM_153500			CAMKK2			NA
Interval_13778	chr3	107148610	107149103	+	0	NA	promoter-TSS (LOC101929607)	-promoter-TSS (LOC101929607)	-921	LOC101929607	LOC101929607	NR_110039			LOC101929607			NA
Interval_17238	chr7	55639132	55640521	+	0	NA	intron (VOPP1, intron 1 of 4)	-intron (VOPP1, intron 1 of 4)	374	VOPP1	VOPP1	NM_030796			VOPP1			NA
Interval_3919	chr11	118927573	118928999	+	0	NA	promoter-TSS (HYOU1)	-promoter-TSS (HYOU1)	-329	HYOU1	HYOU1	NM_001130991			HYOU1			NA
Interval_18836	chr9	67793525	67794402	+	0	NA	exon (FAM27B, exon 1 of 2)	-exon (FAM27B, exon 1 of 2)	226	FAM27B	FAM27B	NR_027422			FAM27B			NA
Interval_11229	chr2	110969672	110970178	+	0	NA	exon (LINC00116, exon 7 of 8)	-exon (LINC00116, exon 7 of 8)	-7286	NPHP1	NPHP1	NM_000272			NPHP1			NA
Interval_18642	chr8	145597118	145598126	+	0	NA	promoter-TSS (ADCK5)	-promoter-TSS (ADCK5)	-82	ADCK5	ADCK5	NM_174922			ADCK5			NA
Interval_4604	chr12	95466535	95467739	+	0	NA	intron (NR2C1, intron 1 of 13)	-intron (NR2C1, intron 1 of 11)	267	NR2C1	NR2C1	NM_001127362			NR2C1			NA
Interval_1095	chr1	109583786	109584833	+	0	NA	intron (WDR47, intron 1 of 14)	-intron (WDR47, intron 1 of 14)	541	WDR47	WDR47	NM_014969			WDR47			NA
Interval_16092	chr6	28900780	28901284	+	0	NA	Intergenic	Intergenic	-9264	TRIM27	TRIM27	NM_006510_6			TRIM27			NA
Interval_19551	chrX	19486444	19486939	+	0	NA	intron (MAP3K15, intron 3 of 28)	-intron (MAP3K15, intron 3 of 28)	46688	MAP3K15	MAP3K15	NM_001001671			MAP3K15			NA
Interval_12877	chr22	25801134	25801491	+	0	NA	Intergenic	Intergenic	-42742	CRYBB2P1	CRYBB2P1	NR_033734			CRYBB2P1			NA
Interval_18702	chr9	6182757	6183250	+	0	NA	Intergenic	Intergenic	-32783	IL33	IL33	NM_001199640			IL33			NA
Interval_4885	chr12	125051750	125052636	+	0	NA	promoter-TSS (NCOR2)	-promoter-TSS (NCOR2)	-183	NCOR2	NCOR2	NM_001077261			NCOR2			NA
Interval_3646	chr11	71823161	71824152	+	0	NA	promoter-TSS (ANAPC15)	-promoter-TSS (ANAPC15)	166	ANAPC15	ANAPC15	NM_001278488			ANAPC15			NA
Interval_9518	chr19	13067578	13068677	+	0	NA	promoter-TSS (GADD45GIP1)	-promoter-TSS (GADD45GIP1)	-59	GADD45GIP1	GADD45GIP1	NM_052850			GADD45GIP1			NA
Interval_8445	chr17	72291902	72292392	+	0	NA	intron (DNAI2, intron 6 of 13)	-intron (DNAI2, intron 6 of 13)	21761	DNAI2	DNAI2	NM_023036			DNAI2			NA
Interval_8616	chr17	78417827	78418137	+	0	NA	Intergenic	Intergenic	24764	MIR4730	MIR4730	NR_039883			MIR4730			NA
Interval_16970	chr7	5111366	5111962	+	0	NA	promoter-TSS (RBAKDN)	-promoter-TSS (RBAKDN)	-27	RBAKDN	RBAKDN	NR_015343			RBAKDN			NA
Interval_333	chr1	17763753	17764235	+	0	NA	intron (RCC2, intron 2 of 12)	-intron (RCC2, intron 1 of 11)	2256	RCC2	RCC2	NM_018715			RCC2			NA
Interval_5527	chr14	61447677	61448144	+	0	NA	promoter-TSS (SLC38A6)	-promoter-TSS (SLC38A6)	-55	SLC38A6	SLC38A6	NM_001172702			SLC38A6			NA
Interval_1884	chr1	224544975	224545289	+	0	NA	intron (CNIH4, intron 1 of 3)	-intron (CNIH4, intron 1 of 3)	619	CNIH4	CNIH4	NM_001277200			CNIH4			NA
Interval_14696	chr4	109094068	109094906	+	0	NA	intron (LEF1-AS1, intron 1 of 2)	-intron (LEF1-AS1, intron 1 of 2)	-4375	LEF1	LEF1	NM_016269			LEF1			NA
Interval_2230	chr10	22802696	22803222	+	0	NA	Intergenic	Intergenic	-76101	LOC100499489	LOC100499489	NR_036533			LOC100499489			NA
Interval_18846	chr9	70645677	70646923	+	0	NA	Intergenic	Intergenic	-156089	CBWD5	CBWD5	NM_001286836_2			CBWD5			NA
Interval_7038	chr16	47176850	47178374	+	0	NA	promoter-TSS (ITFG1-AS1)	-promoter-TSS (ITFG1-AS1)	324	NETO2	NETO2	NM_018092			NETO2			NA
Interval_4777	chr12	117318618	117319193	+	0	NA	exon (HRK, exon 1 of 2)	-exon (HRK, exon 1 of 2)	327	HRK	HRK	NM_003806			HRK			NA
Interval_645	chr1	35450619	35450973	+	0	NA	TTS (ZMYM6)	-TTS (ZMYM6)	152	ZMYM6NB	ZMYM6NB	NM_001195156			ZMYM6NB			NA
Interval_12406	chr20	62573109	62573967	+	0	NA	promoter-TSS (MIR1914)	-promoter-TSS (MIR1914)	541	MIR647	MIR647	NR_030377			MIR647			NA
Interval_10012	chr19	40939831	40940225	+	0	NA	Intergenic	Intergenic	-8096	SERTAD1	SERTAD1	NM_013376			SERTAD1			NA
Interval_16496	chr6	84743165	84743796	+	0	NA	promoter-TSS (MRAP2)	-promoter-TSS (MRAP2)	60	MRAP2	MRAP2	NM_138409			MRAP2			NA
Interval_18739	chr9	32550437	32551479	+	0	NA	promoter-TSS (TOPORS-AS1)	-promoter-TSS (TOPORS-AS1)	-1274	TOPORS-AS1	TOPORS-AS1	NR_102376			TOPORS-AS1			NA
Interval_9893	chr19	36605415	36606551	+	0	NA	promoter-TSS (TBCB)	-promoter-TSS (TBCB)	223	POLR2I	POLR2I	NM_006233			POLR2I			NA
Interval_15029	chr5	27471969	27472619	+	0	NA	promoter-TSS (LINC01021)	-promoter-TSS (LINC01021)	-105	LINC01021	LINC01021	NR_038848			LINC01021			NA
Interval_1994	chr1	234663810	234664186	+	0	NA	exon (LINC01354, exon 3 of 3)	-exon (LINC01354, exon 3 of 3)	3527	LINC01354	LINC01354	NR_038426			LINC01354			NA
Interval_13183	chr22	46852005	46852342	+	0	NA	intron (CELSR1, intron 2 of 34)	-intron (CELSR1, intron 2 of 34)	80894	CELSR1	CELSR1	NM_014246			CELSR1			NA
Interval_4909	chr12	131153509	131154098	+	0	NA	Intergenic	Intergenic	-151393	RIMBP2	RIMBP2	NM_015347			RIMBP2			NA
Interval_1963	chr1	230312889	230313264	+	0	NA	intron (GALNT2, intron 1 of 15)	-intron (GALNT2, intron 1 of 15)	110134	GALNT2	GALNT2	NM_004481			GALNT2			NA
Interval_19583	chrX	38660367	38660756	+	0	NA	promoter-TSS (MID1IP1)	-promoter-TSS (MID1IP1)	-124	MID1IP1	MID1IP1	NM_001098791			MID1IP1			NA
Interval_15383	chr5	131628911	131631250	+	0	NA	promoter-TSS (SLC22A4)	-promoter-TSS (SLC22A4)	-65	SLC22A4	SLC22A4	NM_003059			SLC22A4			NA
Interval_12734	chr22	19131421	19132601	+	0	NA	intron (DGCR14, intron 1 of 9)	-intron (DGCR14, intron 1 of 9)	179	DGCR14	DGCR14	NM_022719			DGCR14			NA
Interval_16616	chr6	116937249	116937670	+	0	NA	promoter-TSS (RSPH4A)	-promoter-TSS (RSPH4A)	-183	RSPH4A	RSPH4A	NM_001010892			RSPH4A			NA
Interval_2701	chr10	102756753	102757079	+	0	NA	promoter-TSS (LZTS2)	-promoter-TSS (LZTS2)	52	LZTS2	LZTS2	NM_032429			LZTS2			NA
Interval_14067	chr3	169898890	169899929	+	0	NA	intron (PHC3, intron 1 of 14)	-intron (PHC3, intron 1 of 14)	128	PHC3	PHC3	NM_024947			PHC3			NA
Interval_17642	chr7	116590031	116590417	+	0	NA	Intergenic	Intergenic	-3157	ST7	ST7	NM_018412			ST7			NA
