PeakID (cmd=annotatePeaks.pl ENCAB506UYG.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_2551	chr1	204430809	204431603	+	0	NA	intron (PIK3C2B, intron 6 of 33)	-intron (PIK3C2B, intron 6 of 33)	28268	PIK3C2B	PIK3C2B	NM_002646			PIK3C2B			NA
Interval_7877	chr14	28229573	28230010	+	0	NA	Intergenic	Intergenic	-127307	MIR3171	MIR3171	NR_130461			MIR3171			NA
Interval_7158	chr12	122096835	122097352	+	0	NA	intron (MORN3, intron 2 of 5)	-intron (MORN3, intron 2 of 5)	10467	MORN3	MORN3	NM_173855			MORN3			NA
Interval_5836	chr11	129815294	129815650	+	0	NA	intron (PRDM10, intron 1 of 15)	-intron (PRDM10, intron 5 of 21)	2045	PRDM10	PRDM10	NM_199437			PRDM10			NA
Interval_7640	chr13	87531129	87531350	+	0	NA	Intergenic	Intergenic	739756	MIR4500	MIR4500	NR_039722			MIR4500			NA
Interval_23398	chr7	8096105	8096374	+	0	NA	intron (GLCCI1, intron 4 of 7)	-intron (GLCCI1, intron 4 of 7)	-87856	LOC100505921	LOC100505921	NR_110018			LOC100505921			NA
Interval_5000	chr11	59840085	59840377	+	0	NA	Intergenic	Intergenic	-15906	MS4A2	MS4A2	NM_000139			MS4A2			NA
Interval_23549	chr7	24936565	24937039	+	0	NA	intron (OSBPL3, intron 1 of 22)	-intron (OSBPL3, intron 1 of 22)	-4562	OSBPL3	OSBPL3	NM_015550			OSBPL3			NA
Interval_18607	chr3	193463076	193463332	+	0	NA	Intergenic	Intergenic	-118083	OPA1-AS1	OPA1-AS1	NR_046634			OPA1-AS1			NA
Interval_11946	chr18	55250388	55250982	+	0	NA	intron (FECH, intron 1 of 10)	-intron (FECH, intron 1 of 10)	3284	FECH	FECH	NM_000140			FECH			NA
Interval_11193	chr17	60770214	60771246	+	0	NA	exon (MRC2, exon 30 of 30)	-exon (MRC2, exon 30 of 30)	-28128	MIR548W	MIR548W	NR_036146			MIR548W			NA
Interval_11183	chr17	60247764	60248473	+	0	NA	Intergenic	Intergenic	104898	TBC1D3P2	TBC1D3P2	NR_027486			TBC1D3P2			NA
Interval_18481	chr3	181438044	181438295	+	0	NA	intron (SOX2-OT, intron 7 of 7)	-intron (SOX2-OT, intron 4 of 4)	8457	SOX2	SOX2	NM_003106			SOX2			NA
Interval_9305	chr15	96189078	96189302	+	0	NA	Intergenic	Intergenic	212868	LINC00924	LINC00924	NR_027132			LINC00924			NA
Interval_26905	chr9	132672749	132673528	+	0	NA	intron (FNBP1, intron 11 of 16)	-intron (FNBP1, intron 11 of 16)	41254	MIR6855	MIR6855	NR_106914			MIR6855			NA
Interval_22427	chr6	84762001	84762293	+	0	NA	intron (MRAP2, intron 1 of 3)	-intron (MRAP2, intron 1 of 3)	18727	MRAP2	MRAP2	NM_138409			MRAP2			NA
Interval_5605	chr11	100841494	100841855	+	0	NA	intron (ARHGAP42, intron 17 of 23)	-intron (ARHGAP42, intron 17 of 23)	-21137	TMEM133	TMEM133	NM_032021			TMEM133			NA
Interval_22744	chr6	129981263	129981505	+	0	NA	intron (ARHGAP18, intron 1 of 14)	-intron (ARHGAP18, intron 1 of 14)	49986	ARHGAP18	ARHGAP18	NM_033515			ARHGAP18			NA
Interval_27809	chrX	148623177	148623655	+	0	NA	intron (CXorf40A, intron 1 of 4)	-intron (CXorf40A, intron 1 of 4)	897	CXorf40A	CXorf40A	NM_001171909			CXorf40A			NA
Interval_5235	chr11	68012352	68012668	+	0	NA	Intergenic	Intergenic	26959	C11orf24	C11orf24	NM_001300913			C11orf24			NA
Interval_21986	chr6	34512584	34512938	+	0	NA	intron (SPDEF, intron 1 of 5)	-intron (SPDEF, intron 1 of 4)	11349	SPDEF	SPDEF	NM_001252294			SPDEF			NA
Interval_22224	chr6	47074930	47075306	+	0	NA	Intergenic	Intergenic	-65019	ADGRF1	ADGRF1	NM_153840			ADGRF1			NA
Interval_12299	chr19	8087217	8087589	+	0	NA	Intergenic	Intergenic	-16874	ELAVL1	ELAVL1	NM_001419			ELAVL1			NA
Interval_5667	chr11	111997833	111998069	+	0	NA	Intergenic	Intergenic	36889	IL18	IL18	NM_001243211			IL18			NA
Interval_4109	chr10	99991264	99991494	+	0	NA	exon (R3HCC1L, exon 7 of 11)	-exon (R3HCC1L, exon 7 of 11)	36628	LOXL4	LOXL4	NM_032211			LOXL4			NA
Interval_23726	chr7	45027515	45028071	+	0	NA	Intergenic	Intergenic	-1534	SNHG15	SNHG15	NR_003697			SNHG15			NA
Interval_16143	chr21	30446193	30446431	+	0	NA	promoter-TSS (CCT8)	-promoter-TSS (CCT8)	-194	CCT8	CCT8	NM_006585			CCT8			NA
Interval_5889	chr12	1609354	1609687	+	0	NA	promoter-TSS (LINC00942)	-promoter-TSS (LINC00942)	-137	LINC00942	LINC00942	NR_028415			LINC00942			NA
Interval_19491	chr4	123686907	123687269	+	0	NA	Intergenic	Intergenic	33231	BBS12	BBS12	NM_001178007			BBS12			NA
Interval_17821	chr3	112140888	112141172	+	0	NA	Intergenic	Intergenic	77378	BTLA	BTLA	NM_181780			BTLA			NA
Interval_768	chr1	39612889	39613147	+	0	NA	intron (MACF1, intron 1 of 92)	-intron (MACF1, intron 1 of 92)	63179	MACF1	MACF1	NM_012090			MACF1			NA
Interval_16441	chr22	19635943	19636204	+	0	NA	Intergenic	Intergenic	-65914	SEPT5	SEPT5	NM_002688			SEPT5			NA
Interval_26195	chr9	37936988	37937277	+	0	NA	intron (SHB, intron 5 of 5)	-intron (SHB, intron 5 of 5)	-32782	SLC25A51	SLC25A51	NM_033412			SLC25A51			NA
Interval_4186	chr10	104748619	104749441	+	0	NA	intron (CNNM2, intron 1 of 6)	-intron (CNNM2, intron 1 of 7)	70955	CNNM2	CNNM2	NM_017649			CNNM2			NA
Interval_14066	chr2	76398166	76398391	+	0	NA	Intergenic	Intergenic	-460167	GCFC2	GCFC2	NM_001201335			GCFC2			NA
Interval_1183	chr1	65783444	65784578	+	0	NA	intron (DNAJC6, intron 1 of 18)	-intron (DNAJC6, intron 1 of 18)	53634	DNAJC6	DNAJC6	NM_014787			DNAJC6			NA
Interval_23523	chr7	22746999	22747278	+	0	NA	Intergenic	Intergenic	-19628	IL6	IL6	NM_000600			IL6			NA
Interval_13525	chr2	27233370	27233960	+	0	NA	intron (MAPRE3, intron 1 of 6)	-intron (MAPRE3, intron 1 of 6)	-22109	TMEM214	TMEM214	NM_017727			TMEM214			NA
Interval_17543	chr3	57050516	57051232	+	0	NA	intron (ARHGEF3, intron 2 of 12)	-intron (ARHGEF3, intron 2 of 12)	-43595	SPATA12	SPATA12	NM_181727			SPATA12			NA
Interval_17007	chr3	5815903	5816609	+	0	NA	Intergenic	Intergenic	-524316	MIR4790	MIR4790	NR_039953			MIR4790			NA
Interval_7565	chr13	52570821	52571293	+	0	NA	intron (ATP7B, intron 1 of 21)	-intron (ATP7B, intron 1 of 20)	14573	ATP7B	ATP7B	NM_001005918			ATP7B			NA
Interval_5376	chr11	74919503	74919980	+	0	NA	Intergenic	Intergenic	-32209	TPBGL	TPBGL	NM_001195528			TPBGL			NA
Interval_17644	chr3	71590515	71590792	+	0	NA	TTS (MIR1284)	-TTS (MIR1284)	587	MIR1284	MIR1284	NR_031697			MIR1284			NA
Interval_10925	chr17	43678432	43678701	+	0	NA	exon (LOC644172, exon 1 of 1)	-exon (LOC644172, exon 1 of 1)	662	LOC644172	LOC644172	NR_026901			LOC644172			NA
Interval_11466	chr17	76850186	76850605	+	0	NA	exon (TIMP2, exon 5 of 5)	-exon (TIMP2, exon 5 of 5)	-13426	USP36	USP36	NM_025090			USP36			NA
Interval_24336	chr7	120380400	120380636	+	0	NA	intron (KCND2, intron 2 of 5)	-intron (KCND2, intron 2 of 5)	117659	TSPAN12	TSPAN12	NM_012338			TSPAN12			NA
Interval_19585	chr4	139831853	139832472	+	0	NA	Intergenic	Intergenic	-104751	NOCT	NOCT	NM_012118			NOCT			NA
Interval_18302	chr3	157072070	157072375	+	0	NA	intron (VEPH1, intron 9 of 13)	-intron (VEPH1, intron 9 of 12)	-82358	PTX3	PTX3	NM_002852			PTX3			NA
Interval_1836	chr1	151357126	151357383	+	0	NA	Intergenic	Intergenic	-12044	SELENBP1	SELENBP1	NM_003944			SELENBP1			NA
Interval_16851	chr22	41139912	41140179	+	0	NA	Intergenic	Intergenic	64863	MCHR1	MCHR1	NM_005297			MCHR1			NA
Interval_4039	chr10	95999489	95999834	+	0	NA	intron (PLCE1, intron 7 of 32)	-intron (PLCE1, intron 6 of 31)	47166	PLCE1-AS1	PLCE1-AS1	NR_033969			PLCE1-AS1			NA
Interval_12543	chr19	17861737	17862534	+	0	NA	promoter-TSS (FCHO1)	-promoter-TSS (FCHO1)	-151	FCHO1	FCHO1	NM_001161359			FCHO1			NA
Interval_24291	chr7	112143456	112143780	+	0	NA	Intergenic	Intergenic	22552	LSMEM1	LSMEM1	NM_182597			LSMEM1			NA
Interval_3677	chr10	62587574	62588371	+	0	NA	Intergenic	Intergenic	49760	CDK1	CDK1	NM_033379			CDK1			NA
Interval_4771	chr11	34229856	34230371	+	0	NA	intron (ABTB2, intron 1 of 16)	-intron (ABTB2, intron 1 of 16)	103002	NAT10	NAT10	NM_024662			NAT10			NA
Interval_18505	chr3	182973070	182973483	+	0	NA	intron (B3GNT5, intron 1 of 1)	-intron (MCF2L2, intron 15 of 29)	2244	B3GNT5	B3GNT5	NM_032047			B3GNT5			NA
Interval_23902	chr7	75261040	75261474	+	0	NA	intron (HIP1, intron 1 of 30)	-intron (HIP1, intron 1 of 28)	-103804	PMS2P3	PMS2P3	NR_028059			PMS2P3			NA
Interval_15110	chr2	216153046	216153978	+	0	NA	Intergenic	Intergenic	-23167	ATIC	ATIC	NM_004044			ATIC			NA
Interval_22940	chr6	143970988	143971480	+	0	NA	intron (PHACTR2, intron 1 of 12)	-intron (PHACTR2, intron 1 of 11)	41917	PHACTR2	PHACTR2	NM_014721			PHACTR2			NA
Interval_14206	chr2	98746723	98747211	+	0	NA	intron (VWA3B, intron 6 of 27)	-intron (VWA3B, intron 6 of 27)	43372	VWA3B	VWA3B	NM_144992			VWA3B			NA
Interval_6635	chr12	74629124	74629469	+	0	NA	intron (LOC100507377, intron 3 of 6)	-intron (LOC100507377, intron 3 of 6)	57115	LOC100507377	LOC100507377	NR_038300			LOC100507377			NA
Interval_20080	chr5	36237772	36238297	+	0	NA	intron (NADK2, intron 1 of 11)	-intron (NADK2, intron 1 of 11)	4347	NADK2	NADK2	NM_001287341			NADK2			NA
Interval_20429	chr5	77779551	77780161	+	0	NA	Intergenic	Intergenic	-123491	SCAMP1-AS1	SCAMP1-AS1	NR_105014			SCAMP1-AS1			NA
Interval_215	chr1	15111230	15111676	+	0	NA	intron (KAZN, intron 1 of 14)	-intron (KAZN, intron 1 of 7)	186240	KAZN	KAZN	NM_201628			KAZN			NA
Interval_11531	chr17	80302887	80303600	+	0	NA	Intergenic	Intergenic	-11322	SECTM1	SECTM1	NM_003004			SECTM1			NA
Interval_848	chr1	43418081	43418630	+	0	NA	intron (SLC2A1, intron 1 of 9)	-intron (SLC2A1, intron 1 of 9)	-6365	SLC2A1-AS1	SLC2A1-AS1	NR_033967			SLC2A1-AS1			NA
Interval_24218	chr7	106133832	106134144	+	0	NA	Intergenic	Intergenic	167646	CCDC71L	CCDC71L	NM_175884			CCDC71L			NA
Interval_5714	chr11	117299638	117299971	+	0	NA	intron (DSCAML1, intron 32 of 32)	-intron (DSCAML1, intron 32 of 32)	101233	CEP164	CEP164	NM_014956			CEP164			NA
Interval_15078	chr2	208354071	208354395	+	0	NA	Intergenic	Intergenic	-40383	CREB1	CREB1	NM_134442			CREB1			NA
Interval_7466	chr13	42039379	42040259	+	0	NA	intron (RGCC, intron 2 of 4)	-intron (RGCC, intron 2 of 4)	8277	RGCC	RGCC	NM_014059			RGCC			NA
Interval_18224	chr3	152505014	152505445	+	0	NA	Intergenic	Intergenic	-47507	P2RY1	P2RY1	NM_002563			P2RY1			NA
Interval_14929	chr2	193004588	193005093	+	0	NA	intron (TMEFF2, intron 4 of 9)	-intron (TMEFF2, intron 4 of 9)	54819	TMEFF2	TMEFF2	NM_001305134			TMEFF2			NA
Interval_18975	chr4	39350580	39350872	+	0	NA	intron (RFC1, intron 2 of 24)	-intron (RFC1, intron 2 of 24)	17275	RFC1	RFC1	NM_002913			RFC1			NA
Interval_21014	chr5	148831745	148832209	+	0	NA	Intergenic	Intergenic	21768	MIR145	MIR145	NR_029686			MIR145			NA
Interval_7836	chr14	23340104	23340369	+	0	NA	promoter-TSS (LRP10)	-promoter-TSS (LRP10)	-724	LRP10	LRP10	NM_014045			LRP10			NA
Interval_24319	chr7	116617987	116618487	+	0	NA	intron (ST7, intron 1 of 15)	-intron (ST7, intron 1 of 14)	-23849	ST7-AS1	ST7-AS1	NR_002330			ST7-AS1			NA
Interval_22650	chr6	117815508	117815784	+	0	NA	intron (DCBLD1, intron 1 of 14)	-intron (DCBLD1, intron 1 of 14)	11826	DCBLD1	DCBLD1	NM_173674			DCBLD1			NA
Interval_12480	chr19	14894345	14894874	+	0	NA	Intergenic	Intergenic	-5256	ADGRE2	ADGRE2	NM_013447			ADGRE2			NA
Interval_9332	chr15	98536370	98536946	+	0	NA	Intergenic	Intergenic	32725	ARRDC4	ARRDC4	NM_183376			ARRDC4			NA
Interval_11608	chr18	3511887	3512439	+	0	NA	intron (DLGAP1, intron 10 of 12)	-intron (DLGAP1, intron 7 of 9)	45915	GAPLINC	GAPLINC	NR_110429			GAPLINC			NA
Interval_5857	chr12	77304	77565	+	0	NA	intron (LOC100288778, intron 1 of 10)	-intron (LOC100288778, intron 1 of 10)	3709	LOC100288778	LOC100288778	NR_130745			LOC100288778			NA
Interval_24589	chr7	139608530	139609075	+	0	NA	intron (TBXAS1, intron 3 of 12)	-intron (TBXAS1, intron 3 of 12)	79850	TBXAS1	TBXAS1	NM_001166254			TBXAS1			NA
Interval_20587	chr5	98299435	98299883	+	0	NA	Intergenic	Intergenic	34821	LOC100289230	LOC100289230	NR_036530			LOC100289230			NA
Interval_21566	chr6	14950873	14951350	+	0	NA	Intergenic	Intergenic	-295095	JARID2	JARID2	NM_001267040			JARID2			NA
Interval_16965	chr22	50971746	50972302	+	0	NA	Intergenic	Intergenic	-1016	ODF3B	ODF3B	NM_001014440			ODF3B			NA
Interval_6847	chr12	102187225	102187541	+	0	NA	intron (GNPTAB, intron 2 of 20)	-intron (GNPTAB, intron 2 of 20)	37262	GNPTAB	GNPTAB	NM_024312			GNPTAB			NA
Interval_24423	chr7	129199375	129199834	+	0	NA	Intergenic	Intergenic	-51939	NRF1	NRF1	NM_001293164			NRF1			NA
Interval_1592	chr1	113585312	113585582	+	0	NA	intron (LOC100996251, intron 2 of 2)	-intron (LOC100996251, intron 2 of 2)	30277	LOC100996251	LOC100996251	NR_103777			LOC100996251			NA
Interval_21401	chr6	4849570	4849840	+	0	NA	intron (CDYL, intron 1 of 6)	-intron (CDYL, intron 1 of 6)	143312	CDYL	CDYL	NM_001143970			CDYL			NA
Interval_3433	chr10	27792729	27793057	+	0	NA	promoter-TSS (RAB18)	-promoter-TSS (RAB18)	-210	RAB18	RAB18	NM_001256411			RAB18			NA
Interval_7314	chr13	19443553	19443988	+	0	NA	exon (ANKRD20A9P, exon 1 of 1)	-exon (ANKRD20A9P, exon 1 of 1)	2339	ANKRD20A9P	ANKRD20A9P	NR_027995			ANKRD20A9P			NA
Interval_18519	chr3	183271500	183271798	+	0	NA	intron (KLHL6, intron 1 of 6)	-intron (KLHL6, intron 1 of 6)	1850	KLHL6	KLHL6	NM_130446			KLHL6			NA
Interval_19936	chr5	1182890	1183166	+	0	NA	Intergenic	Intergenic	-4308	CTD-3080P12.3	CTD-3080P12	NR_109911			CTD-3080P12.3			NA
Interval_11591	chr18	2854016	2854806	+	0	NA	intron (EMILIN2, intron 2 of 7)	-intron (EMILIN2, intron 2 of 7)	7383	EMILIN2	EMILIN2	NM_032048			EMILIN2			NA
Interval_4789	chr11	34827441	34827818	+	0	NA	Intergenic	Intergenic	-110048	PDHX	PDHX	NM_003477			PDHX			NA
Interval_26830	chr9	130533143	130533405	+	0	NA	intron (SH2D3C, intron 1 of 11)	-intron (SH2D3C, intron 1 of 11)	7774	SH2D3C	SH2D3C	NM_170600			SH2D3C			NA
Interval_11844	chr18	43668656	43668891	+	0	NA	intron (ATP5A1, intron 5 of 11)	-intron (ATP5A1, intron 5 of 11)	9546	ATP5A1	ATP5A1	NM_001001937			ATP5A1			NA
Interval_11186	chr17	60264978	60265606	+	0	NA	Intergenic	Intergenic	87724	TBC1D3P2	TBC1D3P2	NR_027486			TBC1D3P2			NA
Interval_24823	chr8	6432050	6432458	+	0	NA	intron (MCPH1, intron 12 of 13)	-intron (MCPH1, intron 12 of 13)	-11470	ANGPT2	ANGPT2	NM_001118888			ANGPT2			NA
Interval_2074	chr1	161593472	161593886	+	0	NA	exon (FCGR3B, exon 6 of 6)	-exon (FCGR3B, exon 6 of 6)	7158	FCGR3B	FCGR3B	NM_000570			FCGR3B			NA
Interval_18423	chr3	172724862	172725394	+	0	NA	intron (SPATA16, intron 4 of 10)	-intron (SPATA16, intron 4 of 10)	133930	SPATA16	SPATA16	NM_031955			SPATA16			NA
Interval_24830	chr8	6606554	6606794	+	0	NA	intron (AGPAT5, intron 6 of 7)	-intron (AGPAT5, intron 6 of 7)	-3913	MIR4659B	MIR4659B	NR_039807			MIR4659B			NA
Interval_19889	chr4	186037059	186037412	+	0	NA	Intergenic	Intergenic	-27182	SLC25A4	SLC25A4	NM_001151			SLC25A4			NA
Interval_4498	chr11	5296917	5297510	+	0	NA	Intergenic	Intergenic	-5840	HBE1	HBE1	NM_005330			HBE1			NA
Interval_2671	chr1	208525238	208525667	+	0	NA	Intergenic	Intergenic	-107787	PLXNA2	PLXNA2	NM_025179			PLXNA2			NA
Interval_4538	chr11	8223944	8224376	+	0	NA	Intergenic	Intergenic	-33570	RIC3	RIC3	NM_001206672			RIC3			NA
Interval_23509	chr7	22390278	22390958	+	0	NA	intron (RAPGEF5, intron 1 of 25)	-intron (RAPGEF5, intron 1 of 25)	5915	RAPGEF5	RAPGEF5	NM_012294			RAPGEF5			NA
Interval_10446	chr17	16116650	16117049	+	0	NA	intron (NCOR1, intron 1 of 45)	-intron (NCOR1, intron 1 of 45)	2025	NCOR1	NCOR1	NM_006311			NCOR1			NA
Interval_19214	chr4	79642126	79642639	+	0	NA	Intergenic	Intergenic	-55150	BMP2K	BMP2K	NM_198892			BMP2K			NA
Interval_3695	chr10	63563305	63563540	+	0	NA	Intergenic	Intergenic	-97591	ARID5B	ARID5B	NM_001244638			ARID5B			NA
Interval_14123	chr2	86215301	86215543	+	0	NA	Intergenic	Intergenic	35569	LOC90784	LOC90784	NR_026984			LOC90784			NA
Interval_11198	chr17	61072235	61073015	+	0	NA	intron (MIR548W, intron 3 of 3)	-intron (MIR548W, intron 3 of 3)	-14273	TANC2	TANC2	NM_025185			TANC2			NA
Interval_5700	chr11	115802471	115802690	+	0	NA	Intergenic	Intergenic	-171662	LINC00900	LINC00900	NR_034148			LINC00900			NA
Interval_14314	chr2	111920416	111920994	+	0	NA	intron (BCL2L11, intron 4 of 4)	-intron (BCL2L11, intron 3 of 3)	42214	BCL2L11	BCL2L11	NM_001204106			BCL2L11			NA
Interval_16042	chr20	60945104	60945406	+	0	NA	Intergenic	Intergenic	-2887	LAMA5	LAMA5	NM_005560			LAMA5			NA
Interval_11396	chr17	74636607	74637399	+	0	NA	intron (ST6GALNAC1, intron 1 of 9)	-intron (ST6GALNAC1, intron 1 of 9)	2917	ST6GALNAC1	ST6GALNAC1	NM_018414			ST6GALNAC1			NA
Interval_16764	chr22	38173457	38173832	+	0	NA	Intergenic	Intergenic	-27470	H1F0	H1F0	NM_005318			H1F0			NA
Interval_14692	chr2	169890844	169891085	+	0	NA	Intergenic	Intergenic	-3131	ABCB11	ABCB11	NM_003742			ABCB11			NA
Interval_12051	chr18	77279778	77280335	+	0	NA	intron (NFATC1, intron 9 of 9)	-intron (NFATC1, intron 9 of 9)	124284	NFATC1	NFATC1	NM_172387			NFATC1			NA
Interval_16648	chr22	30604790	30605061	+	0	NA	Intergenic	Intergenic	37915	LIF	LIF	NM_002309			LIF			NA
Interval_27367	chrX	48769126	48769574	+	0	NA	promoter-TSS (SLC35A2)	-promoter-TSS (SLC35A2)	-115	SLC35A2	SLC35A2	NM_001282648			SLC35A2			NA
Interval_24042	chr7	97989952	97990613	+	0	NA	intron (BAIAP2L1, intron 2 of 13)	-intron (BAIAP2L1, intron 2 of 13)	40145	BAIAP2L1	BAIAP2L1	NM_018842			BAIAP2L1			NA
Interval_14454	chr2	127496745	127497121	+	0	NA	Intergenic	Intergenic	83422	GYPC	GYPC	NM_001256584			GYPC			NA
Interval_11783	chr18	29079159	29079396	+	0	NA	intron (DSG2, intron 1 of 14)	-intron (DSG2, intron 1 of 14)	1250	DSG2	DSG2	NM_001943			DSG2			NA
Interval_212	chr1	15093724	15094026	+	0	NA	intron (KAZN, intron 1 of 14)	-intron (KAZN, intron 1 of 7)	168662	KAZN	KAZN	NM_201628			KAZN			NA
Interval_7363	chr13	26800363	26800727	+	0	NA	Intergenic	Intergenic	-4651	RNF6	RNF6	NM_005977			RNF6			NA
Interval_13000	chr19	49256809	49257124	+	0	NA	intron (FUT1, intron 1 of 3)	-intron (FUT1, intron 1 of 3)	1681	FUT1	FUT1	NM_000148			FUT1			NA
Interval_8010	chr14	54962504	54962778	+	0	NA	Intergenic	Intergenic	-6897	GMFB	GMFB	NM_004124			GMFB			NA
Interval_1920	chr1	155102992	155103243	+	0	NA	intron (EFNA1, intron 1 of 3)	-intron (EFNA1, intron 1 of 4)	2768	EFNA1	EFNA1	NM_004428			EFNA1			NA
Interval_1324	chr1	89990016	89990321	+	0	NA	promoter-TSS (LRRC8B)	-promoter-TSS (LRRC8B)	-34104	LRRC8B	LRRC8B	NM_015350			LRRC8B			NA
Interval_18451	chr3	177389994	177390683	+	0	NA	intron (LINC00578, intron 3 of 3)	-intron (LINC00578, intron 3 of 3)	-144315	KCCAT211	KCCAT211	NR_110826			KCCAT211			NA
Interval_27283	chrX	40943505	40944082	+	0	NA	Intergenic	Intergenic	-1095	USP9X	USP9X	NM_001039590			USP9X			NA
Interval_3705	chr10	65028762	65029123	+	0	NA	promoter-TSS (JMJD1C)	-promoter-TSS (JMJD1C)	103866	MIR1296	MIR1296	NR_031566			MIR1296			NA
Interval_6308	chr12	48845237	48845546	+	0	NA	Intergenic	Intergenic	-21057	ANP32D	ANP32D	NM_012404			ANP32D			NA
Interval_26035	chr9	5434976	5435223	+	0	NA	intron (PLGRKT, intron 2 of 5)	-intron (PLGRKT, intron 2 of 5)	2838	PLGRKT	PLGRKT	NM_018465			PLGRKT			NA
Interval_1548	chr1	111415637	111415932	+	0	NA	promoter-TSS (CD53)	-promoter-TSS (CD53)	1963	CD53	CD53	NM_000560			CD53			NA
Interval_10673	chr17	31289176	31289710	+	0	NA	Intergenic	Intergenic	-29439	SPACA3	SPACA3	NM_173847			SPACA3			NA
Interval_5426	chr11	77369674	77370032	+	0	NA	Intergenic	Intergenic	-21002	CLNS1A	CLNS1A	NM_001293			CLNS1A			NA
Interval_20494	chr5	85822526	85823173	+	0	NA	Intergenic	Intergenic	-90935	COX7C	COX7C	NM_001867			COX7C			NA
Interval_24151	chr7	102613692	102613984	+	0	NA	intron (FBXL13, intron 7 of 20)	-intron (FBXL13, intron 6 of 18)	60494	LRRC17	LRRC17	NM_001031692			LRRC17			NA
Interval_17017	chr3	8899502	8900084	+	0	NA	Intergenic	Intergenic	-88493	OXTR	OXTR	NM_000916			OXTR			NA
Interval_1464	chr1	101748950	101749746	+	0	NA	Intergenic	Intergenic	-40045	LINC01307	LINC01307	NR_126402			LINC01307			NA
Interval_16212	chr21	36509199	36509536	+	0	NA	Intergenic	Intergenic	-87772	RUNX1	RUNX1	NM_001754			RUNX1			NA
Interval_25974	chr8	145593325	145593629	+	0	NA	Intergenic	Intergenic	-4227	ADCK5	ADCK5	NM_174922			ADCK5			NA
Interval_25874	chr8	131080806	131081104	+	0	NA	intron (ASAP1, intron 27 of 29)	-intron (ASAP1, intron 28 of 30)	16059	ASAP1-IT2	ASAP1-IT2	NR_045385			ASAP1-IT2			NA
Interval_3505	chr10	33355771	33356162	+	0	NA	Intergenic	Intergenic	-109144	ITGB1	ITGB1	NM_002211			ITGB1			NA
Interval_21135	chr5	162730832	162731049	+	0	NA	Intergenic	Intergenic	-133637	CCNG1	CCNG1	NM_199246			CCNG1			NA
Interval_7541	chr13	50819076	50819535	+	0	NA	intron (DLEU1, intron 2 of 6)	-intron (DLEU1, intron 2 of 6)	73151	ST13P4	ST13P4	NR_002183			ST13P4			NA
Interval_16562	chr22	25018617	25018847	+	0	NA	intron (GGT1, intron 9 of 15)	-intron (GGT1, intron 9 of 15)	-10150	BCRP3	BCRP3	NR_024494			BCRP3			NA
Interval_24178	chr7	103634838	103635081	+	0	NA	Intergenic	Intergenic	-4996	RELN	RELN	NM_173054			RELN			NA
Interval_16997	chr3	5231894	5232139	+	0	NA	intron (EDEM1, intron 1 of 11)	-intron (EDEM1, intron 1 of 11)	2657	EDEM1	EDEM1	NM_014674			EDEM1			NA
Interval_18651	chr3	194823437	194823977	+	0	NA	intron (XXYLT1, intron 3 of 3)	-intron (XXYLT1, intron 3 of 3)	8390	XXYLT1-AS1	XXYLT1-AS1	NR_104188			XXYLT1-AS1			NA
Interval_12965	chr19	48050853	48051084	+	0	NA	intron (ZNF541, intron 2 of 14)	-intron (ZNF541, intron 2 of 14)	8145	ZNF541	ZNF541	NM_001277075			ZNF541			NA
Interval_8585	chr15	35838659	35838954	+	0	NA	promoter-TSS (DPH6)	-promoter-TSS (DPH6)	-402	DPH6	DPH6	NM_080650			DPH6			NA
Interval_17922	chr3	126704819	126705264	+	0	NA	Intergenic	Intergenic	-2396	PLXNA1	PLXNA1	NM_032242			PLXNA1			NA
Interval_10202	chr16	87840397	87840727	+	0	NA	Intergenic	Intergenic	27704	MIR6775	MIR6775	NR_106833			MIR6775			NA
Interval_26308	chr9	75972521	75972925	+	0	NA	Intergenic	Intergenic	206076	ANXA1	ANXA1	NM_000700			ANXA1			NA
Interval_10302	chr17	1695882	1696239	+	0	NA	intron (SMYD4, intron 5 of 10)	-intron (SMYD4, intron 5 of 10)	30801	SERPINF1	SERPINF1	NM_002615			SERPINF1			NA
Interval_148	chr1	11741386	11741627	+	0	NA	promoter-TSS (MAD2L2)	-promoter-TSS (MAD2L2)	-235	MAD2L2	MAD2L2	NM_001127325			MAD2L2			NA
Interval_23045	chr6	154841418	154841854	+	0	NA	Intergenic	Intergenic	-9883	CNKSR3	CNKSR3	NM_173515			CNKSR3			NA
Interval_17340	chr3	42897579	42897888	+	0	NA	intron (ACKR2, intron 2 of 2)	-intron (ACKR2, intron 2 of 2)	19900	CYP8B1	CYP8B1	NM_004391			CYP8B1			NA
Interval_18940	chr4	37688779	37689195	+	0	NA	promoter-TSS (RELL1)	-promoter-TSS (RELL1)	-988	RELL1	RELL1	NM_001085399			RELL1			NA
Interval_2570	chr1	204941074	204941461	+	0	NA	intron (NFASC, intron 11 of 26)	-intron (NFASC, intron 11 of 29)	-71073	CNTN2	CNTN2	NM_005076			CNTN2			NA
