PeakID (cmd=annotatePeaks.pl ENCAB000AIL.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_8180	chr2	47211789	47211925	+	0	NA	intron (TTC7A, intron 5 of 19)	-intron (TTC7A, intron 5 of 20)	43544	TTC7A	TTC7A	NM_001288951			TTC7A			NA
Interval_12390	chr6	53223949	53224131	+	0	NA	Intergenic	Intergenic	-10063	ELOVL5	ELOVL5	NM_001242831			ELOVL5			NA
Interval_10997	chr4	57844892	57845064	+	0	NA	exon (POLR2B, exon 1 of 25)	-exon (POLR2B, exon 1 of 25)	172	POLR2B	POLR2B	NM_000938			POLR2B			NA
Interval_214	chr1	19923852	19924055	+	0	NA	intron (MINOS1-NBL1, intron 1 of 3)	-intron (MINOS1, intron 1 of 3)	482	MINOS1-NBL1	MINOS1-NBL1	NM_001204088			MINOS1-NBL1			NA
Interval_13208	chr7	105925371	105925959	+	0	NA	promoter-TSS (NAMPT)	-promoter-TSS (NAMPT)	-27	NAMPT	NAMPT	NM_005746			NAMPT			NA
Interval_9632	chr22	20104462	20105113	+	0	NA	promoter-TSS (TRMT2A)	-promoter-TSS (TRMT2A)	31	TRMT2A	TRMT2A	NM_182984			TRMT2A			NA
Interval_4443	chr15	50647231	50647445	+	0	NA	promoter-TSS (FLJ10038)	-promoter-TSS (FLJ10038)	-262	FLJ10038	FLJ10038	NR_026891			FLJ10038			NA
Interval_4687	chr15	83680315	83680853	+	0	NA	promoter-TSS (C15orf40)	-promoter-TSS (C15orf40)	-191	C15orf40	C15orf40	NM_001160113			C15orf40			NA
Interval_6218	chr17	56033785	56033951	+	0	NA	Intergenic	Intergenic	31747	VEZF1	VEZF1	NM_007146			VEZF1			NA
Interval_13029	chr7	73625371	73625624	+	0	NA	intron (LAT2, intron 1 of 12)	-intron (LAT2, intron 1 of 12)	1410	LAT2	LAT2	NM_032464			LAT2			NA
Interval_971	chr1	160990985	160991210	+	0	NA	promoter-TSS (F11R)	-promoter-TSS (F11R)	36	F11R	F11R	NM_016946			F11R			NA
Interval_10991	chr4	57301421	57302748	+	0	NA	promoter-TSS (PAICS)	-promoter-TSS (PAICS)	169	PAICS	PAICS	NM_006452			PAICS			NA
Interval_10913	chr4	17470380	17470625	+	0	NA	Intergenic	Intergenic	43355	QDPR	QDPR	NM_000320			QDPR			NA
Interval_11205	chr4	156588186	156588498	+	0	NA	promoter-TSS (GUCY1A3)	-promoter-TSS (GUCY1A3)	227	GUCY1A3	GUCY1A3	NM_000856			GUCY1A3			NA
Interval_10597	chr3	134742871	134743080	+	0	NA	intron (EPHB1, intron 3 of 15)	-intron (EPHB1, intron 3 of 15)	228876	EPHB1	EPHB1	NM_004441			EPHB1			NA
Interval_5005	chr16	14396092	14396214	+	0	NA	Intergenic	Intergenic	-1671	MIR193B	MIR193B	NR_030177			MIR193B			NA
Interval_3649	chr13	50366753	50367393	+	0	NA	promoter-TSS (KPNA3)	-promoter-TSS (KPNA3)	-16	KPNA3	KPNA3	NM_002267			KPNA3			NA
Interval_7066	chr19	10196761	10196973	+	0	NA	promoter-TSS (C19orf66)	-promoter-TSS (C19orf66)	72	C19orf66	C19orf66	NM_018381			C19orf66			NA
Interval_11251	chr4	185251086	185251517	+	0	NA	Intergenic	Intergenic	23829	LOC728175	LOC728175	NR_040108			LOC728175			NA
Interval_5326	chr16	68271456	68271670	+	0	NA	Intergenic	Intergenic	-1427	ESRP2	ESRP2	NM_024939			ESRP2			NA
Interval_8365	chr2	76643064	76643239	+	0	NA	Intergenic	Intergenic	-569940	LOC101927907	LOC101927907	NR_110284			LOC101927907			NA
Interval_13631	chr8	61824792	61824943	+	0	NA	Intergenic	Intergenic	55440	LOC100130298	LOC100130298	NR_034003			LOC100130298			NA
Interval_8425	chr2	97001414	97001658	+	0	NA	promoter-TSS (NCAPH)	-promoter-TSS (NCAPH)	57	NCAPH	NCAPH	NM_001281711			NCAPH			NA
Interval_12679	chr6	160211240	160211433	+	0	NA	promoter-TSS (TCP1)	-promoter-TSS (TCP1)	-156	MRPL18	MRPL18	NM_014161			MRPL18			NA
Interval_13755	chr8	102217928	102218291	+	0	NA	promoter-TSS (ZNF706)	-promoter-TSS (ZNF706)	-149	ZNF706	ZNF706	NM_001267709			ZNF706			NA
Interval_8494	chr2	112812809	112812931	+	0	NA	promoter-TSS (TMEM87B)	-promoter-TSS (TMEM87B)	70	TMEM87B	TMEM87B	NM_032824			TMEM87B			NA
Interval_12374	chr6	44228240	44228420	+	0	NA	intron (NFKBIE, intron 3 of 5)	-intron (NFKBIE, intron 3 of 5)	-3022	SLC35B2	SLC35B2	NM_001286511			SLC35B2			NA
Interval_3745	chr13	107024694	107024843	+	0	NA	Intergenic	Intergenic	-4143	LINC00460	LINC00460	NR_034119			LINC00460			NA
Interval_2572	chr11	79117521	79117659	+	0	NA	intron (TENM4, intron 1 of 33)	-intron (TENM4, intron 1 of 33)	-4437	MIR708	MIR708	NR_030598			MIR708			NA
Interval_2726	chr11	124932769	124933044	+	0	NA	promoter-TSS (SLC37A2)	-promoter-TSS (SLC37A2)	-107	SLC37A2	SLC37A2	NM_001145290			SLC37A2			NA
Interval_1771	chr10	93557961	93558371	+	0	NA	promoter-TSS (TNKS2)	-promoter-TSS (TNKS2)	15	TNKS2	TNKS2	NM_025235			TNKS2			NA
Interval_12025	chr6	11537609	11537919	+	0	NA	promoter-TSS (TMEM170B)	-promoter-TSS (TMEM170B)	-696	TMEM170B	TMEM170B	NM_001100829			TMEM170B			NA
Interval_13280	chr7	132766780	132766942	+	0	NA	promoter-TSS (CHCHD3)	-promoter-TSS (CHCHD3)	-33	CHCHD3	CHCHD3	NM_017812			CHCHD3			NA
Interval_6433	chr17	76151306	76151428	+	0	NA	intron (C17orf99, intron 2 of 4)	-intron (C17orf99, intron 2 of 4)	8933	C17orf99	C17orf99	NM_001163075			C17orf99			NA
Interval_9004	chr20	2187912	2188168	+	0	NA	exon (LOC388780, exon 1 of 2)	-exon (LOC388780, exon 1 of 2)	466	LOC388780	LOC388780	NM_001287682			LOC388780			NA
Interval_8032	chr2	24299312	24299492	+	0	NA	promoter-TSS (FAM228B)	-promoter-TSS (FAM228B)	-88	SF3B6	SF3B6	NM_016047			SF3B6			NA
Interval_14732	chrX	55187298	55187443	+	0	NA	exon (FAM104B, exon 1 of 3)	-exon (FAM104B, exon 1 of 3)	258	FAM104B	FAM104B	NM_001166699			FAM104B			NA
Interval_4913	chr16	3766901	3767125	+	0	NA	intron (TRAP1, intron 1 of 17)	-intron (TRAP1, intron 1 of 16)	585	TRAP1	TRAP1	NM_016292			TRAP1			NA
Interval_10422	chr3	81810597	81811091	+	0	NA	exon (GBE1, exon 1 of 16)	-exon (GBE1, exon 1 of 16)	106	GBE1	GBE1	NM_000158			GBE1			NA
Interval_10880	chr4	6200002	6200162	+	0	NA	intron (JAKMIP1, intron 1 of 12)	-intron (JAKMIP1, intron 1 of 20)	2236	JAKMIP1	JAKMIP1	NM_144720			JAKMIP1			NA
Interval_4365	chr15	40339993	40340184	+	0	NA	intron (SRP14-AS1, intron 2 of 2)	-intron (SRP14-AS1, intron 2 of 3)	8576	SRP14-AS1	SRP14-AS1	NR_040059			SRP14-AS1			NA
Interval_517	chr1	43638335	43638581	+	0	NA	promoter-TSS (EBNA1BP2)	-promoter-TSS (EBNA1BP2)	457	CFAP57	CFAP57	NM_001195831			CFAP57			NA
Interval_4872	chr16	2563858	2564295	+	0	NA	exon (ATP6V0C, exon 1 of 3)	-exon (ATP6V0C, exon 1 of 3)	205	ATP6V0C	ATP6V0C	NM_001694			ATP6V0C			NA
Interval_12689	chr6	166726833	166727029	+	0	NA	Intergenic	Intergenic	-5060	PRR18	PRR18	NM_175922			PRR18			NA
Interval_1880	chr10	104474036	104474717	+	0	NA	promoter-TSS (ARL3)	-promoter-TSS (ARL3)	78	SFXN2	SFXN2	NM_178858			SFXN2			NA
Interval_5641	chr17	4468995	4469157	+	0	NA	Intergenic	Intergenic	-5185	GGT6	GGT6	NM_001122890			GGT6			NA
Interval_887	chr1	155023067	155023199	+	0	NA	promoter-TSS (ADAM15)	-promoter-TSS (ADAM15)	-615	ADAM15	ADAM15	NM_001261464			ADAM15			NA
Interval_14014	chr9	6068984	6069129	+	0	NA	Intergenic	Intergenic	-53416	RANBP6	RANBP6	NM_001243203			RANBP6			NA
Interval_6141	chr17	46102402	46102645	+	0	NA	Intergenic	Intergenic	12090	MIR152	MIR152	NR_029687			MIR152			NA
Interval_1863	chr10	103912460	103912613	+	0	NA	intron (NOLC1, intron 1 of 12)	-intron (NOLC1, intron 1 of 12)	603	NOLC1	NOLC1	NM_001284389			NOLC1			NA
Interval_8829	chr2	220025274	220025572	+	0	NA	TTS (SLC23A3)	-TTS (SLC23A3)	164	NHEJ1	NHEJ1	NM_024782			NHEJ1			NA
Interval_6763	chr18	77439739	77439885	+	0	NA	promoter-TSS (CTDP1)	-promoter-TSS (CTDP1)	11	CTDP1	CTDP1	NM_004715			CTDP1			NA
Interval_8082	chr2	28113232	28113501	+	0	NA	promoter-TSS (BRE)	-promoter-TSS (BRE)	-103	RBKS	RBKS	NM_022128			RBKS			NA
Interval_11468	chr5	75885974	75886098	+	0	NA	intron (IQGAP2, intron 7 of 35)	-intron (IQGAP2, intron 6 of 34)	33223	F2RL2	F2RL2	NM_001256566			F2RL2			NA
Interval_6999	chr19	6536174	6536447	+	0	NA	TTS (TNFSF9)	-TTS (TNFSF9)	5300	TNFSF9	TNFSF9	NM_003811			TNFSF9			NA
Interval_4137	chr14	89882397	89882653	+	0	NA	intron (FOXN3, intron 1 of 6)	-intron (FOXN3, intron 1 of 6)	929	FOXN3	FOXN3	NM_001085471			FOXN3			NA
Interval_13001	chr7	66119282	66119718	+	0	NA	promoter-TSS (LOC100996437)	-promoter-TSS (LOC100996437)	-6	LOC100996437	LOC100996437	NR_110037			LOC100996437			NA
Interval_13520	chr8	29208129	29208258	+	0	NA	promoter-TSS (DUSP4)	-promoter-TSS (DUSP4)	-1871	DUSP4	DUSP4	NM_001394			DUSP4			NA
Interval_12672	chr6	159463751	159463869	+	0	NA	promoter-TSS (TAGAP)	-promoter-TSS (TAGAP)	2374	TAGAP	TAGAP	NM_054114			TAGAP			NA
Interval_8715	chr2	191399345	191399718	+	0	NA	promoter-TSS (NEMP2)	-promoter-TSS (NEMP2)	-63	NEMP2	NEMP2	NM_001142645			NEMP2			NA
Interval_9416	chr21	27107188	27107395	+	0	NA	promoter-TSS (GABPA)	-promoter-TSS (GABPA)	-38	GABPA	GABPA	NM_002040			GABPA			NA
Interval_10772	chr3	194992244	194992716	+	0	NA	promoter-TSS (XXYLT1)	-promoter-TSS (XXYLT1)	-585	XXYLT1	XXYLT1	NM_152531			XXYLT1			NA
Interval_1972	chr10	126413399	126413529	+	0	NA	intron (FAM53B, intron 1 of 4)	-intron (FAM53B, intron 1 of 4)	19466	FAM53B	FAM53B	NM_014661			FAM53B			NA
Interval_3627	chr13	46961316	46961455	+	0	NA	exon (KIAA0226L, exon 1 of 13)	-exon (KIAA0226L, exon 1 of 13)	250	KIAA0226L	KIAA0226L	NM_001286761			KIAA0226L			NA
Interval_9	chr1	948647	948968	+	0	NA	promoter-TSS (ISG15)	-promoter-TSS (ISG15)	-40	ISG15	ISG15	NM_005101			ISG15			NA
Interval_11045	chr4	84031599	84031816	+	0	NA	promoter-TSS (PLAC8)	-promoter-TSS (PLAC8)	4204	PLAC8	PLAC8	NM_016619			PLAC8			NA
Interval_13763	chr8	103251072	103251225	+	0	NA	promoter-TSS (RRM2B)	-promoter-TSS (RRM2B)	198	RRM2B	RRM2B	NM_001172478			RRM2B			NA
Interval_3518	chr13	24040393	24040610	+	0	NA	Intergenic	Intergenic	-3150	LINC00327	LINC00327	NR_038995			LINC00327			NA
Interval_9847	chr22	39548881	39549092	+	0	NA	promoter-TSS (CBX7)	-promoter-TSS (CBX7)	-448	CBX7	CBX7	NM_175709			CBX7			NA
Interval_777	chr1	116191642	116191782	+	0	NA	intron (VANGL1, intron 1 of 7)	-intron (VANGL1, intron 1 of 7)	7138	VANGL1	VANGL1	NM_001172411			VANGL1			NA
Interval_4901	chr16	3179536	3179711	+	0	NA	exon (ZNF213-AS1, exon 4 of 6)	-exon (ZNF213-AS1, exon 4 of 6)	5260	ZNF213-AS1	ZNF213-AS1	NR_110900			ZNF213-AS1			NA
Interval_3360	chr12	121734118	121734370	+	0	NA	intron (CAMKK2, intron 1 of 15)	-intron (CAMKK2, intron 1 of 16)	312	CAMKK2	CAMKK2	NM_153500			CAMKK2			NA
Interval_3920	chr14	50511777	50511983	+	0	NA	intron (LINC01599, intron 4 of 8)	-intron (LINC01599, intron 4 of 8)	-38499	LINC01588	LINC01588	NR_126498			LINC01588			NA
Interval_6479	chr17	79213065	79213225	+	0	NA	promoter-TSS (C17orf89)	-promoter-TSS (C17orf89)	34	C17orf89	C17orf89	NM_001086521			C17orf89			NA
Interval_1369	chr1	242011400	242011618	+	0	NA	promoter-TSS (EXO1)	-promoter-TSS (EXO1)	16	EXO1	EXO1	NM_006027			EXO1			NA
Interval_7675	chr19	47730388	47730506	+	0	NA	promoter-TSS (MIR3191)	-promoter-TSS (MIR3191)	-171	MIR3191	MIR3191	NR_036159			MIR3191			NA
Interval_2443	chr11	67056361	67056707	+	0	NA	promoter-TSS (ANKRD13D)	-promoter-TSS (ANKRD13D)	-282	ANKRD13D	ANKRD13D	NM_207354			ANKRD13D			NA
Interval_11260	chr4	185746250	185746409	+	0	NA	intron (ACSL1, intron 1 of 20)	-intron (ACSL1, intron 1 of 19)	939	ACSL1	ACSL1	NM_001995			ACSL1			NA
Interval_14632	chrX	7065710	7065875	+	0	NA	promoter-TSS (MIR4767)	-promoter-TSS (MIR4767)	-109	MIR4767	MIR4767	NR_039924			MIR4767			NA
Interval_3898	chr14	45553209	45553452	+	0	NA	promoter-TSS (PRPF39)	-promoter-TSS (PRPF39)	28	PRPF39	PRPF39	NM_017922			PRPF39			NA
Interval_3491	chr12	133757904	133758082	+	0	NA	promoter-TSS (ZNF268)	-promoter-TSS (ZNF268)	-2	ZNF268	ZNF268	NM_001165882			ZNF268			NA
Interval_4020	chr14	68283350	68283620	+	0	NA	promoter-TSS (ZFYVE26)	-promoter-TSS (ZFYVE26)	-179	ZFYVE26	ZFYVE26	NM_015346			ZFYVE26			NA
Interval_10687	chr3	169663298	169663416	+	0	NA	exon (LOC100128164, exon 2 of 2)	-exon (LOC100128164, exon 2 of 2)	21165	LOC100128164	LOC100128164	NR_024409			LOC100128164			NA
Interval_10961	chr4	40579273	40579434	+	0	NA	intron (RBM47, intron 1 of 6)	-intron (RBM47, intron 1 of 6)	-61363	RBM47	RBM47	NM_001098634			RBM47			NA
Interval_8863	chr2	228189820	228190028	+	0	NA	promoter-TSS (MFF)	-promoter-TSS (MFF)	-44	LOC654841	LOC654841	NR_102371			LOC654841			NA
Interval_12021	chr6	11276073	11276206	+	0	NA	intron (NEDD9, intron 2 of 7)	-intron (NEDD9, intron 2 of 7)	106442	NEDD9	NEDD9	NR_073131			NEDD9			NA
Interval_11429	chr5	65221577	65221784	+	0	NA	promoter-TSS (ERBB2IP)	-promoter-TSS (ERBB2IP)	-702	ERBB2IP	ERBB2IP	NM_001006600			ERBB2IP			NA
Interval_836	chr1	151319380	151319539	+	0	NA	promoter-TSS (GBAT2)	-promoter-TSS (GBAT2)	-27	GBAT2	GBAT2	NR_131972			GBAT2			NA
Interval_6044	chr17	40464282	40464427	+	0	NA	TTS (STAT5A)	-TTS (STAT5A)	24789	STAT5A	STAT5A	NM_001288718			STAT5A			NA
Interval_9676	chr22	24180950	24181595	+	0	NA	promoter-TSS (DERL3)	-promoter-TSS (DERL3)	-73	DERL3	DERL3	NM_001002862			DERL3			NA
Interval_9957	chr22	46067861	46068089	+	0	NA	exon (ATXN10, exon 1 of 11)	-exon (ATXN10, exon 1 of 11)	297	ATXN10	ATXN10	NM_013236			ATXN10			NA
Interval_12369	chr6	44191375	44191598	+	0	NA	exon (SLC29A1, exon 1 of 14)	-intron (SLC29A1, intron 1 of 12)	4244	SLC29A1	SLC29A1	NM_001304465			SLC29A1			NA
Interval_14202	chr9	92219717	92219884	+	0	NA	promoter-TSS (GADD45G)	-promoter-TSS (GADD45G)	-127	GADD45G	GADD45G	NM_006705			GADD45G			NA
Interval_5979	chr17	37617418	37617823	+	0	NA	promoter-TSS (CDK12)	-promoter-TSS (CDK12)	-144	CDK12	CDK12	NM_015083			CDK12			NA
Interval_329	chr1	27986701	27986819	+	0	NA	Intergenic	Intergenic	11964	IFI6	IFI6	NM_022873			IFI6			NA
Interval_8193	chr2	48541311	48541656	+	0	NA	promoter-TSS (FOXN2)	-promoter-TSS (FOXN2)	-312	FOXN2	FOXN2	NM_002158			FOXN2			NA
Interval_3834	chr14	24701380	24701517	+	0	NA	promoter-TSS (GMPR2)	-promoter-TSS (GMPR2)	128	NEDD8-MDP1	NEDD8-MDP1	NM_001199823			NEDD8-MDP1			NA
Interval_3135	chr12	72057639	72057897	+	0	NA	promoter-TSS (THAP2)	-promoter-TSS (THAP2)	-19	ZFC3H1	ZFC3H1	NM_144982			ZFC3H1			NA
Interval_3503	chr13	21347653	21348007	+	0	NA	intron (N6AMT2, intron 1 of 4)	-intron (N6AMT2, intron 1 of 4)	227	N6AMT2	N6AMT2	NM_174928			N6AMT2			NA
Interval_13767	chr8	103540962	103541138	+	0	NA	Intergenic	Intergenic	-22798	ODF1	ODF1	NM_024410			ODF1			NA
Interval_9279	chr20	48729722	48729883	+	0	NA	promoter-TSS (UBE2V1)	-promoter-TSS (UBE2V1)	-67	UBE2V1	UBE2V1	NM_022442			UBE2V1			NA
Interval_9818	chr22	38073005	38073148	+	0	NA	intron (LGALS1, intron 2 of 3)	-intron (LGALS1, intron 2 of 3)	1463	LGALS1	LGALS1	NM_002305			LGALS1			NA
Interval_2978	chr12	50419191	50419510	+	0	NA	promoter-TSS (RACGAP1)	-promoter-TSS (RACGAP1)	-43	RACGAP1	RACGAP1	NM_001126103			RACGAP1			NA
Interval_3155	chr12	79627270	79627388	+	0	NA	intron (SYT1, intron 4 of 10)	-intron (SYT1, intron 5 of 11)	-185708	MIR1252	MIR1252	NR_031700			MIR1252			NA
Interval_12307	chr6	41863616	41863801	+	0	NA	promoter-TSS (USP49)	-promoter-TSS (USP49)	-609	USP49	USP49	NM_018561			USP49			NA
Interval_13879	chr8	142099348	142099859	+	0	NA	Intergenic	Intergenic	-39117	DENND3	DENND3	NM_014957			DENND3			NA
Interval_7908	chr19	58891979	58892251	+	0	NA	intron (ZNF837, intron 1 of 2)	-intron (ZNF837, intron 1 of 2)	274	ZNF837	ZNF837	NM_138466			ZNF837			NA
Interval_13467	chr8	22552223	22552498	+	0	NA	Intergenic	Intergenic	-1545	EGR3	EGR3	NM_004430			EGR3			NA
Interval_9148	chr20	34129543	34129733	+	0	NA	promoter-TSS (ERGIC3)	-promoter-TSS (ERGIC3)	-140	ERGIC3	ERGIC3	NM_198398			ERGIC3			NA
Interval_3499	chr13	20532368	20532495	+	0	NA	promoter-TSS (ZMYM2)	-promoter-TSS (ZMYM2)	-379	ZMYM2	ZMYM2	NM_003453			ZMYM2			NA
Interval_6847	chr19	1672412	1672632	+	0	NA	Intergenic	Intergenic	-20194	TCF3	TCF3	NM_003200			TCF3			NA
Interval_13263	chr7	128649586	128649737	+	0	NA	intron (TNPO3, intron 5 of 23)	-intron (TNPO3, intron 4 of 21)	45566	TNPO3	TNPO3	NM_001191028			TNPO3			NA
Interval_4362	chr15	40074859	40075175	+	0	NA	promoter-TSS (FSIP1)	-promoter-TSS (FSIP1)	22	FSIP1	FSIP1	NM_152597			FSIP1			NA
Interval_10169	chr3	38035814	38036011	+	0	NA	exon (VILL, exon 3 of 19)	-exon (VILL, exon 3 of 19)	834	VILL	VILL	NM_015873			VILL			NA
Interval_4150	chr14	91526308	91526442	+	0	NA	intron (RPS6KA5, intron 1 of 12)	-intron (RPS6KA5, intron 1 of 16)	618	RPS6KA5	RPS6KA5	NM_004755			RPS6KA5			NA
Interval_976	chr1	161123697	161123910	+	0	NA	exon (UFC1, exon 1 of 6)	-exon (UFC1, exon 1 of 6)	269	UFC1	UFC1	NM_016406			UFC1			NA
Interval_12879	chr7	27200633	27200773	+	0	NA	Intergenic	Intergenic	-4407	HOXA7	HOXA7	NM_006896			HOXA7			NA
Interval_13578	chr8	41908734	41908900	+	0	NA	intron (KAT6A, intron 1 of 16)	-intron (KAT6A, intron 1 of 13)	727	KAT6A	KAT6A	NM_001305878			KAT6A			NA
Interval_12263	chr6	36561855	36562260	+	0	NA	promoter-TSS (SRSF3)	-promoter-TSS (SRSF3)	-33	SRSF3	SRSF3	NM_003017			SRSF3			NA
Interval_12943	chr7	44297237	44297815	+	0	NA	intron (CAMK2B, intron 4 of 15)	-intron (CAMK2B, intron 4 of 23)	56948	YKT6	YKT6	NM_006555			YKT6			NA
Interval_8442	chr2	99062826	99063017	+	0	NA	intron (INPP4A, intron 1 of 25)	-intron (INPP4A, intron 1 of 25)	1600	INPP4A	INPP4A	NM_001134224			INPP4A			NA
Interval_12779	chr7	2673041	2673185	+	0	NA	intron (TTYH3, intron 1 of 13)	-intron (TTYH3, intron 1 of 13)	1510	TTYH3	TTYH3	NM_025250			TTYH3			NA
Interval_6177	chr17	48228425	48228660	+	0	NA	promoter-TSS (PPP1R9B)	-promoter-TSS (PPP1R9B)	-664	PPP1R9B	PPP1R9B	NM_032595			PPP1R9B			NA
Interval_5142	chr16	30198284	30198430	+	0	NA	intron (CORO1A, intron 4 of 10)	-intron (CORO1A, intron 5 of 11)	3626	CORO1A	CORO1A	NM_007074			CORO1A			NA
Interval_2375	chr11	65314244	65314396	+	0	NA	exon (LTBP3, exon 15 of 28)	-exon (LTBP3, exon 15 of 28)	11379	LTBP3	LTBP3	NM_021070			LTBP3			NA
Interval_5111	chr16	29624787	29624910	+	0	NA	exon (SLC7A5P1, exon 1 of 1)	-exon (SLC7A5P1, exon 1 of 1)	190	SLC7A5P1	SLC7A5P1	NR_002593			SLC7A5P1			NA
Interval_9488	chr21	43084376	43084526	+	0	NA	Intergenic	Intergenic	-15011	LINC00111	LINC00111	NR_024367			LINC00111			NA
Interval_8058	chr2	26407474	26407790	+	0	NA	exon (GAREML, exon 4 of 6)	-exon (GAREML, exon 4 of 6)	4047	GAREML	GAREML	NM_001168241			GAREML			NA
Interval_1583	chr10	45496251	45496438	+	0	NA	promoter-TSS (C10orf25)	-promoter-TSS (C10orf25)	14	C10orf25	C10orf25	NM_001039380			C10orf25			NA
Interval_4042	chr14	70234467	70234647	+	0	NA	promoter-TSS (LOC100289511)	-promoter-TSS (LOC100289511)	-127	LOC100289511	LOC100289511	NR_029378			LOC100289511			NA
Interval_5450	chr16	85646790	85646925	+	0	NA	promoter-TSS (GSE1)	-promoter-TSS (GSE1)	15	GSE1	GSE1	NM_014615			GSE1			NA
Interval_8653	chr2	172017681	172017799	+	0	NA	promoter-TSS (TLK1)	-promoter-TSS (TLK1)	-330	TLK1	TLK1	NM_001136554			TLK1			NA
Interval_10629	chr3	149320298	149320468	+	0	NA	intron (WWTR1, intron 2 of 6)	-intron (WWTR1, intron 3 of 7)	55505	WWTR1	WWTR1	NM_001168278			WWTR1			NA
Interval_2548	chr11	75479655	75479894	+	0	NA	promoter-TSS (DGAT2)	-promoter-TSS (DGAT2)	-4	DGAT2	DGAT2	NM_032564			DGAT2			NA
Interval_5572	chr17	1532180	1532353	+	0	NA	promoter-TSS (SLC43A2)	-promoter-TSS (SLC43A2)	-86	SLC43A2	SLC43A2	NM_152346			SLC43A2			NA
Interval_1796	chr10	97802910	97803106	+	0	NA	promoter-TSS (CCNJ)	-promoter-TSS (CCNJ)	-151	CCNJ	CCNJ	NM_019084			CCNJ			NA
Interval_4391	chr15	41575877	41576005	+	0	NA	promoter-TSS (OIP5-AS1)	-promoter-TSS (OIP5-AS1)	-260	OIP5-AS1	OIP5-AS1	NR_026757			OIP5-AS1			NA
Interval_9452	chr21	36260418	36260661	+	0	NA	exon (RUNX1, exon 1 of 6)	-exon (RUNX1, exon 1 of 6)	142417	LINC01426	LINC01426	NR_038885			LINC01426			NA
Interval_1041	chr1	179334840	179335204	+	0	NA	promoter-TSS (AXDND1)	-promoter-TSS (AXDND1)	-85	AXDND1	AXDND1	NM_144696			AXDND1			NA
Interval_12169	chr6	31620429	31620685	+	0	NA	promoter-TSS (BAG6)	-promoter-TSS (BAG6)	-80	BAG6	BAG6	NM_080702_6			BAG6			NA
Interval_7695	chr19	48111803	48111960	+	0	NA	intron (GLTSCR1, intron 1 of 14)	-intron (GLTSCR1, intron 1 of 14)	428	GLTSCR1	GLTSCR1	NM_015711			GLTSCR1			NA
Interval_12466	chr6	89790318	89790623	+	0	NA	promoter-TSS (PNRC1)	-promoter-TSS (PNRC1)	41	PNRC1	PNRC1	NM_006813			PNRC1			NA
Interval_9375	chr20	61903981	61904201	+	0	NA	promoter-TSS (ARFGAP1)	-promoter-TSS (ARFGAP1)	-11376	ARFGAP1	ARFGAP1	NM_018209			ARFGAP1			NA
Interval_8911	chr2	232826461	232826650	+	0	NA	intron (DIS3L2, intron 1 of 18)	-intron (DIS3L2, intron 1 of 13)	262	DIS3L2	DIS3L2	NM_001257281			DIS3L2			NA
Interval_9180	chr20	35976290	35976621	+	0	NA	intron (SRC, intron 1 of 13)	-intron (SRC, intron 1 of 13)	1924	SRC	SRC	NM_005417			SRC			NA
Interval_4661	chr15	79165846	79166123	+	0	NA	intron (MORF4L1, intron 1 of 11)	-intron (MORF4L1, intron 1 of 9)	861	MORF4L1	MORF4L1	NM_006791			MORF4L1			NA
Interval_7209	chr19	14115701	14115873	+	0	NA	intron (RFX1, intron 1 of 20)	-intron (RFX1, intron 1 of 20)	1347	RFX1	RFX1	NM_002918			RFX1			NA
Interval_2652	chr11	113185082	113185203	+	0	NA	promoter-TSS (TTC12)	-promoter-TSS (TTC12)	-109	TTC12	TTC12	NM_017868			TTC12			NA
Interval_7507	chr19	39900604	39901042	+	0	NA	promoter-TSS (MIR4530)	-promoter-TSS (MIR4530)	-505	MIR4530	MIR4530	NR_039755			MIR4530			NA
Interval_2293	chr11	62439790	62439953	+	0	NA	promoter-TSS (LBHD1)	-promoter-TSS (LBHD1)	-630	LBHD1	LBHD1	NM_024099			LBHD1			NA
Interval_2707	chr11	120206833	120206978	+	0	NA	promoter-TSS (ARHGEF12)	-promoter-TSS (ARHGEF12)	-713	ARHGEF12	ARHGEF12	NM_001301084			ARHGEF12			NA
Interval_205	chr1	17287254	17287419	+	0	NA	exon (CROCC, exon 27 of 37)	-exon (CROCC, exon 27 of 37)	20745	MFAP2	MFAP2	NM_017459			MFAP2			NA
Interval_9486	chr21	42741869	42742148	+	0	NA	intron (MX2, intron 1 of 13)	-intron (MX2, intron 1 of 13)	8058	MX2	MX2	NM_002463			MX2			NA
Interval_2126	chr11	18035111	18035245	+	0	NA	promoter-TSS (SERGEF)	-promoter-TSS (SERGEF)	-469	SERGEF	SERGEF	NM_012139			SERGEF			NA
Interval_10783	chr3	195913911	195914106	+	0	NA	Intergenic	Intergenic	24292	ZDHHC19	ZDHHC19	NM_001039617			ZDHHC19			NA
Interval_10148	chr3	32433738	32433868	+	0	NA	intron (CMTM7, intron 1 of 3)	-intron (CMTM7, intron 1 of 4)	640	CMTM7	CMTM7	NM_138410			CMTM7			NA
