PeakID (cmd=annotatePeaks.pl TCF12_IP_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
TCF12_IP_R1_peak_911	chr18	10487194	10487519	+	116	NA	intron (APCDD1, intron 4 of 4)	-intron (APCDD1, intron 4 of 4)	32731	APCDD1	APCDD1	NM_153000			APCDD1			NA
TCF12_IP_R1_peak_77	chr1	76186608	76186891	+	116	NA	Intergenic	Intergenic	-3283	ACADM	ACADM	NM_000016			ACADM			NA
TCF12_IP_R1_peak_482	chr12	116799103	116799428	+	116	NA	Intergenic	Intergenic	66858	MIR4472-2	MIR4472-2	NR_039683			MIR4472-2			NA
TCF12_IP_R1_peak_1731	chr6	128222248	128222617	+	116	NA	promoter-TSS (THEMIS)	-promoter-TSS (THEMIS)	17344	THEMIS	THEMIS	NM_001164687			THEMIS			NA
TCF12_IP_R1_peak_644	chr15	39789983	39790316	+	116	NA	Intergenic	Intergenic	-83131	THBS1	THBS1	NM_003246			THBS1			NA
TCF12_IP_R1_peak_432	chr12	11951877	11952304	+	116	NA	intron (RNU6-19P, intron 1 of 3)	-intron (ETV6, intron 2 of 7)	127017	RNU6-19P	RNU6-19P	NR_046487_1			RNU6-19P			NA
TCF12_IP_R1_peak_1146	chr2	234317382	234317769	+	116	NA	intron (DGKD, intron 3 of 29)	-intron (DGKD, intron 2 of 28)	54422	DGKD	DGKD	NM_003648			DGKD			NA
TCF12_IP_R1_peak_192	chr1	228057474	228058057	+	115	NA	Intergenic	Intergenic	54347	PRSS38	PRSS38	NM_183062			PRSS38			NA
TCF12_IP_R1_peak_809	chr17	2095842	2096290	+	115	NA	intron (SMG6, intron 10 of 18)	-intron (SMG6, intron 3 of 11)	-39906	LOC101927839	LOC101927839	NR_110888			LOC101927839			NA
TCF12_IP_R1_peak_1100	chr2	169210998	169211309	+	115	NA	Intergenic	Intergenic	-101606	CERS6	CERS6	NM_203463			CERS6			NA
TCF12_IP_R1_peak_634	chr15	26984958	26985278	+	115	NA	intron (GABRB3, intron 3 of 9)	-intron (GABRB3, intron 3 of 8)	-110793	GABRB3	GABRB3	NM_021912			GABRB3			NA
TCF12_IP_R1_peak_1623	chr5	156698693	156699185	+	114	NA	intron (CYFIP2, intron 1 of 30)	-intron (CYFIP2, intron 1 of 30)	2587	CYFIP2	CYFIP2	NM_001037333			CYFIP2			NA
TCF12_IP_R1_peak_1865	chr8	21366770	21367145	+	114	NA	Intergenic	Intergenic	211207	LOC101929172	LOC101929172	NR_104677			LOC101929172			NA
TCF12_IP_R1_peak_537	chr13	51486163	51486439	+	114	NA	intron (RNASEH2B, intron 1 of 10)	-intron (RNASEH2B, intron 1 of 9)	-1453	RNASEH2B-AS1	RNASEH2B-AS1	NR_046552			RNASEH2B-AS1			NA
TCF12_IP_R1_peak_1091	chr2	136894001	136894518	+	114	NA	Intergenic	Intergenic	-18534	CXCR4	CXCR4	NM_003467			CXCR4			NA
TCF12_IP_R1_peak_1531	chr5	964139	964556	+	113	NA	Intergenic	Intergenic	33108	LOC100506688	LOC100506688	NR_104615			LOC100506688			NA
TCF12_IP_R1_peak_1963	chr9	79071145	79071547	+	113	NA	intron (GCNT1, intron 1 of 2)	-intron (GCNT1, intron 1 of 2)	-2722	GCNT1	GCNT1	NM_001097633			GCNT1			NA
TCF12_IP_R1_peak_257	chr10	45458683	45459105	+	113	NA	intron (RASSF4, intron 1 of 10)	-intron (RASSF4, intron 1 of 10)	3675	RASSF4	RASSF4	NM_032023			RASSF4			NA
TCF12_IP_R1_peak_65	chr1	58602218	58602551	+	113	NA	intron (DAB1, intron 1 of 16)	-intron (DAB1, intron 1 of 16)	113827	DAB1	DAB1	NM_021080			DAB1			NA
TCF12_IP_R1_peak_1580	chr5	97929271	97929547	+	113	NA	Intergenic	Intergenic	-175590	RGMB	RGMB	NM_001012761			RGMB			NA
TCF12_IP_R1_peak_1689	chr6	36067039	36067497	+	113	NA	intron (MAPK14, intron 9 of 10)	-intron (MAPK14, intron 8 of 11)	-30993	MAPK13	MAPK13	NM_002754			MAPK13			NA
TCF12_IP_R1_peak_75	chr1	72171686	72172097	+	113	NA	intron (NEGR1, intron 3 of 6)	-intron (NEGR1, intron 3 of 6)	130804	NEGR1-IT1	NEGR1-IT1	NR_046218			NEGR1-IT1			NA
TCF12_IP_R1_peak_1884	chr8	59969095	59969481	+	113	NA	intron (TOX, intron 1 of 8)	-intron (TOX, intron 1 of 8)	62479	TOX	TOX	NM_014729			TOX			NA
TCF12_IP_R1_peak_1579	chr5	96152054	96152526	+	113	NA	Intergenic	Intergenic	-8398	ERAP1	ERAP1	NM_001198541			ERAP1			NA
TCF12_IP_R1_peak_1245	chr21	45199715	45200226	+	113	NA	Intergenic	Intergenic	-3714	CSTB	CSTB	NM_000100			CSTB			NA
TCF12_IP_R1_peak_108	chr1	117312253	117312642	+	113	NA	TTS (CD2)	-TTS (CD2)	15361	CD2	CD2	NM_001767			CD2			NA
TCF12_IP_R1_peak_271	chr10	73637359	73637973	+	113	NA	Intergenic	Intergenic	-26584	PSAP	PSAP	NM_002778			PSAP			NA
TCF12_IP_R1_peak_981	chr19	17416147	17416445	+	113	NA	promoter-TSS (MRPL34)	-promoter-TSS (MRPL34)	-181	MRPL34	MRPL34	NM_023937			MRPL34			NA
TCF12_IP_R1_peak_594	chr14	89533674	89533981	+	113	NA	Intergenic	Intergenic	243330	TTC8	TTC8	NM_198310			TTC8			NA
TCF12_IP_R1_peak_1497	chr4	122716826	122717163	+	113	NA	Intergenic	Intergenic	-5478	EXOSC9	EXOSC9	NM_001034194			EXOSC9			NA
TCF12_IP_R1_peak_197	chr1	229277462	229277809	+	113	NA	Intergenic	Intergenic	32913	MIR4454	MIR4454	NR_039659_3			MIR4454			NA
TCF12_IP_R1_peak_13	chr1	11968181	11968446	+	113	NA	Intergenic	Intergenic	18172	KIAA2013	KIAA2013	NM_138346			KIAA2013			NA
TCF12_IP_R1_peak_1002	chr19	54714655	54714956	+	113	NA	Intergenic	Intergenic	10079	RPS9	RPS9	NM_001013			RPS9			NA
TCF12_IP_R1_peak_719	chr15	100847855	100848138	+	113	NA	intron (ADAMTS17, intron 3 of 21)	-intron (ADAMTS17, intron 3 of 21)	34187	ADAMTS17	ADAMTS17	NM_139057			ADAMTS17			NA
TCF12_IP_R1_peak_1801	chr7	75957016	75957308	+	113	NA	exon (YWHAG, exon 2 of 2)	-exon (YWHAG, exon 2 of 2)	25287	HSPB1	HSPB1	NM_001540			HSPB1			NA
TCF12_IP_R1_peak_1075	chr2	118239223	118239516	+	113	NA	Intergenic	Intergenic	-332886	DDX18	DDX18	NM_006773			DDX18			NA
TCF12_IP_R1_peak_1902	chr8	105634808	105635065	+	113	NA	Intergenic	Intergenic	-33684	LRP12	LRP12	NM_013437			LRP12			NA
TCF12_IP_R1_peak_1216	chr20	62362049	62362382	+	113	NA	intron (ZGPAT, intron 2 of 6)	-intron (ZGPAT, intron 2 of 6)	-5597	LIME1	LIME1	NM_017806			LIME1			NA
TCF12_IP_R1_peak_90	chr1	101777029	101777449	+	113	NA	Intergenic	Intergenic	-12154	LINC01307	LINC01307	NR_126402			LINC01307			NA
TCF12_IP_R1_peak_966	chr19	10664707	10664993	+	113	NA	TTS (ATG4D)	-TTS (ATG4D)	2052	MIR1238	MIR1238	NR_031603			MIR1238			NA
TCF12_IP_R1_peak_32	chr1	23966280	23966573	+	113	NA	intron (MDS2, intron 6 of 6)	-intron (MDS2, intron 6 of 6)	12602	MDS2	MDS2	NR_027042			MDS2			NA
TCF12_IP_R1_peak_747	chr16	29394320	29394678	+	113	NA	exon (NPIPB11, exon 7 of 8)	-exon (NPIPB11, exon 7 of 8)	20624	NPIPB11	NPIPB11	NM_001310137			NPIPB11			NA
TCF12_IP_R1_peak_324	chr11	3184366	3184739	+	113	NA	intron (OSBPL5, intron 1 of 20)	-intron (OSBPL5, intron 1 of 20)	2030	OSBPL5	OSBPL5	NM_145638			OSBPL5			NA
TCF12_IP_R1_peak_385	chr11	71107412	71107940	+	113	NA	Intergenic	Intergenic	26724	FLJ42102	FLJ42102	NR_038862			FLJ42102			NA
TCF12_IP_R1_peak_2011	chr9	130538314	130538867	+	113	NA	intron (SH2D3C, intron 1 of 11)	-intron (SH2D3C, intron 1 of 11)	2458	SH2D3C	SH2D3C	NM_170600			SH2D3C			NA
TCF12_IP_R1_peak_738	chr16	16155933	16156265	+	113	NA	intron (ABCC1, intron 12 of 30)	-intron (ABCC1, intron 12 of 30)	112665	ABCC1	ABCC1	NM_004996			ABCC1			NA
TCF12_IP_R1_peak_239	chr10	22177918	22178259	+	113	NA	intron (DNAJC1, intron 7 of 11)	-intron (DNAJC1, intron 7 of 11)	114562	DNAJC1	DNAJC1	NM_022365			DNAJC1			NA
TCF12_IP_R1_peak_1614	chr5	141812401	141812887	+	112	NA	intron (LOC101926941, intron 3 of 3)	-intron (LOC101926941, intron 3 of 3)	107786	LOC101926941	LOC101926941	NR_120664			LOC101926941			NA
TCF12_IP_R1_peak_1925	chr8	131296787	131297032	+	112	NA	intron (ASAP1, intron 3 of 29)	-intron (ASAP1, intron 4 of 30)	11870	ASAP1-IT1	ASAP1-IT1	NR_002765			ASAP1-IT1			NA
TCF12_IP_R1_peak_623	chr14	106933641	106933942	+	112	NA	Intergenic	Intergenic	-4654	LINC00221	LINC00221	NR_027457			LINC00221			NA
TCF12_IP_R1_peak_277	chr10	86053484	86053752	+	112	NA	exon (LINC00858, exon 6 of 6)	-exon (LINC00858, exon 6 of 6)	13882	LINC00858	LINC00858	NR_038220			LINC00858			NA
TCF12_IP_R1_peak_1178	chr20	25071211	25071802	+	112	NA	Intergenic	Intergenic	-8491	VSX1	VSX1	NM_001256272			VSX1			NA
TCF12_IP_R1_peak_1720	chr6	90754612	90754939	+	112	NA	intron (BACH2, intron 5 of 8)	-intron (BACH2, intron 3 of 6)	150587	GJA10	GJA10	NM_032602			GJA10			NA
TCF12_IP_R1_peak_20	chr1	16380464	16380934	+	111	NA	intron (CLCNKB, intron 9 of 12)	-intron (CLCNKB, intron 16 of 19)	5442	CLCNKB	CLCNKB	NM_000085			CLCNKB			NA
TCF12_IP_R1_peak_474	chr12	98833858	98834135	+	111	NA	Intergenic	Intergenic	16927	SLC9A7P1	SLC9A7P1	NR_033801			SLC9A7P1			NA
TCF12_IP_R1_peak_1564	chr5	59893353	59893894	+	111	NA	exon (DEPDC1B, exon 10 of 10)	-exon (DEPDC1B, exon 10 of 10)	102370	DEPDC1B	DEPDC1B	NM_001145208			DEPDC1B			NA
TCF12_IP_R1_peak_765	chr16	67581779	67582021	+	111	NA	Intergenic	Intergenic	-14410	CTCF	CTCF	NM_001191022			CTCF			NA
TCF12_IP_R1_peak_252	chr10	35824146	35824500	+	111	NA	intron (CCNY, intron 9 of 11)	-intron (CCNY, intron 6 of 8)	-70015	GJD4	GJD4	NM_153368			GJD4			NA
TCF12_IP_R1_peak_490	chr12	122442134	122442645	+	111	NA	TTS (WDR66)	-TTS (WDR66)	-17403	BCL7A	BCL7A	NM_020993			BCL7A			NA
TCF12_IP_R1_peak_1933	chr8	136358136	136358410	+	111	NA	Intergenic	Intergenic	-111435	KHDRBS3	KHDRBS3	NM_006558			KHDRBS3			NA
TCF12_IP_R1_peak_526	chr13	46957752	46958023	+	111	NA	intron (KIAA0226L, intron 1 of 14)	-intron (KIAA0226L, intron 2 of 14)	3748	KIAA0226L	KIAA0226L	NM_001286761			KIAA0226L			NA
TCF12_IP_R1_peak_420	chr12	215321	215616	+	111	NA	intron (IQSEC3, intron 2 of 12)	-intron (IQSEC3, intron 2 of 13)	28926	IQSEC3	IQSEC3	NM_001170738			IQSEC3			NA
TCF12_IP_R1_peak_1984	chr9	98224954	98225219	+	111	NA	promoter-TSS (LOC100507346)	-promoter-TSS (LOC100507346)	-805	LOC100507346	LOC100507346	NR_038982			LOC100507346			NA
TCF12_IP_R1_peak_202	chr1	230677896	230678140	+	111	NA	Intergenic	Intergenic	-100184	COG2	COG2	NM_007357			COG2			NA
TCF12_IP_R1_peak_169	chr1	205160842	205161188	+	111	NA	intron (DSTYK, intron 1 of 11)	-intron (DSTYK, intron 1 of 12)	19712	DSTYK	DSTYK	NM_015375			DSTYK			NA
TCF12_IP_R1_peak_1456	chr4	38312083	38312354	+	111	NA	Intergenic	Intergenic	212583	LINC01258	LINC01258	NR_110951			LINC01258			NA
TCF12_IP_R1_peak_113	chr1	151752384	151752726	+	111	NA	exon (TDRKH, exon 4 of 13)	-exon (TDRKH, exon 4 of 13)	10455	TDRKH	TDRKH	NM_001083963			TDRKH			NA
TCF12_IP_R1_peak_959	chr19	5949757	5950112	+	111	NA	intron (RANBP3, intron 2 of 15)	-intron (RANBP3, intron 2 of 15)	28386	RANBP3	RANBP3	NM_007322			RANBP3			NA
TCF12_IP_R1_peak_1639	chr5	180657571	180657953	+	111	NA	exon (TRIM41, exon 2 of 6)	-exon (TRIM41, exon 2 of 6)	7499	TRIM41	TRIM41	NM_201627			TRIM41			NA
TCF12_IP_R1_peak_1203	chr20	57589075	57589451	+	111	NA	Intergenic	Intergenic	-5046	TUBB1	TUBB1	NM_030773			TUBB1			NA
TCF12_IP_R1_peak_1840	chr7	150360941	150361311	+	111	NA	Intergenic	Intergenic	-21668	GIMAP2	GIMAP2	NM_015660			GIMAP2			NA
TCF12_IP_R1_peak_1493	chr4	112978513	112979000	+	111	NA	Intergenic	Intergenic	-87797	C4orf32	C4orf32	NM_152400			C4orf32			NA
TCF12_IP_R1_peak_176	chr1	211912982	211913247	+	111	NA	Intergenic	Intergenic	-64142	NEK2	NEK2	NM_002497			NEK2			NA
TCF12_IP_R1_peak_357	chr11	46681423	46681783	+	111	NA	intron (ATG13, intron 11 of 16)	-intron (ATG13, intron 11 of 17)	40612	ARHGAP1	ARHGAP1	NM_004308			ARHGAP1			NA
TCF12_IP_R1_peak_1809	chr7	101638452	101638711	+	111	NA	intron (CUX1, intron 2 of 21)	-intron (CUX1, intron 2 of 23)	177699	CUX1	CUX1	NM_001913			CUX1			NA
TCF12_IP_R1_peak_965	chr19	10522876	10523141	+	110	NA	Intergenic	Intergenic	-8737	CDC37	CDC37	NM_007065			CDC37			NA
TCF12_IP_R1_peak_2031	chrX	65235032	65235402	+	110	NA	Intergenic	Intergenic	-3495	MIR223	MIR223	NR_029637			MIR223			NA
TCF12_IP_R1_peak_1012	chr2	6252026	6252447	+	110	NA	Intergenic	Intergenic	130126	LOC400940	LOC400940	NR_026833			LOC400940			NA
TCF12_IP_R1_peak_821	chr17	17667549	17667812	+	110	NA	intron (RAI1-AS1, intron 1 of 1)	-intron (RAI1, intron 2 of 5)	1936	RAI1-AS1	RAI1-AS1	NR_130894			RAI1-AS1			NA
TCF12_IP_R1_peak_1492	chr4	112768403	112768638	+	110	NA	Intergenic	Intergenic	-298033	C4orf32	C4orf32	NM_152400			C4orf32			NA
TCF12_IP_R1_peak_524	chr13	44817227	44817594	+	110	NA	Intergenic	Intergenic	-47074	MIR8079	MIR8079	NR_107046			MIR8079			NA
TCF12_IP_R1_peak_1718	chr6	88366538	88366843	+	110	NA	exon (ORC3, exon 14 of 19)	-exon (ORC3, exon 14 of 19)	45295	AKIRIN2	AKIRIN2	NM_018064			AKIRIN2			NA
TCF12_IP_R1_peak_1163	chr20	4243660	4243935	+	110	NA	Intergenic	Intergenic	-14138	ADRA1D	ADRA1D	NM_000678			ADRA1D			NA
TCF12_IP_R1_peak_1978	chr9	92170798	92171067	+	110	NA	Intergenic	Intergenic	-48995	GADD45G	GADD45G	NM_006705			GADD45G			NA
TCF12_IP_R1_peak_1852	chr8	6428036	6428282	+	110	NA	intron (MCPH1, intron 12 of 13)	-intron (MCPH1, intron 12 of 13)	-7375	ANGPT2	ANGPT2	NM_001118888			ANGPT2			NA
TCF12_IP_R1_peak_1625	chr5	157938434	157938743	+	109	NA	Intergenic	Intergenic	-101807	LOC101927697	LOC101927697	NR_109888			LOC101927697			NA
TCF12_IP_R1_peak_437	chr12	15107093	15107503	+	109	NA	intron (ARHGDIB, intron 1 of 5)	-intron (ARHGDIB, intron 1 of 5)	7264	ARHGDIB	ARHGDIB	NM_001175			ARHGDIB			NA
TCF12_IP_R1_peak_580	chr14	69186468	69186807	+	108	NA	Intergenic	Intergenic	73994	ZFP36L1	ZFP36L1	NM_001244701			ZFP36L1			NA
TCF12_IP_R1_peak_36	chr1	26297941	26298190	+	108	NA	intron (PAFAH2, intron 10 of 10)	-intron (PAFAH2, intron 10 of 10)	26583	PAFAH2	PAFAH2	NM_000437			PAFAH2			NA
TCF12_IP_R1_peak_1295	chr3	8398971	8399211	+	108	NA	intron (LMCD1-AS1, intron 3 of 3)	-intron (LMCD1-AS1, intron 3 of 3)	144253	LMCD1-AS1	LMCD1-AS1	NR_033378			LMCD1-AS1			NA
TCF12_IP_R1_peak_1899	chr8	101678724	101679044	+	108	NA	Intergenic	Intergenic	-16991	SNX31	SNX31	NM_152628			SNX31			NA
TCF12_IP_R1_peak_1881	chr8	54117254	54117592	+	108	NA	Intergenic	Intergenic	46834	OPRK1	OPRK1	NM_001282904			OPRK1			NA
TCF12_IP_R1_peak_1829	chr7	139961358	139961616	+	108	NA	Intergenic	Intergenic	84426	JHDM1D-AS1	JHDM1D-AS1	NR_024451			JHDM1D-AS1			NA
TCF12_IP_R1_peak_1795	chr7	51224377	51224688	+	108	NA	intron (COBL, intron 5 of 12)	-intron (COBL, intron 5 of 13)	159983	COBL	COBL	NM_015198			COBL			NA
TCF12_IP_R1_peak_1781	chr7	30184311	30184550	+	108	NA	intron (MTURN, intron 1 of 2)	-intron (MTURN, intron 1 of 2)	9878	MTURN	MTURN	NM_152793			MTURN			NA
TCF12_IP_R1_peak_1901	chr8	103911268	103911810	+	108	NA	intron (AZIN1-AS1, intron 2 of 2)	-intron (AZIN1-AS1, intron 2 of 3)	35040	AZIN1-AS1	AZIN1-AS1	NR_126338			AZIN1-AS1			NA
TCF12_IP_R1_peak_494	chr12	125093462	125094145	+	108	NA	Intergenic	Intergenic	-41793	NCOR2	NCOR2	NM_001077261			NCOR2			NA
TCF12_IP_R1_peak_23	chr1	19803331	19803724	+	108	NA	intron (CAPZB, intron 1 of 8)	-intron (CAPZB, intron 1 of 9)	8608	CAPZB	CAPZB	NM_001206540			CAPZB			NA
TCF12_IP_R1_peak_1502	chr4	129584606	129584838	+	108	NA	Intergenic	Intergenic	-146056	JADE1	JADE1	NM_001287443			JADE1			NA
TCF12_IP_R1_peak_41	chr1	29527851	29528246	+	108	NA	intron (MECR, intron 6 of 9)	-intron (MECR, intron 6 of 9)	-19411	SRSF4	SRSF4	NM_005626			SRSF4			NA
TCF12_IP_R1_peak_1872	chr8	29609817	29610134	+	108	NA	TTS (LOC101929450)	-TTS (LOC101929450)	4150	LOC101929450	LOC101929450	NR_125814			LOC101929450			NA
TCF12_IP_R1_peak_2006	chr9	128348278	128348603	+	108	NA	intron (MAPKAP1, intron 4 of 10)	-intron (MAPKAP1, intron 4 of 11)	121073	MAPKAP1	MAPKAP1	NM_024117			MAPKAP1			NA
TCF12_IP_R1_peak_1180	chr20	25624419	25624759	+	108	NA	intron (ZNF337-AS1, intron 3 of 4)	-intron (ZNF337-AS1, intron 1 of 3)	19728	ZNF337-AS1	ZNF337-AS1	NR_126465			ZNF337-AS1			NA
TCF12_IP_R1_peak_2010	chr9	129767551	129767846	+	107	NA	intron (RALGPS1, intron 4 of 18)	-intron (RALGPS1, intron 3 of 16)	90645	RALGPS1	RALGPS1	NM_014636			RALGPS1			NA
TCF12_IP_R1_peak_924	chr18	40107786	40108083	+	107	NA	intron (LINC00907, intron 6 of 6)	-intron (LINC00907, intron 6 of 9)	341301	LINC00907	LINC00907	NR_046174			LINC00907			NA
TCF12_IP_R1_peak_1182	chr20	30296183	30296511	+	107	NA	intron (BCL2L1, intron 2 of 2)	-intron (BCL2L1, intron 2 of 2)	-12963	ABALON	ABALON	NR_131907			ABALON			NA
TCF12_IP_R1_peak_1665	chr6	15482073	15482446	+	107	NA	intron (JARID2, intron 5 of 17)	-intron (JARID2, intron 5 of 17)	181030	DTNBP1	DTNBP1	NM_183040			DTNBP1			NA
TCF12_IP_R1_peak_897	chr17	80084709	80084942	+	107	NA	intron (CCDC57, intron 16 of 16)	-intron (CCDC57, intron 16 of 16)	-28719	FASN	FASN	NM_004104			FASN			NA
TCF12_IP_R1_peak_1940	chr8	145526555	145526846	+	104	NA	intron (HSF1, intron 1 of 12)	-intron (HSF1, intron 1 of 12)	11430	HSF1	HSF1	NM_005526			HSF1			NA
TCF12_IP_R1_peak_1247	chr22	17568682	17568930	+	104	NA	intron (IL17RA, intron 1 of 12)	-intron (IL17RA, intron 1 of 11)	2957	IL17RA	IL17RA	NM_014339			IL17RA			NA
TCF12_IP_R1_peak_1193	chr20	48367414	48367707	+	104	NA	Intergenic	Intergenic	-37139	B4GALT5	B4GALT5	NM_004776			B4GALT5			NA
TCF12_IP_R1_peak_461	chr12	54990451	54990806	+	104	NA	Intergenic	Intergenic	-8185	PPP1R1A	PPP1R1A	NM_006741			PPP1R1A			NA
TCF12_IP_R1_peak_138	chr1	170609649	170610019	+	104	NA	Intergenic	Intergenic	-23479	PRRX1	PRRX1	NM_022716			PRRX1			NA
TCF12_IP_R1_peak_1802	chr7	88082004	88082490	+	104	NA	Intergenic	Intergenic	-146019	STEAP4	STEAP4	NM_024636			STEAP4			NA
TCF12_IP_R1_peak_1014	chr2	7198060	7198421	+	104	NA	Intergenic	Intergenic	19771	LOC101929452	LOC101929452	NR_110252			LOC101929452			NA
TCF12_IP_R1_peak_1149	chr2	236179624	236180003	+	104	NA	Intergenic	Intergenic	-222920	AGAP1	AGAP1	NM_001037131			AGAP1			NA
TCF12_IP_R1_peak_513	chr13	30945752	30946044	+	104	NA	intron (LINC00426, intron 2 of 4)	-intron (LINC00426, intron 2 of 4)	2153	LINC00426	LINC00426	NR_024464			LINC00426			NA
TCF12_IP_R1_peak_780	chr16	74766509	74766806	+	104	NA	intron (FA2H, intron 2 of 6)	-intron (FA2H, intron 2 of 6)	-31868	MLKL	MLKL	NM_001142497			MLKL			NA
TCF12_IP_R1_peak_1769	chr7	21126332	21126685	+	104	NA	Intergenic	Intergenic	251458	LINC01162	LINC01162	NR_126381			LINC01162			NA
TCF12_IP_R1_peak_216	chr1	246945828	246946192	+	104	NA	Intergenic	Intergenic	-6909	LINC01341	LINC01341	NR_015422			LINC01341			NA
TCF12_IP_R1_peak_2028	chrX	45615958	45616274	+	104	NA	Intergenic	Intergenic	-9586	MIR222	MIR222	NR_029636			MIR222			NA
TCF12_IP_R1_peak_949	chr18	74826850	74827161	+	104	NA	intron (MBP, intron 1 of 8)	-intron (MBP, intron 1 of 3)	-97950	MBP	MBP	NM_001025100			MBP			NA
TCF12_IP_R1_peak_1869	chr8	25204410	25204680	+	104	NA	intron (DOCK5, intron 26 of 51)	-intron (DOCK5, intron 26 of 51)	1627	MIR6876	MIR6876	NR_106936			MIR6876			NA
TCF12_IP_R1_peak_1337	chr3	44481363	44481648	+	104	NA	exon (ZNF445, exon 8 of 8)	-exon (ZNF445, exon 8 of 8)	37657	ZNF445	ZNF445	NM_181489			ZNF445			NA
TCF12_IP_R1_peak_919	chr18	21599485	21599933	+	104	NA	intron (TTC39C, intron 1 of 13)	-intron (TTC39C, intron 1 of 13)	-4285	TTC39C-AS1	TTC39C-AS1	NR_110796			TTC39C-AS1			NA
TCF12_IP_R1_peak_383	chr11	68705541	68705816	+	104	NA	exon (IGHMBP2, exon 14 of 15)	-exon (IGHMBP2, exon 14 of 15)	34359	IGHMBP2	IGHMBP2	NM_002180			IGHMBP2			NA
TCF12_IP_R1_peak_929	chr18	46549785	46550147	+	104	NA	Intergenic	Intergenic	26172	MIR4744	MIR4744	NR_039898			MIR4744			NA
TCF12_IP_R1_peak_381	chr11	67761360	67761835	+	104	NA	intron (UNC93B1, intron 9 of 10)	-intron (UNC93B1, intron 9 of 10)	9998	UNC93B1	UNC93B1	NM_030930			UNC93B1			NA
TCF12_IP_R1_peak_1495	chr4	114604309	114604661	+	103	NA	intron (CAMK2D, intron 2 of 17)	-intron (CAMK2D, intron 2 of 18)	78598	CAMK2D	CAMK2D	NM_172114			CAMK2D			NA
TCF12_IP_R1_peak_256	chr10	45241326	45241786	+	103	NA	Intergenic	Intergenic	-165208	TMEM72	TMEM72	NM_001123376			TMEM72			NA
TCF12_IP_R1_peak_1827	chr7	138437262	138437840	+	103	NA	exon (ATP6V0A4, exon 11 of 22)	-exon (ATP6V0A4, exon 11 of 22)	21231	ATP6V0A4	ATP6V0A4	NM_020632			ATP6V0A4			NA
TCF12_IP_R1_peak_1923	chr8	130382717	130383069	+	103	NA	intron (CCDC26, intron 1 of 2)	-intron (CCDC26, intron 2 of 3)	113495	MIR3686	MIR3686	NR_037457			MIR3686			NA
TCF12_IP_R1_peak_455	chr12	51762501	51762962	+	103	NA	intron (GALNT6, intron 4 of 11)	-intron (GALNT6, intron 4 of 11)	-22268	CELA1	CELA1	NM_001971			CELA1			NA
TCF12_IP_R1_peak_1870	chr8	26248495	26248896	+	103	NA	intron (BNIP3L, intron 1 of 5)	-intron (BNIP3L, intron 1 of 5)	8172	BNIP3L	BNIP3L	NM_004331			BNIP3L			NA
TCF12_IP_R1_peak_1636	chr5	179475798	179476149	+	103	NA	intron (RNF130, intron 1 of 8)	-intron (RNF130, intron 1 of 7)	23145	RNF130	RNF130	NM_018434			RNF130			NA
TCF12_IP_R1_peak_61	chr1	47704823	47705151	+	103	NA	Intergenic	Intergenic	-6980	TAL1	TAL1	NM_001290403			TAL1			NA
TCF12_IP_R1_peak_751	chr16	47264369	47264668	+	102	NA	intron (ITFG1, intron 13 of 17)	-intron (ITFG1, intron 13 of 17)	86539	ITFG1-AS1	ITFG1-AS1	NR_110903			ITFG1-AS1			NA
TCF12_IP_R1_peak_1578	chr5	93604223	93604605	+	101	NA	intron (KIAA0825, intron 20 of 20)	-intron (KIAA0825, intron 20 of 20)	-157010	FAM172A	FAM172A	NR_028080			FAM172A			NA
TCF12_IP_R1_peak_1813	chr7	107844097	107844396	+	101	NA	intron (NRCAM, intron 12 of 27)	-intron (NRCAM, intron 10 of 29)	-73445	LAMB4	LAMB4	NM_007356			LAMB4			NA
TCF12_IP_R1_peak_833	chr17	32498451	32498749	+	101	NA	intron (LOC101927239, intron 5 of 5)	-intron (LOC101927239, intron 5 of 5)	12051	LOC101927239	LOC101927239	NR_110748			LOC101927239			NA
TCF12_IP_R1_peak_269	chr10	73533647	73534009	+	100	NA	promoter-TSS (C10orf54)	-promoter-TSS (C10orf54)	-491	C10orf54	C10orf54	NM_022153			C10orf54			NA
TCF12_IP_R1_peak_744	chr16	27437843	27438148	+	100	NA	promoter-TSS (IL21R)	-promoter-TSS (IL21R)	24512	IL21R	IL21R	NM_021798			IL21R			NA
TCF12_IP_R1_peak_1260	chr22	25267709	25267975	+	100	NA	intron (SGSM1, intron 12 of 23)	-intron (SGSM1, intron 12 of 25)	65654	SGSM1	SGSM1	NM_133454			SGSM1			NA
TCF12_IP_R1_peak_1554	chr5	39191408	39191666	+	100	NA	intron (FYB, intron 2 of 17)	-intron (FYB, intron 2 of 18)	28143	FYB	FYB	NM_001243093			FYB			NA
TCF12_IP_R1_peak_1624	chr5	157345951	157346287	+	100	NA	Intergenic	Intergenic	-59936	CLINT1	CLINT1	NM_014666			CLINT1			NA
