PeakID (cmd=annotatePeaks.pl GATA3.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_2180	chr7	24477913	24478142	+	0	NA	Intergenic	Intergenic	-134938	MPP6	MPP6	NM_001303037			MPP6			NA
Interval_2041	chr6	20409978	20410153	+	0	NA	intron (E2F3, intron 1 of 6)	-intron (E2F3, intron 1 of 6)	7928	E2F3	E2F3	NM_001949			E2F3			NA
Interval_1127	chr19	1920235	1920456	+	0	NA	intron (SCAMP4, intron 5 of 6)	-intron (SCAMP4, intron 5 of 6)	14972	SCAMP4	SCAMP4	NM_079834			SCAMP4			NA
Interval_2574	chrX	148595477	148595661	+	0	NA	Intergenic	Intergenic	-8685	IDS	IDS	NM_006123			IDS			NA
Interval_60	chr1	35971683	35971866	+	0	NA	intron (KIAA0319L, intron 3 of 20)	-intron (KIAA0319L, intron 3 of 20)	51263	KIAA0319L	KIAA0319L	NM_024874			KIAA0319L			NA
Interval_2144	chr6	158447666	158448178	+	0	NA	intron (SYNJ2, intron 2 of 26)	-intron (SYNJ2, intron 1 of 25)	25783	SYNJ2-IT1	SYNJ2-IT1	NR_046796			SYNJ2-IT1			NA
Interval_1176	chr19	35786849	35787007	+	0	NA	intron (MAG, intron 4 of 11)	-intron (MAG, intron 4 of 10)	3939	MAG	MAG	NM_001199216			MAG			NA
Interval_1921	chr5	37553382	37553575	+	0	NA	intron (WDR70, intron 9 of 17)	-intron (WDR70, intron 9 of 17)	174066	WDR70	WDR70	NM_018034			WDR70			NA
Interval_2028	chr6	13355786	13355937	+	0	NA	Intergenic	Intergenic	-27046	TBC1D7	TBC1D7	NM_001258457			TBC1D7			NA
Interval_422	chr11	32251176	32251327	+	0	NA	Intergenic	Intergenic	138774	RCN1	RCN1	NM_002901			RCN1			NA
Interval_266	chr10	17045116	17045291	+	0	NA	intron (CUBN, intron 28 of 66)	-intron (CUBN, intron 28 of 66)	126613	CUBN	CUBN	NM_001081			CUBN			NA
Interval_1853	chr4	109281650	109281935	+	0	NA	Intergenic	Intergenic	-191680	LEF1	LEF1	NM_016269			LEF1			NA
Interval_228	chr1	230212089	230212296	+	0	NA	intron (GALNT2, intron 1 of 15)	-intron (GALNT2, intron 1 of 15)	9250	GALNT2	GALNT2	NM_004481			GALNT2			NA
Interval_2085	chr6	48503301	48503511	+	0	NA	Intergenic	Intergenic	-466981	PTCHD4	PTCHD4	NM_207499			PTCHD4			NA
Interval_1243	chr2	46577532	46577734	+	0	NA	intron (EPAS1, intron 2 of 15)	-intron (EPAS1, intron 2 of 15)	53092	EPAS1	EPAS1	NM_001430			EPAS1			NA
Interval_1382	chr20	1448454	1448605	+	0	NA	promoter-TSS (NSFL1C)	-promoter-TSS (NSFL1C)	-192	NSFL1C	NSFL1C	NM_001206736			NSFL1C			NA
Interval_2015	chr5	179975709	179975860	+	0	NA	intron (CNOT6, intron 4 of 13)	-intron (CNOT6, intron 4 of 13)	42703	SCGB3A1	SCGB3A1	NM_052863			SCGB3A1			NA
Interval_132	chr1	114883982	114884133	+	0	NA	Intergenic	Intergenic	169724	TRIM33	TRIM33	NM_015906			TRIM33			NA
Interval_309	chr10	66267856	66268187	+	0	NA	Intergenic	Intergenic	-317264	ANXA2P3	ANXA2P3	NR_001446			ANXA2P3			NA
Interval_852	chr15	88505665	88505874	+	0	NA	intron (NTRK3, intron 14 of 18)	-intron (NTRK3, intron 14 of 19)	-290192	NTRK3-AS1	NTRK3-AS1	NR_038229			NTRK3-AS1			NA
Interval_958	chr17	17667610	17667794	+	0	NA	intron (RAI1-AS1, intron 1 of 1)	-intron (RAI1, intron 2 of 5)	1914	RAI1-AS1	RAI1-AS1	NR_130894			RAI1-AS1			NA
Interval_2195	chr7	38397896	38398142	+	0	NA	intron (TRG-AS1, intron 3 of 3)	-intron (TRG-AS1, intron 3 of 3)	16841	TRG-AS1	TRG-AS1	NR_040085			TRG-AS1			NA
Interval_872	chr16	12174067	12174261	+	0	NA	intron (SNX29, intron 11 of 20)	-intron (SNX29, intron 11 of 20)	103573	SNX29	SNX29	NM_032167			SNX29			NA
Interval_1843	chr4	101460943	101461133	+	0	NA	Intergenic	Intergenic	-21788	EMCN	EMCN	NM_016242			EMCN			NA
Interval_1835	chr4	88324930	88325212	+	0	NA	Intergenic	Intergenic	-12616	HSD17B11	HSD17B11	NM_016245			HSD17B11			NA
Interval_2152	chr6	167768049	167768216	+	0	NA	Intergenic	Intergenic	29558	TTLL2	TTLL2	NM_031949			TTLL2			NA
Interval_420	chr11	32090061	32090273	+	0	NA	Intergenic	Intergenic	-22310	RCN1	RCN1	NM_002901			RCN1			NA
Interval_1635	chr3	72338168	72338458	+	0	NA	Intergenic	Intergenic	137905	LINC00870	LINC00870	NR_038221			LINC00870			NA
Interval_688	chr13	50840776	50840963	+	0	NA	intron (DLEU1, intron 2 of 6)	-intron (DLEU1, intron 2 of 6)	94715	ST13P4	ST13P4	NR_002183			ST13P4			NA
Interval_2188	chr7	37394225	37394526	+	0	NA	intron (ELMO1, intron 1 of 21)	-intron (ELMO1, intron 1 of 21)	356974	ELMO1-AS1	ELMO1-AS1	NR_104120			ELMO1-AS1			NA
Interval_1302	chr2	124454614	124454893	+	0	NA	Intergenic	Intergenic	-328111	CNTNAP5	CNTNAP5	NM_130773			CNTNAP5			NA
Interval_541	chr12	12170042	12170344	+	0	NA	Intergenic	Intergenic	-53685	BCL2L14	BCL2L14	NM_138723			BCL2L14			NA
Interval_424	chr11	33385019	33385238	+	0	NA	Intergenic	Intergenic	106260	HIPK3	HIPK3	NM_001278162			HIPK3			NA
Interval_59	chr1	35562904	35563160	+	0	NA	exon (ZMYM1, exon 5 of 11)	-exon (ZMYM1, exon 5 of 11)	18068	ZMYM1	ZMYM1	NM_001289090			ZMYM1			NA
Interval_1898	chr4	186305981	186306424	+	0	NA	Intergenic	Intergenic	-6050	LRP2BP	LRP2BP	NM_018409			LRP2BP			NA
Interval_1920	chr5	35830774	35831057	+	0	NA	Intergenic	Intergenic	-26062	IL7R	IL7R	NM_002185			IL7R			NA
Interval_1997	chr5	158768976	158769127	+	0	NA	intron (LOC285626, intron 2 of 4)	-intron (LOC285626, intron 2 of 4)	10525	LOC285626	LOC285626	NR_037889			LOC285626			NA
Interval_1532	chr22	39420985	39421136	+	0	NA	intron (APOBEC3D, intron 2 of 6)	-intron (APOBEC3D, intron 2 of 6)	3942	APOBEC3D	APOBEC3D	NM_152426			APOBEC3D			NA
Interval_1688	chr3	148582870	148583223	+	0	NA	promoter-TSS (CPA3)	-promoter-TSS (CPA3)	3	CPA3	CPA3	NM_001870			CPA3			NA
Interval_1759	chr3	194871179	194871403	+	0	NA	intron (XXYLT1-AS2, intron 1 of 1)	-intron (XXYLT1, intron 3 of 3)	2691	XXYLT1-AS2	XXYLT1-AS2	NR_102711			XXYLT1-AS2			NA
Interval_1312	chr2	136930716	136931069	+	0	NA	Intergenic	Intergenic	-55167	CXCR4	CXCR4	NM_003467			CXCR4			NA
Interval_2567	chrX	135892801	135892967	+	0	NA	Intergenic	Intergenic	-29381	ARHGEF6	ARHGEF6	NM_004840			ARHGEF6			NA
Interval_1974	chr5	138500707	138500925	+	0	NA	intron (SIL1, intron 1 of 9)	-intron (SIL1, intron 2 of 10)	33249	SIL1	SIL1	NM_022464			SIL1			NA
Interval_1895	chr4	184949614	184949797	+	0	NA	Intergenic	Intergenic	123196	STOX2	STOX2	NM_020225			STOX2			NA
Interval_586	chr12	65066743	65066905	+	0	NA	intron (RASSF3, intron 1 of 3)	-intron (RASSF3, intron 1 of 4)	-50439	MIR548Z	MIR548Z	NR_037515			MIR548Z			NA
Interval_1028	chr17	61510730	61510898	+	0	NA	exon (CYB561, exon 6 of 6)	-exon (CYB561, exon 6 of 6)	12908	CYB561	CYB561	NM_001915			CYB561			NA
Interval_116	chr1	101393038	101393189	+	0	NA	intron (SLC30A7, intron 8 of 10)	-intron (SLC30A7, intron 8 of 11)	31479	SLC30A7	SLC30A7	NM_001144884			SLC30A7			NA
Interval_110	chr1	94282563	94282853	+	0	NA	intron (BCAR3, intron 2 of 13)	-intron (BCAR3, intron 2 of 13)	-29680	MIR760	MIR760	NR_030621			MIR760			NA
Interval_395	chr11	10319320	10319519	+	0	NA	Intergenic	Intergenic	-3665	SBF2	SBF2	NM_030962			SBF2			NA
Interval_2268	chr8	2142955	2143183	+	0	NA	Intergenic	Intergenic	118400	MIR7160	MIR7160	NR_106983			MIR7160			NA
Interval_746	chr14	61998594	61998745	+	0	NA	intron (PRKCH, intron 12 of 13)	-intron (PRKCH, intron 12 of 13)	38243	LOC101927780	LOC101927780	NR_110416			LOC101927780			NA
Interval_1808	chr4	60425952	60426103	+	0	NA	Intergenic	Intergenic	-1362310	MIR548AG1	MIR548AG1	NR_039652			MIR548AG1			NA
Interval_452	chr11	62609056	62609328	+	0	NA	Intergenic	Intergenic	-1564	WDR74	WDR74	NM_018093			WDR74			NA
Interval_1947	chr5	87673938	87674256	+	0	NA	intron (TMEM161B-AS1, intron 6 of 7)	-intron (TMEM161B-AS1, intron 2 of 3)	-13915	TMEM161B-AS1	TMEM161B-AS1	NR_039995			TMEM161B-AS1			NA
Interval_1673	chr3	128202071	128202259	+	0	NA	intron (GATA2, intron 4 of 5)	-intron (GATA2, intron 5 of 6)	-5881	GATA2-AS1	GATA2-AS1	NR_125398			GATA2-AS1			NA
Interval_1585	chr3	30706599	30706762	+	0	NA	intron (TGFBR2, intron 3 of 6)	-intron (TGFBR2, intron 4 of 7)	58686	TGFBR2	TGFBR2	NM_003242			TGFBR2			NA
Interval_335	chr10	90590451	90590620	+	0	NA	intron (ANKRD22, intron 2 of 5)	-intron (ANKRD22, intron 2 of 5)	21197	ANKRD22	ANKRD22	NM_144590			ANKRD22			NA
Interval_1683	chr3	141399972	141400143	+	0	NA	Intergenic	Intergenic	-56994	RNF7	RNF7	NM_014245			RNF7			NA
Interval_1270	chr2	83080017	83080214	+	0	NA	Intergenic	Intergenic	-3812	LOC1720	LOC1720	NR_033423			LOC1720			NA
Interval_1625	chr3	61546150	61546339	+	0	NA	promoter-TSS (PTPRG)	-promoter-TSS (PTPRG)	-999	PTPRG	PTPRG	NM_002841			PTPRG			NA
Interval_2106	chr6	125751514	125751706	+	0	NA	Intergenic	Intergenic	-128328	HDDC2	HDDC2	NM_016063			HDDC2			NA
Interval_2396	chr9	6635278	6635458	+	0	NA	intron (GLDC, intron 2 of 24)	-intron (GLDC, intron 2 of 24)	10324	GLDC	GLDC	NM_000170			GLDC			NA
Interval_2178	chr7	22473662	22473835	+	0	NA	intron (STEAP1B, intron 4 of 4)	-intron (STEAP1B, intron 4 of 4)	66153	STEAP1B	STEAP1B	NM_207342			STEAP1B			NA
Interval_1938	chr5	75921429	75921672	+	0	NA	intron (IQGAP2, intron 13 of 35)	-intron (IQGAP2, intron 12 of 34)	-2291	F2RL2	F2RL2	NM_001256566			F2RL2			NA
Interval_1699	chr3	155426140	155426356	+	0	NA	Intergenic	Intergenic	-4251	PLCH1	PLCH1	NM_014996			PLCH1			NA
Interval_2042	chr6	20575506	20575712	+	0	NA	intron (CDKAL1, intron 4 of 15)	-intron (CDKAL1, intron 4 of 15)	40921	CDKAL1	CDKAL1	NM_017774			CDKAL1			NA
Interval_1703	chr3	160383678	160383829	+	0	NA	Intergenic	Intergenic	-11195	ARL14	ARL14	NM_025047			ARL14			NA
Interval_1238	chr2	43176262	43176527	+	0	NA	Intergenic	Intergenic	90288	LOC102723854	LOC102723854	NR_110585			LOC102723854			NA
Interval_879	chr16	17107534	17107685	+	0	NA	Intergenic	Intergenic	457129	XYLT1	XYLT1	NM_022166			XYLT1			NA
Interval_2384	chr8	135173495	135173769	+	0	NA	Intergenic	Intergenic	274893	LOC101927822	LOC101927822	NR_125424			LOC101927822			NA
Interval_1819	chr4	79129213	79129408	+	0	NA	intron (FRAS1, intron 2 of 73)	-intron (FRAS1, intron 2 of 41)	150586	FRAS1	FRAS1	NM_025074			FRAS1			NA
Interval_700	chr13	69924107	69924262	+	0	NA	Intergenic	Intergenic	127706	LINC00383	LINC00383	NR_125752			LINC00383			NA
Interval_2014	chr5	178995847	178996249	+	0	NA	intron (RUFY1, intron 4 of 17)	-intron (RUFY1, intron 3 of 16)	18486	RUFY1	RUFY1	NM_001040452			RUFY1			NA
Interval_2174	chr7	16308759	16308929	+	0	NA	exon (ISPD-AS1, exon 5 of 5)	-exon (ISPD-AS1, exon 5 of 5)	58733	ISPD-AS1	ISPD-AS1	NR_038947			ISPD-AS1			NA
Interval_634	chr12	120339890	120340061	+	0	NA	Intergenic	Intergenic	-24880	CIT	CIT	NM_001206999			CIT			NA
Interval_1886	chr4	159795343	159795494	+	0	NA	intron (FNIP2, intron 14 of 16)	-intron (FNIP2, intron 14 of 16)	105236	FNIP2	FNIP2	NM_020840			FNIP2			NA
Interval_1565	chr3	12797349	12797571	+	0	NA	intron (TMEM40, intron 1 of 11)	-intron (TMEM40, intron 1 of 11)	3348	TMEM40	TMEM40	NM_001284406			TMEM40			NA
Interval_2261	chr7	149567109	149567359	+	0	NA	intron (ATP6V0E2-AS1, intron 3 of 3)	-intron (ATP6V0E2-AS1, intron 3 of 3)	-2823	ATP6V0E2	ATP6V0E2	NM_001289990			ATP6V0E2			NA
Interval_816	chr15	56830088	56830373	+	0	NA	Intergenic	Intergenic	-72895	MNS1	MNS1	NM_018365			MNS1			NA
Interval_2202	chr7	45661545	45661748	+	0	NA	intron (ADCY1, intron 3 of 19)	-intron (ADCY1, intron 4 of 9)	47521	ADCY1	ADCY1	NM_021116			ADCY1			NA
Interval_1955	chr5	118666292	118666552	+	0	NA	intron (TNFAIP8, intron 2 of 2)	-intron (TNFAIP8, intron 1 of 1)	-25093	TNFAIP8	TNFAIP8	NM_001077654			TNFAIP8			NA
Interval_1860	chr4	114823234	114823623	+	0	NA	exon (ARSJ, exon 2 of 2)	-exon (ARSJ, exon 2 of 2)	77450	ARSJ	ARSJ	NM_024590			ARSJ			NA
Interval_2554	chrX	122351699	122351868	+	0	NA	intron (GRIA3, intron 2 of 15)	-intron (GRIA3, intron 2 of 15)	33687	GRIA3	GRIA3	NM_007325			GRIA3			NA
Interval_23	chr1	15750711	15750862	+	0	NA	intron (EFHD2, intron 1 of 3)	-intron (EFHD2, intron 1 of 3)	-14152	CTRC	CTRC	NM_007272			CTRC			NA
Interval_2053	chr6	30736907	30737277	+	0	NA	Intergenic	Intergenic	-24765	IER3	IER3	NM_003897_1			IER3			NA
Interval_1207	chr2	6252133	6252329	+	0	NA	Intergenic	Intergenic	130121	LOC400940	LOC400940	NR_026833			LOC400940			NA
Interval_931	chr16	89181722	89181981	+	0	NA	intron (ACSF3, intron 6 of 10)	-intron (ACSF3, intron 5 of 9)	21634	ACSF3	ACSF3	NM_001243279			ACSF3			NA
Interval_1642	chr3	88459502	88459679	+	0	NA	Intergenic	Intergenic	260697	C3orf38	C3orf38	NM_173824			C3orf38			NA
Interval_1553	chr3	5044219	5044370	+	0	NA	Intergenic	Intergenic	-22648	BHLHE40-AS1	BHLHE40-AS1	NR_037903			BHLHE40-AS1			NA
Interval_1211	chr2	12591787	12592202	+	0	NA	intron (LOC100506457, intron 4 of 5)	-intron (LOC100506457, intron 4 of 5)	252738	MIR3681	MIR3681	NR_037452			MIR3681			NA
Interval_1286	chr2	104255404	104255599	+	0	NA	Intergenic	Intergenic	769289	LOC100287010	LOC100287010	NR_037885			LOC100287010			NA
Interval_2083	chr6	45463656	45463936	+	0	NA	intron (RUNX2, intron 4 of 5)	-intron (RUNX2, intron 6 of 7)	-118008	SUPT3H	SUPT3H	NM_181356			SUPT3H			NA
Interval_977	chr17	36748213	36748370	+	0	NA	intron (SRCIN1, intron 1 of 18)	-intron (SRCIN1, intron 1 of 18)	13892	SRCIN1	SRCIN1	NM_025248			SRCIN1			NA
Interval_429	chr11	35133223	35133510	+	0	NA	Intergenic	Intergenic	26213	LOC100507144	LOC100507144	NR_120528			LOC100507144			NA
Interval_709	chr13	106089376	106089637	+	0	NA	Intergenic	Intergenic	-29059	DAOA	DAOA	NM_001161812			DAOA			NA
Interval_1995	chr5	156140471	156140738	+	0	NA	intron (SGCD, intron 7 of 7)	-intron (SGCD, intron 7 of 8)	-136945	PPP1R2P3	PPP1R2P3	NR_038443			PPP1R2P3			NA
Interval_426	chr11	34404187	34404338	+	0	NA	Intergenic	Intergenic	-24707	ABTB2	ABTB2	NM_145804			ABTB2			NA
Interval_1129	chr19	2085352	2085629	+	0	NA	intron (MOB3A, intron 1 of 4)	-intron (MOB3A, intron 1 of 4)	10779	MOB3A	MOB3A	NM_130807			MOB3A			NA
Interval_70	chr1	42725169	42725337	+	0	NA	intron (FOXJ3, intron 4 of 12)	-intron (FOXJ3, intron 4 of 12)	75650	FOXJ3	FOXJ3	NM_001198850			FOXJ3			NA
Interval_1121	chr18	76167191	76167419	+	0	NA	Intergenic	Intergenic	-461622	LINC01029	LINC01029	NR_104127			LINC01029			NA
Interval_1095	chr18	29620972	29621123	+	0	NA	intron (RNF125, intron 2 of 5)	-intron (RNF125, intron 2 of 5)	22602	RNF125	RNF125	NM_017831			RNF125			NA
Interval_277	chr10	30520342	30520588	+	0	NA	exon (LOC101929279, exon 3 of 3)	-exon (LOC101929279, exon 3 of 3)	19684	LOC101929279	LOC101929279	NR_120653			LOC101929279			NA
Interval_1351	chr2	217217625	217217776	+	0	NA	intron (MARCH4, intron 1 of 3)	-intron (MARCH4, intron 1 of 3)	19050	MARCH4	MARCH4	NM_020814			MARCH4			NA
Interval_157	chr1	160068387	160068780	+	0	NA	promoter-TSS (IGSF8)	-promoter-TSS (IGSF8)	-144	IGSF8	IGSF8	NM_001206665			IGSF8			NA
Interval_1714	chr3	169293420	169293664	+	0	NA	intron (MECOM, intron 1 of 16)	-intron (MECOM, intron 1 of 15)	189306	TERC	TERC	NR_001566			TERC			NA
Interval_957	chr17	17660883	17661171	+	0	NA	intron (RAI1, intron 2 of 5)	-intron (RAI1, intron 2 of 5)	8589	RAI1-AS1	RAI1-AS1	NR_130894			RAI1-AS1			NA
Interval_282	chr10	32439722	32439873	+	0	NA	Intergenic	Intergenic	-94426	KIF5B	KIF5B	NM_004521			KIF5B			NA
Interval_571	chr12	52366622	52366852	+	0	NA	intron (ACVR1B, intron 1 of 8)	-intron (ACVR1B, intron 1 of 8)	21286	ACVR1B	ACVR1B	NM_020328			ACVR1B			NA
Interval_1060	chr17	75082070	75082367	+	0	NA	Intergenic	Intergenic	-2507	SNHG20	SNHG20	NR_027058			SNHG20			NA
Interval_106	chr1	89761011	89761219	+	0	NA	Intergenic	Intergenic	-5070	LOC729930	LOC729930	NR_077244			LOC729930			NA
Interval_2232	chr7	106800951	106801102	+	0	NA	exon (PRKAR2B, exon 11 of 11)	-exon (PRKAR2B, exon 11 of 11)	-8434	HBP1	HBP1	NM_012257			HBP1			NA
Interval_1265	chr2	68317008	68317400	+	0	NA	Intergenic	Intergenic	-27045	C1D	C1D	NM_001190263			C1D			NA
Interval_397	chr11	10477394	10477545	+	0	NA	promoter-TSS (AMPD3)	-promoter-TSS (AMPD3)	5601	AMPD3	AMPD3	NM_001172431			AMPD3			NA
Interval_1582	chr3	26637928	26638090	+	0	NA	Intergenic	Intergenic	-26291	LRRC3B	LRRC3B	NM_052953			LRRC3B			NA
Interval_2204	chr7	47634129	47634301	+	0	NA	Intergenic	Intergenic	-12473	TNS3	TNS3	NM_022748			TNS3			NA
Interval_614	chr12	102249230	102249511	+	0	NA	Intergenic	Intergenic	-21735	DRAM1	DRAM1	NM_018370			DRAM1			NA
Interval_324	chr10	80897557	80897838	+	0	NA	intron (ZMIZ1, intron 2 of 24)	-intron (ZMIZ1, intron 2 of 24)	68905	ZMIZ1	ZMIZ1	NM_020338			ZMIZ1			NA
Interval_1656	chr3	107838681	107838913	+	0	NA	Intergenic	Intergenic	-5114	LINC01215	LINC01215	NR_110030			LINC01215			NA
Interval_2250	chr7	139941873	139942024	+	0	NA	Intergenic	Intergenic	64887	JHDM1D-AS1	JHDM1D-AS1	NR_024451			JHDM1D-AS1			NA
Interval_1010	chr17	49505342	49505615	+	0	NA	Intergenic	Intergenic	91402	LOC440446	LOC440446	NR_122104			LOC440446			NA
Interval_2390	chr8	142307466	142307853	+	0	NA	Intergenic	Intergenic	-42989	LINC01300	LINC01300	NR_024441			LINC01300			NA
Interval_733	chr14	48247906	48248134	+	0	NA	intron (LINC00648, intron 2 of 2)	-intron (LINC00648, intron 2 of 2)	16197	LINC00648	LINC00648	NR_039996			LINC00648			NA
Interval_833	chr15	70384347	70384527	+	0	NA	intron (TLE3, intron 4 of 19)	-intron (TLE3, intron 4 of 19)	5819	TLE3	TLE3	NM_005078			TLE3			NA
Interval_2094	chr6	81840834	81840985	+	0	NA	Intergenic	Intergenic	621519	FAM46A	FAM46A	NM_017633			FAM46A			NA
Interval_1092	chr18	22819707	22820073	+	0	NA	intron (ZNF521, intron 3 of 7)	-intron (ZNF521, intron 2 of 6)	112324	ZNF521	ZNF521	NM_015461			ZNF521			NA
Interval_1151	chr19	13215247	13215416	+	0	NA	TTS (TRMT1)	-TTS (TRMT1)	-1357	LYL1	LYL1	NM_005583			LYL1			NA
Interval_2438	chr9	99394493	99394709	+	0	NA	Intergenic	Intergenic	-12489	CDC14B	CDC14B	NM_033331			CDC14B			NA
Interval_522	chr12	716844	716995	+	0	NA	intron (NINJ2, intron 1 of 3)	-intron (NINJ2, intron 1 of 3)	-23138	LOC100049716	LOC100049716	NR_122124			LOC100049716			NA
Interval_1632	chr3	72132201	72132532	+	0	NA	intron (LINC00877, intron 2 of 6)	-intron (LINC00877, intron 2 of 6)	17240	LINC00877	LINC00877	NR_104116			LINC00877			NA
Interval_468	chr11	72865316	72865688	+	0	NA	Intergenic	Intergenic	-12359	FCHSD2	FCHSD2	NM_014824			FCHSD2			NA
Interval_1710	chr3	167659422	167659805	+	0	NA	Intergenic	Intergenic	45877	LINC01330	LINC01330	NR_033843			LINC01330			NA
Interval_2308	chr8	41721989	41722159	+	0	NA	intron (ANK1, intron 1 of 42)	-intron (ANK1, intron 1 of 42)	187470	KAT6A	KAT6A	NM_001305878			KAT6A			NA
Interval_1178	chr19	39430679	39430942	+	0	NA	Intergenic	Intergenic	9216	MRPS12	MRPS12	NM_033363			MRPS12			NA
Interval_134	chr1	115606038	115606189	+	0	NA	intron (TSPAN2, intron 2 of 7)	-intron (TSPAN2, intron 2 of 6)	26008	TSPAN2	TSPAN2	NM_001308316			TSPAN2			NA
Interval_308	chr10	65323486	65323639	+	0	NA	intron (REEP3, intron 1 of 7)	-intron (REEP3, intron 1 of 7)	42439	REEP3	REEP3	NM_001001330			REEP3			NA
Interval_2255	chr7	142502434	142502741	+	0	NA	Intergenic	Intergenic	23830	PRSS3P2	PRSS3P2	NR_001296			PRSS3P2			NA
Interval_880	chr16	20861336	20861487	+	0	NA	TTS (LOC81691)	-TTS (LOC81691)	-43616	ERI2	ERI2	NM_001142725			ERI2			NA
Interval_564	chr12	50056839	50057069	+	0	NA	intron (FMNL3, intron 4 of 24)	-intron (FMNL3, intron 4 of 25)	39551	PRPF40B	PRPF40B	NM_001031698			PRPF40B			NA
Interval_2044	chr6	21954156	21954458	+	0	NA	intron (CASC15, intron 5 of 11)	-intron (CASC15, intron 5 of 11)	193115	NBAT1	NBAT1	NR_034143			NBAT1			NA
Interval_1606	chr3	46474669	46474949	+	0	NA	Intergenic	Intergenic	26088	CCRL2	CCRL2	NM_003965			CCRL2			NA
Interval_1424	chr20	33754260	33754491	+	0	NA	Intergenic	Intergenic	-5365	PROCR	PROCR	NM_006404			PROCR			NA
Interval_2296	chr8	28051693	28051873	+	0	NA	Intergenic	Intergenic	101199	ELP3	ELP3	NM_001284226			ELP3			NA
Interval_173	chr1	172876013	172876309	+	0	NA	Intergenic	Intergenic	143942	TNFSF18	TNFSF18	NM_005092			TNFSF18			NA
Interval_261	chr10	14549182	14549392	+	0	NA	Intergenic	Intergenic	70712	MIR1265	MIR1265	NR_031668			MIR1265			NA
Interval_1419	chr20	31098956	31099132	+	0	NA	exon (LOC101929698, exon 2 of 3)	-exon (LOC101929698, exon 2 of 3)	1282	LOC101929698	LOC101929698	NR_110619			LOC101929698			NA
Interval_742	chr14	60567630	60567825	+	0	NA	intron (PCNXL4, intron 1 of 9)	-intron (PCNXL4, intron 1 of 9)	9098	PCNXL4	PCNXL4	NM_022495			PCNXL4			NA
Interval_2138	chr6	156745107	156745277	+	0	NA	Intergenic	Intergenic	-353872	ARID1B	ARID1B	NM_017519			ARID1B			NA
Interval_2395	chr9	629080	629231	+	0	NA	intron (KANK1, intron 2 of 12)	-intron (KANK1, intron 5 of 15)	-77651	KANK1	KANK1	NM_015158			KANK1			NA
Interval_1614	chr3	52251056	52251403	+	0	NA	Intergenic	Intergenic	8950	TLR9	TLR9	NM_017442			TLR9			NA
Interval_2357	chr8	108317464	108317709	+	0	NA	intron (ANGPT1, intron 4 of 8)	-intron (ANGPT1, intron 4 of 8)	192668	ANGPT1	ANGPT1	NM_001199859			ANGPT1			NA
Interval_2254	chr7	142273598	142273858	+	0	NA	Intergenic	Intergenic	-100403	MTRNR2L6	MTRNR2L6	NM_001190487			MTRNR2L6			NA
Interval_254	chr10	6707911	6708167	+	0	NA	Intergenic	Intergenic	31007	MIR4454	MIR4454	NR_039659_3			MIR4454			NA
Interval_921	chr16	78227079	78227285	+	0	NA	intron (WWOX, intron 5 of 8)	-intron (WWOX, intron 4 of 7)	93872	WWOX	WWOX	NM_001291997			WWOX			NA
Interval_73	chr1	45436089	45436298	+	0	NA	intron (EIF2B3, intron 3 of 11)	-intron (EIF2B3, intron 3 of 9)	16201	EIF2B3	EIF2B3	NM_001261418			EIF2B3			NA
Interval_2036	chr6	14861634	14861785	+	0	NA	Intergenic	Intergenic	-384497	JARID2	JARID2	NM_001267040			JARID2			NA
Interval_1429	chr20	35272796	35272975	+	0	NA	intron (SLA2, intron 1 of 7)	-intron (SLA2, intron 1 of 7)	1734	SLA2	SLA2	NM_175077			SLA2			NA
Interval_2382	chr8	134229612	134229816	+	0	NA	intron (WISP1, intron 2 of 2)	-intron (WISP1, intron 2 of 2)	26432	WISP1	WISP1	NM_080838			WISP1			NA
Interval_485	chr11	101483310	101483511	+	0	NA	Intergenic	Intergenic	-28751	TRPC6	TRPC6	NM_004621			TRPC6			NA
Interval_232	chr1	233041525	233041723	+	0	NA	Intergenic	Intergenic	-44746	NTPCR	NTPCR	NM_032324			NTPCR			NA
Interval_556	chr12	32049591	32049911	+	0	NA	Intergenic	Intergenic	-62602	KIAA1551	KIAA1551	NM_018169			KIAA1551			NA
Interval_38	chr1	24224265	24224479	+	0	NA	intron (CNR2, intron 1 of 1)	-intron (CNR2, intron 1 of 1)	15445	CNR2	CNR2	NM_001841			CNR2			NA
Interval_101	chr1	69786814	69786975	+	0	NA	Intergenic	Intergenic	-438964	LRRC7	LRRC7	NM_020794			LRRC7			NA
Interval_268	chr10	17467810	17468229	+	0	NA	intron (ST8SIA6, intron 2 of 7)	-intron (ST8SIA6, intron 2 of 7)	28235	ST8SIA6	ST8SIA6	NM_001004470			ST8SIA6			NA
Interval_1577	chr3	18154995	18155266	+	0	NA	intron (LOC339862, intron 4 of 4)	-intron (LOC339862, intron 4 of 4)	151066	LOC339862	LOC339862	NM_001257177			LOC339862			NA
Interval_600	chr12	76178483	76178655	+	0	NA	Intergenic	Intergenic	246987	PHLDA1	PHLDA1	NM_007350			PHLDA1			NA
