PeakID (cmd=annotatePeaks.pl TCF12_IP_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
TCF12_IP_R1_peak_15209	chr7	73153312	73153647	+	467	NA	promoter-TSS (ABHD11)	-promoter-TSS (ABHD11)	-289	ABHD11	ABHD11	NM_001145364			ABHD11			NA
TCF12_IP_R1_peak_9577	chr2	120463856	120464124	+	467	NA	Intergenic	Intergenic	27247	TMEM177	TMEM177	NM_030577			TMEM177			NA
TCF12_IP_R1_peak_9460	chr2	99374305	99374935	+	467	NA	Intergenic	Intergenic	13741	LOC101927070	LOC101927070	NR_126337			LOC101927070			NA
TCF12_IP_R1_peak_11976	chr3	128402856	128403316	+	467	NA	Intergenic	Intergenic	-33367	RPN1	RPN1	NM_002950			RPN1			NA
TCF12_IP_R1_peak_14288	chr6	37019244	37019722	+	467	NA	Intergenic	Intergenic	46060	FGD2	FGD2	NM_173558			FGD2			NA
TCF12_IP_R1_peak_15795	chr8	29347826	29348366	+	467	NA	Intergenic	Intergenic	-141774	DUSP4	DUSP4	NM_001394			DUSP4			NA
TCF12_IP_R1_peak_3959	chr12	111333093	111333446	+	467	NA	intron (CCDC63, intron 9 of 11)	-intron (CCDC63, intron 8 of 10)	25135	MYL2	MYL2	NM_000432			MYL2			NA
TCF12_IP_R1_peak_11415	chr3	15900440	15901015	+	466	NA	intron (ANKRD28, intron 1 of 27)	-intron (ANKRD28, intron 1 of 27)	326	ANKRD28	ANKRD28	NM_015199			ANKRD28			NA
TCF12_IP_R1_peak_4250	chr13	30945762	30946084	+	465	NA	intron (LINC00426, intron 2 of 4)	-intron (LINC00426, intron 2 of 4)	2128	LINC00426	LINC00426	NR_024464			LINC00426			NA
TCF12_IP_R1_peak_5549	chr15	89010501	89011291	+	465	NA	promoter-TSS (MRPL46)	-promoter-TSS (MRPL46)	212	MRPS11	MRPS11	NM_022839			MRPS11			NA
TCF12_IP_R1_peak_12156	chr3	177128486	177128843	+	464	NA	Intergenic	Intergenic	-31045	LINC00578	LINC00578	NR_047568			LINC00578			NA
TCF12_IP_R1_peak_2988	chr11	66311150	66311595	+	464	NA	exon (ZDHHC24, exon 2 of 3)	-exon (ZDHHC24, exon 2 of 3)	2299	ZDHHC24	ZDHHC24	NM_207340			ZDHHC24			NA
TCF12_IP_R1_peak_452	chr1	32999584	32999913	+	464	NA	Intergenic	Intergenic	-4998	ZBTB8A	ZBTB8A	NM_001040441			ZBTB8A			NA
TCF12_IP_R1_peak_17204	chrX	44173580	44173872	+	464	NA	intron (EFHC2, intron 1 of 14)	-intron (EFHC2, intron 1 of 14)	29197	EFHC2	EFHC2	NM_025184			EFHC2			NA
TCF12_IP_R1_peak_3929	chr12	109232082	109232525	+	463	NA	intron (SSH1, intron 2 of 14)	-intron (SSH1, intron 2 of 13)	-1521	MIR619	MIR619	NR_030350			MIR619			NA
TCF12_IP_R1_peak_10815	chr22	17579300	17579767	+	463	NA	intron (IL17RA, intron 3 of 12)	-intron (IL17RA, intron 3 of 11)	13684	IL17RA	IL17RA	NM_014339			IL17RA			NA
TCF12_IP_R1_peak_189	chr1	12538717	12539251	+	462	NA	intron (VPS13D, intron 66 of 68)	-intron (VPS13D, intron 67 of 69)	-28316	SNORA59A	SNORA59A	NR_003025			SNORA59A			NA
TCF12_IP_R1_peak_3145	chr11	76411192	76412005	+	462	NA	intron (GUCY2EP, intron 13 of 20)	-intron (GUCY2EP, intron 13 of 20)	21235	GUCY2EP	GUCY2EP	NR_024042			GUCY2EP			NA
TCF12_IP_R1_peak_2143	chr10	80897550	80897996	+	461	NA	intron (ZMIZ1, intron 2 of 24)	-intron (ZMIZ1, intron 2 of 24)	68981	ZMIZ1	ZMIZ1	NM_020338			ZMIZ1			NA
TCF12_IP_R1_peak_7668	chr18	28783408	28783753	+	460	NA	Intergenic	Intergenic	-40761	DSC1	DSC1	NM_004948			DSC1			NA
TCF12_IP_R1_peak_8653	chr19	41804232	41804509	+	460	NA	intron (HNRNPUL1, intron 10 of 14)	-intron (HNRNPUL1, intron 10 of 14)	-11724	CCDC97	CCDC97	NM_052848			CCDC97			NA
TCF12_IP_R1_peak_12049	chr3	140949761	140950603	+	460	NA	promoter-TSS (PXYLP1)	-promoter-TSS (PXYLP1)	-485	PXYLP1	PXYLP1	NM_001282728			PXYLP1			NA
TCF12_IP_R1_peak_3191	chr11	93451388	93451691	+	460	NA	intron (CEP295, intron 18 of 29)	-intron (CEP295, intron 18 of 29)	-3141	SCARNA9	SCARNA9	NR_002569			SCARNA9			NA
TCF12_IP_R1_peak_2357	chr10	112873744	112874481	+	460	NA	Intergenic	Intergenic	37322	ADRA2A	ADRA2A	NM_000681			ADRA2A			NA
TCF12_IP_R1_peak_12442	chr4	2414707	2415457	+	460	NA	intron (ZFYVE28, intron 1 of 12)	-intron (ZFYVE28, intron 1 of 11)	5288	ZFYVE28	ZFYVE28	NM_020972			ZFYVE28			NA
TCF12_IP_R1_peak_6897	chr17	46124927	46125460	+	459	NA	promoter-TSS (NFE2L1)	-promoter-TSS (NFE2L1)	-493	NFE2L1	NFE2L1	NM_003204			NFE2L1			NA
TCF12_IP_R1_peak_4779	chr14	69658051	69658893	+	459	NA	promoter-TSS (EXD2)	-promoter-TSS (EXD2)	-11	EXD2	EXD2	NM_001193362			EXD2			NA
TCF12_IP_R1_peak_6705	chr17	29862501	29863027	+	458	NA	TTS (MIR4724)	-TTS (MIR4724)	863	MIR4724	MIR4724	NR_039877			MIR4724			NA
TCF12_IP_R1_peak_16535	chr9	80733916	80734221	+	458	NA	Intergenic	Intergenic	-87703	GNAQ	GNAQ	NM_002072			GNAQ			NA
TCF12_IP_R1_peak_5270	chr15	55700162	55700937	+	458	NA	promoter-TSS (C15orf65)	-promoter-TSS (C15orf65)	159	CCPG1	CCPG1	NM_020739			CCPG1			NA
TCF12_IP_R1_peak_16085	chr8	104164423	104164705	+	458	NA	intron (BAALC, intron 1 of 1)	-intron (BAALC, intron 1 of 1)	-2278	MIR3151	MIR3151	NR_036106			MIR3151			NA
TCF12_IP_R1_peak_2732	chr11	36531258	36531906	+	458	NA	intron (TRAF6, intron 1 of 7)	-intron (TRAF6, intron 1 of 6)	281	TRAF6	TRAF6	NM_145803			TRAF6			NA
TCF12_IP_R1_peak_7680	chr18	32620957	32621353	+	458	NA	promoter-TSS (MAPRE2)	-promoter-TSS (MAPRE2)	-459	MAPRE2	MAPRE2	NM_001256420			MAPRE2			NA
TCF12_IP_R1_peak_583	chr1	45265582	45265949	+	458	NA	promoter-TSS (PLK3)	-promoter-TSS (PLK3)	-271	PLK3	PLK3	NM_004073			PLK3			NA
TCF12_IP_R1_peak_9803	chr2	182321391	182322086	+	458	NA	exon (ITGA4, exon 1 of 28)	-exon (ITGA4, exon 1 of 28)	119	ITGA4	ITGA4	NM_000885			ITGA4			NA
TCF12_IP_R1_peak_3437	chr12	7144108	7144482	+	457	NA	Intergenic	Intergenic	-18453	LPCAT3	LPCAT3	NM_005768			LPCAT3			NA
TCF12_IP_R1_peak_8729	chr19	46272591	46273188	+	457	NA	promoter-TSS (SIX5)	-promoter-TSS (SIX5)	-392	SIX5	SIX5	NM_175875			SIX5			NA
TCF12_IP_R1_peak_8341	chr19	14182588	14183078	+	457	NA	promoter-TSS (LOC113230)	-promoter-TSS (LOC113230)	-988	LOC113230	LOC113230	NM_001291291			LOC113230			NA
TCF12_IP_R1_peak_2260	chr10	101445469	101445763	+	457	NA	exon (ENTPD7, exon 6 of 13)	-exon (ENTPD7, exon 6 of 13)	26353	ENTPD7	ENTPD7	NM_020354			ENTPD7			NA
TCF12_IP_R1_peak_1168	chr1	182289573	182289884	+	457	NA	Intergenic	Intergenic	-6532	LINC01344	LINC01344	NR_104175			LINC01344			NA
TCF12_IP_R1_peak_3998	chr12	116823620	116823970	+	457	NA	Intergenic	Intergenic	42328	MIR4472-2	MIR4472-2	NR_039683			MIR4472-2			NA
TCF12_IP_R1_peak_16924	chr9	135036139	135036554	+	456	NA	promoter-TSS (NTNG2)	-promoter-TSS (NTNG2)	-988	NTNG2	NTNG2	NM_032536			NTNG2			NA
TCF12_IP_R1_peak_846	chr1	109505614	109506184	+	456	NA	intron (CLCC1, intron 1 of 11)	-intron (CLCC1, intron 1 of 11)	222	CLCC1	CLCC1	NM_001048210			CLCC1			NA
TCF12_IP_R1_peak_13947	chr5	179434596	179434853	+	456	NA	intron (RNF130, intron 3 of 8)	-intron (RNF130, intron 3 of 7)	7673	MIR340	MIR340	NR_029885			MIR340			NA
TCF12_IP_R1_peak_11676	chr3	49977101	49978215	+	456	NA	exon (RBM6, exon 1 of 17)	-exon (RBM6, exon 1 of 17)	181	RBM6	RBM6	NM_005777			RBM6			NA
TCF12_IP_R1_peak_11655	chr3	49382537	49382812	+	456	NA	Intergenic	Intergenic	-5138	USP4	USP4	NM_003363			USP4			NA
TCF12_IP_R1_peak_15353	chr7	101671712	101672119	+	456	NA	intron (CUX1, intron 3 of 23)	-intron (CUX1, intron 3 of 23)	211033	CUX1	CUX1	NM_001913			CUX1			NA
TCF12_IP_R1_peak_6834	chr17	42287817	42288205	+	455	NA	intron (UBTF, intron 13 of 20)	-intron (UBTF, intron 12 of 19)	-2804	MIR6782	MIR6782	NR_106840			MIR6782			NA
TCF12_IP_R1_peak_17144	chrX	19765700	19766438	+	455	NA	intron (SH3KBP1, intron 2 of 17)	-intron (SH3KBP1, intron 1 of 16)	139675	SH3KBP1	SH3KBP1	NM_031892			SH3KBP1			NA
TCF12_IP_R1_peak_14253	chr6	35265368	35266020	+	455	NA	promoter-TSS (DEF6)	-promoter-TSS (DEF6)	99	DEF6	DEF6	NM_022047			DEF6			NA
TCF12_IP_R1_peak_4604	chr14	24685204	24685473	+	455	NA	promoter-TSS (MDP1)	-promoter-TSS (MDP1)	-62	MDP1	MDP1	NM_001199822			MDP1			NA
TCF12_IP_R1_peak_3412	chr12	6571046	6571418	+	455	NA	TTS (VAMP1)	-TTS (VAMP1)	8833	VAMP1	VAMP1	NM_014231			VAMP1			NA
TCF12_IP_R1_peak_8961	chr2	8039990	8040460	+	455	NA	promoter-TSS (LOC101929551)	-promoter-TSS (LOC101929551)	-439	LOC101929551	LOC101929551	NR_110256			LOC101929551			NA
TCF12_IP_R1_peak_1812	chr10	30138555	30138834	+	454	NA	Intergenic	Intergenic	209794	KIAA1462	KIAA1462	NM_020848			KIAA1462			NA
TCF12_IP_R1_peak_6119	chr16	58459986	58460464	+	454	NA	Intergenic	Intergenic	33927	GINS3	GINS3	NM_001126130			GINS3			NA
TCF12_IP_R1_peak_12116	chr3	160939132	160939584	+	454	NA	intron (NMD3, intron 1 of 15)	-intron (NMD3, intron 1 of 15)	259	NMD3	NMD3	NM_015938			NMD3			NA
TCF12_IP_R1_peak_8429	chr19	17664089	17664408	+	451	NA	exon (FAM129C, exon 16 of 16)	-exon (FAM129C, exon 16 of 16)	-2263	COLGALT1	COLGALT1	NM_024656			COLGALT1			NA
TCF12_IP_R1_peak_9566	chr2	113931154	113931903	+	451	NA	promoter-TSS (PSD4)	-promoter-TSS (PSD4)	-32	PSD4	PSD4	NM_012455			PSD4			NA
TCF12_IP_R1_peak_247	chr1	19450321	19450749	+	451	NA	intron (UBR4, intron 65 of 105)	-intron (UBR4, intron 65 of 105)	86211	UBR4	UBR4	NM_020765			UBR4			NA
TCF12_IP_R1_peak_16451	chr9	33290048	33290756	+	451	NA	promoter-TSS (NFX1)	-promoter-TSS (NFX1)	-16	NFX1	NFX1	NM_002504			NFX1			NA
TCF12_IP_R1_peak_11000	chr22	29704487	29705265	+	451	NA	intron (GAS2L1, intron 2 of 5)	-intron (GAS2L1, intron 2 of 5)	1891	GAS2L1	GAS2L1	NM_006478			GAS2L1			NA
TCF12_IP_R1_peak_12909	chr4	117453104	117453445	+	450	NA	Intergenic	Intergenic	232393	MIR1973	MIR1973	NR_031737			MIR1973			NA
TCF12_IP_R1_peak_2048	chr10	73031327	73031690	+	450	NA	intron (UNC5B, intron 1 of 16)	-intron (UNC5B, intron 1 of 15)	-47502	SLC29A3	SLC29A3	NM_018344			SLC29A3			NA
TCF12_IP_R1_peak_11341	chr3	5223318	5223772	+	450	NA	TTS (ARL8B)	-TTS (ARL8B)	-5814	EDEM1	EDEM1	NM_014674			EDEM1			NA
TCF12_IP_R1_peak_6710	chr17	30615652	30616116	+	449	NA	exon (RHBDL3, exon 4 of 9)	-exon (RHBDL3, exon 4 of 9)	22689	RHBDL3	RHBDL3	NM_138328			RHBDL3			NA
TCF12_IP_R1_peak_7229	chr17	73860573	73860879	+	449	NA	Intergenic	Intergenic	-9225	WBP2	WBP2	NM_012478			WBP2			NA
TCF12_IP_R1_peak_17051	chr9	139694227	139694641	+	449	NA	intron (CCDC183, intron 3 of 13)	-intron (CCDC183, intron 3 of 13)	3644	CCDC183	CCDC183	NM_001039374			CCDC183			NA
TCF12_IP_R1_peak_9666	chr2	136765768	136766331	+	449	NA	TTS (DARS-AS1)	-TTS (DARS-AS1)	-22795	DARS	DARS	NM_001349			DARS			NA
TCF12_IP_R1_peak_5430	chr15	75079860	75080393	+	449	NA	TTS (MIR4513)	-TTS (MIR4513)	972	MIR4513	MIR4513	NR_039738			MIR4513			NA
TCF12_IP_R1_peak_1645	chr10	6128235	6128601	+	449	NA	Intergenic	Intergenic	-2531	RBM17	RBM17	NM_032905			RBM17			NA
TCF12_IP_R1_peak_7385	chr17	78863531	78864018	+	448	NA	intron (RPTOR, intron 17 of 33)	-intron (RPTOR, intron 13 of 29)	-84342	LOC101928855	LOC101928855	NR_110852			LOC101928855			NA
TCF12_IP_R1_peak_14331	chr6	42420849	42421340	+	448	NA	Intergenic	Intergenic	-1305	TRERF1	TRERF1	NM_033502			TRERF1			NA
TCF12_IP_R1_peak_6273	chr16	81515022	81515325	+	448	NA	intron (CMIP, intron 1 of 20)	-intron (CMIP, intron 1 of 20)	36398	CMIP	CMIP	NM_030629			CMIP			NA
TCF12_IP_R1_peak_14323	chr6	41995926	41996531	+	447	NA	intron (CCND3, intron 1 of 4)	-intron (CCND3, intron 1 of 4)	-22023	TAF8	TAF8	NM_138572			TAF8			NA
TCF12_IP_R1_peak_11992	chr3	129295654	129296162	+	447	NA	intron (PLXND1, intron 9 of 35)	-intron (PLXND1, intron 9 of 35)	29674	PLXND1	PLXND1	NM_015103			PLXND1			NA
TCF12_IP_R1_peak_7192	chr17	73112812	73113082	+	447	NA	intron (ARMC7, intron 2 of 2)	-intron (ARMC7, intron 2 of 2)	6900	ARMC7	ARMC7	NM_024585			ARMC7			NA
TCF12_IP_R1_peak_7288	chr17	75421149	75421637	+	446	NA	intron (SEPT9, intron 1 of 9)	-intron (SEPT9, intron 3 of 11)	-28257	MIR4316	MIR4316	NR_036200			MIR4316			NA
TCF12_IP_R1_peak_16927	chr9	135092725	135093010	+	446	NA	intron (NTNG2, intron 3 of 7)	-intron (NTNG2, intron 3 of 7)	55533	NTNG2	NTNG2	NM_032536			NTNG2			NA
TCF12_IP_R1_peak_8003	chr19	2096003	2096564	+	446	NA	promoter-TSS (IZUMO4)	-promoter-TSS (IZUMO4)	-14	MOB3A	MOB3A	NM_130807			MOB3A			NA
TCF12_IP_R1_peak_15560	chr7	148844462	148844743	+	446	NA	promoter-TSS (ZNF398)	-promoter-TSS (ZNF398)	42	ZNF398	ZNF398	NM_020781			ZNF398			NA
TCF12_IP_R1_peak_576	chr1	45137960	45138569	+	446	NA	intron (TMEM53, intron 1 of 2)	-intron (TMEM53, intron 1 of 1)	2016	TMEM53	TMEM53	NM_001300747			TMEM53			NA
TCF12_IP_R1_peak_12305	chr3	194871144	194871605	+	446	NA	intron (XXYLT1-AS2, intron 1 of 1)	-intron (XXYLT1, intron 3 of 3)	2774	XXYLT1-AS2	XXYLT1-AS2	NR_102711			XXYLT1-AS2			NA
TCF12_IP_R1_peak_5208	chr15	42357241	42357602	+	446	NA	Intergenic	Intergenic	-14520	PLA2G4E	PLA2G4E	NM_001206670			PLA2G4E			NA
TCF12_IP_R1_peak_16647	chr9	100866683	100867064	+	446	NA	intron (TRIM14, intron 2 of 6)	-intron (TRIM14, intron 2 of 5)	14762	TRIM14	TRIM14	NM_014788			TRIM14			NA
TCF12_IP_R1_peak_12899	chr4	109454690	109454944	+	446	NA	Intergenic	Intergenic	86796	RPL34-AS1	RPL34-AS1	NR_026968			RPL34-AS1			NA
TCF12_IP_R1_peak_5920	chr16	23912549	23912933	+	445	NA	intron (PRKCB, intron 2 of 16)	-intron (PRKCB, intron 2 of 16)	65441	PRKCB	PRKCB	NM_212535			PRKCB			NA
TCF12_IP_R1_peak_1814	chr10	30285538	30285952	+	445	NA	Intergenic	Intergenic	62743	KIAA1462	KIAA1462	NM_020848			KIAA1462			NA
TCF12_IP_R1_peak_8812	chr19	50490429	50490790	+	445	NA	intron (VRK3, intron 12 of 12)	-intron (VRK3, intron 11 of 13)	17697	SIGLEC16	SIGLEC16	NR_002825			SIGLEC16			NA
TCF12_IP_R1_peak_11476	chr3	31310391	31310682	+	444	NA	Intergenic	Intergenic	-107257	MIR466	MIR466	NR_130459			MIR466			NA
TCF12_IP_R1_peak_17114	chrX	4628643	4628950	+	444	NA	Intergenic	Intergenic	-77183	LOC101928201	LOC101928201	NR_110390			LOC101928201			NA
TCF12_IP_R1_peak_2108	chr10	75928770	75929023	+	444	NA	intron (ADK, intron 1 of 10)	-intron (ADK, intron 1 of 9)	17953	ADK	ADK	NM_006721			ADK			NA
TCF12_IP_R1_peak_12717	chr4	57047371	57047634	+	444	NA	intron (KIAA1211, intron 2 of 10)	-intron (KIAA1211, intron 2 of 10)	11141	KIAA1211	KIAA1211	NM_020722			KIAA1211			NA
TCF12_IP_R1_peak_4309	chr13	47440299	47440660	+	444	NA	intron (HTR2A, intron 2 of 2)	-intron (HTR2A, intron 3 of 3)	14204	HTR2A-AS1	HTR2A-AS1	NR_103752			HTR2A-AS1			NA
TCF12_IP_R1_peak_12093	chr3	155052648	155052987	+	444	NA	Intergenic	Intergenic	-41328	LOC100507537	LOC100507537	NR_037902			LOC100507537			NA
TCF12_IP_R1_peak_1697	chr10	11936586	11937454	+	444	NA	promoter-TSS (PROSER2-AS1)	-promoter-TSS (PROSER2-AS1)	-311	PROSER2-AS1	PROSER2-AS1	NR_038222			PROSER2-AS1			NA
TCF12_IP_R1_peak_10429	chr20	52694852	52695165	+	444	NA	Intergenic	Intergenic	-7704	BCAS1	BCAS1	NM_003657			BCAS1			NA
TCF12_IP_R1_peak_3259	chr11	118747499	118747848	+	444	NA	Intergenic	Intergenic	-16428	CXCR5	CXCR5	NM_001716			CXCR5			NA
TCF12_IP_R1_peak_8483	chr19	18788785	18789140	+	444	NA	Intergenic	Intergenic	-5463	CRTC1	CRTC1	NM_001098482			CRTC1			NA
TCF12_IP_R1_peak_2689	chr11	32078060	32078361	+	444	NA	Intergenic	Intergenic	-15346	LOC100506675	LOC100506675	NR_120527			LOC100506675			NA
TCF12_IP_R1_peak_868	chr1	112050047	112050501	+	444	NA	intron (TMIGD3, intron 1 of 5)	-intron (TMIGD3, intron 1 of 5)	-3531	ADORA3	ADORA3	NM_001302679			ADORA3			NA
TCF12_IP_R1_peak_9593	chr2	122647633	122647982	+	444	NA	Intergenic	Intergenic	134686	TSN	TSN	NM_004622			TSN			NA
TCF12_IP_R1_peak_12306	chr3	194875599	194876113	+	444	NA	intron (XXYLT1, intron 3 of 3)	-intron (XXYLT1, intron 3 of 3)	7256	XXYLT1-AS2	XXYLT1-AS2	NR_102711			XXYLT1-AS2			NA
TCF12_IP_R1_peak_12539	chr4	10095318	10096039	+	442	NA	intron (WDR1, intron 2 of 11)	-intron (WDR1, intron 2 of 11)	-15362	MIR3138	MIR3138	NR_036090			MIR3138			NA
TCF12_IP_R1_peak_10229	chr20	30205313	30205599	+	442	NA	Intergenic	Intergenic	10467	MIR3193	MIR3193	NR_036161			MIR3193			NA
TCF12_IP_R1_peak_8391	chr19	16369163	16369601	+	442	NA	Intergenic	Intergenic	60717	AP1M1	AP1M1	NM_032493			AP1M1			NA
TCF12_IP_R1_peak_7537	chr17	80943896	80944366	+	442	NA	intron (B3GNTL1, intron 6 of 12)	-intron (B3GNTL1, intron 6 of 12)	65555	B3GNTL1	B3GNTL1	NM_001009905			B3GNTL1			NA
TCF12_IP_R1_peak_1121	chr1	172419068	172419367	+	442	NA	intron (C1orf105, intron 3 of 6)	-intron (C1orf105, intron 3 of 6)	-5987	PIGC	PIGC	NM_002642			PIGC			NA
TCF12_IP_R1_peak_197	chr1	15655279	15655596	+	442	NA	intron (FHAD1, intron 13 of 30)	-intron (FHAD1, intron 13 of 30)	-80954	EFHD2	EFHD2	NM_024329			EFHD2			NA
TCF12_IP_R1_peak_3658	chr12	52366574	52366901	+	442	NA	intron (ACVR1B, intron 1 of 8)	-intron (ACVR1B, intron 1 of 8)	21286	ACVR1B	ACVR1B	NM_020328			ACVR1B			NA
TCF12_IP_R1_peak_9541	chr2	112641273	112641843	+	441	NA	exon (ANAPC1, exon 1 of 48)	-exon (ANAPC1, exon 1 of 48)	183	ANAPC1	ANAPC1	NM_022662			ANAPC1			NA
TCF12_IP_R1_peak_14691	chr6	151187123	151188134	+	441	NA	intron (MTHFD1L, intron 1 of 27)	-intron (MTHFD1L, intron 1 of 27)	813	MTHFD1L	MTHFD1L	NM_015440			MTHFD1L			NA
TCF12_IP_R1_peak_10346	chr20	43274693	43275317	+	441	NA	intron (ADA, intron 1 of 11)	-intron (ADA, intron 1 of 11)	5371	ADA	ADA	NM_000022			ADA			NA
TCF12_IP_R1_peak_10216	chr20	26188749	26189217	+	441	NA	promoter-TSS (MIR663A)	-promoter-TSS (MIR663A)	-69	MIR663A	MIR663A	NR_030386			MIR663A			NA
TCF12_IP_R1_peak_5720	chr16	2121173	2121866	+	441	NA	exon (TSC2, exon 18 of 42)	-exon (TSC2, exon 18 of 42)	18766	MIR1225	MIR1225	NR_030646			MIR1225			NA
TCF12_IP_R1_peak_17361	chrX	149107969	149108843	+	441	NA	intron (LINC00894, intron 1 of 11)	-intron (LINC00894, intron 1 of 11)	1640	LINC00894	LINC00894	NR_027456			LINC00894			NA
TCF12_IP_R1_peak_13203	chr5	26235291	26236956	+	441	NA	Intergenic	Intergenic	802566	CDH9	CDH9	NM_016279			CDH9			NA
TCF12_IP_R1_peak_12705	chr4	56212305	56213102	+	441	NA	exon (SRD5A3, exon 1 of 5)	-exon (SRD5A3, exon 1 of 5)	315	SRD5A3	SRD5A3	NM_024592			SRD5A3			NA
TCF12_IP_R1_peak_12051	chr3	141206290	141206833	+	440	NA	intron (RASA2, intron 1 of 23)	-intron (RASA2, intron 1 of 23)	672	RASA2	RASA2	NM_006506			RASA2			NA
TCF12_IP_R1_peak_4665	chr14	50528472	50528738	+	440	NA	intron (LINC01599, intron 2 of 8)	-intron (LINC01599, intron 2 of 8)	43156	LINC01599	LINC01599	NR_131171			LINC01599			NA
TCF12_IP_R1_peak_12190	chr3	183595941	183596310	+	440	NA	intron (PARL, intron 1 of 9)	-intron (PARL, intron 1 of 8)	6568	PARL	PARL	NM_018622			PARL			NA
TCF12_IP_R1_peak_12928	chr4	124521104	124521482	+	439	NA	Intergenic	Intergenic	-174126	LINC01091	LINC01091	NR_027105			LINC01091			NA
TCF12_IP_R1_peak_6980	chr17	55520542	55520931	+	439	NA	intron (MSI2, intron 5 of 9)	-intron (MSI2, intron 6 of 13)	80222	LOC101927557	LOC101927557	NR_110808			LOC101927557			NA
TCF12_IP_R1_peak_12202	chr3	184122945	184123427	+	439	NA	Intergenic	Intergenic	25325	CHRD	CHRD	NM_003741			CHRD			NA
TCF12_IP_R1_peak_13352	chr5	67510893	67512321	+	439	NA	promoter-TSS (PIK3R1)	-promoter-TSS (PIK3R1)	25903	LOC102467655	LOC102467655	NR_105003			LOC102467655			NA
TCF12_IP_R1_peak_412	chr1	31191552	31192141	+	439	NA	exon (MATN1-AS1, exon 1 of 4)	-exon (MATN1-AS1, exon 1 of 4)	227	MATN1-AS1	MATN1-AS1	NR_034182			MATN1-AS1			NA
TCF12_IP_R1_peak_407	chr1	29211472	29211737	+	439	NA	Intergenic	Intergenic	-1999	EPB41	EPB41	NM_004437			EPB41			NA
TCF12_IP_R1_peak_3734	chr12	62654584	62654901	+	438	NA	TTS (MIR6125)	-TTS (MIR6125)	602	MIR6125	MIR6125	NR_106740			MIR6125			NA
TCF12_IP_R1_peak_9612	chr2	127822163	127822831	+	438	NA	intron (BIN1, intron 6 of 12)	-intron (BIN1, intron 6 of 14)	42406	BIN1	BIN1	NM_004305			BIN1			NA
TCF12_IP_R1_peak_8832	chr19	51761460	51762043	+	438	NA	intron (SIGLECL1, intron 1 of 5)	-intron (SIGLECL1, intron 1 of 5)	7419	SIGLECL1	SIGLECL1	NM_001308437			SIGLECL1			NA
TCF12_IP_R1_peak_1972	chr10	51502783	51503521	+	438	NA	intron (TIMM23B, intron 7 of 7)	-intron (TIMM23B, intron 6 of 6)	-16825	AGAP7P	AGAP7P	NR_126580			AGAP7P			NA
TCF12_IP_R1_peak_13656	chr5	137089816	137090952	+	438	NA	promoter-TSS (HNRNPA0)	-promoter-TSS (HNRNPA0)	-345	HNRNPA0	HNRNPA0	NM_006805			HNRNPA0			NA
TCF12_IP_R1_peak_4906	chr14	90135517	90135895	+	438	NA	Intergenic	Intergenic	93146	FOXN3-AS2	FOXN3-AS2	NR_024620			FOXN3-AS2			NA
TCF12_IP_R1_peak_13670	chr5	138598244	138598608	+	438	NA	Intergenic	Intergenic	-11015	SNHG4	SNHG4	NR_036536			SNHG4			NA
TCF12_IP_R1_peak_1907	chr10	43579291	43579599	+	438	NA	intron (RET, intron 1 of 19)	-intron (RET, intron 1 of 18)	6928	RET	RET	NM_020975			RET			NA
TCF12_IP_R1_peak_13014	chr4	152328808	152329414	+	438	NA	Intergenic	Intergenic	-1287	FAM160A1	FAM160A1	NM_001109977			FAM160A1			NA
TCF12_IP_R1_peak_6132	chr16	66557782	66558290	+	438	NA	intron (TK2, intron 5 of 8)	-intron (TK2, intron 6 of 9)	26279	TK2	TK2	NM_001271935			TK2			NA
TCF12_IP_R1_peak_5041	chr14	102430677	102431493	+	438	NA	exon (DYNC1H1, exon 1 of 78)	-exon (DYNC1H1, exon 1 of 78)	220	DYNC1H1	DYNC1H1	NM_001376			DYNC1H1			NA
TCF12_IP_R1_peak_555	chr1	43202776	43203347	+	437	NA	intron (CLDN19, intron 2 of 2)	-intron (CLDN19, intron 3 of 3)	2864	CLDN19	CLDN19	NM_001185117			CLDN19			NA
TCF12_IP_R1_peak_16143	chr8	125486866	125487568	+	437	NA	promoter-TSS (RNF139-AS1)	-promoter-TSS (RNF139-AS1)	209	RNF139	RNF139	NM_007218			RNF139			NA
TCF12_IP_R1_peak_3930	chr12	109301749	109302135	+	437	NA	TTS (SVOP)	-TTS (SVOP)	28085	DAO	DAO	NM_001917			DAO			NA
TCF12_IP_R1_peak_1663	chr10	6969533	6970293	+	437	NA	Intergenic	Intergenic	148353	LINC00707	LINC00707	NR_038291			LINC00707			NA
TCF12_IP_R1_peak_4096	chr12	124744244	124744642	+	436	NA	intron (ZNF664-FAM101A, intron 3 of 4)	-intron (ZNF664-FAM101A, intron 3 of 4)	-29267	FAM101A	FAM101A	NM_181709			FAM101A			NA
TCF12_IP_R1_peak_7743	chr18	47013443	47013879	+	435	NA	promoter-TSS (C18orf32)	-promoter-TSS (C18orf32)	-17	C18orf32	C18orf32	NM_001199346			C18orf32			NA
