PeakID (cmd=annotatePeaks.pl ENCAB000BDY.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_1558	chr17	46026722	46026864	+	0	NA	TTS (PNPO)	-TTS (PNPO)	7904	PNPO	PNPO	NM_018129			PNPO			NA
Interval_2716	chr3	127770946	127771137	+	0	NA	promoter-TSS (SEC61A1)	-promoter-TSS (SEC61A1)	-171	SEC61A1	SEC61A1	NM_013336			SEC61A1			NA
Interval_2833	chr4	73935438	73935612	+	0	NA	promoter-TSS (COX18)	-promoter-TSS (COX18)	-49	COX18	COX18	NM_001300729			COX18			NA
Interval_2801	chr4	3534295	3534429	+	0	NA	promoter-TSS (LRPAP1)	-promoter-TSS (LRPAP1)	-486	LRPAP1	LRPAP1	NM_002337			LRPAP1			NA
Interval_2458	chr21	27107512	27107754	+	0	NA	exon (ATP5J, exon 1 of 4)	-exon (ATP5J, exon 1 of 4)	304	GABPA	GABPA	NM_002040			GABPA			NA
Interval_937	chr12	120755500	120755704	+	0	NA	Intergenic	Intergenic	9990	PLA2G1B	PLA2G1B	NM_000928			PLA2G1B			NA
Interval_55	chr1	10270492	10270704	+	0	NA	promoter-TSS (KIF1B)	-promoter-TSS (KIF1B)	-166	KIF1B	KIF1B	NM_015074			KIF1B			NA
Interval_3734	chrX	136520312	136520563	+	0	NA	Intergenic	Intergenic	-127909	ZIC3	ZIC3	NM_003413			ZIC3			NA
Interval_224	chr1	47697606	47697761	+	0	NA	promoter-TSS (TAL1)	-promoter-TSS (TAL1)	324	TAL1	TAL1	NM_001290403			TAL1			NA
Interval_434	chr1	212781981	212782225	+	0	NA	exon (ATF3, exon 1 of 4)	-exon (ATF3, exon 1 of 4)	133	ATF3	ATF3	NM_001206484			ATF3			NA
Interval_3357	chr7	112430363	112430580	+	0	NA	promoter-TSS (TMEM168)	-promoter-TSS (TMEM168)	7	TMEM168	TMEM168	NR_109840			TMEM168			NA
Interval_1247	chr16	28874695	28874911	+	0	NA	promoter-TSS (SH2B1)	-promoter-TSS (SH2B1)	-511	SH2B1	SH2B1	NM_001308293			SH2B1			NA
Interval_3445	chr8	22926512	22926684	+	0	NA	exon (TNFRSF10B, exon 1 of 9)	-exon (TNFRSF10B, exon 1 of 9)	102	TNFRSF10B	TNFRSF10B	NM_003842			TNFRSF10B			NA
Interval_3295	chr7	86781734	86781936	+	0	NA	promoter-TSS (DMTF1)	-promoter-TSS (DMTF1)	158	DMTF1	DMTF1	NM_001142326			DMTF1			NA
Interval_2017	chr19	47744396	47744696	+	0	NA	Intergenic	Intergenic	-10095	BBC3	BBC3	NM_001127242			BBC3			NA
Interval_1758	chr19	4182416	4182736	+	0	NA	promoter-TSS (SIRT6)	-promoter-TSS (SIRT6)	20	SIRT6	SIRT6	NM_001193285			SIRT6			NA
Interval_621	chr11	576248	576527	+	0	NA	promoter-TSS (PHRF1)	-promoter-TSS (PHRF1)	-59	PHRF1	PHRF1	NM_001286581			PHRF1			NA
Interval_559	chr10	74870093	74870334	+	0	NA	promoter-TSS (NUDT13)	-promoter-TSS (NUDT13)	80	NUDT13	NUDT13	NM_015901			NUDT13			NA
Interval_50	chr1	9294310	9294444	+	0	NA	promoter-TSS (H6PD)	-promoter-TSS (H6PD)	-486	H6PD	H6PD	NM_001282587			H6PD			NA
Interval_292	chr1	114447782	114447934	+	0	NA	promoter-TSS (AP4B1)	-promoter-TSS (AP4B1)	-57	DCLRE1B	DCLRE1B	NM_022836			DCLRE1B			NA
Interval_5	chr1	948534	948822	+	0	NA	promoter-TSS (ISG15)	-promoter-TSS (ISG15)	-169	ISG15	ISG15	NM_005101			ISG15			NA
Interval_592	chr10	102289580	102289735	+	0	NA	promoter-TSS (NDUFB8)	-promoter-TSS (NDUFB8)	23	NDUFB8	NDUFB8	NM_001284368			NDUFB8			NA
Interval_3021	chr6	18265068	18265202	+	0	NA	promoter-TSS (DEK)	-promoter-TSS (DEK)	-336	DEK	DEK	NM_003472			DEK			NA
Interval_1309	chr16	58664320	58664565	+	0	NA	promoter-TSS (CNOT1)	-promoter-TSS (CNOT1)	-652	CNOT1	CNOT1	NM_001265612			CNOT1			NA
Interval_188	chr1	38273797	38273931	+	0	NA	promoter-TSS (YRDC)	-promoter-TSS (YRDC)	1	YRDC	YRDC	NM_024640			YRDC			NA
Interval_3133	chr6	43597017	43597264	+	0	NA	promoter-TSS (MAD2L1BP)	-promoter-TSS (MAD2L1BP)	-157	GTPBP2	GTPBP2	NM_019096			GTPBP2			NA
Interval_1536	chr17	42188599	42188733	+	0	NA	intron (HDAC5, intron 2 of 26)	-intron (HDAC5, intron 2 of 26)	12348	HDAC5	HDAC5	NM_005474			HDAC5			NA
Interval_405	chr1	201673432	201673566	+	0	NA	intron (IPO9-AS1, intron 2 of 2)	-intron (NAV1, intron 1 of 29)	-15137	MIR5191	MIR5191	NR_049823			MIR5191			NA
Interval_70	chr1	14286965	14287099	+	0	NA	Intergenic	Intergenic	255682	PRDM2	PRDM2	NM_001135610			PRDM2			NA
Interval_2896	chr5	70751340	70751536	+	0	NA	promoter-TSS (BDP1)	-promoter-TSS (BDP1)	-4	BDP1	BDP1	NM_018429			BDP1			NA
Interval_3237	chr7	6629475	6629719	+	0	NA	promoter-TSS (C7orf26)	-promoter-TSS (C7orf26)	-55	C7orf26	C7orf26	NM_001303039			C7orf26			NA
Interval_3559	chr9	91925670	91925817	+	0	NA	promoter-TSS (CKS2)	-promoter-TSS (CKS2)	-367	CKS2	CKS2	NM_001827			CKS2			NA
Interval_3422	chr7	152456571	152456772	+	0	NA	promoter-TSS (ACTR3B)	-promoter-TSS (ACTR3B)	-163	ACTR3B	ACTR3B	NM_020445			ACTR3B			NA
Interval_908	chr12	88429150	88429364	+	0	NA	promoter-TSS (C12orf29)	-promoter-TSS (C12orf29)	-11	C12orf29	C12orf29	NM_001009894			C12orf29			NA
Interval_1788	chr19	7985043	7985312	+	0	NA	promoter-TSS (SNAPC2)	-promoter-TSS (SNAPC2)	-690	SNAPC2	SNAPC2	NM_003083			SNAPC2			NA
Interval_617	chr11	208747	208890	+	0	NA	promoter-TSS (MIR6743)	-promoter-TSS (MIR6743)	-518	MIR6743	MIR6743	NR_106801			MIR6743			NA
Interval_2803	chr4	4291884	4292025	+	0	NA	promoter-TSS (LYAR)	-promoter-TSS (LYAR)	30	ZBTB49	ZBTB49	NM_145291			ZBTB49			NA
Interval_3371	chr7	128695095	128695386	+	0	NA	promoter-TSS (TNPO3)	-promoter-TSS (TNPO3)	-13	TNPO3	TNPO3	NM_001191028			TNPO3			NA
Interval_1367	chr16	84300069	84300221	+	0	NA	Intergenic	Intergenic	-26789	KCNG4	KCNG4	NM_172347			KCNG4			NA
Interval_335	chr1	154531267	154531451	+	0	NA	promoter-TSS (UBE2Q1)	-promoter-TSS (UBE2Q1)	-239	UBE2Q1	UBE2Q1	NM_017582			UBE2Q1			NA
Interval_1544	chr17	43138407	43138761	+	0	NA	promoter-TSS (DCAKD)	-promoter-TSS (DCAKD)	-83	NMT1	NMT1	NM_021079			NMT1			NA
Interval_699	chr11	62341219	62341353	+	0	NA	intron (EEF1G, intron 1 of 9)	-intron (EEF1G, intron 1 of 9)	174	EEF1G	EEF1G	NM_001404			EEF1G			NA
Interval_84	chr1	16947590	16947764	+	0	NA	intron (CROCCP2, intron 5 of 6)	-intron (CROCCP2, intron 5 of 6)	-7577	NBPF1	NBPF1	NM_017940			NBPF1			NA
Interval_134	chr1	27659349	27659537	+	0	NA	intron (TMEM222, intron 4 of 7)	-intron (TMEM222, intron 3 of 5)	-9040	SYTL1	SYTL1	NM_032872			SYTL1			NA
Interval_3719	chrX	84258731	84258940	+	0	NA	promoter-TSS (APOOL)	-promoter-TSS (APOOL)	-63	APOOL	APOOL	NM_198450			APOOL			NA
Interval_3191	chr6	159290553	159290687	+	0	NA	promoter-TSS (C6orf99)	-promoter-TSS (C6orf99)	-279	C6orf99	C6orf99	NM_001302839			C6orf99			NA
Interval_407	chr1	201798087	201798415	+	0	NA	promoter-TSS (IPO9)	-promoter-TSS (IPO9)	-37	IPO9	IPO9	NM_018085			IPO9			NA
Interval_264	chr1	95538344	95538699	+	0	NA	promoter-TSS (ALG14)	-promoter-TSS (ALG14)	-14	ALG14	ALG14	NM_144988			ALG14			NA
Interval_65	chr1	11865718	11865926	+	0	NA	promoter-TSS (CLCN6)	-promoter-TSS (CLCN6)	-331	CLCN6	CLCN6	NM_001256959			CLCN6			NA
Interval_3328	chr7	100027330	100027554	+	0	NA	exon (MEPCE, exon 1 of 4)	-exon (MEPCE, exon 1 of 4)	188	MEPCE	MEPCE	NM_001194990			MEPCE			NA
Interval_2459	chr21	30257587	30257819	+	0	NA	promoter-TSS (N6AMT1)	-promoter-TSS (N6AMT1)	-8	N6AMT1	N6AMT1	NM_013240			N6AMT1			NA
Interval_951	chr12	123849722	123849957	+	0	NA	promoter-TSS (MIR8072)	-promoter-TSS (MIR8072)	-449	MIR8072	MIR8072	NR_107039			MIR8072			NA
Interval_147	chr1	28908349	28908498	+	0	NA	promoter-TSS (SNORA16A)	-promoter-TSS (SNORA16A)	-57	SNHG12	SNHG12	NR_024127			SNHG12			NA
Interval_538	chr10	65389244	65389385	+	0	NA	Intergenic	Intergenic	108191	REEP3	REEP3	NM_001001330			REEP3			NA
Interval_1018	chr14	24658044	24658291	+	0	NA	promoter-TSS (IPO4)	-promoter-TSS (IPO4)	-43	IPO4	IPO4	NM_024658			IPO4			NA
Interval_2730	chr3	141030370	141030736	+	0	NA	Intergenic	Intergenic	-12502	ZBTB38	ZBTB38	NM_001080412			ZBTB38			NA
Interval_1706	chr19	663174	663368	+	0	NA	promoter-TSS (RNF126)	-promoter-TSS (RNF126)	-38	RNF126	RNF126	NM_194460			RNF126			NA
Interval_3026	chr6	24721350	24721646	+	0	NA	Intergenic	Intergenic	-2095	C6orf62	C6orf62	NM_030939			C6orf62			NA
Interval_2711	chr3	67048454	67048597	+	0	NA	promoter-TSS (KBTBD8)	-promoter-TSS (KBTBD8)	-202	KBTBD8	KBTBD8	NM_032505			KBTBD8			NA
Interval_2601	chr22	31556023	31556207	+	0	NA	promoter-TSS (RNF185)	-promoter-TSS (RNF185)	-10	MIR3928	MIR3928	NR_037496			MIR3928			NA
Interval_299	chr1	116961172	116961394	+	0	NA	promoter-TSS (ATP1A1-AS1)	-promoter-TSS (ATP1A1-AS1)	-39	ATP1A1-AS1	ATP1A1-AS1	NR_027646			ATP1A1-AS1			NA
Interval_3062	chr6	31126057	31126300	+	0	NA	promoter-TSS (TCF19)	-promoter-TSS (TCF19)	-125	TCF19	TCF19	NM_001077511_2			TCF19			NA
Interval_2554	chr22	21212981	21213312	+	0	NA	promoter-TSS (SNAP29)	-promoter-TSS (SNAP29)	-46	PI4KA	PI4KA	NM_058004			PI4KA			NA
Interval_236	chr1	54587328	54587481	+	0	NA	Intergenic	Intergenic	31275	CDCP2	CDCP2	NM_201546			CDCP2			NA
Interval_502	chr10	7860172	7860587	+	0	NA	promoter-TSS (TAF3)	-promoter-TSS (TAF3)	-88	TAF3	TAF3	NM_031923			TAF3			NA
Interval_1263	chr16	30366538	30366799	+	0	NA	promoter-TSS (CD2BP2)	-promoter-TSS (CD2BP2)	14	CD2BP2	CD2BP2	NM_006110			CD2BP2			NA
Interval_1557	chr17	45928776	45928924	+	0	NA	promoter-TSS (SP6)	-promoter-TSS (SP6)	4390	SP6	SP6	NM_199262			SP6			NA
Interval_1339	chr16	70473026	70473419	+	0	NA	promoter-TSS (ST3GAL2)	-promoter-TSS (ST3GAL2)	-231	ST3GAL2	ST3GAL2	NM_006927			ST3GAL2			NA
Interval_3717	chrX	69509754	69509963	+	0	NA	promoter-TSS (KIF4A)	-promoter-TSS (KIF4A)	-21	KIF4A	KIF4A	NM_012310			KIF4A			NA
Interval_3184	chr6	150067585	150067859	+	0	NA	promoter-TSS (NUP43)	-promoter-TSS (NUP43)	-14	NUP43	NUP43	NM_198887			NUP43			NA
Interval_74	chr1	15853122	15853498	+	0	NA	promoter-TSS (DNAJC16)	-promoter-TSS (DNAJC16)	2	DNAJC16	DNAJC16	NM_015291			DNAJC16			NA
Interval_748	chr11	67084729	67084899	+	0	NA	promoter-TSS (LOC100130987)	-promoter-TSS (LOC100130987)	-496	LOC100130987	LOC100130987	NR_024469			LOC100130987			NA
Interval_3518	chr8	145158634	145158783	+	0	NA	promoter-TSS (MAF1)	-promoter-TSS (MAF1)	430	SHARPIN	SHARPIN	NM_030974			SHARPIN			NA
Interval_3382	chr7	133812004	133812143	+	0	NA	promoter-TSS (LRGUK)	-promoter-TSS (LRGUK)	-32	LRGUK	LRGUK	NM_144648			LRGUK			NA
Interval_260	chr1	93297472	93297679	+	0	NA	promoter-TSS (RPL5)	-promoter-TSS (RPL5)	-19	RPL5	RPL5	NM_000969			RPL5			NA
Interval_1783	chr19	7616306	7616476	+	0	NA	intron (PNPLA6, intron 18 of 31)	-intron (PNPLA6, intron 20 of 33)	17353	PNPLA6	PNPLA6	NM_001166112			PNPLA6			NA
Interval_713	chr11	64510421	64510623	+	0	NA	intron (RASGRP2, intron 1 of 16)	-intron (RASGRP2, intron 1 of 16)	2406	RASGRP2	RASGRP2	NM_153819			RASGRP2			NA
Interval_918	chr12	107167914	107168074	+	0	NA	promoter-TSS (RIC8B)	-promoter-TSS (RIC8B)	-405	RIC8B	RIC8B	NM_018157			RIC8B			NA
Interval_2284	chr2	152684885	152685092	+	0	NA	promoter-TSS (ARL5A)	-promoter-TSS (ARL5A)	21	ARL5A	ARL5A	NM_177985			ARL5A			NA
Interval_3072	chr6	31795458	31795674	+	0	NA	promoter-TSS (HSPA1B)	-promoter-TSS (HSPA1B)	54	HSPA1B	HSPA1B	NM_005346_3			HSPA1B			NA
Interval_3325	chr7	100025788	100025982	+	0	NA	promoter-TSS (MEPCE)	-promoter-TSS (MEPCE)	546	ZCWPW1	ZCWPW1	NM_017984			ZCWPW1			NA
Interval_297	chr1	115300084	115300250	+	0	NA	intron (CSDE1, intron 1 of 18)	-intron (CSDE1, intron 1 of 19)	504	CSDE1	CSDE1	NM_001007553			CSDE1			NA
Interval_1791	chr19	8578715	8578962	+	0	NA	intron (ZNF414, intron 1 of 5)	-intron (ZNF414, intron 1 of 7)	210	ZNF414	ZNF414	NM_032370			ZNF414			NA
Interval_3411	chr7	150689835	150690092	+	0	NA	promoter-TSS (NOS3)	-promoter-TSS (NOS3)	-929	NOS3	NOS3	NM_000603			NOS3			NA
Interval_501	chr10	6205795	6205989	+	0	NA	intron (PFKFB3, intron 1 of 14)	-intron (PFKFB3, intron 1 of 14)	-11667	MIR3155B	MIR3155B	NR_039698			MIR3155B			NA
Interval_1982	chr19	44598332	44598617	+	0	NA	promoter-TSS (ZNF224)	-promoter-TSS (ZNF224)	-8	ZNF224	ZNF224	NM_013398			ZNF224			NA
Interval_3405	chr7	149570915	149571162	+	0	NA	promoter-TSS (ATP6V0E2-AS1)	-promoter-TSS (ATP6V0E2-AS1)	-87	ATP6V0E2-AS1	ATP6V0E2-AS1	NR_027040			ATP6V0E2-AS1			NA
Interval_3408	chr7	150595652	150595786	+	0	NA	Intergenic	Intergenic	46154	AOC1	AOC1	NM_001272072			AOC1			NA
Interval_3114	chr6	38671007	38671181	+	0	NA	promoter-TSS (GLO1)	-promoter-TSS (GLO1)	-142	GLO1	GLO1	NM_006708			GLO1			NA
Interval_1673	chr18	12947509	12947665	+	0	NA	promoter-TSS (SEH1L)	-promoter-TSS (SEH1L)	-396	SEH1L	SEH1L	NM_001013437			SEH1L			NA
Interval_2256	chr2	101869232	101869366	+	0	NA	promoter-TSS (CNOT11)	-promoter-TSS (CNOT11)	-46	CNOT11	CNOT11	NM_017546			CNOT11			NA
Interval_332	chr1	153931066	153931373	+	0	NA	promoter-TSS (CRTC2)	-promoter-TSS (CRTC2)	-87	CRTC2	CRTC2	NM_181715			CRTC2			NA
Interval_2955	chr5	148829001	148829216	+	0	NA	Intergenic	Intergenic	18899	MIR145	MIR145	NR_029686			MIR145			NA
Interval_1965	chr19	42612852	42613018	+	0	NA	intron (POU2F2, intron 5 of 13)	-intron (POU2F2, intron 5 of 13)	23690	POU2F2	POU2F2	NM_002698			POU2F2			NA
Interval_136	chr1	28052016	28052317	+	0	NA	promoter-TSS (FAM76A)	-promoter-TSS (FAM76A)	-324	FAM76A	FAM76A	NM_152660			FAM76A			NA
Interval_117	chr1	26232819	26233093	+	0	NA	promoter-TSS (STMN1)	-promoter-TSS (STMN1)	-11	MIR3917	MIR3917	NR_037481			MIR3917			NA
Interval_967	chr12	133287324	133287481	+	0	NA	promoter-TSS (PGAM5)	-promoter-TSS (PGAM5)	9	PGAM5	PGAM5	NM_001170544			PGAM5			NA
Interval_301	chr1	120190824	120191043	+	0	NA	promoter-TSS (ZNF697)	-promoter-TSS (ZNF697)	-543	ZNF697	ZNF697	NM_001080470			ZNF697			NA
Interval_3202	chr6	170615576	170615883	+	0	NA	promoter-TSS (FAM120B)	-promoter-TSS (FAM120B)	-81	FAM120B	FAM120B	NM_001286379			FAM120B			NA
Interval_1345	chr16	72127510	72127797	+	0	NA	promoter-TSS (DHX38)	-promoter-TSS (DHX38)	38	DHX38	DHX38	NM_014003			DHX38			NA
Interval_344	chr1	155243301	155243473	+	0	NA	promoter-TSS (CLK2)	-promoter-TSS (CLK2)	-67	CLK2	CLK2	NM_001294339			CLK2			NA
Interval_817	chr12	4647804	4648136	+	0	NA	promoter-TSS (RAD51AP1)	-promoter-TSS (RAD51AP1)	20	RAD51AP1	RAD51AP1	NM_006479			RAD51AP1			NA
Interval_181	chr1	36786831	36787038	+	0	NA	TTS (SH3D21)	-TTS (SH3D21)	2315	EVA1B	EVA1B	NM_018166			EVA1B			NA
Interval_848	chr12	49961581	49961994	+	0	NA	intron (MCRS1, intron 1 of 14)	-intron (MCRS1, intron 1 of 12)	141	MCRS1	MCRS1	NM_006337			MCRS1			NA
Interval_1692	chr18	67872883	67873036	+	0	NA	promoter-TSS (RTTN)	-promoter-TSS (RTTN)	3	RTTN	RTTN	NM_173630			RTTN			NA
Interval_2155	chr2	3522518	3523076	+	0	NA	intron (ADI1, intron 1 of 3)	-intron (ADI1, intron 1 of 3)	553	ADI1	ADI1	NM_018269			ADI1			NA
Interval_2086	chr19	53073436	53073651	+	0	NA	promoter-TSS (ZNF701)	-promoter-TSS (ZNF701)	17	ZNF701	ZNF701	NM_001172655			ZNF701			NA
Interval_1147	chr15	90727488	90727667	+	0	NA	promoter-TSS (SEMA4B)	-promoter-TSS (SEMA4B)	-16985	SEMA4B	SEMA4B	NM_020210			SEMA4B			NA
Interval_1388	chr16	88619132	88619276	+	0	NA	Intergenic	Intergenic	-17585	ZC3H18	ZC3H18	NM_001294340			ZC3H18			NA
Interval_1297	chr16	53536900	53537051	+	0	NA	intron (AKTIP, intron 1 of 9)	-intron (AKTIP, intron 1 of 9)	241	AKTIP	AKTIP	NM_001308325			AKTIP			NA
Interval_2723	chr3	134204458	134204627	+	0	NA	promoter-TSS (CEP63)	-promoter-TSS (CEP63)	321	ANAPC13	ANAPC13	NM_015391			ANAPC13			NA
Interval_2672	chr3	40626073	40626264	+	0	NA	Intergenic	Intergenic	59799	ZNF621	ZNF621	NM_001287245			ZNF621			NA
Interval_3307	chr7	98923364	98923708	+	0	NA	promoter-TSS (ARPC1A)	-promoter-TSS (ARPC1A)	40	ARPC1A	ARPC1A	NM_006409			ARPC1A			NA
Interval_2077	chr19	51925369	51925503	+	0	NA	Intergenic	Intergenic	-4379	SIGLEC10	SIGLEC10	NM_033130			SIGLEC10			NA
Interval_859	chr12	53615094	53615228	+	0	NA	promoter-TSS (RARG)	-promoter-TSS (RARG)	-964	RARG	RARG	NM_000966			RARG			NA
Interval_614	chr10	135122333	135122613	+	0	NA	promoter-TSS (ZNF511)	-promoter-TSS (ZNF511)	80	ZNF511	ZNF511	NM_145806			ZNF511			NA
Interval_878	chr12	56710014	56710208	+	0	NA	promoter-TSS (CNPY2)	-promoter-TSS (CNPY2)	17	CNPY2	CNPY2	NM_001190991			CNPY2			NA
Interval_1494	chr17	34982446	34982581	+	0	NA	Intergenic	Intergenic	24488	MRM1	MRM1	NM_024864			MRM1			NA
Interval_1491	chr17	33914218	33914373	+	0	NA	promoter-TSS (AP2B1)	-promoter-TSS (AP2B1)	13	AP2B1	AP2B1	NM_001030006			AP2B1			NA
Interval_82	chr1	16693414	16693741	+	0	NA	promoter-TSS (SZRD1)	-promoter-TSS (SZRD1)	52	SZRD1	SZRD1	NM_001114600			SZRD1			NA
Interval_549	chr10	73565918	73566052	+	0	NA	exon (CDH23, exon 10 of 23)	-exon (CDH23, exon 10 of 23)	15481	MIR7152	MIR7152	NR_106974			MIR7152			NA
Interval_3626	chr9	131102614	131102872	+	0	NA	promoter-TSS (SLC27A4)	-promoter-TSS (SLC27A4)	-96	SLC27A4	SLC27A4	NM_005094			SLC27A4			NA
Interval_3521	chr8	145550574	145550773	+	0	NA	promoter-TSS (DGAT1)	-promoter-TSS (DGAT1)	-91	DGAT1	DGAT1	NM_012079			DGAT1			NA
Interval_2975	chr5	173043632	173043891	+	0	NA	promoter-TSS (BOD1)	-promoter-TSS (BOD1)	-95	BOD1	BOD1	NM_138369			BOD1			NA
Interval_218	chr1	45987434	45987625	+	0	NA	promoter-TSS (PRDX1)	-promoter-TSS (PRDX1)	81	PRDX1	PRDX1	NM_001202431			PRDX1			NA
Interval_2806	chr4	6642150	6642368	+	0	NA	exon (MRFAP1, exon 1 of 3)	-exon (MRFAP1, exon 1 of 3)	441	MRFAP1	MRFAP1	NM_033296			MRFAP1			NA
Interval_3353	chr7	108210045	108210322	+	0	NA	promoter-TSS (THAP5)	-promoter-TSS (THAP5)	-6	DNAJB9	DNAJB9	NM_012328			DNAJB9			NA
Interval_3390	chr7	139024985	139025327	+	0	NA	promoter-TSS (C7orf55-LUC7L2)	-promoter-TSS (C7orf55-LUC7L2)	-40	C7orf55	C7orf55	NM_197964			C7orf55			NA
Interval_2698	chr3	49059371	49059574	+	0	NA	promoter-TSS (DALRD3)	-promoter-TSS (DALRD3)	-968	DALRD3	DALRD3	NM_018114			DALRD3			NA
Interval_281	chr1	110438541	110438696	+	0	NA	Intergenic	Intergenic	-14615	CSF1	CSF1	NM_000757			CSF1			NA
Interval_2694	chr3	48342766	48342946	+	0	NA	promoter-TSS (NME6)	-promoter-TSS (NME6)	45	NME6	NME6	NM_001308426			NME6			NA
Interval_237	chr1	54869717	54869851	+	0	NA	intron (SSBP3, intron 3 of 17)	-intron (SSBP3, intron 3 of 16)	2284	SSBP3	SSBP3	NM_018070			SSBP3			NA
Interval_1500	chr17	37557777	37557961	+	0	NA	promoter-TSS (FBXL20)	-promoter-TSS (FBXL20)	40	FBXL20	FBXL20	NM_032875			FBXL20			NA
Interval_1770	chr19	5828387	5828560	+	0	NA	TTS (NRTN)	-TTS (NRTN)	4655	NRTN	NRTN	NM_004558			NRTN			NA
Interval_1188	chr16	2301520	2301753	+	0	NA	promoter-TSS (ECI1)	-promoter-TSS (ECI1)	-34	ECI1	ECI1	NM_001919			ECI1			NA
Interval_1216	chr16	11038186	11038452	+	0	NA	promoter-TSS (CLEC16A)	-promoter-TSS (CLEC16A)	-26	CLEC16A	CLEC16A	NM_015226			CLEC16A			NA
Interval_2609	chr22	38245264	38245494	+	0	NA	promoter-TSS (EIF3L)	-promoter-TSS (EIF3L)	0	EIF3L	EIF3L	NM_001242923			EIF3L			NA
Interval_3513	chr8	145013826	145013960	+	0	NA	promoter-TSS (PLEC)	-promoter-TSS (PLEC)	-135	PLEC	PLEC	NM_000445			PLEC			NA
Interval_2540	chr22	20182072	20182206	+	0	NA	Intergenic	Intergenic	10302	LOC284865	LOC284865	NR_038460			LOC284865			NA
Interval_2874	chr5	6713247	6713410	+	0	NA	Intergenic	Intergenic	-1390	PAPD7	PAPD7	NM_001171806			PAPD7			NA
Interval_866	chr12	54121187	54121573	+	0	NA	promoter-TSS (CALCOCO1)	-promoter-TSS (CALCOCO1)	-73	CALCOCO1	CALCOCO1	NM_001143682			CALCOCO1			NA
Interval_2566	chr22	21996176	21996332	+	0	NA	promoter-TSS (SDF2L1)	-promoter-TSS (SDF2L1)	-288	SDF2L1	SDF2L1	NM_022044			SDF2L1			NA
Interval_2080	chr19	52207456	52207711	+	0	NA	exon (SPACA6P, exon 7 of 8)	-exon (SPACA6P, exon 7 of 8)	-10874	SPACA6P-AS	SPACA6P-AS	NR_108100			SPACA6P-AS			NA
Interval_1659	chr17	80455062	80455196	+	0	NA	Intergenic	Intergenic	-22465	FOXK2	FOXK2	NM_004514			FOXK2			NA
Interval_830	chr12	21590436	21590570	+	0	NA	promoter-TSS (PYROXD1)	-promoter-TSS (PYROXD1)	-35	PYROXD1	PYROXD1	NM_024854			PYROXD1			NA
Interval_1250	chr16	29801666	29802007	+	0	NA	promoter-TSS (KIF22)	-promoter-TSS (KIF22)	-198	KIF22	KIF22	NM_001256269			KIF22			NA
Interval_1661	chr17	80709752	80710063	+	0	NA	promoter-TSS (TBCD)	-promoter-TSS (TBCD)	-33	TBCD	TBCD	NM_005993			TBCD			NA
Interval_215	chr1	45477600	45477852	+	0	NA	promoter-TSS (UROD)	-promoter-TSS (UROD)	-79	UROD	UROD	NM_000374			UROD			NA
Interval_1182	chr16	1979720	1979881	+	0	NA	Intergenic	Intergenic	-11476	HS3ST6	HS3ST6	NM_001009606			HS3ST6			NA
Interval_2024	chr19	48673533	48673836	+	0	NA	promoter-TSS (C19orf68)	-promoter-TSS (C19orf68)	176	LIG1	LIG1	NR_110296			LIG1			NA
Interval_2343	chr2	242448034	242448230	+	0	NA	promoter-TSS (STK25)	-promoter-TSS (STK25)	-22	STK25	STK25	NM_001282305			STK25			NA
Interval_1084	chr15	42565250	42565534	+	0	NA	promoter-TSS (GANC)	-promoter-TSS (GANC)	390	TMEM87A	TMEM87A	NM_015497			TMEM87A			NA
Interval_3312	chr7	99097775	99098064	+	0	NA	promoter-TSS (ZNF394)	-promoter-TSS (ZNF394)	-42	ZNF394	ZNF394	NM_032164			ZNF394			NA
Interval_3342	chr7	100861282	100861456	+	0	NA	promoter-TSS (PLOD3)	-promoter-TSS (PLOD3)	-358	PLOD3	PLOD3	NM_001084			PLOD3			NA
Interval_1805	chr19	10444419	10444553	+	0	NA	promoter-TSS (RAVER1)	-promoter-TSS (RAVER1)	-172	RAVER1	RAVER1	NM_133452			RAVER1			NA
Interval_619	chr11	460593	460799	+	0	NA	intron (PTDSS2, intron 2 of 11)	-intron (PTDSS2, intron 2 of 11)	10416	PTDSS2	PTDSS2	NM_030783			PTDSS2			NA
Interval_38	chr1	5945951	5946086	+	0	NA	intron (NPHP4, intron 18 of 32)	-intron (NPHP4, intron 15 of 26)	-23217	MIR4689	MIR4689	NR_039838			MIR4689			NA
Interval_3516	chr8	145133416	145133651	+	0	NA	promoter-TSS (EXOSC4)	-promoter-TSS (EXOSC4)	11	EXOSC4	EXOSC4	NM_019037			EXOSC4			NA
Interval_922	chr12	109490313	109490447	+	0	NA	promoter-TSS (USP30)	-promoter-TSS (USP30)	5	USP30	USP30	NM_001301175			USP30			NA
Interval_2742	chr3	156272974	156273178	+	0	NA	promoter-TSS (SSR3)	-promoter-TSS (SSR3)	-87	SSR3	SSR3	NM_007107			SSR3			NA
Interval_2214	chr2	70056623	70056811	+	0	NA	promoter-TSS (GMCL1)	-promoter-TSS (GMCL1)	-101	GMCL1	GMCL1	NM_178439			GMCL1			NA
